ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,dcd96632-c807-4da3-a39c-d96e753fe503,1,,,18235,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 19291, 'name': 'Hans-Jörg Butt'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 19297, 'name': 'Daniel Van Buyten'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9406, 'name': 'Holger Badstuber'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 19296, 'name': 'Mark van Bommel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 18414, 'name': 'Bastian Schweinsteiger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 8218, 'name': 'Arjen Robben'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 19290, 'name': 'Hamit Altıntop'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 25}, {'player': {'id': 19289, 'name': 'Ivica Olić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,bb1ee857-9d75-4afd-b194-70a93e143bab,2,,,18235,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 19287, 'name': 'Júlio César Soares de Espíndola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 19300, 'name': 'Lucimar da Silva Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19292, 'name': 'Walter Adrián Samuel Luján'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 17729, 'name': 'Cristian Eugen Chivu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 19293, 'name': 'Javier Aldemar Zanetti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 19301, 'name': 'Esteban Matías Cambiasso Delau'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4409, 'name': 'Wesley Sneijder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 19294, 'name': 'Diego Alberto Milito'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Inter Milan,238,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,35833c73-ac41-43ea-8051-cec613d9695c,3,,,18235,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['d130be6f-e532-42b0-b615-deb59c168dd5'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,d130be6f-e532-42b0-b615-deb59c168dd5,4,,,18235,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['35833c73-ac41-43ea-8051-cec613d9695c'],0,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,64093a3b-db65-4653-8483-c53eaebc2fd2,1760,,,18235,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Bayern Munich,169,['c3ba9e2e-3513-4092-9505-816ef0764e95'],0,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,c3ba9e2e-3513-4092-9505-816ef0764e95,1761,,,18235,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Bayern Munich,169,['64093a3b-db65-4653-8483-c53eaebc2fd2'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.000,Half Start,
,,,,,,,,,,,0.4431,,,,,,,,,,,835ab816-314b-49a9-b3ba-f6e66ab9db9e,5,,"[61.0, 41.0]",18235,0,,True,,-2.6779451,,,Right Foot,,,"[49.0, 35.0]",,Ground Pass,13.416408,,Esteban Matías Cambiasso Delau,19301.0,,,,,Kick Off,1,From Kick Off,Wesley Sneijder,4409.0,Center Attacking Midfield,2,Inter Milan,238,['9a87026f-19a6-4d81-8fb5-7ee501b13f64'],0,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:00.628,Pass,
,,,,,,,,,,,1.6633,,,,,,,,,,,b8251de8-a702-4f9b-a264-10cb3d89cbbd,7,,"[50.0, 35.0]",18235,0,,,,2.332943,,,Left Foot,,,"[29.0, 57.0]",,Ground Pass,30.413813,,Lucimar da Silva Ferreira,19300.0,,,,,,1,From Kick Off,Esteban Matías Cambiasso Delau,19301.0,Left Defensive Midfield,2,Inter Milan,238,['afcc4064-3ad8-46cc-841d-7e9b75bb6bfc'],1,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:01.071,Pass,
,,,,,,,,,,,1.627314,,,,,,,,,,,9d7f8c5c-d7e9-457a-81d7-b91d223dacd5,10,,"[26.0, 59.0]",18235,0,,,,0.95613337,,,Right Foot,,,"[38.0, 76.0]",,Ground Pass,20.808653,,Maicon Douglas Sisenando,19299.0,,,,,,1,From Kick Off,Lucimar da Silva Ferreira,19300.0,Right Center Back,2,Inter Milan,238,['5ffadaf7-5e11-4e4a-82fe-3ef7a4d783ad'],4,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:04.261,Pass,
,,,,,,,,,,,2.2871,,,,,,,,,,,222e157a-ea37-486a-804d-42e7aa72e7e6,13,,"[45.0, 75.0]",18235,0,,,,-0.51623064,,,Right Foot,,,"[82.0, 54.0]",,High Pass,42.544094,Incomplete,,,,,,,,1,From Kick Off,Maicon Douglas Sisenando,19299.0,Right Back,2,Inter Milan,238,['5ae0f11a-2689-4bd0-b7ea-c833c188cd53'],8,,,,,,,,,,,,,,,,,Inter Milan,238,00:00:08.927,Pass,
