ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.8977,,,,,,,,,,,,,8fb5259e-eb0d-4a35-9327-aece95d1e2af,18,,"[47.4, 3.3]",68344,0,,,,,0.0,,Left Foot,,,"[57.8, 3.3]",,Ground Pass,10.4,,,,Lieke Martens,10649.0,,,,,,1,From Kick Off,Merel van Dongen,25659.0,Left Back,2,Netherlands Women's,851,"['2262f3ca-c833-4c05-81e2-80b83f4c5a96', 'dd9ad100-a5bf-403a-b62b-6ae626ee0000']",11,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:11.391,Pass,True
,,,,,,,,,,,,,0.1278,,,,,,,,,,,,,d91e007e-f3cf-4463-bca6-ff592ebde004,23,,"[51.7, 2.9]",68344,0,,,,,3.0875912,,Right Foot,,,"[48.0, 3.1]",,Ground Pass,3.7054014,,Incomplete,,Merel van Dongen,25659.0,,,,,,1,From Kick Off,Lieke Martens,10649.0,Left Wing,2,Netherlands Women's,851,"['4b8f5fe0-1957-4617-af5e-c62cde594df2', '6f18745f-fafd-4b06-8e6b-03f107a077d9', 'bb461822-ba6c-43f8-8d35-4f116c5a77d9']",13,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:13.233,Pass,True
,,,,,,,,,,,,,0.900584,,,,,,,,,,,,,0b0b0cb3-f902-4ef5-ad74-e9e363600230,26,,"[55.8, 0.1]",68344,0,,,,,0.66655785,,,,,"[63.3, 6.0]",,High Pass,9.542537,,,,Danielle van de Donk,10658.0,,,,,Throw-in,1,From Throw In,Merel van Dongen,25659.0,Left Back,3,Netherlands Women's,851,['9115aec2-db14-4fe3-9d89-e90f9171bd5b'],22,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:22.227,Pass,
,,,,,,,,,,,,,0.92213,,,,,,,,,,,,,a82c74b4-0ec6-491b-8650-d1ed959cc8dc,29,,"[63.3, 6.0]",68344,0,,,,,-2.2675385,,Other,,,"[59.2, 1.1]",,Low Pass,6.3890533,,,,Merel van Dongen,25659.0,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,3,Netherlands Women's,851,['4e612519-2dfc-42ca-87ae-76cfa9900b29'],23,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:23.171,Pass,
,,,,,,,,,,,,,0.729219,,,,,,,,,,,,,d47e86a5-3423-4f88-a426-48e6c5495651,34,,"[57.0, 1.5]",68344,0,,,,,0.49141824,,Left Foot,,,"[64.1, 5.3]",,Ground Pass,8.05295,,,,Danielle van de Donk,10658.0,,,,,,1,From Throw In,Merel van Dongen,25659.0,Left Back,3,Netherlands Women's,851,"['2079602f-1fa1-4b57-bea3-c5e4e3898bf5', '31b300ba-bf17-48b9-9020-1b77d9e0722b']",25,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:25.275,Pass,True
,,,,,,,,,,,,,0.7295,,,,,,,,,,,,,6935156e-b99f-4e70-b283-5ef8d2babf78,38,,"[70.9, 7.6]",68344,0,,,,,0.9926359,,Right Foot,,,"[78.6, 19.4]",,Ground Pass,14.090068,,,,Vivianne Miedema,15623.0,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,3,Netherlands Women's,851,['375a9f26-7b79-4245-bc14-0b461b9b9aa9'],28,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:28.737,Pass,
,,,,,,,,,,,,,1.344839,,,,,,,,,,,,,7f5b2e82-b747-4d58-932f-c99dfe84e8e9,43,,"[74.5, 27.4]",68344,0,,,,,2.0370548,,Right Foot,,,"[66.8, 42.7]",,Ground Pass,17.12834,,,,Sherida Spitse,10645.0,,,,,,1,From Throw In,Vivianne Miedema,15623.0,Center Forward,3,Netherlands Women's,851,['1140a1a0-c500-4913-8f22-701fd1bb3a45'],33,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:33.130,Pass,
,,,,,,,,,,,,,3.4632,,,,,,,,,,,,,92634000-1808-4f8b-a164-6e25dccd2317,47,,"[68.8, 42.9]",68344,0,,,,,0.18100359,,Right Foot,,,"[114.7, 51.3]",,Ground Pass,46.662296,,Incomplete,,Shanice van de Sanden,10648.0,,,,,,1,From Throw In,Sherida Spitse,10645.0,Center Defensive Midfield,3,Netherlands Women's,851,"['13438e1a-e9ed-4731-b4a6-c970cf7c636a', 'cc29733c-5ead-47c3-9341-9161422eb686']",35,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:35.496,Pass,
,,,,,,,,,,,,,3.0578,,,,,,,,,,,,,77be6270-8f97-4e4e-9ddc-571c84e83507,51,,"[14.7, 32.5]",68344,0,,,,,-0.020064197,,Right Foot,,,"[74.5, 31.3]",,High Pass,59.81204,,,,Christine Margaret Sinclair,5020.0,,,,,,1,From Throw In,Stephanie Lynn Marie Labbé,25609.0,Goalkeeper,3,Netherlands Women's,851,['bcae5c98-e5fb-4c4e-a24c-e7a942d25376'],52,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:52.191,Pass,
,,,,,,,,,,,,,2.0969,,,,,,,,,,,,,aa4f96f1-05d3-4740-a6cf-fa1ce37fe96d,54,,"[73.5, 27.6]",68344,0,,,,True,0.04605037,,,,,"[95.2, 28.6]",,Low Pass,21.72303,,Incomplete,,Janine Elizabeth Beckie,4992.0,,,,,,1,From Throw In,Christine Margaret Sinclair,5020.0,Left Center Forward,3,Netherlands Women's,851,"['2cfda62d-d9b5-4e97-af28-df11c8685228', '4eda26a3-ea56-41eb-a8c6-9115bb5c8e90', '9d2e6152-8ea6-40e3-bf33-fb312eab4c81']",55,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:55.289,Pass,True
,,,,,,,,,,,,,3.035,,,,,,,,,,,,,98a7cad0-7354-4a8e-aa68-9c797a233f2c,68,,"[50.1, 73.5]",68344,5,,,,,-0.6438511,,Right Foot,,,"[95.8, 39.2]",,High Pass,57.140003,,Incomplete,,,,,,,,,1,From Free Kick,Stephanie Lynn Marie Labbé,25609.0,Goalkeeper,4,Canada Women's,1206,['612ef7cc-7941-4546-b12f-ae7c4cf742ef'],2,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:05:02.657,Pass,
,,,,,,,,,,,,,1.0941,,,,,,,,,,,,,58bbc5a2-2247-4501-9c31-f41434477ffb,73,,"[62.1, 19.6]",68344,5,,,,,1.2890245,,Head,,,"[64.3, 27.2]",,High Pass,7.9120164,,,,Desiree Rose Marie Scott,4966.0,,,,,Recovery,1,From Free Kick,Allysha Lyn Chapman,5038.0,Left Back,4,Canada Women's,1206,['fe1003ae-b39a-4ad8-b7d6-cab25e5024c3'],11,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:05:11.788,Pass,
,,,,,,,,,,,,,1.5011,,,,,,,,,,,,,ada5fbd2-0b90-4d93-b5e2-b8741d67b1c5,75,,"[64.3, 27.2]",68344,5,,,,,-0.19739556,,Head,,,"[71.3, 25.8]",,High Pass,7.1386275,,,,Jessie Alexandra Fleming,25612.0,,,,,,1,From Free Kick,Desiree Rose Marie Scott,4966.0,Right Defensive Midfield,4,Canada Women's,1206,['541f8ba9-8d1e-41fe-9f76-a52c9c545f50'],12,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:05:12.882,Pass,
,,,,,,,,,,,,,1.7132,,,,,,,,,,,,,54053f00-3648-4190-b35f-e51be7f15f32,87,,"[56.8, 71.7]",68344,5,,,,,-1.9762391,,Right Foot,,,"[47.4, 49.8]",,Low Pass,23.83212,,,,Sherida Spitse,10645.0,,,,,Recovery,1,Regular Play,Shanice van de Sanden,10648.0,Right Wing,5,Netherlands Women's,851,"['522ba983-d5c6-48c2-84ad-8c3ba6ab146d', '6f696e45-fe02-4f30-b096-45d41e51e908']",18,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:18.191,Pass,True
,,,,,,,,,,,,,2.7165,,,,,,,,,,,,,7060996b-1903-4822-a149-6d2936829cda,90,,"[42.7, 43.9]",68344,5,,,,,-3.05059,,Right Foot,,,"[16.4, 41.5]",,Ground Pass,26.409279,,,,Sari van Veenendaal,10646.0,,,,,,1,Regular Play,Sherida Spitse,10645.0,Center Defensive Midfield,5,Netherlands Women's,851,['e2993572-03ce-4c02-a207-ed627e8d0902'],21,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:21.498,Pass,
,,,,,,,,,,,,,1.8595,,,,,,,,,,,,,3871faf2-f411-4832-8566-de55d80c2c8c,93,,"[19.4, 40.5]",68344,5,,,,,-0.9716943,,Right Foot,,,"[34.9, 17.8]",,Ground Pass,27.487087,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,1,Regular Play,Sari van Veenendaal,10646.0,Goalkeeper,5,Netherlands Women's,851,['3345ca36-374b-4b17-913f-22b6455c1cb7'],25,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:25.799,Pass,
,,,,,,,,,,,,,1.22377,,,,,,,,,,,,,e63e5660-2c48-481f-9aaa-1bf8b318fd41,97,,"[37.2, 15.4]",68344,5,,,,,0.42285392,,Left Foot,,,"[69.2, 29.8]",,Ground Pass,35.09074,,,,Vivianne Miedema,15623.0,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,5,Netherlands Women's,851,['1471ccf9-dc44-4efb-ad5a-598bf1f2d0a7'],29,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:29.678,Pass,
,,,,,,,,,,,,,1.2608,,,,,,,,,,,,,afd405fe-da00-4bab-9b77-397aa2f7ed99,100,,"[70.2, 29.6]",68344,5,,,,,1.6804465,,Right Foot,,,"[69.0, 40.5]",,Ground Pass,10.965857,,,,Jackie Groenen,10654.0,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,5,Netherlands Women's,851,['0ca95a96-b5fd-48cf-83d7-78dd67545f4a'],31,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:31.243,Pass,
,,,,,,,,,,,,,1.4305,,,,,,,,,,,,,79c65d27-8226-4967-9495-8cf874cf13da,104,,"[61.5, 39.4]",68344,5,,,,,1.3546327,,Right Foot,,,"[68.0, 69.0]",,Ground Pass,30.30528,,,,Desiree van Lunteren,10657.0,,,,,,1,Regular Play,Jackie Groenen,10654.0,Right Center Midfield,5,Netherlands Women's,851,['e90dec50-2a85-44dd-8c0c-cb7c19419ae8'],35,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:35.144,Pass,
,,,,,,,,,,,,,1.1919,,,,,,,,,,,,,8b20b360-90dd-4f54-a40c-f298cb433fce,107,,"[75.1, 69.8]",68344,5,,,,,0.21596625,,Right Foot,,,"[94.7, 74.1]",,Ground Pass,20.066141,,Incomplete,,Shanice van de Sanden,10648.0,,,,,,1,Regular Play,Desiree van Lunteren,10657.0,Right Back,5,Netherlands Women's,851,"['4a545331-5776-4472-90b0-73fc18fd16e8', '8c670e73-853f-49a5-b369-c393393671f0']",38,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:38.088,Pass,
,,,,,,,,,,,,,1.7324,,,,,,,,,,,,,b2c51c23-b84d-4563-8076-4616852d17b1,110,,"[89.2, 80.0]",68344,5,,,,,-1.0149255,,,,,"[97.4, 66.8]",,High Pass,15.539627,,,,Shanice van de Sanden,10648.0,,,,,Throw-in,1,From Throw In,Desiree van Lunteren,10657.0,Right Back,6,Netherlands Women's,851,['b443baea-0a2f-4e4f-8f73-5a4ee5ff5059'],52,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:52.743,Pass,
,,,,,,,,,,,,,1.6727,,,,,,,,,,,,,22d64139-c893-4dc7-bd59-a8b4189d8664,119,,"[97.0, 64.1]",68344,5,,,,,0.5571244,,Right Foot,,,"[109.2, 71.7]",,Ground Pass,14.373587,,Incomplete,,Jackie Groenen,10654.0,,,,,,1,From Throw In,Shanice van de Sanden,10648.0,Right Wing,6,Netherlands Women's,851,"['f00766a7-6722-4a0b-b0e7-705a59c88b91', 'f1506e50-ce7a-465f-90b2-8d8488da2722']",57,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:57.008,Pass,
,,,,,,,,,,,,,1.2114,,,,,,,,,,,,,7b2fc9ef-2c4c-467a-83ce-013a5dccad17,123,,"[110.7, 80.0]",68344,6,,,,,-1.5128901,,,,,"[111.5, 66.2]",,Low Pass,13.823169,,,,Jackie Groenen,10654.0,,,,,Throw-in,1,From Throw In,Desiree van Lunteren,10657.0,Right Back,7,Netherlands Women's,851,['c82761de-e95f-4d5d-a615-94855b866f54'],11,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:06:11.318,Pass,
,,,,,,,,,,,,,0.2533,,,,,,,,,,,,,21dad4ee-9741-4457-a7cb-c6c3bdb567f8,132,,"[7.8, 14.1]",68344,6,,,,,-0.87605804,,Right Foot,,,"[9.8, 11.7]",,Ground Pass,3.1241,,Incomplete,,Janine Elizabeth Beckie,4992.0,,,,,Recovery,1,From Throw In,Sophie Schmidt,15180.0,Left Defensive Midfield,7,Netherlands Women's,851,"['58e32e50-780f-453d-9728-4934e28d9613', '7198b393-abf2-4803-b5dc-e0836f756194']",13,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:06:13.942,Pass,
,,,,,,,,,,,,,1.6557,,,,,,,,,,,,,858fb8f7-c275-4dbb-bd2c-ccc9f501e727,135,,"[9.4, 0.1]",68344,6,,True,,,1.5707964,,,,,"[9.4, 3.7]",,Low Pass,3.6,,,,Shelina Laura Zadorsky,5074.0,,,,,Throw-in,1,From Throw In,Allysha Lyn Chapman,5038.0,Left Back,8,Canada Women's,1206,['74563a0d-5e0d-4e70-995f-21225eb9895f'],34,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:06:34.268,Pass,
,,,,,,,,,,,,,1.4945,,,,,,,,,,,,,98d4a688-9ec2-4b5d-98e1-1f8ee54167c5,137,,"[9.4, 3.7]",68344,6,,True,,,-0.058444005,,Right Foot,,,"[47.0, 1.5]",,High Pass,37.664307,,Incomplete,,,,,,,,,1,From Throw In,Shelina Laura Zadorsky,5074.0,Left Center Back,8,Canada Women's,1206,['44025cd8-dfa1-46a3-9351-1ea199f253cc'],36,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:06:36.980,Pass,
,,,,,,,,,,,,,1.8221,,,,,,,,,,,,,1a7c17d0-9dd3-4c20-8c0a-64442a9cbe67,139,,"[46.4, 0.1]",68344,6,,,,,0.24077259,,,,,"[68.8, 5.6]",,Low Pass,23.065342,,,,Janine Elizabeth Beckie,4992.0,,,,,Throw-in,1,From Throw In,Allysha Lyn Chapman,5038.0,Left Back,9,Canada Women's,1206,['46d16163-fa69-4096-b3d7-d144f7050891'],48,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:06:48.605,Pass,
,,,,,,,,,,,,,0.0928,,,,,,,,,,,,,5beb2f91-6c0c-42ca-a5d6-865f0f9cd882,144,,"[50.9, 8.2]",68344,6,,,,,-0.19270076,,Left Foot,,,"[55.0, 7.4]",,Ground Pass,4.1773195,,Incomplete,,,,,,,,Recovery,1,From Throw In,Allysha Lyn Chapman,5038.0,Left Back,9,Canada Women's,1206,"['1e4ec0fb-f76e-4610-9b4a-21615568fbfe', '7788831b-979d-4077-b982-48a640d23e2d']",51,,,,,,,,,,,,,,,,,,Canada Women's,1206,00:06:51.759,Pass,True
,,,,,,,,,,,,,2.274302,,,,,,,,,,,,,71d6c776-f294-4892-a9b8-368392bd337a,154,,"[56.6, 54.7]",68344,7,,,,,-1.9619904,,Right Foot,,,"[46.0, 29.0]",,Ground Pass,27.80018,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,Free Kick,1,From Free Kick,Anouk Dekker,10652.0,Right Center Back,10,Netherlands Women's,851,['bf3cfd2c-8123-4b5d-84f9-856d86760be4'],24,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:07:24.964,Pass,
,,,,,,,,,,,,,1.231537,,,,,,,,,,,,,a17f80d9-169c-44e5-8d2c-38b4ec7e258c,157,,"[48.0, 28.8]",68344,7,,,,,-1.2877673,,Right Foot,,,"[55.3, 3.7]",,Ground Pass,26.140007,,,,Merel van Dongen,25659.0,,,,,,1,From Free Kick,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,10,Netherlands Women's,851,['b1ddf61d-b672-465e-95c5-cedab838435c'],28,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:07:28.711,Pass,
,,,,,,,,,,,,,1.5109,,,,,,,,,,,,,60ce9f7b-c69b-4ead-925e-0d6f1664d16d,161,,"[68.0, 4.5]",68344,7,,,,,-0.12062367,,Left Foot,,,"[84.5, 2.5]",,Ground Pass,16.62077,,,,Lieke Martens,10649.0,,,,,,1,From Free Kick,Merel van Dongen,25659.0,Left Back,10,Netherlands Women's,851,['b02f18b2-8ecb-4f7a-a268-68e276aaaeaa'],32,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:07:32.383,Pass,
,,,,,,,,,,,,,1.0613,,,,,,,,,,,,,78054516-44ca-4f6b-9703-f9d6eaf96fa9,165,,"[81.3, 4.3]",68344,7,,,,,-2.9962826,,Right Foot,,,"[64.9, 1.9]",,Ground Pass,16.57468,,,,Merel van Dongen,25659.0,,,,,,1,From Free Kick,Lieke Martens,10649.0,Left Wing,10,Netherlands Women's,851,"['0706e116-4e0b-4486-99fc-563e140b126b', '2eee1b8f-b620-4a15-bf92-a6888eeb31bf']",35,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:07:35.053,Pass,True
,,,,,,,,,,,,,1.1563,,,,,,,,,,,,,b76d425c-d4ed-4b4f-857b-8de71a8f0728,168,,"[57.4, 6.4]",68344,7,,,,,2.494381,,Left Foot,,,"[40.2, 19.4]",,Ground Pass,21.560148,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,1,From Free Kick,Merel van Dongen,25659.0,Left Back,10,Netherlands Women's,851,['ad5ba204-c2ad-4629-bee1-4ddb969904ac'],37,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:07:37.920,Pass,
