ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,2.47,,,,,,,,,,,,,,,58d80abb-df5d-492e-bc1e-55cec6f75e61,2209,,"[120.0, 80.0]",22934,70,,,,,-1.7971146,,Left Foot,,,,"[109.5, 34.4]",,High Pass,True,46.79327,,,Ludmila da Silva,25542.0,,True,Inswinging,,Corner,2,From Corner,Andressa Alves da Silva,24368.0,Right Midfield,142,Brazil Women's,1203,['c6abe027-a328-4557-9afb-302563d69d6d'],30,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:25:30.988,Pass,
,,,,,,,,,,,,,,2.8284,,,,,,,,,,,,,,,c5d07c43-7ebe-41f6-bfd5-d4a2046cdf72,2214,,"[10.6, 47.0]",22934,71,,True,,,0.14345226,,Right Foot,,,,"[64.6, 54.8]",,High Pass,,54.560425,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Sydney Schneider,25550.0,Goalkeeper,143,Jamaica Women's,1212,['2bc997af-a0af-4dde-ab5c-c74abdcacdd6'],17,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:26:17.953,Pass,
,,,,,,,,,,,,,,0.3848,,,,,,,,,,,,,,,2bc997af-a0af-4dde-ab5c-c74abdcacdd6,2216,,"[55.5, 25.3]",22934,71,,,,True,-3.0021527,,,,,,"[49.8, 24.5]",,Low Pass,,5.7558665,,,Miraildes Maciel Mota,15291.0,,,,,Recovery,2,From Free Kick,Thaysa de Moraes Rosa Moreno,4980.0,Left Center Midfield,143,Jamaica Women's,1212,"['98157c19-2410-4c64-88d0-166fecb5a2d6', 'c41f09e6-af9e-4ec3-ad0a-2112e2ba7d38', 'c5d07c43-7ebe-41f6-bfd5-d4a2046cdf72']",20,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:26:20.781,Pass,True
,,,,,,,,,,,,,,1.7068,,,,,,,,,,,,,,,e2d0a5ee-c4ce-43c7-91d3-a6668d38e985,2218,,"[49.8, 24.5]",22934,71,,,,,-0.8379812,,Right Foot,,,,"[56.1, 17.5]",,Ground Pass,,9.417537,Incomplete,,Débora Cristiane de Oliveira,5044.0,,,,,,2,From Free Kick,Miraildes Maciel Mota,15291.0,Right Center Midfield,143,Jamaica Women's,1212,"['b0ac281c-1387-47f6-950d-d057eb025932', 'd4dda1a7-1ccc-49cb-8827-83ed3eceee37']",21,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:26:21.166,Pass,
,,,,,,,,,,,,,,0.9022,,,,,,,,,,,,,,,790a5087-f214-482f-bb17-d2dbf6e35a59,2228,,"[70.1, 78.7]",22934,71,,,,,-2.0595171,,Left Foot,,,,"[63.4, 66.1]",,Ground Pass,,14.270599,,,Marlo Carmen Sweatman,25551.0,,,,,,2,From Free Kick,Jody Brown,25538.0,Right Wing,143,Jamaica Women's,1212,['6184f83e-f518-496b-8548-862e74f8dd12'],27,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:26:27.034,Pass,
,,,,,,,,,,,,,,3.3525,,,,,,,,,,,,,,,dee19e97-9962-4021-a875-9715ea399fd7,2231,,"[63.4, 66.1]",22934,71,,,,,0.08531869,,Right Foot,,,,"[93.8, 68.7]",,Ground Pass,,30.510983,Incomplete,,Deneisha Selena Blackwood,25557.0,,,,,,2,From Free Kick,Marlo Carmen Sweatman,25551.0,Right Center Midfield,143,Jamaica Women's,1212,"['2f229f8f-0661-462a-940a-0bd9f0e1aa0e', 'add772ee-c630-4ec0-93d5-e0c03a135eca']",28,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:26:28.432,Pass,
,,,,,,,,,,,,,,2.035929,,,,,,,,,,,,,,,add772ee-c630-4ec0-93d5-e0c03a135eca,2234,,"[26.3, 11.4]",22934,71,,,,,2.50757,,Right Foot,,,,"[5.9, 26.4]",,Ground Pass,,25.321136,,,Bárbara Micheline do Monte Barbosa,25555.0,,,,,Recovery,2,Regular Play,Tamires Cássia Dias de Britto,25559.0,Left Back,144,Brazil Women's,1203,"['3c0b9800-f71b-4b0b-8cd1-1bb870cfe316', 'dee19e97-9962-4021-a875-9715ea399fd7']",31,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:26:31.785,Pass,
,,,,,,,,,,,,,,1.751627,,,,,,,,,,,,,,,f4b2dd50-1ef7-442a-be48-8d805e7d6a48,2238,,"[8.4, 24.1]",22934,71,,,,,-0.40901452,,Left Foot,,,,"[34.7, 12.7]",,Low Pass,,28.664438,,,Monica Hickmann Alves,5071.0,,,,,,2,Regular Play,Bárbara Micheline do Monte Barbosa,25555.0,Goalkeeper,144,Brazil Women's,1203,"['81f795bc-cfd2-4de0-bc44-d4fb1006e5bb', 'ce43da94-0b10-41e8-9397-642ec8109101']",34,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:26:34.758,Pass,True
,,,,,,,,,,,,,,0.903867,,,,,,,,,,,,,,,a1a89c4c-639a-455e-8a96-6fd5e6d9ff7e,2241,,"[41.4, 15.9]",22934,71,,,,,-0.9588939,,Right Foot,,,,"[49.4, 4.5]",,Ground Pass,,13.926952,,,Débora Cristiane de Oliveira,5044.0,,,,,,2,Regular Play,Monica Hickmann Alves,5071.0,Left Center Back,144,Brazil Women's,1203,['77fb225a-e332-4050-828c-7bfd1a80dff1'],38,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:26:38.821,Pass,
,,,,,,,,,,,,,,1.4306,,,,,,,,,,,,,,,2a7e6539-25ba-4eb9-9294-0a82820ee947,2243,,"[49.4, 4.5]",22934,71,,,,,0.42406434,,Right Foot,,,,"[70.0, 13.8]",,Low Pass,,22.601992,Incomplete,,Ludmila da Silva,25542.0,,,,,,2,Regular Play,Débora Cristiane de Oliveira,5044.0,Left Midfield,144,Brazil Women's,1203,"['4aa824b2-a0d1-4135-b334-837fe67bab5e', '598e50e8-fca5-4747-a7d4-c564ac5c56d9']",39,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:26:39.725,Pass,
,,,,,,,,,,,,,,0.7706,,,,,,,,,,,,,,,e04b34d8-ff01-4177-8d8b-d4785aa15709,2251,,"[71.1, 61.7]",22934,71,,,,,-0.21109334,,Right Foot,,,,"[78.1, 60.2]",,Low Pass,,7.1589108,Incomplete,,Chinyelu Asher,25536.0,,,,,,2,Regular Play,Konya Plummer,25548.0,Left Center Back,144,Brazil Women's,1203,"['57191cac-b00a-4827-85cd-282a02f24382', '9710c4bc-1640-494c-b871-022c9f14d232']",47,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:26:47.342,Pass,
,,,,,,,,,,,,,,1.1723,,,,,,,,,,,,,,,9710c4bc-1640-494c-b871-022c9f14d232,2253,,"[42.0, 19.9]",22934,71,,,,,0.104876935,,Right Foot,,,,"[45.8, 20.3]",,Ground Pass,,3.8209946,Incomplete,,Miraildes Maciel Mota,15291.0,,,,,Recovery,2,Regular Play,Tamires Cássia Dias de Britto,25559.0,Left Back,144,Brazil Women's,1203,"['05bf56dc-a83f-438e-a494-0cd6799f22f5', '2913250a-76eb-4e75-9149-57cefe679d3a', 'e04b34d8-ff01-4177-8d8b-d4785aa15709']",48,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:26:48.113,Pass,
,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,05bf56dc-a83f-438e-a494-0cd6799f22f5,2255,,"[74.3, 59.8]",22934,71,,,,,0.0,,Right Foot,,,,"[74.3, 59.8]",,Ground Pass,,0.0,,,Chinyelu Asher,25536.0,,,,,Recovery,2,Regular Play,Konya Plummer,25548.0,Left Center Back,144,Brazil Women's,1203,"['9710c4bc-1640-494c-b871-022c9f14d232', 'd1755935-7352-40e6-b177-cf8a1ba23b8b']",49,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:26:49.285,Pass,
,,,,,,,,,,,,,,0.471014,,,,,,,,,,,,,,,6198dd83-395f-4243-b0d2-2a41124f1737,2260,,"[50.4, 19.4]",22934,71,,,,,-2.9060476,,Right Foot,,,,"[47.9, 18.8]",,Ground Pass,,2.570992,,,Miraildes Maciel Mota,15291.0,,,,,Recovery,2,Regular Play,Ludmila da Silva,25542.0,Left Center Forward,144,Brazil Women's,1203,['054ae46c-8eae-4c1c-9a13-539a39c6b6a6'],52,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:26:52.190,Pass,
,,,,,,,,,,,,,,1.843105,,,,,,,,,,,,,,,42f5cf06-395c-45f6-bbd7-da710f2bf281,2263,,"[47.7, 18.8]",22934,71,,,,,-1.3664805,,Right Foot,,,,"[50.0, 7.7]",,Ground Pass,,11.335784,Incomplete,,Tamires Cássia Dias de Britto,25559.0,,,,,,2,Regular Play,Miraildes Maciel Mota,15291.0,Right Center Midfield,144,Brazil Women's,1203,"['13856914-3212-46d0-918e-94319163a667', '6979780d-2110-42f7-8e88-7d26a3de843d']",53,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:26:53.305,Pass,
,,,,,,,,,,,,,,1.1747,,,,,,,,,,,,,,,13856914-3212-46d0-918e-94319163a667,2265,,"[70.1, 72.4]",22934,71,,,,,2.8548472,,Right Foot,,,,"[62.3, 74.7]",,Ground Pass,,8.132035,,,Dominique Bond-Flasza,25552.0,,,,,Recovery,2,Regular Play,Jody Brown,25538.0,Right Wing,145,Jamaica Women's,1212,"['42f5cf06-395c-45f6-bbd7-da710f2bf281', 'a1703e1b-58c0-4ab2-8380-c85d9ea9e6af']",55,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:26:55.149,Pass,
,,,,,,,,,,,,,,4.674078,,,,,,,,,,,,,,,06db5243-089d-4c5e-834f-081033a38678,2269,,"[56.2, 73.1]",22934,71,,,,,-2.7660697,,Right Foot,,,,"[14.6, 56.7]",,Ground Pass,,44.715992,,,Sydney Schneider,25550.0,,,,,,2,Regular Play,Dominique Bond-Flasza,25552.0,Right Back,145,Jamaica Women's,1212,['8c34dace-e517-44fc-8ad2-0e0bb49e59ec'],58,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:26:58.184,Pass,
,,,,,,,,,,,,,,2.1948,,,,,,,,,,,,,,,66b3dc25-41c5-4e64-a320-1855433e9beb,2273,,"[20.3, 59.0]",22934,72,,,,,0.12006931,,Right Foot,,,,"[63.4, 64.2]",,High Pass,,43.412556,,,Chinyelu Asher,25536.0,,,,,,2,Regular Play,Sydney Schneider,25550.0,Goalkeeper,145,Jamaica Women's,1212,"['57e6af09-a192-4a29-b3fe-b6c2273f08c8', '93da19b6-6439-44db-bc5b-d82bafeb4d40']",4,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:27:04.196,Pass,True
,,,,,,,,,,,,,,6.231609,,,,,,,,,,,,,,,b8a56ccb-005a-4ff8-9fbf-9a1174f4a8a8,2278,,"[50.0, 10.2]",22934,72,,,,,-0.07502233,,Left Foot,,,,"[111.2, 5.6]",,High Pass,,61.37263,,,Débora Cristiane de Oliveira,5044.0,,,,,Recovery,2,Regular Play,Tamires Cássia Dias de Britto,25559.0,Left Back,146,Brazil Women's,1203,['27456fae-7bfd-4109-841d-4bb26b953f39'],7,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:27:07.970,Pass,
,,,,,,,,,,,,,,0.8509,,,,,,,,,,,,,,,99f62664-8abd-4684-84b7-120fa68c901f,2281,,"[117.5, 10.4]",22934,72,,,,,2.2195058,,Right Foot,,True,,"[105.9, 25.7]",,Ground Pass,,19.20026,,,Geyse da Silva Ferreira,25543.0,,,,,,2,Regular Play,Débora Cristiane de Oliveira,5044.0,Left Midfield,146,Brazil Women's,1203,['780d0585-96eb-49a8-80cd-14770a84b683'],15,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:27:15.809,Pass,
,,,,,,,,,,,,,,1.0236,,,,,,,,,,,,,,,b478bd1a-2a14-4048-80bd-d5cc8f8dfd25,2285,,"[96.9, 58.3]",22934,72,,,,,-0.9272952,,Right Foot,,,,"[105.9, 46.3]",,High Pass,,15.0,Incomplete,,Andressa Alves da Silva,24368.0,,,,,Recovery,2,Regular Play,Letícia Santos de Oliveira,25560.0,Right Back,146,Brazil Women's,1203,"['42adb4f9-a0ea-40a8-b8e9-5d9e46d88005', 'bf4c5cd1-4a06-4947-80cf-8676d2a4dddb']",21,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:27:21.157,Pass,
,,,,,,,,,,,,,,1.173,,,,,,,,,,,,,,,75f9d9b5-810d-49a0-a8b9-3dc030baae27,2291,,"[22.2, 6.0]",22934,72,,,,,2.4521947,,Right Foot,,,,"[14.8, 12.1]",,Ground Pass,,9.590099,,,Deneisha Selena Blackwood,25557.0,,,,,,2,Regular Play,Trudi Sudan Carter,25553.0,Left Wing,146,Brazil Women's,1203,['958da7bb-7d91-49e7-b100-a19b0d07a158'],27,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:27:27.682,Pass,
,,,,,,,,,,,,,,5.3926,,,,,,,,,,,,,,,5a19d136-c368-48dd-a54e-b29a967a84b9,2294,,"[20.7, 10.7]",22934,72,,,,,-0.073191956,,Left Foot,,,,"[84.8, 6.0]",,High Pass,,64.27208,Incomplete,,Khadija Monifa Shaw,25554.0,,,,,,2,Regular Play,Deneisha Selena Blackwood,25557.0,Left Back,146,Brazil Women's,1203,"['34b634b5-2206-4c8b-99b4-65c65a4d195c', '351944e2-31d0-4666-a8ec-f893a6449bcc']",31,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:27:31.184,Pass,
,,,,,,,,,,,,,,3.437417,,,,,,,,,,,,,,,2fcc5420-ee3d-4867-b5ba-470fbb93a47a,2302,,"[83.5, 39.4]",22934,72,,,,,1.3667784,,Right Foot,,,,"[91.9, 80.0]",,Low Pass,,41.45986,Out,,Jody Brown,25538.0,,True,,,,2,Regular Play,Khadija Monifa Shaw,25554.0,Center Forward,146,Brazil Women's,1203,['6d561887-1851-46e2-87aa-ebf0b4c3c6ce'],42,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:27:42.758,Pass,
,,,,,,,,,,,,,,1.330563,,,,,,,,,,,,,,,d6b2a84a-7f83-4cad-8394-9f760d9b737a,2304,,"[27.9, 0.1]",22934,73,,,,,2.6715143,,,,,,"[15.5, 6.4]",,Low Pass,,13.90863,,,Monica Hickmann Alves,5071.0,,,,,Throw-in,2,From Throw In,Tamires Cássia Dias de Britto,25559.0,Left Back,147,Brazil Women's,1203,['47444fc2-8549-4e9e-b92c-62d5a417f440'],4,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:28:04.847,Pass,
,,,,,,,,,,,,,,1.846664,,,,,,,,,,,,,,,045d1612-a298-4a14-bc26-093676323305,2307,,"[15.3, 6.2]",22934,73,,,,,1.7933966,,Right Foot,,,,"[8.6, 35.8]",,Ground Pass,,30.348806,,,Bárbara Micheline do Monte Barbosa,25555.0,,,,,,2,From Throw In,Monica Hickmann Alves,5071.0,Left Center Back,147,Brazil Women's,1203,['ddeb937a-88ee-4bd9-82e7-7eff3860d696'],8,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:28:08.171,Pass,
,,,,,,,,,,,,,,1.665349,,,,,,,,,,,,,,,26d7898a-4a9d-4d02-a360-8f6e75afeaa9,2310,,"[9.7, 37.3]",22934,73,,,,,1.3147616,,Right Foot,,,,"[14.7, 56.4]",,Ground Pass,,19.743607,,,Letícia Santos de Oliveira,25560.0,,,,,,2,From Throw In,Bárbara Micheline do Monte Barbosa,25555.0,Goalkeeper,147,Brazil Women's,1203,['2d847653-3501-429b-8004-7fff001d8461'],11,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:28:11.647,Pass,
,,,,,,,,,,,,,,0.997653,,,,,,,,,,,,,,,22812619-3a9b-4528-ac3e-b7e5e8ac719c,2313,,"[16.8, 76.0]",22934,73,,,,,-1.6466738,,Right Foot,,,,"[15.5, 58.9]",,Ground Pass,,17.149343,,,Kathellen Sousa Feitoza,25556.0,,,,,,2,From Throw In,Letícia Santos de Oliveira,25560.0,Right Back,147,Brazil Women's,1203,['8facb613-b0c2-4c53-b9b3-49c0a5359db7'],16,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:28:16.993,Pass,
,,,,,,,,,,,,,,1.679343,,,,,,,,,,,,,,,98931971-6551-434d-995a-1d9be1f1ba57,2316,,"[19.5, 54.1]",22934,73,,,,,-1.7403845,,Right Foot,,,,"[14.5, 24.9]",,Ground Pass,,29.624989,,,Monica Hickmann Alves,5071.0,,,,,,2,From Throw In,Kathellen Sousa Feitoza,25556.0,Right Center Back,147,Brazil Women's,1203,['ba20d57c-716d-4b52-929c-af126b2bce4e'],20,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:28:20.652,Pass,
,,,,,,,,,,,,,,1.701396,,,,,,,,,,,,,,,90a8d4f3-9759-4f92-95d2-43aa3e5f661d,2319,,"[17.9, 22.6]",22934,73,,,,,-1.0581474,,Right Foot,,,,"[28.2, 4.3]",,Ground Pass,,20.999523,,,Tamires Cássia Dias de Britto,25559.0,,,,,,2,From Throw In,Monica Hickmann Alves,5071.0,Left Center Back,147,Brazil Women's,1203,['55505648-15cf-41b0-ab47-822cf6b8cec1'],23,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:28:23.920,Pass,
,,,,,,,,,,,,,,0.931379,,,,,,,,,,,,,,,8236ddf4-1261-43d7-87f8-d21d81a428c0,2322,,"[28.4, 4.5]",22934,73,,,,,1.8244704,,Left Foot,,,,"[24.2, 20.7]",,Ground Pass,,16.73559,,,Monica Hickmann Alves,5071.0,,,,,,2,From Throw In,Tamires Cássia Dias de Britto,25559.0,Left Back,147,Brazil Women's,1203,['1f8819e1-591c-4cdc-be7f-a09d8b0fe8aa'],27,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:28:27.898,Pass,
,,,,,,,,,,,,,,4.834048,,,,,,,,,,,,,,,6bcbd962-ee68-449c-8fab-441bf88444b9,2325,,"[35.9, 20.9]",22934,73,,,,,0.02083032,,Right Foot,,,,"[98.3, 22.2]",,High Pass,,62.41354,,,Débora Cristiane de Oliveira,5044.0,,,,,,2,From Throw In,Monica Hickmann Alves,5071.0,Left Center Back,147,Brazil Women's,1203,['09609a8e-04c1-4a05-b171-617d3a15cfbb'],33,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:28:33.120,Pass,
,,,,,,,,,,,,,,2.337,,,,,,,,,,,,,,,55c7af6a-9c2f-4d0e-ad25-074898b6b2aa,2330,,"[6.0, 44.0]",22934,74,,,,,-0.020787027,,Right Foot,,,,"[54.1, 43.0]",,High Pass,,48.110394,,,Chantelle Swaby,25558.0,,,,,Goal Kick,2,From Goal Kick,Sydney Schneider,25550.0,Goalkeeper,148,Jamaica Women's,1212,['c9bfcabc-eaf4-4a18-9106-4e385a7dd250'],5,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:29:05.376,Pass,
,,,,,,,,,,,,,,0.7322,,,,,,,,,,,,,,,83f80181-e9b9-4097-8b41-f4822670fc61,2332,,"[54.1, 43.0]",22934,74,,,,,-0.11598198,,Head,,,,"[64.4, 41.8]",,High Pass,,10.369667,Incomplete,,,,,,,,,2,From Goal Kick,Chantelle Swaby,25558.0,Left Center Midfield,148,Jamaica Women's,1212,['b4a8e380-1779-4509-80b9-32eccd2a87b2'],7,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:29:07.713,Pass,
,,,,,,,,,,,,,,1.5262,,,,,,,,,,,,,,,b4a8e380-1779-4509-80b9-32eccd2a87b2,2333,,"[55.7, 38.3]",22934,74,,,,,2.2937758,,Left Foot,,,,"[52.7, 41.7]",,High Pass,,4.5343137,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Andressa Alves da Silva,24368.0,Right Midfield,148,Jamaica Women's,1212,"['83f80181-e9b9-4097-8b41-f4822670fc61', 'fdb0baf3-9f81-4bfa-ba92-656da3992203']",8,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:08.445,Pass,
,,,,,,,,,,,,,,2.6041,,,,,,,,,,,,,,,fdb0baf3-9f81-4bfa-ba92-656da3992203,2334,,"[67.4, 38.4]",22934,74,,,,,0.08134186,,Head,,,,"[85.8, 39.9]",,High Pass,,18.46104,Incomplete,,Chinyelu Asher,25536.0,,,,,Recovery,2,From Goal Kick,Khadija Monifa Shaw,25554.0,Center Forward,148,Jamaica Women's,1212,"['373f2c48-4962-4017-83bb-e1f04e1d24a7', '9fac53cb-2351-45c3-b313-b252e55be93a', 'b4a8e380-1779-4509-80b9-32eccd2a87b2']",9,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:29:09.971,Pass,
,,,,,,,,,,,,,,2.714389,,,,,,,,,,,,,,,9fac53cb-2351-45c3-b313-b252e55be93a,2336,,"[34.3, 40.2]",22934,74,,,,,3.0750246,,Right Foot,,,,"[8.8, 41.9]",,Ground Pass,,25.556604,,,Bárbara Micheline do Monte Barbosa,25555.0,,,,,Recovery,2,Regular Play,Kathellen Sousa Feitoza,25556.0,Right Center Back,149,Brazil Women's,1203,"['d9ba7cfa-4a1e-4813-bae6-fdc69072f796', 'fdb0baf3-9f81-4bfa-ba92-656da3992203']",12,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:12.575,Pass,
,,,,,,,,,,,,,,1.190921,,,,,,,,,,,,,,,62ee0447-d44f-4dcb-8de6-a19b450f5966,2339,,"[12.8, 47.4]",22934,74,,,,,1.1452534,,Right Foot,,,,"[19.1, 61.3]",,Ground Pass,,15.261062,,,Letícia Santos de Oliveira,25560.0,,,,,,2,Regular Play,Bárbara Micheline do Monte Barbosa,25555.0,Goalkeeper,149,Brazil Women's,1203,['ab64bb3f-01b0-4c6f-94ff-0830ec365c1e'],18,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:18.368,Pass,
,,,,,,,,,,,,,,1.69222,,,,,,,,,,,,,,,86adb97f-d0a6-41ff-aaa9-ef19af2dca59,2342,,"[19.1, 61.3]",22934,74,,,,,-2.080015,,Right Foot,,,,"[12.4, 49.3]",,Ground Pass,,13.743726,,,Bárbara Micheline do Monte Barbosa,25555.0,,,,,,2,Regular Play,Letícia Santos de Oliveira,25560.0,Right Back,149,Brazil Women's,1203,['56a2fe7f-255d-4a06-a5a5-1f754fb1b62d'],20,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:20.406,Pass,
,,,,,,,,,,,,,,1.664007,,,,,,,,,,,,,,,0da2f122-8d67-4107-b59a-7cc883e33dee,2345,,"[12.4, 49.3]",22934,74,,,,,-1.5930974,,Right Foot,,,,"[11.8, 22.4]",,High Pass,,26.90669,,,Monica Hickmann Alves,5071.0,,,,,,2,Regular Play,Bárbara Micheline do Monte Barbosa,25555.0,Goalkeeper,149,Brazil Women's,1203,['120d61c7-fa0a-4d8f-9e48-a6b809548ca5'],24,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:24.319,Pass,
,,,,,,,,,,,,,,1.515763,,,,,,,,,,,,,,,7a905198-7ad2-4059-85f9-8f5ad14914ff,2348,,"[14.9, 22.0]",22934,74,,,,,-0.7622809,,Right Foot,,,,"[32.6, 5.1]",,Ground Pass,,24.472433,,,Tamires Cássia Dias de Britto,25559.0,,,,,,2,Regular Play,Monica Hickmann Alves,5071.0,Left Center Back,149,Brazil Women's,1203,['a6805dff-abb7-4db0-8d2b-0fc1b3333610'],28,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:28.232,Pass,
,,,,,,,,,,,,,,1.490868,,,,,,,,,,,,,,,533232a8-c09b-4144-b45e-b81586107e2d,2351,,"[32.2, 4.9]",22934,74,,,,,2.4780369,,Left Foot,,,,"[21.2, 13.5]",,Ground Pass,,13.962808,,,Monica Hickmann Alves,5071.0,,,,,,2,Regular Play,Tamires Cássia Dias de Britto,25559.0,Left Back,149,Brazil Women's,1203,['ae70f3f5-532c-4c72-816b-1cefe80ae5c1'],31,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:31.162,Pass,
,,,,,,,,,,,,,,1.129413,,,,,,,,,,,,,,,b6c66561-ffe6-45de-923c-7273156876c5,2354,,"[29.2, 14.4]",22934,74,,,,,-1.012197,,Right Foot,,,,"[34.7, 5.6]",,Ground Pass,,10.377379,,,Tamires Cássia Dias de Britto,25559.0,,,,,,2,Regular Play,Monica Hickmann Alves,5071.0,Left Center Back,149,Brazil Women's,1203,['2eca9a2d-31dd-4c20-af29-25032c0242cf'],35,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:35.494,Pass,
,,,,,,,,,,,,,,1.142833,,,,,,,,,,,,,,,ad8f11ad-c2ca-48a6-a487-be5965bbc1d4,2357,,"[34.7, 5.6]",22934,74,,,,,2.5022068,,Left Foot,,,,"[26.9, 11.4]",,Ground Pass,,9.720082,,,Monica Hickmann Alves,5071.0,,,,,,2,Regular Play,Tamires Cássia Dias de Britto,25559.0,Left Back,149,Brazil Women's,1203,['6af03660-c36b-48f1-a24d-daab2d99c819'],37,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:37.597,Pass,
,,,,,,,,,,,,,,0.949532,,,,,,,,,,,,,,,db6c197c-3364-4404-8c6a-5fd3fddcccad,2360,,"[46.4, 14.6]",22934,74,,,,,-2.0057633,,Right Foot,,,,"[41.8, 4.7]",,Ground Pass,,10.916501,,,Tamires Cássia Dias de Britto,25559.0,,,,,,2,Regular Play,Monica Hickmann Alves,5071.0,Left Center Back,149,Brazil Women's,1203,['47aafa97-39db-4cf3-b1a2-655b5fe6801e'],45,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:45.226,Pass,
,,,,,,,,,,,,,,2.098616,,,,,,,,,,,,,,,d490faa2-ec2b-46fb-86a6-b71bc1f4bf2f,2364,,"[43.5, 5.1]",22934,74,,,,,0.019154744,,Left Foot,,,,"[69.6, 5.6]",,High Pass,,26.10479,,,Geyse da Silva Ferreira,25543.0,,,,,,2,Regular Play,Tamires Cássia Dias de Britto,25559.0,Left Back,149,Brazil Women's,1203,"['69873eef-09bb-4195-9bbd-3f02b6607bf1', 'f9ae3521-c100-4ec5-b69d-9ea426549d2b']",47,,,,,,,,,,,,,,,,,Brazil Women's,1203,00:29:47.347,Pass,True
