50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,2.2144,,,,,,,,,,,,,,,,015a110b-89e0-4159-bee8-d18024c2b184,49,,,"[40.2, 54.5]",69161,1,,,,,1.709436,,Head,,,"[37.8, 71.7]",High Pass,,17.366634,,,Lucía García Córdoba,25513.0,,,,,Recovery,1,From Free Kick,Jennifer Hermoso Fuentes,10151.0,Center Forward,6,United States Women's,1214,['37d59964-d593-4d86-af99-9b0e68855d7b'],28,,,,,,,,,,,,,,,,Spain Women's,863,00:01:28.929,Pass,
,,,,,,,,,,,,,,5.5652,,,,,,,,,,,,,,,,a11d4158-1a7b-4fc4-8bae-db802fbbd731,53,,,"[35.6, 74.3]",69161,1,,,,,-0.23468359,,Right Foot,,,"[88.3, 61.7]",High Pass,,54.18533,,Incomplete,,,,,,,,1,From Free Kick,Lucía García Córdoba,25513.0,Right Wing,6,United States Women's,1214,"['72fb8cf7-ade5-4085-8ac0-d944e9b0c719', 'd81c9397-c5a6-4fec-b882-53303e1d5454']",31,,,,,,,,,,,,,,,,Spain Women's,863,00:01:31.184,Pass,True
,,,,,,,,,,,,,,1.451476,,,,,,,,,,,,,,,,72fb8cf7-ade5-4085-8ac0-d944e9b0c719,54,,,"[31.8, 18.4]",69161,1,,,,,1.3120254,,Right Foot,,,"[37.2, 38.8]",Ground Pass,,21.102606,,,Abby Dahlkemper,5081.0,,,,,Recovery,1,From Free Kick,Rebecca Elizabeth Sauerbrunn,5030.0,Left Center Back,6,United States Women's,1214,"['4f94eee7-2cb6-4bb7-84ee-44818a70fa62', 'a11d4158-1a7b-4fc4-8bae-db802fbbd731']",36,,,,,,,,,,,,,,,,United States Women's,1214,00:01:36.749,Pass,
,,,,,,,,,,,,,,2.6163,,,,,,,,,,,,,,,,603eafac-faf9-417b-ba4c-7eb4c13aa32b,57,,,"[47.7, 42.8]",69161,1,,,,,-0.4792585,,Right Foot,,,"[96.0, 17.7]",High Pass,,54.432526,,,Megan Anna Rapinoe,8298.0,,,,,,1,From Free Kick,Abby Dahlkemper,5081.0,Right Center Back,6,United States Women's,1214,['958268c9-32f9-443d-b806-69d567c90cc1'],40,,,,,,,,,,,,,,,,United States Women's,1214,00:01:40.188,Pass,
,,,,,,,,,,,,,,0.55774,,,,,,,,,,,,,,,,563148f5-216e-4289-83af-deb22d98eb77,69,,,"[108.6, 0.1]",69161,2,,,,,1.0505291,,,,,"[114.1, 9.7]",Low Pass,,11.063906,,,Crystal Alyssia Dunn Soubrier,5088.0,,,,,Throw-in,1,From Throw In,Megan Anna Rapinoe,8298.0,Left Wing,7,United States Women's,1214,['64cc99f3-799c-4e1f-a37e-b8ed881f85f3'],1,,,,,,,,,,,,,,,,United States Women's,1214,00:02:01.110,Pass,
,,,,,,,,,,,,,,2.9429,,,,,,,,,,,,,,,,d9a21572-24ba-4d78-94aa-9f7d449a3038,74,,,"[6.0, 36.0]",69161,2,,,,,-0.2604813,,Right Foot,,,"[57.4, 22.3]",High Pass,,53.194454,,Incomplete,Patricia Guijarro Gutiérrez,15287.0,,,,,Goal Kick,1,From Goal Kick,Sandra Paños García-Villamil,10142.0,Goalkeeper,8,Spain Women's,863,"['a5c881de-932c-422f-980a-e9f77b9c45dc', 'db1006e7-16f8-4ba9-b254-d9ec523d282c']",31,,,,,,,,,,,,,,,,Spain Women's,863,00:02:31.643,Pass,
,,,,,,,,,,,,,,1.3947,,,,,,,,,,,,,,,,52bd1e68-1bc5-4870-8fd0-f6bc6ffabad8,78,,,"[40.2, 32.3]",69161,2,,,,,-0.04558244,,Right Foot,,,"[68.7, 31.0]",Low Pass,,28.529634,,,Jennifer Hermoso Fuentes,10151.0,,,,,Recovery,1,From Goal Kick,Irene Paredes Hernandez,10165.0,Right Center Back,8,Spain Women's,863,['2866d17b-b8ef-4273-a413-50ce7aef0f3e'],35,,,,,,,,,,,,,,,,Spain Women's,863,00:02:35.925,Pass,
,,,,,,,,,,,,,,0.0017,,,,,,,,,,,,,,,,b10cb117-ec2b-47dd-82bd-09f939dc2ea5,81,,,"[68.9, 30.8]",69161,2,,,,,1.487655,,Right Foot,,,"[69.1, 33.2]",Low Pass,,2.408319,,Incomplete,María Victoria Losada Gómez,10158.0,,,,,,1,From Goal Kick,Jennifer Hermoso Fuentes,10151.0,Center Forward,8,Spain Women's,863,"['07974990-5319-4815-8677-5019b1ee20de', 'f6b318b4-bcbb-4b27-9fad-2d05993282ae']",37,,,,,,,,,,,,,,,,Spain Women's,863,00:02:37.400,Pass,
,,,,,,,,,,,,,,1.3581,,,,,,,,,,,,,,,,0ac99b61-e579-4810-bda5-41b5f5f84c37,84,,,"[56.4, 42.8]",69161,2,,,,,3.1415927,,Right Foot,,,"[42.5, 42.8]",Ground Pass,,13.9,,,Rebecca Elizabeth Sauerbrunn,5030.0,,,,,Recovery,1,Regular Play,Samantha June Mewis,5087.0,Left Center Midfield,9,United States Women's,1214,['fd73134c-4866-4df3-8b6b-103ab22884a1'],38,,,,,,,,,,,,,,,,United States Women's,1214,00:02:38.441,Pass,
,,,,,,,,,,,,,,0.776855,,,,,,,,,,,,,,,,99e9d253-87a9-4746-a31b-8f3a46ef41a4,87,,,"[39.6, 47.6]",69161,2,,,,,1.9756881,,Right Foot,,,"[37.2, 53.2]",Ground Pass,,6.0926185,,,Abby Dahlkemper,5081.0,,,,,,1,Regular Play,Rebecca Elizabeth Sauerbrunn,5030.0,Left Center Back,9,United States Women's,1214,['6aa1cde2-6fae-4ab9-85e5-fe0fcbe1a08c'],41,,,,,,,,,,,,,,,,United States Women's,1214,00:02:41.042,Pass,
,,,,,,,,,,,,,,1.6835,,,,,,,,,,,,,,,,7011486e-c82e-49a2-88a3-7df90ead8c95,90,,,"[38.1, 54.3]",69161,2,,,,,-0.052171934,,Right Foot,,,"[76.4, 52.3]",High Pass,,38.352184,,,Alexandra Morgan Carrasco,5085.0,,,,,,1,Regular Play,Abby Dahlkemper,5081.0,Right Center Back,9,United States Women's,1214,['0fcf00a1-e37a-4de6-b420-e26036ecfc02'],43,,,,,,,,,,,,,,,,United States Women's,1214,00:02:43.744,Pass,
,,,,,,,,,,,,,,0.8562,,,,,,,,,,,,,,,,bd76a7a7-8a06-4af9-b91d-dc7dd6f65180,97,,,"[27.8, 21.9]",69161,2,,,,,-0.14121072,,Left Foot,,,"[48.2, 19.0]",Ground Pass,,20.605097,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,1,Regular Play,María Pilar León Cebrián,10155.0,Left Center Back,9,United States Women's,1214,['0fe873ca-3cff-481c-a444-9beb42fc0e29'],47,,,,,,,,,,,,,,,,Spain Women's,863,00:02:47.728,Pass,
,,,,,,,,,,,,,,2.4332,,,,,,,,,,,,,,,,e2c818d0-55f2-471f-8a1b-c5b6d435a898,100,,,"[48.2, 17.7]",69161,2,,,,,-0.7611815,,Left Foot,,,"[63.0, 3.6]",Ground Pass,,20.44138,,Incomplete,Jennifer Hermoso Fuentes,10151.0,,,,,,1,Regular Play,Patricia Guijarro Gutiérrez,15287.0,Left Center Midfield,9,United States Women's,1214,"['0a121fa5-9e50-46e0-8d40-7cd16229f801', '2ad25828-d3e6-4b80-95bb-1d45bf27ab3f']",48,,,,,,,,,,,,,,,,Spain Women's,863,00:02:48.704,Pass,
,,,,,,,,,,,,,,1.7315,,,,,,,,,,,,,,,,2ad25828-d3e6-4b80-95bb-1d45bf27ab3f,103,,,"[57.1, 76.5]",69161,2,,,,,-2.9791036,,Left Foot,,,"[38.8, 73.5]",Ground Pass,,18.544271,,,Abby Dahlkemper,5081.0,,,,,Recovery,1,Regular Play,Kelley Maureen O'Hara,5021.0,Right Back,9,United States Women's,1214,"['6673b177-17f2-4005-87bc-2d32a05dc2b3', 'e2c818d0-55f2-471f-8a1b-c5b6d435a898']",51,,,,,,,,,,,,,,,,United States Women's,1214,00:02:51.137,Pass,
,,,,,,,,,,,,,,0.942842,,,,,,,,,,,,,,,,c5e915c1-8860-4589-8e3d-f85386860d7f,106,,,"[37.0, 70.6]",69161,2,,,,,-1.0598468,,Right Foot,,,"[48.1, 50.8]",Ground Pass,,22.69912,,,Julie Beth Ertz,6811.0,,,,,,1,Regular Play,Abby Dahlkemper,5081.0,Right Center Back,9,United States Women's,1214,['e6f35ef9-903d-4991-b8cc-f883eaeffa7e'],54,,,,,,,,,,,,,,,,United States Women's,1214,00:02:54.780,Pass,
,,,,,,,,,,,,,,2.0147,,,,,,,,,,,,,,,,93ed7d53-3fb3-4748-a85e-740e89ec3fed,110,,,"[47.3, 48.4]",69161,2,,,,,-2.2012992,,Right Foot,,,"[34.6, 31.0]",Ground Pass,,21.54182,,,Rebecca Elizabeth Sauerbrunn,5030.0,,,,,,1,Regular Play,Julie Beth Ertz,6811.0,Center Defensive Midfield,9,United States Women's,1214,"['50850484-e923-4aea-acb9-2cbe59613c1f', 'c34c3c3f-afe3-49c9-bff6-75f86da8d876']",56,,,,,,,,,,,,,,,,United States Women's,1214,00:02:56.667,Pass,True
,,,,,,,,,,,,,,1.5267,,,,,,,,,,,,,,,,489c6e39-9b8d-4fa7-9a74-93eafb49ca12,113,,,"[34.4, 31.4]",69161,3,,,,,-1.1572542,,Right Foot,,,"[46.6, 3.6]",Ground Pass,,30.359182,,,Crystal Alyssia Dunn Soubrier,5088.0,,,,,,1,Regular Play,Rebecca Elizabeth Sauerbrunn,5030.0,Left Center Back,9,United States Women's,1214,['28cd1aaa-5a57-489a-8206-bed47ba1caa3'],0,,,,,,,,,,,,,,,,United States Women's,1214,00:03:00.701,Pass,
,,,,,,,,,,,,,,0.78045,,,,,,,,,,,,,,,,71b0d918-0599-4134-a5b8-5687630b1974,117,,,"[47.9, 10.1]",69161,3,,,,,2.3060083,,Right Foot,,,"[37.5, 21.6]",Ground Pass,,15.50516,,,Rebecca Elizabeth Sauerbrunn,5030.0,,,,,,1,Regular Play,Crystal Alyssia Dunn Soubrier,5088.0,Left Back,9,United States Women's,1214,"['0ce576fa-894d-451f-81ce-aac7efdb2526', '8b8a1a0e-5909-41fc-8101-d8d4f1415af9']",3,,,,,,,,,,,,,,,,United States Women's,1214,00:03:03.295,Pass,True
,,,,,,,,,,,,,,0.9308,,,,,,,,,,,,,,,,a36eac45-2036-414f-bfcd-a66987687ce0,120,,,"[44.6, 26.7]",69161,3,,,,,0.8710984,,Left Foot,,,"[57.9, 42.5]",Ground Pass,,20.652603,,,Julie Beth Ertz,6811.0,,,,,,1,Regular Play,Rebecca Elizabeth Sauerbrunn,5030.0,Left Center Back,9,United States Women's,1214,['750b206f-188b-4466-91af-4c30f745aff5'],7,,,,,,,,,,,,,,,,United States Women's,1214,00:03:07.932,Pass,
,,,,,,,,,,,,,,2.548,,,,,,,,,,,,,,,,36c25243-407a-411d-997f-183251925cae,124,,,"[67.1, 43.2]",69161,3,,,,,0.93193555,,Left Foot,,,"[92.8, 77.8]",High Pass,,43.100464,,,Tobin Powell Heath,5013.0,,,,,,1,Regular Play,Julie Beth Ertz,6811.0,Center Defensive Midfield,9,United States Women's,1214,"['acd19864-6e37-4c76-94b4-c129eb2616cb', 'da10afb4-ff16-4ab2-bb7a-4d3fb2f64f3c']",10,,,,,,,,,,,,,,,,United States Women's,1214,00:03:10.388,Pass,True
,,,,,,,,,,,,,,1.538707,,,,,,,,,,,,,,,,3dd30ad4-549a-4224-a6ab-0b3458d2d5b5,128,,,"[93.6, 77.4]",69161,3,,,,,-3.0828369,,Right Foot,,,"[74.9, 76.3]",Ground Pass,,18.732325,,,Kelley Maureen O'Hara,5021.0,,,,,,1,Regular Play,Tobin Powell Heath,5013.0,Right Wing,9,United States Women's,1214,['bcfd8bae-a40b-4d9e-90e0-5e8f3096aeb7'],14,,,,,,,,,,,,,,,,United States Women's,1214,00:03:14.860,Pass,
,,,,,,,,,,,,,,0.9356,,,,,,,,,,,,,,,,e796d038-14b9-43a7-a080-648b099a6927,131,,,"[78.4, 76.3]",69161,3,,,,,0.22527678,,Right Foot,,,"[88.0, 78.5]",Ground Pass,,9.848858,,,Tobin Powell Heath,5013.0,,,,,,1,Regular Play,Kelley Maureen O'Hara,5021.0,Right Back,9,United States Women's,1214,['8d3ef3e0-0f9e-47fc-8b34-edacd5a50c37'],17,,,,,,,,,,,,,,,,United States Women's,1214,00:03:17.186,Pass,
,,,,,,,,,,,,,,1.1978,,,,,,,,,,,,,,,,7507c4d9-5f8c-4341-9b2b-1df327563e4e,135,,,"[88.8, 76.3]",69161,3,,,,,-3.0912755,,Right Foot,,,"[74.9, 75.6]",Ground Pass,,13.917615,,,Kelley Maureen O'Hara,5021.0,,,,,,1,Regular Play,Tobin Powell Heath,5013.0,Right Wing,9,United States Women's,1214,"['bc0da7dd-a9f7-4913-96d0-3534a3e15202', 'e3aac3da-6013-4b6f-85af-08bb96c401e5']",18,,,,,,,,,,,,,,,,United States Women's,1214,00:03:18.681,Pass,True
,,,,,,,,,,,,,,1.71805,,,,,,,,,,,,,,,,fde786dc-b5dd-4078-930a-519159d52169,139,,,"[75.6, 71.3]",69161,3,,,,,-2.1826217,,Right Foot,,,"[54.2, 40.8]",Ground Pass,,37.25869,,,Rebecca Elizabeth Sauerbrunn,5030.0,,,,,,1,Regular Play,Kelley Maureen O'Hara,5021.0,Right Back,9,United States Women's,1214,"['4926cf4b-f3f4-4e6a-b2bd-2928101d8ac9', 'd6cd038e-b653-40ae-8813-48ea4f074f33']",20,,,,,,,,,,,,,,,,United States Women's,1214,00:03:20.940,Pass,True
,,,,,,,,,,,,,,1.131772,,,,,,,,,,,,,,,,4ef89a32-174c-4216-9b90-54495b54a4f7,142,,,"[51.0, 41.2]",69161,3,,,,,1.0217712,,Right Foot,,,"[56.2, 49.7]",Ground Pass,,9.964437,,,Abby Dahlkemper,5081.0,,,,,,1,Regular Play,Rebecca Elizabeth Sauerbrunn,5030.0,Left Center Back,9,United States Women's,1214,['f7e67841-bdb9-48ad-ae7b-ac68670db493'],23,,,,,,,,,,,,,,,,United States Women's,1214,00:03:23.470,Pass,
,,,,,,,,,,,,,,0.528951,,,,,,,,,,,,,,,,f1bc63bd-3e11-44e3-817f-57f27eee06d3,145,,,"[55.5, 44.9]",69161,3,,,,,-0.8348627,,Right Foot,,,"[65.1, 34.3]",Ground Pass,,14.301049,,,Samantha June Mewis,5087.0,,,,,,1,Regular Play,Abby Dahlkemper,5081.0,Right Center Back,9,United States Women's,1214,['3fe243f6-60b9-4e7f-8fa2-6e452d5d6c78'],26,,,,,,,,,,,,,,,,United States Women's,1214,00:03:26.362,Pass,
