50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.503573,,,,,,,,,,,,,09abe9b5-4af0-46c2-ba54-b10256c123b5,17,,,"[28.2, 1.7]",22924,0,,,,,2.5120628,,Right Foot,,,,"[12.0, 13.5]",,Ground Pass,,20.041956,,,,Maria Thorisdottir,4636.0,,,,,,1,From Throw In,Kristine Minde,10393.0,Left Back,3,Norway Women's,852,['d1825bb6-d97c-43ae-8d86-f93d4cbb5e28'],24,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:24.564,Pass,
,,,,,,,,,,,,,,,,,,1.856454,,,,,,,,,,,,,a7a46f13-b535-4625-b45c-c67eb0cc5b8d,20,,,"[6.4, 17.9]",22924,0,,,,,1.2477419,,Right Foot,,,,"[14.1, 40.9]",,Ground Pass,,24.25469,,,,Maren Nævdal Mjelde,10395.0,,,,,,1,From Throw In,Maria Thorisdottir,4636.0,Left Center Back,3,Norway Women's,852,['984b13bf-683d-48ee-b49c-5e18f65ba674'],27,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:27.324,Pass,
,,,,,,,,,,,,,,,,,,1.430547,,,,,,,,,,,,,854a805f-687b-4ce4-a568-edcb5b143d39,23,,,"[14.3, 40.5]",22924,0,,,,,-1.5374753,,Right Foot,,,,"[14.7, 28.5]",,Ground Pass,,12.006665,,,,Maria Thorisdottir,4636.0,,,,,,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Center Back,3,Norway Women's,852,['5a81cb44-294f-4c3f-aaa1-6d76fc35ca80'],33,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:33.077,Pass,
,,,,,,,,,,,,,,,,,,2.981503,,,,,,,,,,,,,7aee7c09-79c4-47fb-a2df-add8d102d84d,27,,,"[13.5, 21.0]",22924,0,,,,,-0.30715305,,Left Foot,,,,"[54.8, 7.9]",,High Pass,,43.32782,,,,Isabell Herlovsen,13479.0,,,,,,1,From Throw In,Maria Thorisdottir,4636.0,Left Center Back,3,Norway Women's,852,"['25c30ba7-8898-46ab-9890-a609ed7ed7bc', 'a52e86f1-4c43-469c-962a-6f22bc871562']",35,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:35.846,Pass,True
,,,,,,,,,,,,,,,,,,1.223932,,,,,,,,,,,,,19b689a8-e0dc-4212-acf2-dd1a81eb2cf2,31,,,"[76.3, 80.0]",22924,0,,,,,-0.90746486,,,,,,"[88.1, 64.9]",,Low Pass,,19.163769,,,,Ngozi Sonia Okobi,25471.0,,,,,Throw-in,1,From Throw In,Osinachi Marvis Ohale,25470.0,Right Back,4,Nigeria Women's,1213,['c923a83b-aeff-4bfd-ad74-fa116fd56b18'],52,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:52.638,Pass,
,,,,,,,,,,,,,,,,,,0.592062,,,,,,,,,,,,,921e88fa-36fb-4d81-886c-d9765283e6e6,35,,,"[84.4, 66.2]",22924,0,,,,,2.0462544,,Right Foot,,,,"[79.2, 76.3]",,Low Pass,,11.360018,,,,Halimatu Ibrahim Ayinde,25469.0,,,,,,1,From Throw In,Ngozi Sonia Okobi,25471.0,Center Attacking Midfield,4,Nigeria Women's,1213,"['989a5e77-563a-4874-a96c-25852f411501', 'f0a4442c-15c2-4def-8f56-1c4625e6b4cf']",54,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:54.750,Pass,True
,,,,,,,,,,,,,,,,,,0.291985,,,,,,,,,,,,,a3af1a53-07a6-41ca-8c36-50e8ace99d70,38,,,"[79.2, 76.3]",22924,0,,,,,0.20902294,,Right Foot,,,,"[82.5, 77.0]",,Ground Pass,,3.3734255,,Incomplete,,Francisca Ordega,5022.0,,,,,,1,From Throw In,Halimatu Ibrahim Ayinde,25469.0,Right Center Midfield,4,Nigeria Women's,1213,"['75ddc939-af19-4245-b5b1-57cef4dcd6f9', 'cfa0521f-2960-480d-869e-2d9d0f487945']",56,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:56.279,Pass,
,,,,,,,,,,,,,,,,,,5.758385,,,,,,,,,,,,,afbbe1d1-3cbf-470d-9f1f-8de882a712a8,41,,,"[78.2, 80.0]",22924,1,,,,,-0.10821074,,,,,,"[114.1, 76.1]",,Low Pass,,36.111217,,,,Francisca Ordega,5022.0,,,,,Throw-in,1,From Throw In,Osinachi Marvis Ohale,25470.0,Right Back,5,Nigeria Women's,1213,['7f35fe77-d2c6-44d0-91b6-c57ec91e0390'],2,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:02.219,Pass,
,,,,,,,,,,,,,,,,,,0.237308,,,,,,,,,,,,,42f7f425-32f9-48bb-96c9-04e94dd87e0e,45,,,"[116.6, 76.1]",22924,1,,,,,-1.2329181,,Right Foot,,,,"[117.9, 72.4]",,Low Pass,,3.9217343,,Incomplete,,Ugochi Desire Oparanozie,25472.0,,,,,,1,From Throw In,Francisca Ordega,5022.0,Right Wing,5,Nigeria Women's,1213,"['78167722-feac-4417-83a3-702a0bf2567f', 'c423cc84-d419-434b-ae0b-f36102435325']",9,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:09.775,Pass,
,,,,,,,,,,,,,,,,,,2.0543,,,,,,,,,,,,,f53a3827-1d67-41cd-b9aa-3cd358abe411,48,,,"[120.0, 80.0]",22924,1,,,,,-1.7061031,bb6410c7-421b-4d70-ad5f-c5a88bc94e38,Left Foot,,,,"[114.5, 39.6]",,High Pass,True,40.772663,,,,Osinachi Marvis Ohale,25470.0,True,True,Inswinging,,Corner,1,From Corner,Ngozi Ebere,25468.0,Left Back,6,Nigeria Women's,1213,['366b130c-ec8e-4efb-aea9-384ee19a28d2'],45,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:01:45.907,Pass,
,,,,,,,,,,,,,,,,,,1.906925,,,,,,,,,,,,,dafe178d-f62a-41b6-bb96-f2632f115b59,53,,,"[4.9, 37.8]",22924,1,,,,,0.8583633,,Keeper Arm,,,,"[34.7, 72.3]",,High Pass,,45.588264,,,,Caroline Graham Hansen,10386.0,,,,,,1,From Keeper,Ingrid Hjelmseth,10394.0,Goalkeeper,8,Norway Women's,852,['4d40d8d6-d00e-4ba1-ba60-9ddbe0d844d6'],53,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:53.454,Pass,
,,,,,,,,,,,,,,,,,,2.755718,,,,,,,,,,,,,11d9be72-72e9-4d2a-9c86-8130734df0bd,57,,,"[37.1, 73.8]",22924,1,,,,,0.05858391,,Right Foot,,,,"[71.2, 75.8]",,Ground Pass,,34.1586,,,,Lisa-Marie Utland,10387.0,,,,,,1,From Keeper,Caroline Graham Hansen,10386.0,Right Midfield,8,Norway Women's,852,"['2aaecb1a-7a85-45f4-a334-f2f8e417a6d1', '333aae37-d3b7-474c-a832-1c83d3159994']",57,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:57.003,Pass,True
,,,,,,,,,,,,,,,,,,1.226856,,,,,,,,,,,,,94b3285c-9e3c-4b25-a25d-320f80342584,60,,,"[72.7, 75.4]",22924,2,,,,,-2.2608325,,Left Foot,,,,"[62.3, 62.8]",,Ground Pass,,16.337687,,,,Vilde Bøe Risa,25466.0,,,,,,1,From Keeper,Lisa-Marie Utland,10387.0,Left Center Forward,8,Norway Women's,852,['88d6768b-1d5c-43d4-821f-2c074a563f9a'],1,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:01.215,Pass,
,,,,,,,,,,,,,,,,,,2.25471,,,,,,,,,,,,,3086b59a-aa19-478f-9dd5-0ce31f6e536f,63,,,"[62.3, 62.8]",22924,2,,,,,0.025472196,,Right Foot,,,,"[93.7, 63.6]",,High Pass,,31.410189,,Incomplete,,Caroline Graham Hansen,10386.0,,,,,,1,From Keeper,Vilde Bøe Risa,25466.0,Right Center Midfield,8,Norway Women's,852,"['6488c3e2-7a2a-4d52-8621-5e19c8ed2e38', 'ff231938-de9d-4044-80a9-f3d4ad07d57e']",2,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:02.726,Pass,
,,,,,,,,,,,,,,,,,,1.523261,,,,,,,,,,,,,c4dce809-e2cb-4bcb-8540-ae3465757aaf,68,,,"[29.6, 0.9]",22924,2,,,,,0.111743785,,Left Foot,,,,"[59.9, 4.3]",,Low Pass,,30.490162,,Incomplete,,Ugochi Desire Oparanozie,25472.0,,,,,,1,From Keeper,Rita Chikwelu,17312.0,Left Center Midfield,8,Norway Women's,852,"['0a29e0cf-f001-4379-b7e3-9233d75a1676', '4f8b7ae9-2157-413c-8fe5-1a10c7952591', '95291b5e-a6fa-4b63-bd42-430e595b439b']",7,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:07.084,Pass,True
,,,,,,,,,,,,,,,,,,1.14586,,,,,,,,,,,,,236501a3-5d07-468d-aa53-0ea2cbef4baa,73,,,"[69.1, 77.7]",22924,2,,,,,-1.6719725,,Right Foot,,,,"[67.1, 58.0]",,Low Pass,,19.801262,,,,Ingrid Syrstad Engen,24374.0,,,,,,1,From Keeper,Ingrid Moe Wold,10382.0,Right Back,8,Norway Women's,852,['5bd2b585-789a-49aa-9ccf-048db653d736'],9,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:09.611,Pass,
,,,,,,,,,,,,,,,,,,0.569996,,,,,,,,,,,,,673546f7-8e44-4db6-8ce6-2bcd6321a90e,76,,,"[67.1, 58.0]",22924,2,,,,,1.2862779,,Left Foot,,,,"[70.2, 68.6]",,Ground Pass,,11.044003,,,,Vilde Bøe Risa,25466.0,,,,,,1,From Keeper,Ingrid Syrstad Engen,24374.0,Left Center Midfield,8,Norway Women's,852,['1ef8b549-eb49-4030-b6e9-94d2f77255a9'],10,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:10.775,Pass,
,,,,,,,,,,,,,,,,,,0.651964,,,,,,,,,,,,,c02c7486-92ae-4813-b91e-18a6c210ca6d,79,,,"[70.2, 68.6]",22924,2,,,,,0.82026774,,Right Foot,,,,"[78.5, 77.5]",,Ground Pass,,12.169634,,,,Caroline Graham Hansen,10386.0,,,,,,1,From Keeper,Vilde Bøe Risa,25466.0,Right Center Midfield,8,Norway Women's,852,['341acab2-3148-485c-b339-b5797b09bd3f'],12,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:12.437,Pass,
,,,,,,,,,,,,,,,,,,2.000838,,,,,,,,,,,,,a9e56114-6c84-4c70-a040-fbdc5ff0a86a,83,,,"[73.3, 71.9]",22924,2,,,,,-2.301036,,Right Foot,,,,"[50.2, 46.1]",,Ground Pass,,34.630188,,,,Maria Thorisdottir,4636.0,,,,,,1,From Keeper,Caroline Graham Hansen,10386.0,Right Midfield,8,Norway Women's,852,['85ed5e86-c36e-48df-987a-6ac23198f6e7'],15,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:15.236,Pass,
,,,,,,,,,,,,,,,,,,3.604123,,,,,,,,,,,,,8cea89e3-0163-4003-8f6f-b6d4b590b994,86,,,"[62.9, 30.4]",22924,2,,,,,0.23472261,,Left Foot,,,,"[104.3, 40.3]",,High Pass,,42.56724,,Incomplete,,Isabell Herlovsen,13479.0,,,,,,1,From Keeper,Maria Thorisdottir,4636.0,Left Center Back,8,Norway Women's,852,"['bd5f2a2b-5913-4fd0-9040-700a1dcfbc9b', 'c777705b-faac-4f79-9193-f93223e5bd23']",21,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:21.090,Pass,
,,,,,,,,,,,,,,,,,,1.657897,,,,,,,,,,,,,be72b946-4bde-4f41-853a-05b866be4426,90,,,"[11.1, 41.0]",22924,2,,,,,1.1088098,,Keeper Arm,,,,"[23.1, 65.1]",,Ground Pass,,26.922297,,,,Osinachi Marvis Ohale,25470.0,,,,,,1,From Keeper,Tochukwu Oluehi,25467.0,Goalkeeper,8,Norway Women's,852,['0c3c7d76-9858-4121-bbb1-e450c8462109'],29,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:29.228,Pass,
,,,,,,,,,,,,,,,,,,1.820963,,,,,,,,,,,,,bba8e314-0a87-4954-a63e-8db9e9f05575,94,,,"[37.9, 77.6]",22924,2,,,,,-0.3752708,,Right Foot,,,,"[74.2, 63.3]",,High Pass,,39.015125,,Incomplete,,Asisat Lamina Oshoala,24881.0,,,,,,1,From Keeper,Osinachi Marvis Ohale,25470.0,Right Back,8,Norway Women's,852,"['6e87735f-07c9-4a6a-8cfb-b1f3edb06b08', '94f8e6fd-ceec-4797-a704-e6f920a9ec2c']",36,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:02:36.039,Pass,
,,,,,,,,,,,,,,,,,,0.641877,,,,,,,,,,,,,541ab671-789a-4a88-adef-297154f8ef5a,98,,,"[39.0, 10.0]",22924,2,,,,,3.0798156,,Right Foot,,,,"[29.3, 10.6]",,Ground Pass,,9.718539,,,,Kristine Minde,10393.0,,,,,,1,From Keeper,Maria Thorisdottir,4636.0,Left Center Back,8,Norway Women's,852,['8305b9a6-d932-4695-93c7-3c6eb47e1d78'],39,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:39.216,Pass,
,,,,,,,,,,,,,,,,,,1.929532,,,,,,,,,,,,,79aa46b4-8f24-4758-90da-a1277b115507,101,,,"[30.3, 12.7]",22924,2,,,,,2.3853528,,Left Foot,,,,"[5.6, 36.0]",,Ground Pass,,33.95556,,,,Ingrid Hjelmseth,10394.0,,,,,,1,From Keeper,Kristine Minde,10393.0,Left Back,8,Norway Women's,852,['dd31c9cd-e063-4ac0-ada5-0c2432076bc8'],41,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:41.077,Pass,
,,,,,,,,,,,,,,,,,,1.160236,,,,,,,,,,,,,3f3a38a5-93d0-4ba8-80c5-5745ae988a87,104,,,"[6.2, 37.6]",22924,2,,,,,0.17162807,,Right Foot,,,,"[13.7, 38.9]",,Ground Pass,,7.611833,,,,Maren Nævdal Mjelde,10395.0,,,,,,1,From Keeper,Ingrid Hjelmseth,10394.0,Goalkeeper,8,Norway Women's,852,['081e39c7-9941-4460-9873-b0776273dc4e'],45,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:45.033,Pass,
,,,,,,,,,,,,,,,,,,1.164412,,,,,,,,,,,,,d26fb4a9-24a5-4ee6-bcf3-854954dd9a93,107,,,"[19.1, 48.0]",22924,2,,,,,-0.17324567,,Right Foot,,,,"[31.1, 45.9]",,Ground Pass,,12.182364,,,,Vilde Bøe Risa,25466.0,,,,,,1,From Keeper,Maren Nævdal Mjelde,10395.0,Right Center Back,8,Norway Women's,852,['de208236-830a-49ca-8127-0b387eb0aae7'],48,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:48.702,Pass,
,,,,,,,,,,,,,,,,,,2.018075,,,,,,,,,,,,,c260585b-b6a5-4990-a774-b61655296ce9,110,,,"[31.1, 45.9]",22924,2,,,,,2.070143,,Right Foot,,,,"[24.5, 58.0]",,Ground Pass,,13.782961,,,,Maren Nævdal Mjelde,10395.0,,,,,,1,From Keeper,Vilde Bøe Risa,25466.0,Right Center Midfield,8,Norway Women's,852,['ba9fe788-0107-4ce6-a983-e8dd6b6f4625'],51,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:51.942,Pass,
,,,,,,,,,,,,,,,,,,1.559582,,,,,,,,,,,,,bb3caa01-2cb4-4d30-8e31-e5c16c76ac9e,113,,,"[30.7, 60.3]",22924,2,,,,,0.14444157,,Right Foot,,,,"[41.7, 61.9]",,Ground Pass,,11.115754,,,,Caroline Graham Hansen,10386.0,,,,,,1,From Keeper,Maren Nævdal Mjelde,10395.0,Right Center Back,8,Norway Women's,852,['3678e681-419c-4167-9d4c-a24d2ade6e8a'],54,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:54.565,Pass,
,,,,,,,,,,,,,,,,,,4.670839,,,,,,,,,,,,,5fccbae0-48eb-473c-bae3-109c1674e239,116,,,"[41.9, 66.3]",22924,2,,,,,0.2547954,,Right Foot,,,,"[94.5, 80.0]",,High Pass,,54.35485,,Out,,Ingrid Moe Wold,10382.0,,,,,,1,From Keeper,Caroline Graham Hansen,10386.0,Right Midfield,8,Norway Women's,852,['7f3924e7-a876-483e-a7b0-7691c61bb69e'],57,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:57.827,Pass,
,,,,,,,,,,,,,,,,,,1.4074,,,,,,,,,,,,,af61463b-0c31-4f37-89f3-77da1b11ebb8,118,,,"[25.6, 0.1]",22924,3,,,,,0.29505068,,,,,,"[46.0, 6.3]",,High Pass,,21.32135,,Incomplete,,Ugochi Desire Oparanozie,25472.0,,,,,Throw-in,1,From Throw In,Ngozi Ebere,25468.0,Left Back,9,Nigeria Women's,1213,"['37ada8b0-42e1-46b5-b511-6ef107728b6c', '6903b842-79d2-4f21-bf27-1a74c3853861']",18,,,,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:03:18.544,Pass,
,,,,,,,,,,,,,,,,,,1.4198,,,,,,,,,,,,,37ada8b0-42e1-46b5-b511-6ef107728b6c,120,,,"[74.1, 73.8]",22924,3,,,,,-1.2827408,,Head,,,,"[79.7, 54.9]",,High Pass,,19.71218,,,,Guro Reiten,10514.0,,,,,Recovery,1,Regular Play,Ingrid Moe Wold,10382.0,Right Back,10,Norway Women's,852,"['7ce2c7d7-ef16-415a-811b-fae7ba1b35b6', 'af61463b-0c31-4f37-89f3-77da1b11ebb8']",19,,,,,,,,,,,,,,,,,,,Norway Women's,852,00:03:19.952,Pass,
