ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_penalty_saved_to_post,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.963,,,,,,,,,,,,,,27ad6e57-6aa6-459e-a283-ec148f0ab70a,16,,"[22.3, 19.9]",22962,0,,,,,-1.2698761,,Right Foot,,,"[25.0, 11.2]",,Low Pass,9.109336,Incomplete,,Estefanía Romina Banini Ruiz,4944.0,,,,,Recovery,1,From Kick Off,Flavia Lorena Benítez,25615.0,Center Defensive Midfield,2,England Women's,865,"['0e4f2bd0-0cf7-4902-ab81-81f54bfb0f35', '3a9e71af-dd91-4e5d-a2a3-703a968e8e3f', 'e7a7e1db-03a8-4122-9a66-60dc42b24b1c']",13,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:13.797,Pass,
,,,,,,,,,,,,,,0.4912,,,,,,,,,,,,,,9ecb265c-0a78-485a-999f-190cc22d30b5,20,,"[91.5, 67.2]",22962,0,,,,,-3.0819619,,Right Foot,,,"[84.8, 66.8]",,Ground Pass,6.71193,,,Jade Moore,10190.0,,,,,,1,From Kick Off,Jill Scott,10172.0,Right Center Midfield,2,England Women's,865,['f3cabac4-1307-464e-ab05-5f604269f665'],15,,,,,,,,,,,,,,,,,,,England Women's,865,00:00:15.445,Pass,
,,,,,,,,,,,,,,1.229773,,,,,,,,,,,,,,f5357156-947f-4068-bcf9-8a9be3f60593,24,,"[86.1, 66.3]",22962,0,,,,,-0.5076962,,Right Foot,,,"[100.3, 58.4]",,Low Pass,16.249615,,,Francesca Kirby,4641.0,,,,,,1,From Kick Off,Jade Moore,10190.0,Center Defensive Midfield,2,England Women's,865,"['04149648-e89b-49ed-90fe-94ba25bef669', '190c94c2-a583-410f-bad5-78dd1ded85d8']",16,,,,,,,,,,,,,,,,,,,England Women's,865,00:00:16.462,Pass,True
,,,,,,,,,,,,,,2.4892,,,,,,,,,,,,,,f83c68e3-5fc7-4e56-9af7-b1479855c1e8,27,,"[99.1, 57.1]",22962,0,,,,,0.5259278,,Left Foot,,,"[116.5, 67.2]",,Ground Pass,20.118896,,,Nikita Parris,4654.0,,,,,,1,From Kick Off,Francesca Kirby,4641.0,Left Center Midfield,2,England Women's,865,['17c3601e-8b30-43fe-bd30-fa61a69a9633'],18,,,,,,,,,,,,,,,,,,,England Women's,865,00:00:18.158,Pass,
,,,,,,,,,,,,,,1.0962,,,,,,,,,,,,,,744ed5f7-bcf0-41b2-bb9f-2f9bc4c0a24e,31,,"[116.5, 65.9]",22962,0,,,,,-1.7159936,,Right Foot,True,,"[113.4, 44.7]",,High Pass,21.425451,Incomplete,,Lucy Bronze,10178.0,,,,,,1,From Kick Off,Nikita Parris,4654.0,Right Midfield,2,England Women's,865,"['58efac2a-555d-43c1-9c12-298b04343864', 'b968a1b1-c3e7-4210-b441-584e6db9e1ee', 'fe6eec78-3024-4273-951d-37b32b3de8f3']",20,,,,,,,,,,,,,,,,,,,England Women's,865,00:00:20.687,Pass,True
,,,,,,,,,,,,,,2.6593,,,,,,,,,,,,,,505d628b-874b-4f11-abaf-58a007f5dfc1,36,,"[7.0, 36.1]",22962,0,,,,,-0.38687572,,Right Foot,,,"[44.8, 20.7]",,High Pass,40.81666,Incomplete,,Miriam Anahí Mayorga,25617.0,,,,,Goal Kick,1,From Goal Kick,Vanina Noemí Correa,25611.0,Goalkeeper,3,Argentina Women's,1204,"['d0fe4608-4061-4e79-8ac1-8d27447508b4', 'fe7ec880-aa6a-45f4-86bc-ba0683f86d50']",53,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:53.232,Pass,
,,,,,,,,,,,,,,2.847,,,,,,,,,,,,,,9e7eba2c-6a5c-4fc7-9978-1f9add1f187f,43,,"[49.2, 23.3]",22962,1,,,,,0.018327886,,Right Foot,,,"[98.3, 24.2]",,High Pass,49.10825,Unknown,,Florencia Soledad Jaimes,25641.0,,,,,Free Kick,1,From Free Kick,Aldana Cometti,25634.0,Left Center Back,4,Argentina Women's,1204,['c0c3ceb8-d6ac-4188-9b13-3c9f22ccf976'],29,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:29.820,Pass,
,,,,,,,,,,,,,,1.092062,,,,,,,,,,,,,,56cd52c5-7ed2-41f7-9edf-e07929bd2ec7,47,,"[21.8, 62.0]",22962,1,,,,,-0.4609228,,Right Foot,,,"[36.5, 54.7]",,Ground Pass,16.4128,,,Jade Moore,10190.0,,,,,Free Kick,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,5,England Women's,865,['9d9b7ede-e3af-4585-b4ae-d728742cb7b9'],42,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:42.642,Pass,
,,,,,,,,,,,,,,1.571316,,,,,,,,,,,,,,566b670d-f824-4bf6-96d1-23e7cf7b930d,50,,"[41.0, 60.8]",22962,1,,,,,0.7470894,,Right Foot,,,"[55.9, 74.6]",,Ground Pass,20.308865,,,Nikita Parris,4654.0,,,,,,1,From Free Kick,Jade Moore,10190.0,Center Defensive Midfield,5,England Women's,865,['7843bab0-15aa-4d46-9c44-3342075185ca'],47,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:47.112,Pass,
,,,,,,,,,,,,,,1.8945,,,,,,,,,,,,,,b4109cce-c871-4367-921f-aafcf5b6b86a,53,,"[55.9, 74.6]",22962,1,,,,,-2.6936505,,Right Foot,,,"[48.2, 70.9]",,Ground Pass,8.542833,,,Lucy Bronze,10178.0,,,,,,1,From Free Kick,Nikita Parris,4654.0,Right Midfield,5,England Women's,865,['db2e7907-225d-4416-994e-69a90d94fe5b'],49,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:49.723,Pass,
,,,,,,,,,,,,,,2.4183,,,,,,,,,,,,,,7210c79b-0812-421a-a5bb-b5966487baa2,56,,"[48.0, 70.9]",22962,1,,,,,-1.7973765,,Right Foot,,,"[40.3, 37.5]",,Ground Pass,34.276085,,,Abbie McManus,4648.0,,,,,,1,From Free Kick,Lucy Bronze,10178.0,Right Back,5,England Women's,865,['32e3e04f-cc11-4a49-8e51-5dfdbd2d6014'],52,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:52.256,Pass,
,,,,,,,,,,,,,,1.3708,,,,,,,,,,,,,,f0435eb6-7fa0-4f26-8db3-bb114d3bfb00,59,,"[41.4, 33.0]",22962,1,,,,,1.1692158,,Right Foot,,,"[44.5, 40.3]",,Ground Pass,7.930952,,,Stephanie Houghton,10185.0,,,,,,1,From Free Kick,Abbie McManus,4648.0,Left Center Back,5,England Women's,865,['92026c7c-6046-4d16-8323-c6c348654238'],54,,,,,,,,,,,,,,,,,,,England Women's,865,00:01:54.714,Pass,
,,,,,,,,,,,,,,1.2506,,,,,,,,,,,,,,f4d1038b-fc4a-496b-aa7e-0367ea6b4cc6,63,,"[77.7, 51.9]",22962,2,,,,,1.0507822,,Right Foot,,,"[91.9, 76.7]",,Ground Pass,28.577614,,,Nikita Parris,4654.0,,,,,,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,5,England Women's,865,"['5aa90d7e-09e2-41ff-8b70-f17eb9c5da54', '673438cf-528e-4e0f-8843-2581962f3cee']",1,,,,,,,,,,,,,,,,,,,England Women's,865,00:02:01.940,Pass,True
,,,,,,,,,,,,,,1.0397,,,,,,,,,,,,,,689de17d-6332-4a49-931d-a016bce2c73f,67,,"[114.6, 66.2]",22962,2,,,,,-1.5223761,,Right Foot,True,,"[115.7, 43.5]",,High Pass,22.726637,Incomplete,,Jodie Taylor,5002.0,,,,,,1,From Free Kick,Nikita Parris,4654.0,Right Midfield,5,England Women's,865,"['6c0c5edb-b373-4a03-b25b-ffc54418b7ea', '95875a55-f7bf-495a-b254-a1189f6f485e', 'e4aacc09-8ea9-4d52-9d5b-25e21b1f71a2']",6,,,,,,,,,,,,,,,,,,,England Women's,865,00:02:06.376,Pass,True
,,,,,,,,,,,,,,1.211102,,,,,,,,,,,,,,8f62b66d-cea4-426c-a2f6-5a1cd3670fdc,71,,"[104.3, 57.1]",22962,2,,,,,-2.536813,,Other,,,"[97.5, 52.4]",,Low Pass,8.266196,,,Jade Moore,10190.0,,,,,Recovery,1,From Free Kick,Lucy Bronze,10178.0,Right Back,5,England Women's,865,"['aaa5f6ca-aa3c-4337-bf05-d7ca3a082623', 'e656cd10-8d00-4946-b202-74beb21a3db1']",9,,,,,,,,,,,,,,,,,,,England Women's,865,00:02:09.440,Pass,True
,,,,,,,,,,,,,,1.8889,,,,,,,,,,,,,,6da00801-2d10-4f2f-aac5-467ffea36a23,75,,"[97.3, 51.5]",22962,2,,,,,0.33550215,,Right Foot,,,"[112.5, 56.8]",,High Pass,16.097515,,,Francesca Kirby,4641.0,,,,,,1,From Free Kick,Jade Moore,10190.0,Center Defensive Midfield,5,England Women's,865,"['1272aeed-925e-43c7-87f3-b761b2daacde', '8b3e198e-79ac-465f-85f6-7b196ff5ee47']",10,,,,,,,,,,,,,,,,,,,England Women's,865,00:02:10.691,Pass,True
,,,,,,,,,,,,,,1.1337,,,,,,,,,,,,,,0e1a9d80-7c3a-455a-ae6f-4f6d76521ab0,86,,"[10.2, 0.1]",22962,2,,,,,0.4636476,,,,,"[20.0, 5.0]",,Low Pass,10.956733,,,Estefanía Romina Banini Ruiz,4944.0,,,,,Throw-in,1,From Throw In,Eliana Noemí Stábile,25633.0,Left Back,7,Argentina Women's,1204,['5dc485c5-02ed-4a5c-ab72-6dc0edc6abfc'],30,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:30.760,Pass,
,,,,,,,,,,,,,,1.138079,,,,,,,,,,,,,,a4e6aafc-d7a9-4c4c-83b6-63ddebba56bf,89,,"[20.0, 5.0]",22962,2,,,,,-3.0928507,,Right Foot,,,"[11.8, 4.6]",,Ground Pass,8.20975,,,Eliana Noemí Stábile,25633.0,,,,,,1,From Throw In,Estefanía Romina Banini Ruiz,4944.0,Left Midfield,7,Argentina Women's,1204,['cc832710-28db-41dd-975c-f38f6e57dd84'],31,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:31.934,Pass,
,,,,,,,,,,,,,,0.081,,,,,,,,,,,,,,4d849bb7-2412-4c26-b7f5-62d77eb3f878,93,,"[11.6, 3.4]",22962,2,,,,,0.24497867,,Left Foot,,,"[17.2, 4.8]",,High Pass,5.772348,Incomplete,,,,,,,,,1,From Throw In,Eliana Noemí Stábile,25633.0,Left Back,7,Argentina Women's,1204,['5cd53a85-b146-449d-bb26-cc63fe566975'],34,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:34.074,Pass,
,,,,,,,,,,,,,,2.9413,,,,,,,,,,,,,,436e777e-5a40-494e-a2da-a3d8007818d4,97,,"[21.4, 3.4]",22962,2,,,,,0.13654952,,Left Foot,,,"[73.8, 10.6]",,High Pass,52.89234,Incomplete,,Florencia Soledad Jaimes,25641.0,,,,,,1,From Throw In,Eliana Noemí Stábile,25633.0,Left Back,7,Argentina Women's,1204,"['076c7150-2ee4-42bb-ac51-76e17668b2f1', '8bd9d2c3-41f0-4f73-985b-581bc5763678']",37,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:37.481,Pass,
,,,,,,,,,,,,,,1.2482,,,,,,,,,,,,,,63a7e2bb-e7cc-4144-8e08-5d13328c3255,101,,"[47.5, 69.2]",22962,2,,,,,-0.9600704,,Right Foot,,,"[57.3, 55.2]",,Ground Pass,17.089178,,,Jade Moore,10190.0,,,,,,1,Regular Play,Abbie McManus,4648.0,Left Center Back,8,England Women's,865,['2e8ad48b-15e6-490b-8b01-a9eb30b8cac1'],41,,,,,,,,,,,,,,,,,,,England Women's,865,00:02:41.769,Pass,
,,,,,,,,,,,,,,2.2105,,,,,,,,,,,,,,68a9e8de-7477-481d-9d0f-6ca9a16290c7,104,,"[64.6, 56.1]",22962,2,,,,,-1.6183795,,Right Foot,,,"[63.6, 35.1]",,Ground Pass,21.023796,,,Abbie McManus,4648.0,,,,,,1,Regular Play,Jade Moore,10190.0,Center Defensive Midfield,8,England Women's,865,['f7baf711-f20b-43ee-8b05-7e785f4c77d6'],47,,,,,,,,,,,,,,,,,,,England Women's,865,00:02:47.435,Pass,
,,,,,,,,,,,,,,1.5762,,,,,,,,,,,,,,ae904b21-97ef-404f-a8e8-495cd23a2589,108,,"[75.5, 23.4]",22962,2,,,,,-1.5327712,,Right Foot,,,"[76.2, 5.0]",,Ground Pass,18.413311,,,Alex Greenwood,10252.0,,,,,,1,Regular Play,Abbie McManus,4648.0,Left Center Back,8,England Women's,865,"['25a3e890-5af6-4833-9ced-7226aaf994ce', '55eecc89-6db0-414f-9c48-a7a8f5a8e3ba']",51,,,,,,,,,,,,,,,,,,,England Women's,865,00:02:51.098,Pass,True
,,,,,,,,,,,,,,0.74393,,,,,,,,,,,,,,bd41cc3f-3f2e-490f-bdad-2d1f9f76add8,112,,"[71.5, 4.4]",22962,2,,,,,1.1046362,,Left Foot,,,"[79.5, 20.3]",,Ground Pass,17.799158,Incomplete,,Francesca Kirby,4641.0,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Back,8,England Women's,865,"['ae140ca7-62da-4037-9392-21e23dfa4c44', 'c1c889d9-bcf8-438c-b8cb-b393a5154dc9', 'eab4489a-e35d-4946-94d2-723dbb6428b2']",52,,,,,,,,,,,,,,,,,,,England Women's,865,00:02:52.714,Pass,True
,,,,,,,,,,,,,,1.141272,,,,,,,,,,,,,,43316ac7-4049-425e-b034-3b58b27ebb2d,117,,"[46.1, 66.9]",22962,2,,,,,1.0486076,,Right Foot,,,"[52.2, 77.5]",,Ground Pass,12.229881,,,María Florencia Bonsegundo,25640.0,,,,,,1,Regular Play,Flavia Lorena Benítez,25615.0,Center Defensive Midfield,9,Argentina Women's,1204,"['017749c9-4a68-4a18-85c8-8d15db12ca24', '2829769d-5a7f-4d37-812b-19712cf120b9']",55,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:55.999,Pass,True
,,,,,,,,,,,,,,1.6934,,,,,,,,,,,,,,82f12213-b174-480a-9a43-9ff451ba6d87,120,,"[53.8, 77.4]",22962,2,,,,,-0.025204746,,Right Foot,,,"[65.7, 77.1]",,High Pass,11.903781,,,Flavia Lorena Benítez,25615.0,,,,,,1,Regular Play,María Florencia Bonsegundo,25640.0,Right Midfield,9,Argentina Women's,1204,['2cf1ee71-76f2-42fa-b661-5d6dd2fde4e3'],58,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:58.637,Pass,
,,,,,,,,,,,,,,0.8419,,,,,,,,,,,,,,7b73fc37-734b-4c1a-9587-3a4016d5365d,122,,"[65.1, 77.0]",22962,3,,,,,-2.1632237,,Head,,,"[61.6, 71.8]",,Low Pass,6.2681737,,,María Florencia Bonsegundo,25640.0,,,,,,1,Regular Play,Flavia Lorena Benítez,25615.0,Center Defensive Midfield,9,Argentina Women's,1204,['467330d8-7ab4-4f73-9fbb-15069bf20157'],0,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:00.330,Pass,
,,,,,,,,,,,,,,1.316532,,,,,,,,,,,,,,7beb7b48-a765-46ae-b8e4-102ada3d2c5f,124,,"[61.6, 71.8]",22962,3,,,,,0.3623011,,Right Foot,,,"[74.0, 76.5]",,Low Pass,13.260844,,,Flavia Lorena Benítez,25615.0,,,,,,1,Regular Play,María Florencia Bonsegundo,25640.0,Right Midfield,9,Argentina Women's,1204,['3c35a39a-f8eb-412c-81f6-1cf8e7df1004'],1,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:01.172,Pass,
,,,,,,,,,,,,,,2.2732,,,,,,,,,,,,,,2ebea6e6-7cd8-4b1f-8cc2-54c9eb99d1e8,128,,"[84.0, 76.3]",22962,3,,,,,-0.89242566,,Right Foot,,,"[100.2, 56.2]",,High Pass,25.815693,,,Florencia Soledad Jaimes,25641.0,,,,,,1,Regular Play,Flavia Lorena Benítez,25615.0,Center Defensive Midfield,9,Argentina Women's,1204,"['8b202639-c808-4bc1-b4d6-ce9d85509e67', 'fd7802a7-9120-43c6-8d18-8041c0e89dcc']",4,,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:04.766,Pass,True
,,,,,,,,,,,,,,0.7604,,,,,,,,,,,,,,4c534586-a24d-4acc-8b55-bcbd2cd1a867,132,,"[20.2, 21.8]",22962,3,,,,,-1.3028859,,Right Foot,,,"[21.6, 16.7]",,Ground Pass,5.288667,,,Alex Greenwood,10252.0,,,,,Recovery,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,10,England Women's,865,['e250927c-fe02-4f08-9cc5-f644c943ff28'],8,,,,,,,,,,,,,,,,,,,England Women's,865,00:03:08.745,Pass,
,,,,,,,,,,,,,,1.253854,,,,,,,,,,,,,,0b237c2c-7e15-4d31-b6bb-ffec716f838d,135,,"[21.6, 16.0]",22962,3,,,,,1.4332095,,Left Foot,,,"[22.5, 22.5]",,Ground Pass,6.5620117,,,Jade Moore,10190.0,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Back,10,England Women's,865,['b4599bc7-cf1d-4698-91ac-1629eca315cd'],10,,,,,,,,,,,,,,,,,,,England Women's,865,00:03:10.465,Pass,
,,,,,,,,,,,,,,1.1146,,,,,,,,,,,,,,d05dbde8-bed7-4304-b05e-68e2f29e6475,138,,"[23.9, 22.0]",22962,3,,,,,-0.019799393,,Left Foot,,,"[34.0, 21.8]",,Ground Pass,10.10198,,,Francesca Kirby,4641.0,,,,,,1,Regular Play,Jade Moore,10190.0,Center Defensive Midfield,10,England Women's,865,['bcb3aad6-92bb-4ce1-8de0-2745c5827ef0'],11,,,,,,,,,,,,,,,,,,,England Women's,865,00:03:11.832,Pass,
