50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,98562bea-78d6-4fb2-a80d-0631c518b103,4580,,,,68357,120,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Regular Play,,,,292,Norway Women's,852,['e0e902be-39ae-4aa8-a764-b1fb2225b6f1'],0,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e0e902be-39ae-4aa8-a764-b1fb2225b6f1,4581,,,,68357,120,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Regular Play,,,,292,Norway Women's,852,['98562bea-78d6-4fb2-a80d-0631c518b103'],0,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.521555,,,,,,,,,,,849e9117-dd0b-48d7-ae35-360b7018efb4,5,,,"[61.0, 40.1]",68357,0,,,,,1.3182421,,Right Foot,,,,"[61.8, 43.2]",,Ground Pass,,3.2015622,,,,Emily Louise van Egmond,5076.0,,,,,,Kick Off,1,From Kick Off,Tameka Yallop,25549.0,Center Defensive Midfield,2,Australia Women's,1205,['bdb17555-fa95-4984-88dc-df1aec83fab0'],0,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.245,Pass,
,,,,,,,,,,,,,,,,,3.14919,,,,,,,,,,,6320bc09-7d45-4f9a-9f49-80019f56aafc,8,,,"[63.2, 44.9]",68357,0,,,,,1.1046362,,Right Foot,,,,"[79.2, 76.7]",,High Pass,,35.598316,,,,Hayley Emma Raso,6818.0,,,,,,,1,From Kick Off,Emily Louise van Egmond,5076.0,Right Center Midfield,2,Australia Women's,1205,['705274bf-d866-4563-bcd4-4dde55d5495e'],1,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:01.591,Pass,
,,,,,,,,,,,,,,,,,1.241454,,,,,,,,,,,a8165c43-8200-4162-9ec8-7c9a60374e16,12,,,"[85.2, 77.9]",68357,0,,,,,-0.8176451,,Right Foot,,,,"[98.7, 63.5]",,High Pass,,19.73854,,Incomplete,,Emily Louise van Egmond,5076.0,,,,,,,1,From Kick Off,Hayley Emma Raso,6818.0,Right Wing,2,Australia Women's,1205,"['04e8896c-e754-46d7-93ab-a879baf16373', '5e0e1784-349b-4359-a762-4f464e67cef0', '646867aa-93c9-4672-9361-ba192ce40a00']",5,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:05.789,Pass,True
,,,,,,,,,,,,,,,,,1.272403,,,,,,,,,,,fdc146a3-ae1b-4717-971c-497cd8b240d5,16,,,"[28.7, 17.1]",68357,0,,,,,0.17404523,,Right Foot,,,,"[46.9, 20.3]",,Ground Pass,,18.479177,,Incomplete,,Isabell Herlovsen,13479.0,,,,,,,1,Regular Play,Kristine Minde,10393.0,Left Back,3,Norway Women's,852,"['18276942-9727-44aa-8f82-61c2573b1440', '8fa047e0-ae59-45b2-8310-5b582c085e6a']",9,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:09.210,Pass,
,,,,,,,,,,,,,,,,,0.869526,,,,,,,,,,,5e57ce80-f5eb-4550-8b8d-3ff50db0bedb,21,,,"[42.6, 24.6]",68357,0,,,,,2.2040062,,Right Foot,,,,"[35.7, 34.0]",,Ground Pass,,11.660618,,,,Vilde Bøe Risa,25466.0,,,,,,,1,Regular Play,Isabell Herlovsen,13479.0,Center Forward,3,Norway Women's,852,['a9e53ac9-7331-4221-bd55-ee76b302c0fe'],11,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:11.543,Pass,
,,,,,,,,,,,,,,,,,0.922984,,,,,,,,,,,56e9079f-ceab-467a-903d-45774768592b,25,,,"[35.7, 34.7]",68357,0,,,,,-2.4526682,,Right Foot,,,,"[27.2, 27.7]",,Ground Pass,,11.011357,,,,Maria Thorisdottir,4636.0,,,,,,,1,Regular Play,Vilde Bøe Risa,25466.0,Right Defensive Midfield,3,Norway Women's,852,"['68b48be6-e090-484c-a487-f8f93b153837', '69ebdbb6-f1ba-4d69-bdad-1e7c41b69a69']",13,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:13.326,Pass,True
,,,,,,,,,,,,,,,,,2.1079,,,,,,,,,,,703ea0a2-a3c5-4f6f-bd86-a3997545651d,28,,,"[27.2, 27.7]",68357,0,,,,,0.38410565,,Left Foot,,,,"[55.9, 39.3]",,High Pass,,30.955614,,,,Caroline Graham Hansen,10386.0,,,,,,,1,Regular Play,Maria Thorisdottir,4636.0,Left Center Back,3,Norway Women's,852,['71374f0e-a999-4f1f-a9b5-5ccfe4912b2d'],14,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:14.437,Pass,
,,,,,,,,,,,,,,,,,1.408004,,,,,,,,,,,cdd8ddc4-ad40-4abd-a833-a6f2603a8da5,30,,,"[55.9, 39.3]",68357,0,,,,,1.096539,,Head,,,,"[63.6, 54.3]",,High Pass,,16.8609,,Incomplete,,Isabell Herlovsen,13479.0,,,,,,,1,Regular Play,Caroline Graham Hansen,10386.0,Center Attacking Midfield,3,Norway Women's,852,"['603c02ab-c8ed-46d5-99c3-21880194e80f', 'bf1a5ca0-a015-44bc-af1c-9f3bed2d71e2']",16,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:16.585,Pass,
,,,,,,,,,,,,,,,,,1.11009,,,,,,,,,,,603c02ab-c8ed-46d5-99c3-21880194e80f,32,,,"[56.5, 25.8]",68357,0,,,,,0.018516403,,Head,,,,"[67.3, 26.0]",,Low Pass,,10.801851,,,,Caitlin Jade Foord,11338.0,,,,,,Recovery,1,From Counter,Elise Kellond-Knight,25537.0,Left Back,4,Australia Women's,1205,"['65941b5c-839c-4b9b-ad8a-29f85ba86078', 'cdd8ddc4-ad40-4abd-a833-a6f2603a8da5']",17,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:17.993,Pass,
,,,,,,,,,,,,,,,,,2.30563,,,,,,,,,,,7bfa891e-e69a-4ada-873c-7c05b2dd6d53,36,,,"[76.2, 27.1]",68357,0,,,,,-0.16720065,3fa63ae8-1cd4-4b73-94fc-7a9b15eb94bd,Right Foot,,,,"[99.9, 23.1]",,Ground Pass,,24.035183,,,,Samantha May Kerr,4961.0,True,,,,,,1,From Counter,Caitlin Jade Foord,11338.0,Left Wing,4,Australia Women's,1205,"['628a89c7-7599-412f-b028-e20b21d6d329', '81dda87b-2cf8-4d20-9611-6b247d7e4f9d']",20,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:20.599,Pass,True
,,,,,,,,,,,,,,,,,1.041165,,,,,,,,,,,31d4a001-e69e-46db-9d35-0818f8c8e94b,45,,,"[6.0, 36.0]",68357,0,,True,,,0.8723578,,Right Foot,,,,"[23.8, 57.2]",,Ground Pass,,27.681763,,,,Maren Nævdal Mjelde,10395.0,,,,,,Goal Kick,1,From Goal Kick,Ingrid Hjelmseth,10394.0,Goalkeeper,5,Norway Women's,852,['933f6bd7-41d9-456c-bb50-61d6eefdc2e9'],42,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:42.152,Pass,
,,,,,,,,,,,,,,,,,1.182655,,,,,,,,,,,4a523d17-443e-41a3-a96e-96d455602ede,47,,,"[21.1, 57.7]",68357,0,,True,,,0.87090343,,Right Foot,,,,"[37.1, 76.7]",,Ground Pass,,24.839485,,,,Ingrid Moe Wold,10382.0,,,,,,,1,From Goal Kick,Maren Nævdal Mjelde,10395.0,Right Center Back,5,Norway Women's,852,['c664ae4f-83f5-4efe-9da8-cc9eb6647ff6'],43,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:43.426,Pass,
,,,,,,,,,,,,,,,,,0.639224,,,,,,,,,,,12fba2f8-00b8-4795-b2c6-89ac0b6bc10f,50,,,"[41.2, 76.9]",68357,0,,,,,-0.14512633,,Right Foot,,,,"[54.2, 75.0]",,Ground Pass,,13.138112,,,,Karina Sævik,25728.0,,,,,,,1,From Goal Kick,Ingrid Moe Wold,10382.0,Right Back,5,Norway Women's,852,"['8d3c56a0-11e2-41f5-bdc7-67ee8610a110', 'a6803c30-b1a4-4bcb-b70c-123fc89adf8f']",45,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:45.752,Pass,True
,,,,,,,,,,,,,,,,,1.0564,,,,,,,,,,,875f2165-a00d-433e-8762-c55731a582eb,57,,,"[53.5, 80.0]",68357,0,,,,,-1.1752251,,,,,,"[57.3, 70.9]",,Low Pass,,9.861542,,,,Caroline Graham Hansen,10386.0,,,,,,Throw-in,1,From Throw In,Ingrid Moe Wold,10382.0,Right Back,6,Norway Women's,852,['8851988b-e38f-44c9-ae9f-e8ef3924db44'],57,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:57.272,Pass,
,,,,,,,,,,,,,,,,,1.254635,,,,,,,,,,,26824bb7-4575-4396-9d4f-9f1192f34708,60,,,"[56.9, 71.1]",68357,0,,,,,1.7918434,,Right Foot,,,,"[54.9, 80.0]",,Low Pass,,9.121951,,Out,,Ingrid Moe Wold,10382.0,,,,,,,1,From Throw In,Caroline Graham Hansen,10386.0,Center Attacking Midfield,6,Norway Women's,852,['645835ae-757c-4fb0-9633-50612ae6987b'],58,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:58.369,Pass,
,,,,,,,,,,,,,,,,,2.313864,,,,,,,,,,,515fcde9-330e-4f52-8e1d-733d2c4dacf0,62,,,"[64.2, 0.1]",68357,1,,,,,2.8523595,,,,,,"[35.3, 8.7]",,Low Pass,,30.152447,,,,Stephanie-Elise Catley,5000.0,,,,,,Throw-in,1,From Throw In,Elise Kellond-Knight,25537.0,Left Back,7,Australia Women's,1205,['5c4b6ddd-0d9e-4d6b-b8dc-bfa6d9ea043a'],17,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:17.112,Pass,
,,,,,,,,,,,,,,,,,0.999851,,,,,,,,,,,dd9d9b61-fab7-416f-9fa1-025ed264f720,66,,,"[36.0, 10.6]",68357,1,,,,,-0.45320413,,Left Foot,,,,"[51.4, 3.1]",,Ground Pass,,17.129215,,,,Elise Kellond-Knight,25537.0,,,,,,,1,From Throw In,Stephanie-Elise Catley,5000.0,Left Center Back,7,Australia Women's,1205,"['00f830d7-7e15-42a0-bf02-f26fcb4052d6', '153336ab-73a0-44dc-9bd6-6040d9c67500']",20,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:20.001,Pass,True
,,,,,,,,,,,,,,,,,1.784693,,,,,,,,,,,0aad3dd9-fcf4-48bf-9ee9-db1f2c120436,69,,,"[48.8, 5.5]",68357,1,,,,,1.9761766,,Left Foot,,,,"[38.2, 30.2]",,Ground Pass,,26.87843,,,,Emily Louise van Egmond,5076.0,,,,,,,1,From Throw In,Elise Kellond-Knight,25537.0,Left Back,7,Australia Women's,1205,['e4ad2438-c5f9-422d-bca1-0a3ce601c9d2'],22,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:22.052,Pass,
,,,,,,,,,,,,,,,,,2.409994,,,,,,,,,,,14c6fe10-9599-49de-b0bb-a1f369bc100a,72,,,"[28.0, 26.8]",68357,1,,,,,2.7654867,,Right Foot,,,,"[12.3, 33.0]",,Ground Pass,,16.87987,,,,Lydia Grace Yilkari Williams,5066.0,,,,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Right Center Midfield,7,Australia Women's,1205,['a4e213de-397a-4a80-b51d-149d70e62ce5'],25,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:25.001,Pass,
,,,,,,,,,,,,,,,,,1.223009,,,,,,,,,,,060dfb95-c984-4fd3-ad1d-1b3181f6f769,76,,,"[9.9, 36.9]",68357,1,,,,,1.1853025,,Right Foot,,,,"[15.5, 50.7]",,Ground Pass,,14.892951,,,,Alanna Stephanie Kennedy,5078.0,,,,,,,1,From Throw In,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,7,Australia Women's,1205,"['5d6960fe-3581-433d-870f-84aece23c874', '7ee356ab-97cb-4564-b20c-8e22bf6d2a2f']",27,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:27.912,Pass,True
,,,,,,,,,,,,,,,,,0.619176,,,,,,,,,,,f6d6f867-29e5-4c16-b9be-059f7cabe7db,80,,,"[15.9, 51.1]",68357,1,,,,,-0.19083111,,Left Foot,,,,"[24.7, 49.4]",,Ground Pass,,8.962701,,,,Emily Louise van Egmond,5076.0,,,,,,,1,From Throw In,Alanna Stephanie Kennedy,5078.0,Right Center Back,7,Australia Women's,1205,"['80e557b3-c71e-4341-b8d7-bf71c3f862e6', 'a514f6da-7665-4a7a-9fc9-f1769cf45a7d']",30,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:30.050,Pass,True
,,,,,,,,,,,,,,,,,2.213449,,,,,,,,,,,659399d3-68f3-4ba3-9c2b-93c80996066e,82,,,"[24.7, 49.4]",68357,1,,,,,1.412286,,Right Foot,,,,"[29.0, 76.3]",,High Pass,,27.241512,,,,Ellie Madison Carpenter,5095.0,,,,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Right Center Midfield,7,Australia Women's,1205,['7c0a42a1-4e0b-450a-8d3d-6ee1cf63bd71'],30,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:30.669,Pass,
,,,,,,,,,,,,,,,,,1.1285,,,,,,,,,,,a6778606-5a6e-4eb2-b295-ccb6c6072f06,86,,,"[92.1, 0.1]",68357,1,,,,,1.6997072,,,,,,"[91.4, 5.5]",,High Pass,,5.4451814,,,,Caroline Graham Hansen,10386.0,,,,,,Throw-in,1,From Throw In,Guro Reiten,10514.0,Left Midfield,8,Norway Women's,852,['1b11477d-2da1-4c58-bea7-d5767afb7227'],36,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:36.651,Pass,
,,,,,,,,,,,,,,,,,0.383857,,,,,,,,,,,6ebf7d89-e87f-4644-a0b4-bacc4dece6e8,94,,,"[36.5, 56.2]",68357,1,,,,,-2.3204954,,Right Foot,,,,"[33.8, 53.3]",,Ground Pass,,3.9623225,,Incomplete,,Chloe Logarzo,25547.0,,,,,,,1,Regular Play,Alanna Stephanie Kennedy,5078.0,Right Center Back,9,Australia Women's,1205,"['b6d0c946-53d1-4e8d-8699-cd1cbf919f93', 'db2a0cb1-9331-412f-a583-e51ecb55e9e4']",42,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:42.067,Pass,
,,,,,,,,,,,,,,,,,1.801154,,,,,,,,,,,f41527ec-dcd1-4914-9429-e7e502b1bc21,101,,,"[53.6, 25.6]",68357,1,,,,,-0.67066264,,Left Foot,,,,"[68.6, 13.7]",,Ground Pass,,19.147062,,,,Samantha May Kerr,4961.0,,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Left Wing,9,Australia Women's,1205,['769b1d2f-c305-4d33-b38d-8d4a1a59d169'],47,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:47.761,Pass,
,,,,,,,,,,,,,,,,,1.6628,,,,,,,,,,,9e2059ae-ae4f-4f2e-95b0-eddba6bc9de4,103,,,"[70.0, 13.5]",68357,1,,,,,1.3397057,,Right Foot,,,,"[72.4, 23.7]",,Ground Pass,,10.47855,,Incomplete,,Caitlin Jade Foord,11338.0,,,,,,,1,Regular Play,Samantha May Kerr,4961.0,Center Forward,9,Australia Women's,1205,"['50669033-c5c4-431b-8497-8e95a633658a', '7a7e9893-6dea-4cdb-85de-d9eff3b00190']",49,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:49.562,Pass,
,,,,,,,,,,,,,,,,,1.074129,,,,,,,,,,,7a7e9893-6dea-4cdb-85de-d9eff3b00190,105,,,"[47.7, 56.4]",68357,1,,,,,0.69608414,,Right Foot,,,,"[55.0, 62.5]",,Ground Pass,,9.513149,,,,Vilde Bøe Risa,25466.0,,,,,,Recovery,1,Regular Play,Karina Sævik,25728.0,Right Midfield,10,Norway Women's,852,"['998d0857-6ea8-4673-b369-99fe3373a2cd', '9e2059ae-ae4f-4f2e-95b0-eddba6bc9de4']",51,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:51.225,Pass,
,,,,,,,,,,,,,,,,,1.374486,,,,,,,,,,,1770152d-6da7-47e8-9243-a9aaf8ebddd3,108,,,"[54.9, 64.7]",68357,1,,,,,-1.7001513,,Right Foot,,,,"[53.3, 52.4]",,Ground Pass,,12.403628,,,,Ingrid Syrstad Engen,24374.0,,,,,,,1,Regular Play,Vilde Bøe Risa,25466.0,Right Defensive Midfield,10,Norway Women's,852,['3999c459-76dd-40d7-939c-e17ee3f6aaf2'],52,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:52.971,Pass,
,,,,,,,,,,,,,,,,,1.2286,,,,,,,,,,,5c981209-30af-4607-b1b8-5ed233ca29eb,111,,,"[56.1, 53.3]",68357,1,,,,,-1.1449926,,Right Foot,,,,"[64.4, 35.0]",,Ground Pass,,20.094278,,,,Guro Reiten,10514.0,,,,,,,1,Regular Play,Ingrid Syrstad Engen,24374.0,Left Center Midfield,10,Norway Women's,852,['e39b86d1-8203-4ff3-871f-21a7186340ff'],55,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:55.072,Pass,
,,,,,,,,,,,,,,,,,2.841591,,,,,,,,,,,c99d769a-3227-4c22-8bfc-a1eb5b824743,114,,,"[64.4, 35.0]",68357,1,,,,,0.31290123,,Left Foot,,,,"[88.2, 42.7]",,Ground Pass,,25.014595,,Incomplete,,Isabell Herlovsen,13479.0,,,,Through Ball,True,,1,Regular Play,Guro Reiten,10514.0,Left Midfield,10,Norway Women's,852,"['82d829d5-1d97-437c-8f82-84e8fd71df40', 'bb894cc7-69b5-4b21-b153-363d32bd0131']",56,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:56.439,Pass,
,,,,,,,,,,,,,,,,,1.757744,,,,,,,,,,,bb894cc7-69b5-4b21-b153-363d32bd0131,116,,,"[31.9, 37.4]",68357,1,,,,,-3.0615752,,Left Foot,,,,"[10.7, 35.7]",,Ground Pass,,21.268051,,,,Lydia Grace Yilkari Williams,5066.0,,,,,,Recovery,1,Regular Play,Stephanie-Elise Catley,5000.0,Left Center Back,11,Australia Women's,1205,"['1935a517-7170-416d-b3ec-1c5af3394883', 'c99d769a-3227-4c22-8bfc-a1eb5b824743']",59,,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:59.281,Pass,
