ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,8c6e6308-438b-4845-b58f-e4ab72c8b399,17,,"[43.8, 74.5]",22974,0,,,,,-2.6224465,,Right Foot,,,"[27.0, 64.9]",,Ground Pass,,19.349419,,,,,Carla Valentina Guerrero Puelle,25692.0,,,,,,,1,From Kick Off,Su Helen Ignacia Galaz Espinoza,25691.0,Right Back,2,Chile Women's,1209,['da321c95-a429-45ec-bf7d-ede5652421f6'],15,,,,,,,,,,,,,,,,,Chile Women's,1209,00:00:15.328,Pass,
,,,,,,,,,,,,,,,1.1517,,,,,,,,,,,,,,,,fb00fe8d-c8dc-430f-8105-bd4ca64c3563,20,,"[29.1, 62.6]",22974,0,,,,,0.9964915,,Right Foot,,,"[37.9, 76.2]",,Ground Pass,,16.198765,,,,,Su Helen Ignacia Galaz Espinoza,25691.0,,,,,,,1,From Kick Off,Carla Valentina Guerrero Puelle,25692.0,Right Center Back,2,Chile Women's,1209,['cc44c138-c707-4a25-affc-71aba9a4709f'],17,,,,,,,,,,,,,,,,,Chile Women's,1209,00:00:17.558,Pass,
,,,,,,,,,,,,,,,1.913,,,,,,,,,,,,,,,,a588cff0-ce46-477d-9b6e-fe02b40ff330,26,,"[39.2, 75.2]",22974,0,,,,,-1.9974238,,Right Foot,,,"[28.7, 52.1]",,Ground Pass,,25.374397,,,,,Camila Alejandra Saez Oyaneder,25687.0,,,,,,Free Kick,1,From Free Kick,Carla Valentina Guerrero Puelle,25692.0,Right Center Back,3,Chile Women's,1209,['f2ded690-9265-4677-93a8-f8d2a732146d'],41,,,,,,,,,,,,,,,,,Chile Women's,1209,00:00:41.739,Pass,
,,,,,,,,,,,,,,,3.1228,,,,,,,,,,,,,,,,f33f72af-0094-4188-b33c-0b69e8fa60f8,29,,"[28.7, 52.1]",22974,0,,,,,1.5152978,,Left Foot,,,"[29.9, 73.7]",,Ground Pass,,21.633308,,,Incomplete,,Carla Valentina Guerrero Puelle,25692.0,,,,,,,1,From Free Kick,Camila Alejandra Saez Oyaneder,25687.0,Left Center Back,3,Chile Women's,1209,"['2b581602-987f-486c-a014-f514c5684592', '553d2749-b9d0-48c9-b9b7-8757cb194817']",46,,,,,,,,,,,,,,,,,Chile Women's,1209,00:00:46.327,Pass,
,,,,,,,,,,,,,,,1.3556,,,,,,,,,,,,,,,,f6f64b1e-af9c-46ff-a4d9-e4714d57f012,35,,"[85.9, 3.2]",22974,0,,,,,1.1571071,,Right Foot,,,"[93.1, 19.6]",,Ground Pass,,17.91089,,,,,Carli Anne Hollins,5097.0,,,,,,,1,Regular Play,Christen Annemarie Press,6817.0,Left Wing,4,United States Women's,1214,['4a669931-71c8-4cd4-9f59-c36633816889'],51,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:51.115,Pass,
,,,,,,,,,,,,,,,1.282,,,,,,,,,,,,,,,,eda8c833-1d09-428f-aabe-48ba855c6f6c,40,,"[91.4, 17.3]",22974,0,,,,,-0.15520425,,Right Foot,,,"[106.1, 15.0]",,Ground Pass,,14.878844,,,Incomplete,,Christen Annemarie Press,6817.0,,,,,,,1,Regular Play,Carli Anne Hollins,5097.0,Center Forward,4,United States Women's,1214,"['07f4daa4-5cc5-4117-9bfa-e723de997108', 'b0a4d99c-98d2-48ad-9936-e96c8fcb307f', 'cbffd216-29b5-4bfc-9b89-b51093f773c8']",54,,,,,,,,,,,,,,,,,United States Women's,1214,00:00:54.555,Pass,True
,,,,,,,,,,,,,,,2.4773,,,,,,,,,,,,,,,,d3ffaade-dbe1-49b2-9efe-595415758d35,43,,"[120.0, 0.1]",22974,1,,,,,1.6909871,,Left Foot,,,"[115.0, 41.5]",,High Pass,,41.70084,,,Incomplete,,,,,True,True,Straight,,Corner,1,From Corner,Tierna Lillis Davidson,25816.0,Left Back,5,United States Women's,1214,['905272f1-4e94-45fd-91c1-a08ebfa976b6'],21,,,,,,,,,,,,,,,,,United States Women's,1214,00:01:21.654,Pass,
,,,,,,,,,,,,,,,2.9361,,,,,,,,,,,,,,,,63fad34c-70bc-4043-b856-d616c9c3b317,49,,"[6.0, 44.0]",22974,1,,,,,0.34858027,,Left Foot,,,"[48.1, 59.3]",,High Pass,,44.793972,,,Incomplete,,María José Urrutia,25694.0,,,,,,Goal Kick,1,From Goal Kick,Claudia Christiane Endler Mutinelli,24462.0,Goalkeeper,6,Chile Women's,1209,"['a531f7df-3286-4f32-b2e7-f9ce4601c450', 'b82a249b-d072-498a-b28b-231d39e670fd']",52,,,,,,,,,,,,,,,,,Chile Women's,1209,00:01:52.194,Pass,
,,,,,,,,,,,,,,,2.440658,,,,,,,,,,,,,,,,b82a249b-d072-498a-b28b-231d39e670fd,52,,"[72.0, 20.8]",22974,1,,,,True,0.8391099,729df9ee-e2f9-4cde-b3d8-3b4bf9a75dd1,,,,"[85.2, 35.5]",,Low Pass,,19.756771,,,,,Carli Anne Hollins,5097.0,True,,,,,Recovery,1,From Counter,Lindsey Michelle Horan,4999.0,Left Center Midfield,7,United States Women's,1214,"['178419bd-4abf-4b0a-86b2-96d3953b7e13', '63fad34c-70bc-4043-b856-d616c9c3b317', '82837dee-41ce-43af-a3ef-dcbbb835563e']",55,,,,,,,,,,,,,,,,,United States Women's,1214,00:01:55.130,Pass,True
,,,,,,,,,,,,,,,2.9827,,,,,,,,,,,,,,,,323b35ba-32d1-4db3-9429-f884bcd7e8f2,57,,"[21.4, 28.7]",22974,2,,,,,-0.5356974,,Left Foot,,,"[62.0, 4.6]",,High Pass,,47.21409,,,Incomplete,,Rosario Balmaceda,25689.0,,,,,,,1,From Keeper,Claudia Christiane Endler Mutinelli,24462.0,Goalkeeper,8,Chile Women's,1209,"['ae0d7037-0909-4c74-9996-d30f042be332', 'fb892519-5145-4276-9f86-e7ca5ef73402']",15,,,,,,,,,,,,,,,,,Chile Women's,1209,00:02:15.884,Pass,
,,,,,,,,,,,,,,,0.8886,,,,,,,,,,,,,,,,ae0d7037-0909-4c74-9996-d30f042be332,59,,"[58.1, 75.5]",22974,2,,,,,0.049604665,,Right Foot,,,"[72.2, 76.2]",,Low Pass,,14.117365,,,,,Mallory Pugh,5023.0,,,,,,Interception,1,Regular Play,Ali Krieger,5089.0,Right Back,9,United States Women's,1214,"['323b35ba-32d1-4db3-9429-f884bcd7e8f2', 'a752af1c-4d5c-4db5-ad0b-61fd18edc690']",18,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:18.867,Pass,
,,,,,,,,,,,,,,,2.1019,,,,,,,,,,,,,,,,72178285-17a5-4542-8a7d-ebc310745a34,63,,"[71.8, 76.2]",22974,2,,,,,-2.319666,,Left Foot,,,"[57.3, 60.6]",,Low Pass,,21.298122,,,,,Julie Beth Ertz,6811.0,,,,,,,1,Regular Play,Mallory Pugh,5023.0,Right Wing,9,United States Women's,1214,"['0085fa17-4f12-4e49-9ed8-22597ba597e4', '78b511aa-3de2-4a4c-ab59-18e4cdf4d29c']",19,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:19.808,Pass,True
,,,,,,,,,,,,,,,1.8561,,,,,,,,,,,,,,,,79326d14-660b-4e1c-acf1-24592fe99e7b,66,,"[57.6, 59.6]",22974,2,,,,,0.40548036,,Right Foot,,,"[78.1, 68.4]",,Ground Pass,,22.308968,,,,,Carli Anne Hollins,5097.0,,,,,,,1,Regular Play,Julie Beth Ertz,6811.0,Center Defensive Midfield,9,United States Women's,1214,['2669a542-93f1-481f-a7e4-4902c3dded2f'],21,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:21.910,Pass,
,,,,,,,,,,,,,,,1.4625,,,,,,,,,,,,,,,,2ce20abb-33ff-43e9-9b41-c0bf3ab83508,69,,"[82.8, 73.3]",22974,2,,,,,0.33473682,,Right Foot,,,"[92.0, 76.5]",,Ground Pass,,9.740637,,,,,Mallory Pugh,5023.0,,,,,,,1,Regular Play,Carli Anne Hollins,5097.0,Center Forward,9,United States Women's,1214,['d16cd355-054a-424d-9a4d-e1b10cedf26a'],26,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:26.945,Pass,
,,,,,,,,,,,,,,,1.0856,,,,,,,,,,,,,,,,23128145-c72e-4049-93a1-1a874e7bf60a,72,,"[89.1, 77.0]",22974,2,,,,,3.032352,,Right Foot,,,"[73.6, 78.7]",,Ground Pass,,15.592947,,,,,Ali Krieger,5089.0,,,,,,,1,Regular Play,Mallory Pugh,5023.0,Right Wing,9,United States Women's,1214,['fee84255-5a9d-4d1e-9336-a8bc30bbc9b0'],29,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:29.939,Pass,
,,,,,,,,,,,,,,,2.2661,,,,,,,,,,,,,,,,f8cd30ba-8e01-48c7-9f60-455beda08e49,75,,"[67.8, 72.0]",22974,2,,,,,-1.9952251,,Right Foot,,,"[52.3, 37.7]",,Ground Pass,,37.639606,,,,,Rebecca Elizabeth Sauerbrunn,5030.0,,,,,,,1,Regular Play,Ali Krieger,5089.0,Right Back,9,United States Women's,1214,['f0b5460b-50a1-4739-8f19-c03ede3f2811'],32,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:32.900,Pass,
,,,,,,,,,,,,,,,0.800011,,,,,,,,,,,,,,,,2b883fee-45ec-49f3-9c6d-afea0694894c,78,,"[51.7, 38.3]",22974,2,,,,,-0.8701007,,Right Foot,,,"[61.4, 26.8]",,Ground Pass,,15.0446005,,,,,Tierna Lillis Davidson,25816.0,,,,,,,1,Regular Play,Rebecca Elizabeth Sauerbrunn,5030.0,Left Center Back,9,United States Women's,1214,['e0c991c6-67c0-4e0e-bfca-be49ffda7d15'],36,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:36.367,Pass,
,,,,,,,,,,,,,,,1.022,,,,,,,,,,,,,,,,75e4b698-488d-48dd-bd00-37484ad7c144,82,,"[64.1, 28.5]",22974,2,,,,,0.07286348,,Right Foot,,,"[77.8, 29.5]",,Ground Pass,,13.736448,,,,,Lindsey Michelle Horan,4999.0,,,,,,,1,Regular Play,Tierna Lillis Davidson,25816.0,Left Back,9,United States Women's,1214,['a72d1245-e1a5-4bf4-b648-9c72433a9203'],38,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:38.594,Pass,
,,,,,,,,,,,,,,,1.888,,,,,,,,,,,,,,,,c9c48caa-ba47-479a-906e-3204b7960959,86,,"[78.6, 29.9]",22974,2,,,,,-2.2405653,,Right Foot,,,"[63.0, 10.2]",,Ground Pass,,25.12867,,,,,Tierna Lillis Davidson,25816.0,,,,,,,1,Regular Play,Lindsey Michelle Horan,4999.0,Left Center Midfield,9,United States Women's,1214,"['0b3224c1-30e0-426e-9f06-5a5c14dbbff2', '5dd77dee-efaf-4aaf-b41b-92449f8189e4']",39,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:39.696,Pass,True
,,,,,,,,,,,,,,,2.3063,,,,,,,,,,,,,,,,dfb2a9cb-f434-4161-a8ef-15163e612ae1,89,,"[64.6, 21.2]",22974,2,,,,,2.1195374,,Left Foot,,,"[51.7, 42.3]",,Ground Pass,,24.730953,,,,,Abby Dahlkemper,5081.0,,,,,,,1,Regular Play,Tierna Lillis Davidson,25816.0,Left Back,9,United States Women's,1214,['d612e88f-13dd-41cb-a3c8-063ae4f89a91'],44,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:44.762,Pass,
,,,,,,,,,,,,,,,0.9829,,,,,,,,,,,,,,,,72ee5a58-d274-4582-bb7d-903c230936d0,92,,"[53.7, 45.1]",22974,2,,,,,1.2182432,,Right Foot,,,"[57.6, 55.7]",,Ground Pass,,11.294689,,,,,Ali Krieger,5089.0,,,,,,,1,Regular Play,Abby Dahlkemper,5081.0,Right Center Back,9,United States Women's,1214,['b81594b0-90ef-4e20-9c19-ef3fb9b33e84'],48,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:48.414,Pass,
,,,,,,,,,,,,,,,1.359,,,,,,,,,,,,,,,,3eb32d07-7718-465f-8a91-3f77a1335b2a,95,,"[60.5, 47.2]",22974,2,,,,,-1.2115633,,Right Foot,,,"[69.4, 23.5]",,Ground Pass,,25.316002,,,,,Tierna Lillis Davidson,25816.0,,,,,,,1,Regular Play,Ali Krieger,5089.0,Right Back,9,United States Women's,1214,['aba208d1-1c93-4e30-869f-611867073a7f'],50,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:50.996,Pass,
,,,,,,,,,,,,,,,2.5077,,,,,,,,,,,,,,,,a6d69170-8bc0-4d8e-987b-63d549783863,98,,"[85.2, 29.2]",22974,2,,,,,1.3363436,,Left Foot,,,"[94.3, 67.3]",,Ground Pass,,39.171673,,,,,Ali Krieger,5089.0,,,,,,,1,Regular Play,Tierna Lillis Davidson,25816.0,Left Back,9,United States Women's,1214,['a5bc78f0-d5a0-4542-bac2-b45e71f5fec9'],55,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:55.709,Pass,
,,,,,,,,,,,,,,,2.3367,,,,,,,,,,,,,,,,9e79199c-93a6-4923-a0c3-5319832a4230,101,,"[94.1, 67.3]",22974,2,,,,,-0.29578236,,Right Foot,,,"[117.4, 60.2]",,Ground Pass,,24.35775,,,,,Mallory Pugh,5023.0,,,,,,,1,Regular Play,Ali Krieger,5089.0,Right Back,9,United States Women's,1214,['53fe6e3e-3993-4728-a48b-8558ef7383b9'],59,,,,,,,,,,,,,,,,,United States Women's,1214,00:02:59.179,Pass,
,,,,,,,,,,,,,,,0.6655,,,,,,,,,,,,,,,,8ba3b414-10ee-4817-af3c-57b5ddf4a64a,105,,"[118.2, 58.9]",22974,3,,,,,-1.7740126,,Right Foot,True,,"[114.8, 42.4]",,Ground Pass,,16.84666,,,Incomplete,,Carli Anne Hollins,5097.0,,,,,,,1,Regular Play,Mallory Pugh,5023.0,Right Wing,9,United States Women's,1214,"['4e89969f-f4ec-424d-ab44-88982eaed1b6', 'b21fe0f7-4b6f-4bc7-897a-ee46d97bf40a']",2,,,,,,,,,,,,,,,,,United States Women's,1214,00:03:02.036,Pass,
,,,,,,,,,,,,,,,3.1507,,,,,,,,,,,,,,,,e9d3df6e-c7de-4e98-9d5a-f428cc05598e,116,,"[13.1, 35.0]",22974,3,,,,,-0.14167014,,Drop Kick,,,"[74.8, 26.2]",,High Pass,,62.324394,,,Incomplete,,María José Urrutia,25694.0,,,,,,,1,Regular Play,Claudia Christiane Endler Mutinelli,24462.0,Goalkeeper,9,United States Women's,1214,"['43e833de-31fc-4e92-8cce-5c5839b157af', '5f128426-688c-4aa5-b48f-827ec5510517']",24,,,,,,,,,,,,,,,,,Chile Women's,1209,00:03:24.404,Pass,
,,,,,,,,,,,,,,,1.2989,,,,,,,,,,,,,,,,5f128426-688c-4aa5-b48f-827ec5510517,119,,"[45.3, 53.9]",22974,3,,,,True,0.18131977,,,,,"[51.3, 55.0]",,High Pass,,6.1,,,,,Julie Beth Ertz,6811.0,,,,,,Recovery,1,Regular Play,Abby Dahlkemper,5081.0,Right Center Back,9,United States Women's,1214,"['0e0ce9bd-751d-4d83-8a0f-601d87e8209d', 'd5c4fc4f-5c0a-4e4b-b19c-1ecf8b104db8', 'e9d3df6e-c7de-4e98-9d5a-f428cc05598e']",27,,,,,,,,,,,,,,,,,United States Women's,1214,00:03:27.555,Pass,True
,,,,,,,,,,,,,,,1.8922,,,,,,,,,,,,,,,,05227330-d88a-4651-8bf6-35457925c3ae,123,,"[50.8, 55.0]",22974,3,,,,,0.031403285,,Right Foot,,,"[69.9, 55.6]",,High Pass,,19.109423,,,,,Carli Anne Hollins,5097.0,,,,,,,1,Regular Play,Julie Beth Ertz,6811.0,Center Defensive Midfield,9,United States Women's,1214,"['284ebee6-da3a-4f1b-843f-b67f69abe619', 'd94926bf-140e-4cbd-a78b-5cc0ad6c5a9e']",28,,,,,,,,,,,,,,,,,United States Women's,1214,00:03:28.915,Pass,True
,,,,,,,,,,,,,,,4.5737,,,,,,,,,,,,,,,,aa13f500-099e-4730-8be8-f9db7adefa58,127,,"[70.8, 54.3]",22974,3,,,,,0.20839924,,Right Foot,,,"[98.7, 60.2]",,High Pass,,28.517012,,,Incomplete,,Mallory Pugh,5023.0,,,,,,,1,Regular Play,Carli Anne Hollins,5097.0,Center Forward,9,United States Women's,1214,"['0519f89c-e763-42bb-a213-555cd7849c74', '1b7707da-b868-42d7-8353-8d2e211977da', '9c8d46e8-08d8-4a28-b077-66f49b04d405']",30,,,,,,,,,,,,,,,,,United States Women's,1214,00:03:30.848,Pass,True
,,,,,,,,,,,,,,,2.4637,,,,,,,,,,,,,,,,0519f89c-e763-42bb-a213-555cd7849c74,129,,"[21.4, 19.9]",22974,3,,,,,2.8446305,,Right Foot,,,"[3.1, 25.5]",,Low Pass,,19.13766,,,,,Claudia Christiane Endler Mutinelli,24462.0,,,,,,Recovery,1,Regular Play,Javiera Toro,25688.0,Left Back,10,Chile Women's,1209,"['02a0e004-6ea4-4118-a5b2-1334f75db0e8', 'aa13f500-099e-4730-8be8-f9db7adefa58']",35,,,,,,,,,,,,,,,,,Chile Women's,1209,00:03:35.421,Pass,
,,,,,,,,,,,,,,,3.2156,,,,,,,,,,,,,,,,a51143a4-0d17-4db5-bb92-fbfe3e2dc048,132,,"[1.9, 25.9]",22974,3,,,,,-0.32422784,,Left Foot,,,"[38.2, 13.7]",,High Pass,,38.2953,,,,,Francisca Alejandra Lara Lara,25690.0,,,,,,,1,Regular Play,Claudia Christiane Endler Mutinelli,24462.0,Goalkeeper,10,Chile Women's,1209,['05d5dcde-edfc-4519-b212-d110569759e3'],37,,,,,,,,,,,,,,,,,Chile Women's,1209,00:03:37.925,Pass,
