ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1a123efc-abd5-4951-bedf-ff8f6bea1643,1,,,,22973,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 25698, 'name': 'Anna Anvegård'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Sweden Women's,858,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,879db217-8a33-4316-8654-f0efe6cf7b76,2,,,,22973,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 25813, 'name': 'Waraporn Boonsing'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25679, 'name': 'Ainon Phancha'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 25680, 'name': 'Natthakarn Chinwong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 25812, 'name': 'Pitsamai Sornsai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 25675, 'name': 'Sunisa Srangthaisong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 10}, {'player': {'id': 25670, 'name': 'Pikul Khueanpet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 25669, 'name': 'Taneekarn Dangda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 25676, 'name': 'Silawan Intamee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 25673, 'name': 'Suchawadee Nildhamrong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 25678, 'name': 'Rattikan Thongsombut'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 25672, 'name': 'Kanjana Sungngoen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Thailand Women's,1107,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,13c1b1ad-65b3-418a-b89b-146d96f30d43,3,,,,22973,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,['83b8baf0-e516-49f9-b435-84ac301e735a'],0,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,83b8baf0-e516-49f9-b435-84ac301e735a,4,,,,22973,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,['13c1b1ad-65b3-418a-b89b-146d96f30d43'],0,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5d1adf18-820c-42c3-8ad0-bd832753bd08,1816,,,,22973,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,96,Thailand Women's,1107,['a0d7241d-d9c7-4707-9378-9ca50415cebd'],0,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a0d7241d-d9c7-4707-9378-9ca50415cebd,1817,,,,22973,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,96,Thailand Women's,1107,['5d1adf18-820c-42c3-8ad0-bd832753bd08'],0,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,3.013852,,,,,,,,,,,,,,db360e52-8fa6-47a5-9889-7e13f8063ce4,5,,,"[60.0, 40.0]",22973,0,,,,-3.0563903,,Right Foot,,,,"[31.9, 37.6]",,Ground Pass,,28.202305,,,Natthakarn Chinwong,25680.0,,,,,Kick Off,1,From Kick Off,Kanjana Sungngoen,25672.0,Center Forward,2,Thailand Women's,1107,['197cc21b-0476-4041-98eb-d760856d47ff'],0,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:00:00.352,Pass,
,,,,,,,,,,,,,,,,,,3.139912,,,,,,,,,,,,,,09821ceb-a6e2-462d-a75e-8d0f03e0c45c,8,,,"[32.3, 39.4]",22973,0,,,,1.7409152,,Left Foot,,,,"[26.7, 72.0]",,Ground Pass,,33.077484,,,Ainon Phancha,25679.0,,,,,,1,From Kick Off,Natthakarn Chinwong,25680.0,Right Center Back,2,Thailand Women's,1107,['f5c57d5a-6616-4d28-a21a-f1c8f319dcf2'],4,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:00:04.204,Pass,
,,,,,,,,,,,,,,,,,,1.007571,,,,,,,,,,,,,,663cd119-98c0-4a8d-b9ea-cb5b37a0599c,12,,,"[27.4, 72.0]",22973,0,,,,0.68405163,,Right Foot,,,,"[33.9, 77.3]",,Ground Pass,,8.386894,,,Taneekarn Dangda,25669.0,,,,,,1,From Kick Off,Ainon Phancha,25679.0,Right Back,2,Thailand Women's,1107,"['2f652782-c8c5-4787-b106-6ef68aa3f91d', '8f4b63c0-3f2c-41b1-9765-bace041d55ef']",7,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:00:07.764,Pass,True
,,,,,,,,,,,,,,,,,,1.0491,,,,,,,,,,,,,,b4dd2529-d43d-46fa-bf6b-e631b0905bac,18,,,"[30.9, 80.0]",22973,0,,,,-0.4269508,,,,,,"[54.2, 69.4]",,High Pass,,25.59785,,Incomplete,Kanjana Sungngoen,25672.0,,,,,Throw-in,1,From Throw In,Ainon Phancha,25679.0,Right Back,3,Thailand Women's,1107,"['aec0d8ba-c2f2-4165-9e4f-50d372a3dfcb', 'e0425b05-84b5-4c1f-a6ec-5085b740ab18']",26,,,,,,,,,,,,,,,,,,Thailand Women's,1107,00:00:26.299,Pass,
