ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fe5e8fc6-4026-427a-bbb6-b7d908910cff,1,,,,22944,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chile Women's,1209,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 24462, 'name': 'Claudia Christiane Endler Mutinelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25691, 'name': 'Su Helen Ignacia Galaz Espinoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 25692, 'name': 'Carla Valentina Guerrero Puelle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 25687, 'name': 'Camila Alejandra Saez Oyaneder'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 25688, 'name': 'Javiera Toro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 25693, 'name': 'Karen Araya'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 25686, 'name': 'Yanara Aedo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 25690, 'name': 'Francisca Alejandra Lara Lara'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 25695, 'name': 'Daniela Paz Zamora Mancilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 25689, 'name': 'Rosario Balmaceda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 25694, 'name': 'María José Urrutia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Chile Women's,1209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5ef950e3-7fcf-45d7-a43e-296cc771e0f3,2,,,,22944,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chile Women's,1209,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 13881, 'name': 'Eva Sofia Jakobsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Sweden Women's,858,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,883aaa74-c391-46b2-81d6-bb68428b6b05,3,,,,22944,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chile Women's,1209,['17bdd786-3c46-41a9-a946-adb3787253b2'],0,,,,,,,,,,,,,,,,,,Chile Women's,1209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,17bdd786-3c46-41a9-a946-adb3787253b2,4,,,,22944,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chile Women's,1209,['883aaa74-c391-46b2-81d6-bb68428b6b05'],0,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,251142e5-731a-499c-87e6-5508b56fd038,1709,,,,22944,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Chile Women's,1209,['78ce0bfa-c631-4473-8ac2-de725c0a8328'],0,,,,,,,,,,,,,,,,,,Chile Women's,1209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,78ce0bfa-c631-4473-8ac2-de725c0a8328,1710,,,,22944,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Chile Women's,1209,['251142e5-731a-499c-87e6-5508b56fd038'],0,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.210375,,,,,,,,,,,,,,403aa698-3ea2-4ab0-8ac8-dd98939ba6e6,5,,,"[61.0, 40.1]",22944,0,,,,,2.9964664,,Right Foot,,,,"[48.0, 42.0]",Ground Pass,,13.138112,,,,Elin Ingrid Johanna Rubensson,10221.0,,,,,,Kick Off,1,From Kick Off,Sara Caroline Seger,10224.0,Left Defensive Midfield,2,Sweden Women's,858,['aa61023e-9dae-4221-9db1-c312e80ed471'],0,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.488,Pass,
,,,,,,,,,,,,,,0.67553,,,,,,,,,,,,,,d00baa70-ecff-48e2-b21e-8577c0791253,8,,,"[47.8, 42.3]",22944,0,,,,,-1.7738415,,Right Foot,,,,"[46.4, 35.5]",Ground Pass,,6.942622,,,,Nilla Fischer,10375.0,,,,,,,1,From Kick Off,Elin Ingrid Johanna Rubensson,10221.0,Right Defensive Midfield,2,Sweden Women's,858,['28b5d3db-d1a4-49c4-8624-212b73a2ab61'],1,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:01.747,Pass,
,,,,,,,,,,,,,,2.770029,,,,,,,,,,,,,,a8061a0b-3d17-40a3-bf0a-73fb564d5fbc,11,,,"[48.0, 36.3]",22944,0,,,,,-0.3274462,,Right Foot,,,,"[84.8, 23.8]",High Pass,,38.865025,,,,Emma Stina Blackstenius,10229.0,,,,,,,1,From Kick Off,Nilla Fischer,10375.0,Right Center Back,2,Sweden Women's,858,['0a6b0ba4-42fc-4902-95fa-387651d6829a'],2,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:02.582,Pass,
,,,,,,,,,,,,,,1.082403,,,,,,,,,,,,,,88bb2803-e17c-44c8-a0c2-806f4a701661,15,,,"[84.2, 33.7]",22944,0,,,,,-2.5644004,,Right Foot,,,,"[71.3, 25.3]",Ground Pass,,15.39383,,,,Sara Caroline Seger,10224.0,,,,,,,1,From Kick Off,Emma Stina Blackstenius,10229.0,Center Forward,2,Sweden Women's,858,"['4e4881e8-59e4-465b-abd2-d36d1859dbb8', '9772fd3a-fc07-4fab-a34c-19d3446bf4ff']",6,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:06.402,Pass,True
