50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,08b5d5cb-c7e6-4c54-b6af-0c58c01c0477,1,,,22926,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 10262, 'name': 'Dzsenifer Marozsan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c05c5a7a-309b-4cb5-85f7-919033fe5e64,2,,,22926,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 4}, {'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 25489, 'name': 'Li Yang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",China PR Women's,1207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c74abec4-f312-4719-9ea0-7fca376ded14,3,,,22926,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['3ef67d56-4c68-4711-8b83-bfd66e0fa2b8'],0,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3ef67d56-4c68-4711-8b83-bfd66e0fa2b8,4,,,22926,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['c74abec4-f312-4719-9ea0-7fca376ded14'],0,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,44846aff-c753-4079-a98d-daf2dc0ce357,1784,,,22926,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,113,Germany Women's,857,['e93b22ac-ff36-4755-ba1b-5dcaee96632d'],0,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e93b22ac-ff36-4755-ba1b-5dcaee96632d,1785,,,22926,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,113,Germany Women's,857,['44846aff-c753-4079-a98d-daf2dc0ce357'],0,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.374285,,,,,,,,,,,,,a8c8b745-8e66-42c6-9468-70c42723a47c,5,,"[60.0, 40.0]",22926,0,,,,,-2.9849908,,Right Foot,,,,"[48.6, 38.2]",Ground Pass,,11.54123,,,Rui Zhang,25490.0,,,,,Kick Off,1,From Kick Off,Li Yang,25489.0,Right Center Forward,2,China PR Women's,1207,['2fd556ca-3396-4336-bffa-1cedb0fc8805'],0,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:00.300,Pass,
,,,,,,,,,,,,,,,,2.806827,,,,,,,,,,,,,21c40695-9ff3-4651-ab36-3077a3a88180,8,,"[51.3, 37.4]",22926,0,,,,,-0.94200003,,Right Foot,,,,"[74.5, 5.5]",High Pass,,39.444263,,,Yasha Gu,25488.0,,,,,,1,From Kick Off,Rui Zhang,25490.0,Right Center Midfield,2,China PR Women's,1207,['79ffe975-7c2e-46c2-a1d5-7f8e1fb8f19c'],1,,,,,,,,,,,,,,,,China PR Women's,1207,00:00:01.774,Pass,
,,,,,,,,,,,,,,,,0.8268,,,,,,,,,,,,,b9f516b1-df73-470f-bffd-57fb2a6a84b1,12,,"[51.5, 80.0]",22926,0,,,,,-0.940993,,,,,,"[55.8, 74.1]",Low Pass,,7.300685,,,Dzsenifer Marozsan,10262.0,,,,,Throw-in,1,From Throw In,Kathrin Julia Hendrich,10399.0,Right Back,3,Germany Women's,857,['b5e6e22a-1fcb-42ad-9885-d55a10521e0f'],12,,,,,,,,,,,,,,,,Germany Women's,857,00:00:12.219,Pass,
,,,,,,,,,,,,,,,,1.0186,,,,,,,,,,,,,8d08a0be-bf1c-4c55-828f-c9f81dfa7802,15,,"[56.0, 75.0]",22926,0,,,,,1.5707964,,Right Foot,,,,"[56.0, 78.0]",Low Pass,,3.0,,,Kathrin Julia Hendrich,10399.0,,,,,,1,From Throw In,Dzsenifer Marozsan,10262.0,Right Center Midfield,3,Germany Women's,857,['3fb30227-d61b-49fc-a98c-e0635b2cc75b'],13,,,,,,,,,,,,,,,,Germany Women's,857,00:00:13.481,Pass,
