ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4e927701-a364-4621-9476-1ba15dfbc41d,1,,,69188,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 25659, 'name': 'Merel van Dongen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Netherlands Women's,851,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c1fa521b-7fd1-4e04-8c22-0fa5fe11bde2,2,,,69188,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25766, 'name': 'Nana Ichise'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25636, 'name': 'Aya Sameshima'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25621, 'name': 'Emi Nakajima'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 25613, 'name': 'Narumi Miura'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 25635, 'name': 'Hina Sugita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 25632, 'name': 'Yui Hasegawa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 25637, 'name': 'Yuika Sugasawa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 8}]}",Japan Women's,1210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,167dc6d1-5719-4b72-a39b-3a0d225d5ebb,3,,,69188,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,['507a270a-89eb-4355-88dd-843b4103b424'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,507a270a-89eb-4355-88dd-843b4103b424,4,,,69188,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,['167dc6d1-5719-4b72-a39b-3a0d225d5ebb'],0,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,af7b855d-509b-423c-bfb7-04a622fb22c4,2145,,,69188,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,Netherlands Women's,851,['464a0347-75a8-4ce9-9f26-b4ce62fca9ef'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,464a0347-75a8-4ce9-9f26-b4ce62fca9ef,2146,,,69188,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,Netherlands Women's,851,['af7b855d-509b-423c-bfb7-04a622fb22c4'],0,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.768883,,,,,,,,,,,,,,,f89e2eee-66e3-456b-84b1-bf7ee13f500d,5,,"[61.0, 40.1]",69188,0,,,,-2.7963476,,Right Foot,,,"[49.6, 36.0]",,Ground Pass,,12.114867,,,,,Hina Sugita,25635.0,,,,,,Kick Off,1,From Kick Off,Yuika Sugasawa,25637.0,Right Center Forward,2,Japan Women's,1210,['7ab38bd3-4a5b-4960-bdb6-a17abd1dba49'],0,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.769,Pass,
,,,,,,,,,,,,,,,,,1.024081,,,,,,,,,,,,,,,23f3ed05-5cdc-4a71-b88b-ad2a1514f60b,8,,"[50.4, 33.9]",69188,0,,,,-2.5829933,,Left Foot,,,"[33.6, 23.4]",,Ground Pass,,19.811361,,,,,Aya Sameshima,25636.0,,,,,,,1,From Kick Off,Hina Sugita,25635.0,Left Center Midfield,2,Japan Women's,1210,['d9877dcd-3ab4-41fd-bcb2-4f9fc9b002f5'],3,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:03.004,Pass,
,,,,,,,,,,,,,,,,,1.845993,,,,,,,,,,,,,,,68848d88-cae1-410b-a811-28e1667151ac,11,,"[37.2, 23.2]",69188,0,,,,-0.17822716,,Right Foot,,,"[80.5, 15.4]",,High Pass,,43.996933,,,Incomplete,,Mana Iwabuchi,25610.0,,,,,,,1,From Kick Off,Aya Sameshima,25636.0,Left Back,2,Japan Women's,1210,"['1023d4ee-7ae5-4f42-848e-caed015e16ca', '75d3964d-1bfc-4b91-845c-efdcb8b2656c']",5,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:05.776,Pass,
,,,,,,,,,,,,,,,,,0.607425,,,,,,,,,,,,,,,eaf58fc0-899e-47f7-b729-f0e6db73129c,18,,"[79.2, 17.1]",69188,0,,,,-1.8050516,,Left Foot,,,"[77.1, 8.3]",,Ground Pass,,9.047099,,,,,Yui Hasegawa,25632.0,,,,,,,1,From Kick Off,Mana Iwabuchi,25610.0,Left Center Forward,2,Japan Women's,1210,['26aa2773-18aa-4595-87cd-fc76c9da6a16'],12,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:12.047,Pass,
