50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,400c0458-fc6c-4fb9-be79-1d0cbbe72f0c,1,,,,22933,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,,0,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 25549, 'name': 'Tameka Yallop'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Australia Women's,1205,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9f4c29a2-13d3-4a6d-bdfa-886ec02c520e,2,,,,22933,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10359, 'name': 'Ilaria Mauro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Italy Women's,855,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,aaeccbd9-992e-41e8-baab-4e227f91973b,3,,,,22933,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,['73592e52-38df-4f33-b4c5-9c71ef5824d5'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,73592e52-38df-4f33-b4c5-9c71ef5824d5,4,,,,22933,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Australia Women's,1205,['aaeccbd9-992e-41e8-baab-4e227f91973b'],0,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2e9900d5-d33f-4550-acf2-d2d5cbc07621,1539,,,,22933,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,105,Italy Women's,855,['6f0310c4-1b55-4272-bb83-5887008f141b'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6f0310c4-1b55-4272-bb83-5887008f141b,1540,,,,22933,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,105,Italy Women's,855,['2e9900d5-d33f-4550-acf2-d2d5cbc07621'],0,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.932107,,,,,,,,,,,,,,,7f96690f-c6c6-430a-a585-869834e0f78d,5,,,"[60.0, 40.0]",22933,0,,,,,-1.4247841,,Right Foot,,,,"[60.5, 36.6]",,Ground Pass,,3.436568,,,,,Caitlin Jade Foord,11338.0,,,,,Kick Off,1,From Kick Off,Emily Louise van Egmond,5076.0,Center Defensive Midfield,2,Australia Women's,1205,['e10af881-4540-4ae0-9f04-688de2b5a90a'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.544,Pass,
,,,,,,,,,,,,,,,,,,1.38022,,,,,,,,,,,,,,,78445dac-c8e2-400e-9eb8-201dda53badb,8,,,"[70.8, 36.9]",22933,0,,,,,-0.43069252,,Right Foot,,,,"[78.2, 33.5]",,Ground Pass,,8.143709,,,,,Emily Louise van Egmond,5076.0,,,,,,1,From Kick Off,Caitlin Jade Foord,11338.0,Right Center Midfield,2,Australia Women's,1205,['7e22c1c8-b6f2-4b54-9e89-670166277162'],2,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:02.960,Pass,
,,,,,,,,,,,,,,,,,,3.020978,,,,,,,,,,,,,,,78301384-90a4-44bd-bc2d-1199d17fbfe0,15,,,"[38.0, 28.4]",22933,0,,,,,-0.25216848,,Right Foot,,,,"[77.2, 18.3]",,Ground Pass,,40.480244,,,,,Ilaria Mauro,10359.0,,,,,,1,From Kick Off,Alia Guagni,10213.0,Left Back,2,Australia Women's,1205,['3221cf6f-ae0e-40ac-bd85-e5b5672529d6'],9,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:09.586,Pass,
,,,,,,,,,,,,,,,,,,0.968853,,,,,,,,,,,,,,,8f334e9c-a25f-4436-aeba-40c9ed57e765,20,,,"[9.2, 80.0]",22933,0,,,,,-1.1583859,,,,,,"[14.8, 67.2]",,Low Pass,,13.971399,,,,,Emily Louise van Egmond,5076.0,,,,,Throw-in,1,From Throw In,Ellie Madison Carpenter,5095.0,Right Back,3,Australia Women's,1205,['15f8579c-0822-4090-aeb7-90c5e91ce3bc'],28,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:28.562,Pass,
,,,,,,,,,,,,,,,,,,1.648772,,,,,,,,,,,,,,,3c768c06-fe82-4201-8c8d-f3e6e5ede28c,23,,,"[14.8, 67.2]",22933,0,,,,,0.42285392,,Right Foot,,,,"[36.8, 77.1]",,High Pass,,24.124884,,,Incomplete,,Hayley Emma Raso,6818.0,,,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Center Defensive Midfield,3,Australia Women's,1205,"['12eaed1d-6a04-4363-8ada-1ab0e278feee', '1bdfdb6d-81cf-42c3-93f6-9cca89fd8c87']",29,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:29.853,Pass,
,,,,,,,,,,,,,,,,,,1.22933,,,,,,,,,,,,,,,be799d6a-b8ce-419f-baf0-418f7d005320,29,,,"[34.1, 80.0]",22933,0,,,,,-0.568927,,,,,,"[48.8, 70.6]",,High Pass,,17.448496,,,,,Samantha May Kerr,4961.0,,,,,Throw-in,1,From Throw In,Ellie Madison Carpenter,5095.0,Right Back,4,Australia Women's,1205,['f3085b8d-5d47-467b-84b1-ebfcb391261c'],43,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:43.948,Pass,
,,,,,,,,,,,,,,,,,,1.369276,,,,,,,,,,,,,,,e8068811-d7cd-4b50-81bc-b19875ab675c,32,,,"[48.8, 70.6]",22933,0,,,,,0.865685,,Right Foot,,,,"[56.8, 80.0]",,High Pass,,12.343419,,,Out,,Hayley Emma Raso,6818.0,,,,,,1,From Throw In,Samantha May Kerr,4961.0,Center Forward,4,Australia Women's,1205,['7006156a-da42-41b9-9dfe-a487087b5203'],45,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:45.324,Pass,
,,,,,,,,,,,,,,,,,,1.511784,,,,,,,,,,,,,,,4ddcdaa0-f73f-4a10-8629-2902ffb91e42,34,,,"[70.8, 0.1]",22933,0,,,,,0.25594315,,,,,,"[92.2, 5.7]",,High Pass,,22.120579,,,Incomplete,,Barbara Bonansea,10211.0,,,,,Throw-in,1,From Throw In,Alia Guagni,10213.0,Left Back,5,Italy Women's,855,"['25597302-6b93-4702-ad6e-dcf319c78b43', '49228ec9-5d53-4031-bdd9-24dc9d464f52']",56,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:56.173,Pass,
,,,,,,,,,,,,,,,,,,1.167911,,,,,,,,,,,,,,,5faf56ea-c6d4-4c97-81a8-98637836fcbd,38,,,"[38.1, 61.1]",22933,1,,,,,-0.8562471,,Right Foot,,,,"[45.3, 52.8]",,Low Pass,,10.9877205,,,,,Caitlin Jade Foord,11338.0,,,,,Recovery,1,Regular Play,Tameka Yallop,25549.0,Left Center Midfield,6,Australia Women's,1205,['95a25707-b17b-4fb3-8a12-7394f653a617'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:00.037,Pass,
,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,cfe0a636-1527-401b-9b53-b59e1aaed5aa,40,,,"[45.3, 52.8]",22933,1,,,,,1.9055332,,Right Foot,,,,"[42.9, 59.7]",,Ground Pass,,7.3054776,,,,,Tameka Yallop,25549.0,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Right Center Midfield,6,Australia Women's,1205,['5fe9c01d-f57f-4ff6-a4ea-a997e2067d75'],1,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:01.180,Pass,
,,,,,,,,,,,,,,,,,,0.759041,,,,,,,,,,,,,,,f415da30-1733-4beb-afde-332d7c46024e,44,,,"[69.4, 25.0]",22933,1,,,,,-0.39112544,,Left Foot,,,,"[79.1, 21.0]",,Ground Pass,,10.492378,,,,,Barbara Bonansea,10211.0,,,,,Recovery,1,Regular Play,Manuela Giugliano,10228.0,Center Defensive Midfield,7,Italy Women's,855,['d6b03c3f-ff33-4069-8a2c-ac0652692d75'],2,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:02.306,Pass,
,,,,,,,,,,,,,,,,,,2.690399,,,,,,,,,,,,,,,f3923745-c71f-4c26-8c3c-ad8d1fa5ce4d,50,,,"[81.8, 5.1]",22933,1,,,,,2.105968,,Left Foot,,,,"[66.8, 30.4]",,Ground Pass,,29.412413,,,,,Manuela Giugliano,10228.0,,,,,Free Kick,1,From Free Kick,Valentina Cernoia,10398.0,Left Center Midfield,8,Italy Women's,855,['96e77352-1c90-4367-b4ea-1833ede7b8b0'],20,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:20.428,Pass,
