50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.448059,,,,,,,,,,,,,,,1ec1cb3f-e3b2-41a0-a07f-2d8d329a9464,53,,,"[68.0, 39.7]",22933,1,,,,,1.7585237,,Right Foot,,,,"[62.7, 67.6]",,Ground Pass,,28.398943,,,,,Sara Gama,10366.0,,,,,,1,From Free Kick,Manuela Giugliano,10228.0,Center Defensive Midfield,8,Italy Women's,855,['7f5ae024-fc83-4da4-9733-80f5d2eaa81d'],24,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:24.339,Pass,
,,,,,,,,,,,,,,,,,,1.807695,,,,,,,,,,,,,,,537db0e3-aaf7-4bad-b2d4-fdaa5c77638e,56,,,"[73.4, 66.3]",22933,1,,,,,-0.56980443,,Right Foot,,,,"[96.5, 51.5]",,Ground Pass,,27.434467,,,Incomplete,,Barbara Bonansea,10211.0,,,,,,1,From Free Kick,Sara Gama,10366.0,Right Center Back,8,Italy Women's,855,"['584b5aa6-d20c-4062-a83d-00966f0972cb', 'dfc9c58f-64fe-4f08-a946-ad3e5d447340']",29,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:29.357,Pass,
,,,,,,,,,,,,,,,,,,1.281723,,,,,,,,,,,,,,,863e3f56-0ea8-45d2-9122-e9000eb55984,60,,,"[32.2, 17.1]",22933,1,,,,,-0.9807897,,Left Foot,,,,"[39.9, 5.6]",,Ground Pass,,13.839798,,,,,Tameka Yallop,25549.0,,,,,,1,Regular Play,Alanna Stephanie Kennedy,5078.0,Left Center Back,9,Australia Women's,1205,['47cc96cb-15fe-4489-bb29-07de6aec6928'],34,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:34.314,Pass,
,,,,,,,,,,,,,,,,,,1.44695,,,,,,,,,,,,,,,1cfe52e7-69e6-4c62-84ae-346cdd4814e5,64,,,"[39.9, 5.6]",22933,1,,,,,-0.72989964,,Left Foot,,,,"[45.6, 0.5]",,Ground Pass,,7.648529,,,,,Stephanie-Elise Catley,5000.0,,,,,,1,Regular Play,Tameka Yallop,25549.0,Left Center Midfield,9,Australia Women's,1205,"['30832828-3d5a-47ba-9c8d-fcd2c16d154f', '59f8a483-832b-4088-a7d4-f9c78364c515']",36,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:36.266,Pass,True
,,,,,,,,,,,,,,,,,,1.074127,,,,,,,,,,,,,,,2bb22dad-f7e4-4304-9ca3-d9a8c675aaac,68,,,"[48.8, 2.6]",22933,1,,,,,0.30320293,,Left Foot,,,,"[66.7, 8.2]",,Ground Pass,,18.755533,,,,,Caitlin Jade Foord,11338.0,,,,,,1,Regular Play,Stephanie-Elise Catley,5000.0,Left Back,9,Australia Women's,1205,"['1a3bc217-8678-4a22-b451-6d71e756d485', '4e871d2b-c627-4685-ba1d-38d51ba653c3']",38,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:38.616,Pass,True
,,,,,,,,,,,,,,,,,,1.24821,,,,,,,,,,,,,,,bce6b6b8-2b72-4edc-a7b8-9cc60f6d6cd1,72,,,"[66.5, 5.6]",22933,1,,,,,-0.30288488,,Right Foot,,,,"[79.3, 1.6]",,Ground Pass,,13.410443,,,,,Chloe Logarzo,25547.0,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Right Center Midfield,9,Australia Women's,1205,['8eeae1dc-0cbb-4140-b916-0bf0e351774f'],41,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:41.507,Pass,
,,,,,,,,,,,,,,,,,,1.405015,,,,,,,,,,,,,,,1118c7d3-6ed5-491b-b2d8-4eb9a00b6d5f,75,,,"[79.3, 1.6]",22933,1,,,,,-0.18131977,,Right Foot,,,,"[85.3, 0.5]",,Ground Pass,,6.1,,,,,Stephanie-Elise Catley,5000.0,,,,,,1,Regular Play,Chloe Logarzo,25547.0,Left Midfield,9,Australia Women's,1205,['e3f98357-a6fd-446b-b19a-799fd1ae0ca0'],43,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:43.664,Pass,
,,,,,,,,,,,,,,,,,,2.136027,,,,,,,,,,,,,,,7a3c6f4a-aab2-4f8e-938d-fc7de83d3069,78,,,"[85.3, 0.5]",22933,1,,,,,0.9502687,,Left Foot,True,,,"[109.6, 34.5]",,High Pass,,41.791027,,,Pass Offside,,Samantha May Kerr,4961.0,,,,,,1,Regular Play,Stephanie-Elise Catley,5000.0,Left Back,9,Australia Women's,1205,['ffaec68f-ff89-4b30-93ec-4fdd08235e36'],45,,,,,,,,,,,,,,,,,Australia Women's,1205,00:01:45.157,Pass,
,,,,,,,,,,,,,,,,,,1.731431,,,,,,,,,,,,,,,435c311c-6bbd-4a9e-a01e-499a863e7934,80,,,"[12.1, 45.1]",22933,2,,True,,,1.4894313,,Right Foot,,,,"[14.0, 68.4]",,Ground Pass,,23.37734,,,,,Sara Gama,10366.0,,,,,Free Kick,1,From Free Kick,Laura Giuliani,10218.0,Goalkeeper,10,Italy Women's,855,['a042c017-c297-4b28-8334-5b20204b736f'],8,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:08.115,Pass,
,,,,,,,,,,,,,,,,,,2.805534,,,,,,,,,,,,,,,bfc2917f-4095-4ba8-871f-c064cb6e2e33,83,,,"[20.7, 78.2]",22933,2,,,,,0.03684967,,Right Foot,,,,"[64.1, 79.8]",,High Pass,,43.42948,,,Out,,,,,,,,,1,From Free Kick,Sara Gama,10366.0,Right Center Back,10,Italy Women's,855,['c8a59ac2-f303-40e5-8f86-98c3d8759292'],13,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:13.476,Pass,True
,,,,,,,,,,,,,,,,,,1.196971,,,,,,,,,,,,,,,c17f18c5-dd1a-47a1-b6ed-0a837c4c16a6,84,,,"[65.5, 0.1]",22933,2,,,,,0.07878396,,,,,,"[80.7, 1.3]",,Low Pass,,15.247294,,,,,Chloe Logarzo,25547.0,,,,,Throw-in,1,From Throw In,Stephanie-Elise Catley,5000.0,Left Back,11,Australia Women's,1205,['f07bb95a-b92c-48f0-a8dc-84059f87a28f'],23,,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:23.117,Pass,
,,,,,,,,,,,,,,,,,,0.468156,,,,,,,,,,,,,,,3f1c06db-aa24-4118-aadf-e34aeb0a13af,88,,,"[74.3, 1.9]",22933,2,,,,,-3.0466409,,Right Foot,,,,"[65.9, 1.1]",,Ground Pass,,8.438009,,,,,Stephanie-Elise Catley,5000.0,,,,,,1,From Throw In,Chloe Logarzo,25547.0,Left Midfield,11,Australia Women's,1205,"['5ad31206-8094-41ef-9353-e4ce719a3a45', 'ddd37500-07e7-4de2-855b-eba56310f9b2']",25,,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:25.388,Pass,True
,,,,,,,,,,,,,,,,,,1.710564,,,,,,,,,,,,,,,0c1636b3-e143-4841-93f1-20ccedd7809a,91,,,"[65.9, 1.1]",22933,2,,,,,-0.04702413,,Left Foot,,,,"[82.9, 0.3]",,High Pass,,17.018812,,,,,Tameka Yallop,25549.0,,,,,,1,From Throw In,Stephanie-Elise Catley,5000.0,Left Back,11,Australia Women's,1205,"['5ad31206-8094-41ef-9353-e4ce719a3a45', '9c0a56c0-6ee8-4811-bfc2-09a585045e28']",25,,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:25.891,Pass,True
,,,,,,,,,,,,,,,,,,1.778248,,,,,,,,,,,,,,,24edf2e9-7ccf-43f3-931b-578a1e28a290,94,,,"[82.9, 0.3]",22933,2,,,,True,1.3843094,,,,,,"[84.9, 10.9]",,Low Pass,,10.787029,,,Incomplete,,Samantha May Kerr,4961.0,,,,,,1,From Throw In,Tameka Yallop,25549.0,Left Center Midfield,11,Australia Women's,1205,"['333f60c9-7417-4c28-b061-876e5e7c8feb', 'db574731-6f2f-443e-a483-bc9eba12ca0b', 'f860fd25-ff67-418d-abff-c0e12d0cb1b1']",27,,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:27.905,Pass,True
,,,,,,,,,,,,,,,,,,0.665873,,,,,,,,,,,,,,,333f60c9-7417-4c28-b061-876e5e7c8feb,96,,,"[35.2, 69.2]",22933,2,,,,,-0.30865088,,Right Foot,,,,"[42.1, 67.0]",,Ground Pass,,7.242237,,,,,Manuela Giugliano,10228.0,,,,,Recovery,1,From Throw In,Sara Gama,10366.0,Right Center Back,11,Australia Women's,1205,"['24edf2e9-7ccf-43f3-931b-578a1e28a290', 'c934b192-0374-4a3c-a152-8195261c2006']",29,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:29.684,Pass,
,,,,,,,,,,,,,,,,,,1.846628,,,,,,,,,,,,,,,4283be70-9765-420e-8826-e955a146a160,105,,,"[68.9, 13.0]",22933,2,,,,,-0.748977,,Left Foot,,,,"[81.7, 1.1]",,Ground Pass,,17.477127,,,,,Stephanie-Elise Catley,5000.0,,,,,Free Kick,1,From Free Kick,Tameka Yallop,25549.0,Left Center Midfield,12,Australia Women's,1205,['bb8ee517-ea0a-4063-8e6d-2a6c616fd695'],40,,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:40.121,Pass,
,,,,,,,,,,,,,,,,,,1.987676,,,,,,,,,,,,,,,42c1115d-6a29-4fc8-8063-3b0af909967d,109,,,"[84.5, 2.3]",22933,2,,,,,0.9477783,f10b779f-ad17-4cb3-a46b-c72c21a3cf75,Left Foot,True,,,"[109.0, 36.4]",,High Pass,,41.988808,,,,,Samantha May Kerr,4961.0,True,,,,,1,From Free Kick,Stephanie-Elise Catley,5000.0,Left Back,12,Australia Women's,1205,"['b93e4849-096c-4a5e-b286-a95c3ef2271f', 'fa034add-b35d-470c-b72f-8dfa8282f9ba']",43,,,,,,,,,,,,,,,,,Australia Women's,1205,00:02:43.139,Pass,True
,,,,,,,,,,,,,,,,,,2.449119,,,,,,,,,,,,,,,8d2a85c5-8377-4579-9dfa-2241b44eb64d,113,,,"[7.0, 36.1]",22933,3,,,,,-0.13608317,,Right Foot,,,,"[55.2, 29.5]",,High Pass,,48.64977,,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Laura Giuliani,10218.0,Goalkeeper,13,Italy Women's,855,['51e26a9e-bb3d-4617-9a36-ac3c8266e4c8'],18,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:18.313,Pass,
,,,,,,,,,,,,,,,,,,1.983481,,,,,,,,,,,,,,,51e26a9e-bb3d-4617-9a36-ac3c8266e4c8,114,,,"[64.9, 50.6]",22933,3,,,,,-1.8781939,,Head,,,,"[60.9, 38.0]",,High Pass,,13.219683,,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Emily Louise van Egmond,5076.0,Center Defensive Midfield,13,Italy Women's,855,"['8d2a85c5-8377-4579-9dfa-2241b44eb64d', 'ed2cdd92-c5ca-4cab-bcfc-a3d6ca66e5e1']",20,,,,,,,,,,,,,,,,,Australia Women's,1205,00:03:20.762,Pass,
,,,,,,,,,,,,,,,,,,1.579726,,,,,,,,,,,,,,,ed2cdd92-c5ca-4cab-bcfc-a3d6ca66e5e1,115,,,"[59.2, 42.1]",22933,3,,,,,2.7187388,,Left Foot,,,,"[47.2, 47.5]",,Low Pass,,13.159027,,,,,Manuela Giugliano,10228.0,,,,,Recovery,1,From Goal Kick,Ilaria Mauro,10359.0,Right Center Forward,13,Italy Women's,855,"['4fc37dbc-0fc8-45a7-8db4-1987f3febcb1', '51e26a9e-bb3d-4617-9a36-ac3c8266e4c8']",22,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:22.745,Pass,
,,,,,,,,,,,,,,,,,,3.325757,,,,,,,,,,,,,,,f7024fc6-b548-4d85-97d0-65c2fc1403d2,118,,,"[47.2, 47.2]",22933,3,,,,,0.86826444,,Right Foot,,,,"[74.8, 79.8]",,Low Pass,,42.7144,,,Out,,Valentina Bergamaschi,25544.0,,,,,,1,From Goal Kick,Manuela Giugliano,10228.0,Center Defensive Midfield,13,Italy Women's,855,['b49291d7-a250-4e25-a2d9-6102e346afeb'],24,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:24.655,Pass,
,,,,,,,,,,,,,,,,,,0.862749,,,,,,,,,,,,,,,7d0e7ba9-1328-4223-ba06-3d60ec33a6f4,120,,,"[43.8, 0.1]",22933,3,,,,,0.58075637,,,,,,"[53.4, 6.4]",,Low Pass,,11.482595,,,,,Tameka Yallop,25549.0,,,,,Throw-in,1,From Throw In,Stephanie-Elise Catley,5000.0,Left Back,14,Australia Women's,1205,['80203aba-1bb7-4bd9-9b17-de0b0526ee1b'],36,,,,,,,,,,,,,,,,,Australia Women's,1205,00:03:36.497,Pass,
,,,,,,,,,,,,,,,,,,2.173589,,,,,,,,,,,,,,,07e8d091-0fc7-4ec7-81a5-fea28a90cacf,124,,,"[45.0, 13.0]",22933,3,,,,,2.2754307,,Right Foot,,,,"[27.4, 33.7]",,Ground Pass,,27.170755,,,,,Clare Elizabeth Polkinghorne,8382.0,,,,,,1,From Throw In,Tameka Yallop,25549.0,Left Center Midfield,14,Australia Women's,1205,"['23ac2b6b-93e1-41cd-8346-39ec99cb67ba', 'c5bb3b38-7e59-48d0-9dbd-5f68a7dc45fb']",38,,,,,,,,,,,,,,,,,Australia Women's,1205,00:03:38.952,Pass,True
