ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.7983,,,,,,,,,,,,,,a0fd6482-fae6-4ecf-8d26-dc5f3413ae4b,399,,"[63.5, 80.0]",22961,8,,,,,-1.5529411,,,,,"[63.7, 68.8]",,Low Pass,,11.201786,,,,Mana Iwabuchi,25610.0,,,,,,Throw-in,1,From Throw In,Emi Nakajima,25621.0,Right Midfield,17,Japan Women's,1210,['6af401b6-c451-477f-8e50-83544df28bb8'],15,,,,,,,,,,,,,,,,,Japan Women's,1210,00:08:15.941,Pass,
,,,,,,,,,,,,,,,,2.8319,,,,,,,,,,,,,,e4258e20-17f5-48f8-9e55-1e07dc20d027,401,,"[63.9, 68.8]",22961,8,,,,,-0.2566695,,Right Foot,,,"[94.0, 60.9]",,High Pass,,31.119448,,Incomplete,,Yuika Sugasawa,25637.0,,,,,,,1,From Throw In,Mana Iwabuchi,25610.0,Left Center Forward,17,Japan Women's,1210,"['145bd31d-1d00-4386-8f93-c6ff102e080a', 'adf8b608-5c6d-4409-ab84-1009307f68a8']",16,,,,,,,,,,,,,,,,,Japan Women's,1210,00:08:16.740,Pass,
,,,,,,,,,,,,,,,,1.2485,,,,,,,,,,,,,,df3e6ea8-f0c2-4ef1-9c27-bc4392c99cb6,407,,"[82.8, 74.8]",22961,8,,,,,0.9011574,,Left Foot,,,"[86.6, 79.6]",,High Pass,,6.1220913,,Out,,Mana Iwabuchi,25610.0,,,,,,,1,From Throw In,Emi Nakajima,25621.0,Right Midfield,17,Japan Women's,1210,"['11ec989e-3644-498d-a0e6-2a7da7582ab3', 'bf6cb6f0-37ab-4d67-a981-67594f1ee3d0']",23,,,,,,,,,,,,,,,,,Japan Women's,1210,00:08:23.285,Pass,True
,,,,,,,,,,,,,,,,1.6257,,,,,,,,,,,,,,9b2285ae-3ec2-41e2-b843-912102920b40,409,,"[37.3, 0.1]",22961,8,,,,,0.27043614,,,,,"[57.5, 5.7]",,High Pass,,20.96187,,,,Elizabeth Arnott,25568.0,,,,,,Throw-in,1,From Throw In,Hayley Lauder,10194.0,Left Back,18,Scotland Women's,866,['347d4a98-cea7-47e3-8d57-3b67a5c8d014'],38,,,,,,,,,,,,,,,,,Scotland Women's,866,00:08:38.063,Pass,
,,,,,,,,,,,,,,,,1.5646,,,,,,,,,,,,,,5321548d-738b-4102-8816-92f2231ab2f9,411,,"[57.5, 5.7]",22961,8,,,,,0.3860261,,Head,,,"[76.2, 13.3]",,High Pass,,20.18539,,Unknown,,Erin Cuthbert,4660.0,,,,,,,1,From Throw In,Elizabeth Arnott,25568.0,Left Midfield,18,Scotland Women's,866,['5a23952a-c83b-41ac-8c09-dda5a2f87950'],39,,,,,,,,,,,,,,,,,Scotland Women's,866,00:08:39.688,Pass,
,,,,,,,,,,,,,,,,0.801969,,,,,,,,,,,,,,b186aa0f-43e6-4eff-883c-ff8cbc3bc757,415,,"[72.7, 11.7]",22961,9,,,,,2.1617143,,Left Foot,,,"[67.4, 19.6]",,Ground Pass,,9.513149,,,,Kim Little,15616.0,,,,,,Free Kick,1,From Free Kick,Caroline Weir,10188.0,Left Defensive Midfield,19,Scotland Women's,866,['93a60fda-57ea-463f-9e6e-802d06ed4c25'],5,,,,,,,,,,,,,,,,,Scotland Women's,866,00:09:05.572,Pass,
,,,,,,,,,,,,,,,,4.129866,,,,,,,,,,,,,,647caaf5-2e6f-424f-8494-8fcac1032edc,419,,"[68.5, 17.0]",22961,9,,,,,0.23075487,,Right Foot,,,"[118.3, 28.7]",,High Pass,,51.155937,,Incomplete,,Jane Ross,4653.0,,,,,,,1,From Free Kick,Kim Little,15616.0,Right Defensive Midfield,19,Scotland Women's,866,"['2c84cd0e-4693-4e12-98dc-7e501ff8f111', 'b61d4293-4ec1-4c3c-9b95-78db21bdb2d8', 'da1e53fd-ef52-46af-9921-ab4fbb1b17ca']",7,,,,,,,,,,,,,,,,,Scotland Women's,866,00:09:07.738,Pass,True
,,,,,,,,,,,,,,,,1.409982,,,,,,,,,,,,,,0f09ef95-af8f-4daf-8a0a-6c25c15b59a2,423,,"[5.2, 37.9]",22961,9,,,,,-1.1103538,,Right Foot,,,"[11.4, 25.4]",,Ground Pass,,13.9531355,,,,Nana Ichise,25766.0,,,,,,,1,Regular Play,Ayaka Yamashita,25627.0,Goalkeeper,20,Japan Women's,1210,['aeee57f5-131d-4fe4-b242-32c83b7bd07b'],17,,,,,,,,,,,,,,,,,Japan Women's,1210,00:09:17.844,Pass,
,,,,,,,,,,,,,,,,1.243329,,,,,,,,,,,,,,556aaf9a-fc6b-4929-8a99-d53b67038561,426,,"[20.9, 27.0]",22961,9,,,,,1.6016746,,Left Foot,,,"[20.1, 52.9]",,Ground Pass,,25.912352,,,,Saki Kumagai,15257.0,,,,,,,1,Regular Play,Nana Ichise,25766.0,Left Center Back,20,Japan Women's,1210,['8f7eaf82-e1bd-44f9-86c5-87ae0ee80822'],22,,,,,,,,,,,,,,,,,Japan Women's,1210,00:09:22.624,Pass,
,,,,,,,,,,,,,,,,1.283215,,,,,,,,,,,,,,a68cca91-c7b9-43ac-aae7-3fa8ed8c1ea5,429,,"[24.1, 53.1]",22961,9,,,,,1.4847151,,Left Foot,,,"[25.8, 72.8]",,Ground Pass,,19.773214,,,,Risa Shimizu,25624.0,,,,,,,1,Regular Play,Saki Kumagai,15257.0,Right Center Back,20,Japan Women's,1210,['01324cbc-8264-40a7-a7b6-03b2102feb2f'],26,,,,,,,,,,,,,,,,,Japan Women's,1210,00:09:26.095,Pass,
,,,,,,,,,,,,,,,,2.603703,,,,,,,,,,,,,,a486feb2-a136-40c6-a258-2be8fab326ba,432,,"[26.0, 72.6]",22961,9,,,,,-0.7827244,,Right Foot,,,"[63.5, 35.3]",,Low Pass,,52.891777,,,,Yuika Sugasawa,25637.0,,,,,,,1,Regular Play,Risa Shimizu,25624.0,Right Back,20,Japan Women's,1210,['2a60e144-49c7-4c7f-b3d5-6aba9036c834'],28,,,,,,,,,,,,,,,,,Japan Women's,1210,00:09:28.061,Pass,
,,,,,,,,,,,,,,,,1.072491,,,,,,,,,,,,,,b05e4bc4-02c0-4d50-bfb9-c726d4179b08,435,,"[55.7, 44.4]",22961,9,,,,,1.3662885,,Left Foot,,,"[58.5, 57.9]",,Ground Pass,,13.787313,,,,Caroline Weir,10188.0,,,,,,Free Kick,1,From Free Kick,Rachel Corsie,4984.0,Right Center Back,21,Scotland Women's,866,['ba2f87e5-905c-4b6c-ba4d-8497247213d6'],43,,,,,,,,,,,,,,,,,Scotland Women's,866,00:09:43.279,Pass,
,,,,,,,,,,,,,,,,1.385897,,,,,,,,,,,,,,30a46e0c-eb1d-4e88-923b-52ccbc017723,439,,"[57.7, 57.9]",22961,9,,,,,-2.33321,,Right Foot,,,"[49.2, 49.0]",,Ground Pass,,12.306909,,,,Rachel Corsie,4984.0,,,,,,,1,From Free Kick,Caroline Weir,10188.0,Left Defensive Midfield,21,Scotland Women's,866,"['4a9040e8-e79e-47f9-9589-f8367872ffe7', '91596af1-d743-41d4-a534-7f895729efb3']",44,,,,,,,,,,,,,,,,,Scotland Women's,866,00:09:44.997,Pass,True
,,,,,,,,,,,,,,,,1.188408,,,,,,,,,,,,,,c12d8cde-b22f-4a83-b8c0-0f7a5c1c04d9,442,,"[50.2, 47.6]",22961,9,,,,,-0.13800602,,Right Foot,,,"[61.0, 46.1]",,Ground Pass,,10.903669,,,,Caroline Weir,10188.0,,,,,,,1,From Free Kick,Rachel Corsie,4984.0,Right Center Back,21,Scotland Women's,866,['188f5edf-1fdb-449b-85cd-6114adf7ff4a'],46,,,,,,,,,,,,,,,,,Scotland Women's,866,00:09:46.987,Pass,
,,,,,,,,,,,,,,,,1.7003,,,,,,,,,,,,,,899e4b79-95e8-468f-8809-1a9613ebcbf8,446,,"[55.5, 42.5]",22961,9,,,,,-2.1447153,,Left Foot,,,"[41.6, 21.0]",,Ground Pass,,25.601954,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Free Kick,Caroline Weir,10188.0,Left Defensive Midfield,21,Scotland Women's,866,"['04f481bf-188d-4966-9916-ae00705193f4', '700df2a7-8bbb-4ab3-84a1-aab4436ee8f1']",49,,,,,,,,,,,,,,,,,Scotland Women's,866,00:09:49.378,Pass,True
,,,,,,,,,,,,,,,,1.928,,,,,,,,,,,,,,1dee8204-8ea2-49a8-8571-a0f5d763c784,450,,"[43.5, 17.7]",22961,9,,,,,0.01927472,,Left Foot,,,"[85.0, 18.5]",,High Pass,,41.50771,,Incomplete,,,,,,,,,,1,From Free Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,21,Scotland Women's,866,"['73709b77-8eaf-4850-b5e8-ba7c38fc9c96', '9c296fdb-b5fd-4ce1-a2d9-1d665c6f20f7']",52,,,,,,,,,,,,,,,,,Scotland Women's,866,00:09:52.882,Pass,True
,,,,,,,,,,,,,,,,1.0606,,,,,,,,,,,,,,73709b77-8eaf-4850-b5e8-ba7c38fc9c96,451,,"[35.1, 61.6]",22961,9,,,,,0.061148163,,Head,,,"[44.9, 62.2]",,Low Pass,,9.81835,,,,Narumi Miura,25613.0,,,,,,Recovery,1,Regular Play,Risa Shimizu,25624.0,Right Back,22,Japan Women's,1210,"['1dee8204-8ea2-49a8-8571-a0f5d763c784', 'd2036f0f-b490-46dc-85a9-5d3139b04b62']",54,,,,,,,,,,,,,,,,,Japan Women's,1210,00:09:54.810,Pass,
,,,,,,,,,,,,,,,,2.3766,,,,,,,,,,,,,,7d5dd05b-5698-43cd-80e9-e35f78e7ee46,455,,"[44.6, 61.8]",22961,9,,,,,-1.9610466,,Right Foot,,,"[33.0, 33.6]",,Ground Pass,,30.492622,,,,Nana Ichise,25766.0,,,,,,,1,Regular Play,Narumi Miura,25613.0,Right Defensive Midfield,22,Japan Women's,1210,"['57dc7c43-6226-4717-94c4-99eeec8e8085', '70e11a49-4910-4345-8343-d5a1464ecc65']",56,,,,,,,,,,,,,,,,,Japan Women's,1210,00:09:56.812,Pass,True
,,,,,,,,,,,,,,,,1.494521,,,,,,,,,,,,,,ca69c5ca-9ac0-447b-92f0-a5144ca97fdd,458,,"[31.5, 33.8]",22961,10,,,,,1.7662871,,Right Foot,,,"[27.5, 54.0]",,Ground Pass,,20.592232,,,,Saki Kumagai,15257.0,,,,,,,1,Regular Play,Nana Ichise,25766.0,Left Center Back,22,Japan Women's,1210,['6b2c6aa8-f1ca-489b-9d09-fb1170bb0578'],0,,,,,,,,,,,,,,,,,Japan Women's,1210,00:10:00.650,Pass,
,,,,,,,,,,,,,,,,1.755099,,,,,,,,,,,,,,49b70bbf-6b2a-43f0-b103-1d3ec874372a,461,,"[34.0, 62.7]",22961,10,,,,,-1.5640625,,Right Foot,,,"[34.2, 33.0]",,Ground Pass,,29.700674,,,,Nana Ichise,25766.0,,,,,,,1,Regular Play,Saki Kumagai,15257.0,Right Center Back,22,Japan Women's,1210,['f3b662ab-6f57-4f23-b62e-52296fdca919'],7,,,,,,,,,,,,,,,,,Japan Women's,1210,00:10:07.783,Pass,
,,,,,,,,,,,,,,,,1.227251,,,,,,,,,,,,,,c07cf96e-9357-442d-97bd-c527240b34fd,464,,"[34.7, 30.6]",22961,10,,,,,-1.226149,,Right Foot,,,"[41.7, 11.1]",,Ground Pass,,20.71835,,,,Aya Sameshima,25636.0,,,,,,,1,Regular Play,Nana Ichise,25766.0,Left Center Back,22,Japan Women's,1210,['0cb9c7dc-6470-4f2a-972d-072256fbd38a'],10,,,,,,,,,,,,,,,,,Japan Women's,1210,00:10:10.912,Pass,
,,,,,,,,,,,,,,,,1.5457,,,,,,,,,,,,,,52afcfc3-cc60-46ec-8f95-b9fe94b73d25,467,,"[42.3, 10.9]",22961,10,,,,,0.23899788,,Left Foot,,,"[81.7, 20.5]",,Ground Pass,,40.55268,,,,Yuika Sugasawa,25637.0,,,,,,,1,Regular Play,Aya Sameshima,25636.0,Left Back,22,Japan Women's,1210,['fd2514ca-1a44-408c-85bd-7aecf5ad85d8'],13,,,,,,,,,,,,,,,,,Japan Women's,1210,00:10:13.908,Pass,
,,,,,,,,,,,,,,,,1.468635,,,,,,,,,,,,,,1e1b688e-3c9c-4e77-b7f4-92226224e4e8,470,,"[81.7, 20.5]",22961,10,,,,,-1.9321132,,Right Foot,,,"[75.2, 3.3]",,Low Pass,,18.387224,,,,Jun Endo,25608.0,,,,,,,1,Regular Play,Yuika Sugasawa,25637.0,Right Center Forward,22,Japan Women's,1210,['67554fa5-4c79-4aea-a2dd-8b49e2a08cc0'],15,,,,,,,,,,,,,,,,,Japan Women's,1210,00:10:15.534,Pass,
,,,,,,,,,,,,,,,,0.4863,,,,,,,,,,,,,,51649043-894b-457f-96bd-573d8c4d8c98,474,,"[75.4, 5.4]",22961,10,,,,,1.6207547,,Left Foot,,,"[75.2, 9.4]",,Ground Pass,,4.004997,,,,Hina Sugita,25635.0,,,,,,,1,Regular Play,Jun Endo,25608.0,Left Midfield,22,Japan Women's,1210,['9361bd9a-62a3-42d9-a2ef-4d2321685ac9'],19,,,,,,,,,,,,,,,,,Japan Women's,1210,00:10:19.414,Pass,
,,,,,,,,,,,,,,,,1.6075,,,,,,,,,,,,,,d8b36347-d19f-4cba-830b-b67d27795450,476,,"[74.9, 11.1]",22961,10,,,,,-0.4662931,,Left Foot,,,"[90.0, 3.5]",,Ground Pass,,16.904734,,Incomplete,,Jun Endo,25608.0,,,,,,,1,Regular Play,Hina Sugita,25635.0,Left Defensive Midfield,22,Japan Women's,1210,"['01e4bc27-8b7b-4965-a823-413d59f81e21', '6739298f-6564-4556-87a1-a93f1b836413']",19,,,,,,,,,,,,,,,,,Japan Women's,1210,00:10:19.900,Pass,
,,,,,,,,,,,,,,,,0.779191,,,,,,,,,,,,,,01e4bc27-8b7b-4965-a823-413d59f81e21,478,,"[30.1, 76.6]",22961,10,,,,,-0.5880026,,Right Foot,,,"[39.4, 70.4]",,Ground Pass,,11.177209,,,,Kim Little,15616.0,,,,,,Recovery,1,Regular Play,Kirsty Smith,10196.0,Right Back,23,Scotland Women's,866,"['9b89824d-f978-4903-96b2-e15253d01fd4', 'd8b36347-d19f-4cba-830b-b67d27795450']",21,,,,,,,,,,,,,,,,,Scotland Women's,866,00:10:21.508,Pass,
,,,,,,,,,,,,,,,,0.837715,,,,,,,,,,,,,,1fbe1bbb-67b5-4233-8b1c-d89e7d12dce7,482,,"[41.6, 70.7]",22961,10,,,,,-3.038782,,Right Foot,,,"[29.0, 69.4]",,Ground Pass,,12.666886,,,,Rachel Corsie,4984.0,,,,,,,1,Regular Play,Kim Little,15616.0,Right Defensive Midfield,23,Scotland Women's,866,"['12456cc5-6850-4726-8f2f-cce81809de90', 'ea7d6f6a-c4fa-4000-b116-76d552b49195']",23,,,,,,,,,,,,,,,,,Scotland Women's,866,00:10:23.011,Pass,True
,,,,,,,,,,,,,,,,1.370922,,,,,,,,,,,,,,c0c60ea6-128c-4550-bbbb-2980bed55af9,485,,"[27.3, 67.9]",22961,10,,,,,-1.1834124,,Right Foot,,,"[32.4, 55.4]",,Ground Pass,,13.50037,,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Rachel Corsie,4984.0,Right Center Back,23,Scotland Women's,866,['64055208-31fb-4dcb-9bc2-e25d0ee8ceeb'],24,,,,,,,,,,,,,,,,,Scotland Women's,866,00:10:24.395,Pass,
,,,,,,,,,,,,,,,,1.133239,,,,,,,,,,,,,,c7e91166-b9c9-4e74-a54a-b814b8797412,489,,"[32.7, 54.1]",22961,10,,,,,-1.6381788,,Left Foot,,,"[31.6, 37.8]",,Ground Pass,,16.337074,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,23,Scotland Women's,866,"['b543dc76-a55d-4977-b530-37135515bab7', 'f6352423-75a6-4ccc-a49c-449df9b02c4b']",27,,,,,,,,,,,,,,,,,Scotland Women's,866,00:10:27.473,Pass,True
,,,,,,,,,,,,,,,,1.266848,,,,,,,,,,,,,,fb69d01d-af8c-4a47-b474-757ee60b2c3c,492,,"[35.0, 32.9]",22961,10,,,,,-1.1143428,,Right Foot,,,"[48.7, 5.0]",,Ground Pass,,31.08215,,,,Hayley Lauder,10194.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,23,Scotland Women's,866,['adb06fb7-5cc0-42c9-978d-508c79215dcf'],29,,,,,,,,,,,,,,,,,Scotland Women's,866,00:10:29.561,Pass,
,,,,,,,,,,,,,,,,4.579545,,,,,,,,,,,,,,c3c4b3b5-39df-4cb5-9dbb-d55a944850a2,495,,"[48.8, 5.2]",22961,10,,,,,0.30425963,,Left Foot,,,"[110.9, 24.7]",,High Pass,,65.08963,,,,Jane Ross,4653.0,,,,,,,1,Regular Play,Hayley Lauder,10194.0,Left Back,23,Scotland Women's,866,['e3834303-759c-4864-a8e2-20af017e773a'],32,,,,,,,,,,,,,,,,,Scotland Women's,866,00:10:32.069,Pass,
,,,,,,,,,,,,,,,,1.581762,,,,,,,,,,,,,,0713cd64-2376-4535-a4a2-2d719276ce63,499,,"[112.3, 20.8]",22961,10,,,,,2.99227,1addf576-9cd8-4f99-93d6-188ae9ffa880,Right Foot,,,"[89.7, 24.2]",,Ground Pass,,22.85432,,,,Hayley Lauder,10194.0,True,,,,,,1,Regular Play,Jane Ross,4653.0,Left Center Forward,23,Scotland Women's,866,['67ff2152-663a-4a9d-9389-4603aafcb314'],40,,,,,,,,,,,,,,,,,Scotland Women's,866,00:10:40.087,Pass,
,,,,,,,,,,,,,,,,2.238982,,,,,,,,,,,,,,067dddeb-9d84-48e8-9c0e-fe7362910f58,504,,"[9.7, 47.8]",22961,10,,True,,,0.5414845,,Keeper Arm,,,"[23.5, 56.1]",,Ground Pass,,16.103725,,,,Saki Kumagai,15257.0,,,,,,,1,From Keeper,Ayaka Yamashita,25627.0,Goalkeeper,25,Japan Women's,1210,['8139e64c-058f-468f-9db3-732d6698821a'],59,,,,,,,,,,,,,,,,,Japan Women's,1210,00:10:59.723,Pass,
,,,,,,,,,,,,,,,,1.1707,,,,,,,,,,,,,,83d3d9db-f737-497b-ba96-32c20d56e523,506,,"[40.2, 63.5]",22961,11,,,,,0.8411778,,Right Foot,,,"[49.5, 73.9]",,Ground Pass,,13.951702,,,,Risa Shimizu,25624.0,,,,,,,1,From Keeper,Saki Kumagai,15257.0,Right Center Back,25,Japan Women's,1210,['f47e22ab-078d-4f9f-b47d-ea57f30104b7'],5,,,,,,,,,,,,,,,,,Japan Women's,1210,00:11:05.140,Pass,
,,,,,,,,,,,,,,,,1.5837,,,,,,,,,,,,,,8b9b2d51-9834-47ff-bcdc-128ca5967d49,510,,"[37.7, 51.6]",22961,11,,,,,-2.084641,,Right Foot,,,"[28.5, 35.3]",,Ground Pass,,18.717104,,,,Nana Ichise,25766.0,,,,,,,1,From Keeper,Risa Shimizu,25624.0,Right Back,25,Japan Women's,1210,"['702a0308-cc5e-4ddd-940d-4c3736cb404e', '9b1a5df8-cf35-49ca-9533-76e9d32e7f0b']",9,,,,,,,,,,,,,,,,,Japan Women's,1210,00:11:09.511,Pass,True
,,,,,,,,,,,,,,,,1.365,,,,,,,,,,,,,,b481f440-4a42-4828-a2c0-8a307811f0fc,513,,"[28.5, 35.3]",22961,11,,,,,0.09621673,,Left Foot,,,"[65.8, 38.9]",,Low Pass,,37.473324,,,,Yuika Sugasawa,25637.0,,,,,,,1,From Keeper,Nana Ichise,25766.0,Left Center Back,25,Japan Women's,1210,['17279085-1daa-44f3-b2e1-4ec0435916e1'],13,,,,,,,,,,,,,,,,,Japan Women's,1210,00:11:13.848,Pass,
,,,,,,,,,,,,,,,,2.0955,,,,,,,,,,,,,,1ca5fa48-f987-46d5-a0ba-125fa0892a68,516,,"[66.5, 41.7]",22961,11,,,,,-3.0451188,,Other,,,"[57.2, 40.8]",,Low Pass,,9.343447,,,,Narumi Miura,25613.0,,,,,,,1,From Keeper,Yuika Sugasawa,25637.0,Right Center Forward,25,Japan Women's,1210,['b4287bb6-ed16-4f3d-a67c-b07d36061f40'],15,,,,,,,,,,,,,,,,,Japan Women's,1210,00:11:15.276,Pass,
,,,,,,,,,,,,,,,,3.452,,,,,,,,,,,,,,fd059bc6-b10a-4fc4-8cae-96b4ba6b88e4,519,,"[58.0, 40.2]",22961,11,,,,,-0.9565291,,Right Foot,,,"[86.0, 0.5]",,High Pass,,48.580757,,Out,,Aya Sameshima,25636.0,,,,,,,1,From Keeper,Narumi Miura,25613.0,Right Defensive Midfield,25,Japan Women's,1210,"['372fce2b-f232-4a09-b8ef-3eac7ffbd1e6', 'ecd811f7-2dae-487f-a97f-9ee151109b3b']",17,,,,,,,,,,,,,,,,,Japan Women's,1210,00:11:17.372,Pass,True
,,,,,,,,,,,,,,,,1.7941,,,,,,,,,,,,,,704f420e-f9a8-4294-aa63-621795eaaa6b,521,,"[36.0, 80.0]",22961,11,,,,,-0.27598912,,,,,"[64.6, 71.9]",,High Pass,,29.724905,,,,Jane Ross,4653.0,,,,,,Throw-in,1,From Throw In,Kirsty Smith,10196.0,Right Back,26,Scotland Women's,866,['76374a8a-4609-4020-ab13-b2e39c732cd2'],41,,,,,,,,,,,,,,,,,Scotland Women's,866,00:11:41.146,Pass,
,,,,,,,,,,,,,,,,0.7306,,,,,,,,,,,,,,5f58926a-b987-4d71-85d9-d672d4dd8067,523,,"[65.3, 72.3]",22961,11,,,,,-2.7536926,,Right Foot,,,"[56.0, 68.5]",,Ground Pass,,10.046392,,,,Erin Cuthbert,4660.0,,,,,,,1,From Throw In,Jane Ross,4653.0,Left Center Forward,26,Scotland Women's,866,['9e5b7c47-8059-4faf-9609-5ac2d5e1f58e'],42,,,,,,,,,,,,,,,,,Scotland Women's,866,00:11:42.940,Pass,
,,,,,,,,,,,,,,,,1.662954,,,,,,,,,,,,,,43214d73-af42-4676-bac8-e49822465cc5,531,,"[72.6, 25.1]",22961,11,,,,,-1.2099595,,Right Foot,,,"[76.6, 14.5]",,Ground Pass,,11.329607,,,,Mana Iwabuchi,25610.0,,,,,,,1,Regular Play,Emi Nakajima,25621.0,Right Midfield,27,Japan Women's,1210,['75abf863-c4be-418c-ab96-91547d947431'],49,,,,,,,,,,,,,,,,,Japan Women's,1210,00:11:49.763,Pass,
,,,,,,,,,,,,,,,,1.1461,,,,,,,,,,,,,,53becdc2-9894-445e-835c-38dcc0aaa361,534,,"[76.6, 14.5]",22961,11,,,,,-0.4094372,,Right Foot,,,"[92.5, 7.6]",,Ground Pass,,17.332628,,,,Jun Endo,25608.0,,,,,,,1,Regular Play,Mana Iwabuchi,25610.0,Left Center Forward,27,Japan Women's,1210,['d75d2a82-e9ef-4cf6-aaf5-0ae592bdefa5'],52,,,,,,,,,,,,,,,,,Japan Women's,1210,00:11:52.936,Pass,
,,,,,,,,,,,,,,,,1.0967,,,,,,,,,,,,,,b4a1dd02-69c1-4f78-8d78-a48f76834834,537,,"[93.2, 7.3]",22961,11,,,,,0.92092586,,Left Foot,,,"[100.8, 17.3]",,Ground Pass,,12.560255,,,,Emi Nakajima,25621.0,,,,,,,1,Regular Play,Jun Endo,25608.0,Left Midfield,27,Japan Women's,1210,['9b096156-f873-4e89-91e3-84f10b017dba'],55,,,,,,,,,,,,,,,,,Japan Women's,1210,00:11:55.562,Pass,
,,,,,,,,,,,,,,,,1.41958,,,,,,,,,,,,,,098dea1c-c1de-4f7a-9b28-aa6967baa210,545,,"[9.8, 42.0]",22961,12,,,,,-1.1589891,,Keeper Arm,,,"[17.4, 24.6]",,Ground Pass,,18.987364,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Keeper,Lee Alexander,25570.0,Goalkeeper,28,Scotland Women's,866,['970107ef-f579-4dd9-a805-3a1ccb5f24cc'],7,,,,,,,,,,,,,,,,,Scotland Women's,866,00:12:07.241,Pass,
,,,,,,,,,,,,,,,,1.497889,,,,,,,,,,,,,,fb98128a-e60a-4d3a-8706-a91625c9f0fc,548,,"[20.8, 24.0]",22961,12,,,,,-0.87605804,,Right Foot,,,"[33.3, 9.0]",,Ground Pass,,19.525623,,,,Hayley Lauder,10194.0,,,,,,,1,From Keeper,Jennifer Patricia Beattie,17524.0,Left Center Back,28,Scotland Women's,866,['b2717b8d-35c4-4731-b9da-9ff4bf7e70c4'],9,,,,,,,,,,,,,,,,,Scotland Women's,866,00:12:09.882,Pass,
,,,,,,,,,,,,,,,,0.967129,,,,,,,,,,,,,,5e526f8c-ea78-41f5-8acd-4a07b70a352e,551,,"[33.3, 9.0]",22961,12,,,,,2.0852478,,Left Foot,,,"[24.2, 25.1]",,Ground Pass,,18.493782,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Keeper,Hayley Lauder,10194.0,Left Back,28,Scotland Women's,866,['dd69b1a3-20ae-4367-9078-6e48de61a0d9'],12,,,,,,,,,,,,,,,,,Scotland Women's,866,00:12:12.397,Pass,
,,,,,,,,,,,,,,,,1.481853,,,,,,,,,,,,,,a8cf094f-769b-4a2e-b97c-da021e4a0b21,554,,"[24.2, 25.3]",22961,12,,,,,1.5204791,,Right Foot,,,"[25.6, 53.1]",,Ground Pass,,27.83523,,,,Rachel Corsie,4984.0,,,,,,,1,From Keeper,Jennifer Patricia Beattie,17524.0,Left Center Back,28,Scotland Women's,866,['d757476f-6ece-4de8-a1e6-1f4c6afe9a4a'],14,,,,,,,,,,,,,,,,,Scotland Women's,866,00:12:14.380,Pass,
,,,,,,,,,,,,,,,,1.906553,,,,,,,,,,,,,,c5d7c07f-b896-4b76-991d-3d2a0ebc993b,557,,"[25.6, 53.1]",22961,12,,,,,1.152572,,Right Foot,,,"[34.8, 73.8]",,Ground Pass,,22.652372,,,,Kirsty Smith,10196.0,,,,,,,1,From Keeper,Rachel Corsie,4984.0,Right Center Back,28,Scotland Women's,866,['10258901-ff6b-4ff6-96c0-8e20372f9208'],16,,,,,,,,,,,,,,,,,Scotland Women's,866,00:12:16.885,Pass,
,,,,,,,,,,,,,,,,2.05629,,,,,,,,,,,,,,603b84bf-a9c0-46e3-be44-4014bc52ad65,560,,"[32.9, 73.8]",22961,12,,,,,-2.1621602,,Right Foot,,,"[23.7, 60.1]",,Ground Pass,,16.502424,,,,Rachel Corsie,4984.0,,,,,,,1,From Keeper,Kirsty Smith,10196.0,Right Back,28,Scotland Women's,866,['82bf60ab-7703-41d3-81da-34bf24f23ce5'],19,,,,,,,,,,,,,,,,,Scotland Women's,866,00:12:19.897,Pass,
