ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.366424,,,,,,,,,,,,,,,ab42b463-9e1f-4c76-8f49-fa0682cef74f,19,,,"[79.1, 71.0]",69199,0,,,,,0.23060593,,Right Foot,,,,"[90.6, 73.7]",,Ground Pass,,11.812705,,,,,Jill Scott,10172.0,,,,,,Recovery,1,From Kick Off,Lucy Bronze,10178.0,Right Back,2,England Women's,865,"['6bc9b27f-9327-44cb-85f3-29950aab137e', '83bd579a-025a-47f5-95ab-a3a9d4014a02']",12,,,,,,,,,,,,,,,,,,England Women's,865,00:00:12.126,Pass,
,,,,,,,,,,,,,,,3.149019,,,,,,,,,,,,,,,24c775c9-12a1-4900-bea6-642107751308,22,,,"[90.6, 73.7]",69199,0,,,,,0.09614931,,Right Foot,,,,"[110.3, 75.6]",,Ground Pass,,19.791412,,,,,Nikita Parris,4654.0,,,,,,,1,From Kick Off,Jill Scott,10172.0,Right Center Midfield,2,England Women's,865,['4c8f75f7-cce7-4a77-b465-43f374863ad8'],13,,,,,,,,,,,,,,,,,,England Women's,865,00:00:13.859,Pass,
,,,,,,,,,,,,,,,2.1254,,,,,,,,,,,,,,,2bf878d0-7943-4249-b77c-640f37b8090d,25,,,"[110.3, 75.6]",69199,0,,,,,-1.6502987,,Right Foot,True,,,"[107.4, 39.2]",,High Pass,,36.51534,,,Incomplete,,Francesca Kirby,4641.0,,,,,,,1,From Kick Off,Nikita Parris,4654.0,Right Midfield,2,England Women's,865,"['7d581141-2040-4e99-8516-581ca9842afb', 'dcd6869f-9551-479d-be4a-4f0458329fb1']",17,,,,,,,,,,,,,,,,,,England Women's,865,00:00:17.048,Pass,
,,,,,,,,,,,,,,,1.0304,,,,,,,,,,,,,,,77826fef-2299-4956-845a-00a9883f0b73,28,,,"[21.2, 24.7]",69199,0,,,,,0.27510136,,Head,,,,"[33.6, 28.2]",,High Pass,,12.884487,,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Guro Reiten,10514.0,Left Midfield,2,England Women's,865,['5e5bcbc7-03fc-457d-b52e-4c7cf99a42a2'],21,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:21.150,Pass,
,,,,,,,,,,,,,,,1.5063,,,,,,,,,,,,,,,5e5bcbc7-03fc-457d-b52e-4c7cf99a42a2,29,,,"[86.5, 51.9]",69199,0,,,,,-1.1245215,,Head,,,,"[96.5, 31.0]",,High Pass,,23.16916,,,,,Toni Duggan,10183.0,,,,,,Recovery,1,From Kick Off,Keira Walsh,4658.0,Center Defensive Midfield,2,England Women's,865,"['6297ad25-a85f-4391-9213-abc2e167e02e', '77826fef-2299-4956-845a-00a9883f0b73']",22,,,,,,,,,,,,,,,,,,England Women's,865,00:00:22.181,Pass,
,,,,,,,,,,,,,,,1.6648,,,,,,,,,,,,,,,139dd7af-2ee9-4bcd-9bee-5e4e347d5e1f,32,,,"[96.5, 31.0]",69199,0,,,,True,1.5707964,,,,,,"[96.5, 37.4]",,High Pass,,6.4,,,,,Francesca Kirby,4641.0,,,,,,,1,From Kick Off,Toni Duggan,10183.0,Left Midfield,2,England Women's,865,"['23d736d6-8324-4d1e-966b-9e004c545c16', 'd0e8c877-8df0-42da-b8ab-543b9f5854ae']",23,,,,,,,,,,,,,,,,,,England Women's,865,00:00:23.767,Pass,True
,,,,,,,,,,,,,,,1.679316,,,,,,,,,,,,,,,04414583-7be8-4f01-8b27-8a6e21d2fada,34,,,"[96.5, 37.4]",69199,0,,,,,-1.487655,,Head,,,,"[97.9, 20.6]",,Low Pass,,16.858232,,,,,Demi Stokes,4651.0,,,,,,,1,From Kick Off,Francesca Kirby,4641.0,Left Center Midfield,2,England Women's,865,['89d0d6a3-a58d-4ace-aebc-5709f447f9cc'],25,,,,,,,,,,,,,,,,,,England Women's,865,00:00:25.542,Pass,
,,,,,,,,,,,,,,,1.231206,,,,,,,,,,,,,,,a39b033a-1c67-4059-967e-404aee75ebda,38,,,"[113.9, 12.7]",69199,0,,,,,1.6497983,,Left Foot,True,,,"[112.0, 36.7]",,High Pass,,24.07509,,,Incomplete,,Ellen White,10180.0,,,,,,,1,From Kick Off,Demi Stokes,4651.0,Left Back,2,England Women's,865,"['392a382f-56bf-4a2d-8ee2-a90b95e16c34', '6e5d2441-bcee-424b-94d5-9ea010a84955', '7dc7b25b-d4df-4e95-9b99-847fd9700a5e']",29,,,,,,,,,,,,,,,,,,England Women's,865,00:00:29.918,Pass,True
,,,,,,,,,,,,,,,2.7641,,,,,,,,,,,,,,,379ce928-ebfe-4607-b3fc-3aa563e139c9,42,,,"[6.0, 44.0]",69199,0,,,,,1.1512377,,Right Foot,,,,"[12.2, 57.9]",,Ground Pass,,15.220053,,,,,Maren Nævdal Mjelde,10395.0,,,,,,Goal Kick,1,From Goal Kick,Ingrid Hjelmseth,10394.0,Goalkeeper,3,Norway Women's,852,['f0f05a45-b254-44f9-9dc9-0c4bdcd49fe2'],54,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:54.894,Pass,
,,,,,,,,,,,,,,,2.8793,,,,,,,,,,,,,,,29b46fef-6d60-4dd6-a845-a7b7dded9f56,45,,,"[15.0, 60.2]",69199,0,,,,,0.22034518,,Right Foot,,,,"[59.2, 70.1]",,High Pass,,45.295143,,,Unknown,,Isabell Herlovsen,13479.0,,,,,,,1,From Goal Kick,Maren Nævdal Mjelde,10395.0,Right Center Back,3,Norway Women's,852,['287206b8-4a5d-4ee1-b72b-8d52021d9a3d'],58,,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:58.195,Pass,
,,,,,,,,,,,,,,,2.0358,,,,,,,,,,,,,,,a87fed93-b6ec-4623-b00d-59611ce7119a,49,,,"[56.5, 69.7]",69199,1,,,,,-1.8562933,,Right Foot,,,,"[47.9, 40.4]",,Ground Pass,,30.536045,,,,,Maria Thorisdottir,4636.0,,,,,,Free Kick,1,From Free Kick,Vilde Bøe Risa,25466.0,Right Defensive Midfield,4,Norway Women's,852,['5533a87b-bca3-4659-b34f-183aedf5389f'],11,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:11.106,Pass,
,,,,,,,,,,,,,,,2.0752,,,,,,,,,,,,,,,250420e6-7e95-440d-9c8b-945420db6cac,53,,,"[51.4, 35.6]",69199,1,,,,,0.03456836,,Left Foot,,,,"[86.1, 36.8]",,High Pass,,34.72074,,,Incomplete,,Isabell Herlovsen,13479.0,,,,,,,1,From Free Kick,Maria Thorisdottir,4636.0,Left Center Back,4,Norway Women's,852,"['0816470c-5e4e-40a0-ae3f-859856f3ace4', '44336e1f-88b6-472f-90db-67333e290949', '6486913d-63ed-400a-8c75-4a5c19759a1b']",14,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:14.742,Pass,True
,,,,,,,,,,,,,,,1.5349,,,,,,,,,,,,,,,c3241ef6-7f2b-4002-a644-55120f62c4bd,56,,,"[54.7, 36.5]",69199,1,,,,,1.5707964,,Head,,,,"[54.7, 44.5]",,High Pass,,8.0,,,,,Maren Nævdal Mjelde,10395.0,,,,,,Recovery,1,From Free Kick,Maria Thorisdottir,4636.0,Left Center Back,4,Norway Women's,852,['0b152895-99e7-4a48-ba0c-5bb12b463fbd'],19,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:19.419,Pass,
,,,,,,,,,,,,,,,2.6863,,,,,,,,,,,,,,,87481529-12e0-4388-85be-2b0cc9259e40,59,,,"[55.5, 42.8]",69199,1,,,,,-0.81406415,,Right Foot,,,,"[82.6, 14.1]",,High Pass,,39.472775,,,Incomplete,,,,,,,,,,1,From Free Kick,Maren Nævdal Mjelde,10395.0,Right Center Back,4,Norway Women's,852,['75d74ddc-7932-4072-a1ef-2626273ea9ce'],20,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:20.954,Pass,
,,,,,,,,,,,,,,,2.063091,,,,,,,,,,,,,,,75d74ddc-7932-4072-a1ef-2626273ea9ce,60,,,"[37.5, 66.0]",69199,1,,,,,-0.90501666,,Head,,,,"[55.8, 42.7]",,High Pass,,29.627352,,,,,Francesca Kirby,4641.0,,,,,,Recovery,1,Regular Play,Lucy Bronze,10178.0,Right Back,5,England Women's,865,"['87481529-12e0-4388-85be-2b0cc9259e40', 'e1b1afe1-9040-486b-8cf7-1a152d52d356']",23,,,,,,,,,,,,,,,,,,England Women's,865,00:01:23.640,Pass,
,,,,,,,,,,,,,,,1.441392,,,,,,,,,,,,,,,72900177-8d9a-435b-ab17-65457e7d1bd8,64,,,"[54.8, 36.0]",69199,1,,,,,-2.0276988,,Right Foot,,,,"[43.1, 12.2]",,Ground Pass,,26.52037,,,,,Demi Stokes,4651.0,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Left Center Midfield,5,England Women's,865,['5fe34698-b804-4fc8-b7da-a182851a6d94'],27,,,,,,,,,,,,,,,,,,England Women's,865,00:01:27.573,Pass,
,,,,,,,,,,,,,,,1.165595,,,,,,,,,,,,,,,f8788b10-9614-42ff-8842-9d5650cda0c2,68,,,"[48.4, 3.4]",69199,1,,,,,1.1162809,,Right Foot,,,,"[52.7, 12.2]",,Ground Pass,,9.794386,,,,,Toni Duggan,10183.0,,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,5,England Women's,865,['57fded4f-5cd4-453e-9967-5724211a5992'],34,,,,,,,,,,,,,,,,,,England Women's,865,00:01:34.231,Pass,
,,,,,,,,,,,,,,,1.1451,,,,,,,,,,,,,,,8ee8baa4-7563-42c4-aa0b-0aeb5cb55048,75,,,"[69.6, 64.7]",69199,1,,,,,-0.348771,,Right Foot,,,,"[78.4, 61.5]",,Ground Pass,,9.36376,,,,,Caroline Graham Hansen,10386.0,,,,,,Recovery,1,Regular Play,Isabell Herlovsen,13479.0,Left Center Forward,5,England Women's,865,"['893dcb70-12f6-4402-b30c-41c532abf40f', 'c7a47bfb-21ae-4271-bced-cd4a1d62c1f9']",37,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:37.006,Pass,True
,,,,,,,,,,,,,,,1.6475,,,,,,,,,,,,,,,561a2672-9db3-4c70-8961-a7a5b82235f1,79,,,"[100.9, 62.5]",69199,1,,,,,-1.2272575,,Right Foot,,,,"[105.3, 50.2]",,Ground Pass,,13.063308,,,Incomplete,,Isabell Herlovsen,13479.0,,,,,,,1,Regular Play,Caroline Graham Hansen,10386.0,Right Center Forward,5,England Women's,865,"['b635908c-ab6a-40f9-9bb9-317dde1ff4f7', 'ccf28eec-b34f-4ca9-ac82-e8c369e6346c']",41,,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:41.210,Pass,
,,,,,,,,,,,,,,,0.967244,,,,,,,,,,,,,,,ccf28eec-b34f-4ca9-ac82-e8c369e6346c,81,,,"[14.8, 29.9]",69199,1,,,,,-1.2778839,,Left Foot,,,,"[16.7, 23.6]",,Ground Pass,,6.5802736,,,,,Keira Walsh,4658.0,,,,,,Recovery,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,5,England Women's,865,"['561a2672-9db3-4c70-8961-a7a5b82235f1', 'c0830328-9897-4ee9-9e96-f6aa300f2e92']",42,,,,,,,,,,,,,,,,,,England Women's,865,00:01:42.858,Pass,
,,,,,,,,,,,,,,,1.651033,,,,,,,,,,,,,,,f925ceba-1a0b-44ad-a588-ea451533d75d,86,,,"[17.8, 24.0]",69199,1,,,,,2.256825,,Right Foot,,,,"[2.9, 42.2]",,Ground Pass,,23.521267,,,,,Karen Bardsley,10170.0,,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,5,England Women's,865,['1eb0c4ef-f6c7-402d-8115-eef75ac625cf'],47,,,,,,,,,,,,,,,,,,England Women's,865,00:01:47.030,Pass,
,,,,,,,,,,,,,,,3.464117,,,,,,,,,,,,,,,3b28da28-15a4-4eaf-bd23-1a232b1c371c,89,,,"[3.3, 42.2]",69199,1,,,,,0.23441568,,Right Foot,,,,"[56.9, 55.0]",,High Pass,,55.10717,,,,,Ellen White,10180.0,,,,,,,1,Regular Play,Karen Bardsley,10170.0,Goalkeeper,5,England Women's,865,['b86c8fb5-34be-4001-80da-4bbf3a17a6cd'],50,,,,,,,,,,,,,,,,,,England Women's,865,00:01:50.470,Pass,
,,,,,,,,,,,,,,,1.271582,,,,,,,,,,,,,,,bff0d6c5-7594-4fee-a41c-846b8305e533,92,,,"[56.9, 64.8]",69199,1,,,,,0.7457364,,Right Foot,,,,"[70.0, 76.9]",,Low Pass,,17.833115,,,,,Nikita Parris,4654.0,,,,,,,1,Regular Play,Ellen White,10180.0,Center Forward,5,England Women's,865,['e90d484b-20ad-4f1a-8966-0123b870af32'],56,,,,,,,,,,,,,,,,,,England Women's,865,00:01:56.288,Pass,
,,,,,,,,,,,,,,,2.674581,,,,,,,,,,,,,,,9cdfd85c-4da3-4d08-99a3-c8370ba81b4d,95,,,"[73.1, 75.5]",69199,1,,,,,0.066568166,,Right Foot,,,,"[104.6, 77.6]",,Low Pass,,31.569921,,,,,Lucy Bronze,10178.0,,,,,,,1,Regular Play,Nikita Parris,4654.0,Right Midfield,5,England Women's,865,['7e7ae71c-aaee-4fa0-a998-3e51aef0d8e0'],58,,,,,,,,,,,,,,,,,,England Women's,865,00:01:58.930,Pass,
,,,,,,,,,,,,,,,0.997896,,,,,,,,,,,,,,,c9d87c92-690a-4a9c-a263-560b9777f18a,99,,,"[119.8, 56.8]",69199,2,,,,,-2.258294,d6357ca9-98d3-40c3-a2b7-1165f4c83963,Right Foot,True,True,,"[109.7, 44.5]",True,Ground Pass,,15.915401,,,,,Jill Scott,10172.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,5,England Women's,865,"['5d6d799a-a24c-40d0-82f8-331a2e060252', '853a5ecc-615e-4a96-936b-9be3d150a04e']",5,,,,,,,,,,,,,,,,,,England Women's,865,00:02:05.377,Pass,True
,,,,,,,,,,,,,,,2.0578,,,,,,,,,,,,,,,5c56d8fb-4134-428c-ad7b-eedcbd641d40,103,,,"[60.0, 40.0]",69199,2,,True,,,2.7261004,,Right Foot,,,,"[32.8, 52.0]",,Ground Pass,,29.729446,,,,,Maren Nævdal Mjelde,10395.0,,,,,,Kick Off,1,From Kick Off,Ingrid Hjelmseth,10394.0,Goalkeeper,6,Norway Women's,852,['e295aaa3-2b5a-4cda-84f2-2de33bdc9bc6'],56,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:56.424,Pass,
,,,,,,,,,,,,,,,1.134604,,,,,,,,,,,,,,,ff8c7a9c-b3b5-4619-a2f4-977ccf0a0e2f,105,,,"[32.8, 52.0]",69199,2,,,,,0.33982086,,Right Foot,,,,"[42.7, 55.5]",,Ground Pass,,10.500476,,,,,Vilde Bøe Risa,25466.0,,,,,,,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Center Back,6,Norway Women's,852,['82c2031d-5aaf-44c9-9052-b20eb6572f15'],58,,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:58.919,Pass,
,,,,,,,,,,,,,,,0.670075,,,,,,,,,,,,,,,c77e9bd1-baa1-4237-b2a6-453d1c8607fb,108,,,"[42.7, 55.5]",69199,3,,,,,-2.865632,,Right Foot,,,,"[31.4, 52.3]",,Ground Pass,,11.74436,,,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Kick Off,Vilde Bøe Risa,25466.0,Right Defensive Midfield,6,Norway Women's,852,['85b13faf-6d37-499a-b039-0aee8696cf96'],0,,,,,,,,,,,,,,,,,,Norway Women's,852,00:03:00.895,Pass,
,,,,,,,,,,,,,,,1.628263,,,,,,,,,,,,,,,1fc8157b-cd27-444f-a479-7c890ec118fe,111,,,"[32.3, 52.3]",69199,3,,,,,-1.5135342,,Right Foot,,,,"[34.1, 20.9]",,Ground Pass,,31.45155,,,,,Maria Thorisdottir,4636.0,,,,,,,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Center Back,6,Norway Women's,852,['fc21da17-7ba9-4ec8-810d-ab5293e925ce'],2,,,,,,,,,,,,,,,,,,Norway Women's,852,00:03:02.513,Pass,
,,,,,,,,,,,,,,,1.5862,,,,,,,,,,,,,,,56d1d51c-3ceb-4213-a2f8-8255fb737d3e,115,,,"[41.9, 18.3]",69199,3,,,,,-0.07915439,,Right Foot,,,,"[77.2, 15.5]",,High Pass,,35.410873,,,Incomplete,,Isabell Herlovsen,13479.0,,,,,,,1,From Kick Off,Maria Thorisdottir,4636.0,Left Center Back,6,Norway Women's,852,"['5cf7ee20-9d58-4033-beb9-0b14d36bc5dd', 'ff5277fe-a4b3-4b5e-b2e9-68f406e4fe58']",8,,,,,,,,,,,,,,,,,,Norway Women's,852,00:03:08.099,Pass,
,,,,,,,,,,,,,,,1.164275,,,,,,,,,,,,,,,5cf7ee20-9d58-4033-beb9-0b14d36bc5dd,117,,,"[42.9, 64.6]",69199,3,,,,,-1.6461252,,Right Foot,,,,"[42.5, 59.3]",,Ground Pass,,5.315073,,,,,Lucy Bronze,10178.0,,,,,,Recovery,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,7,England Women's,865,"['56d1d51c-3ceb-4213-a2f8-8255fb737d3e', '898c1c5d-d9e1-40f5-b077-a4d8d81265d0']",9,,,,,,,,,,,,,,,,,,England Women's,865,00:03:09.685,Pass,
,,,,,,,,,,,,,,,1.360323,,,,,,,,,,,,,,,e1a0ff2d-d6da-4627-b6b1-9a16748db49c,120,,,"[42.9, 62.4]",69199,3,,,,,-2.2952373,,Right Foot,,,,"[32.9, 51.1]",,Ground Pass,,15.0894,,,,,Millie Bright,4642.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,7,England Women's,865,['7c833fe0-10db-44d6-9072-b3e49bfdb77a'],10,,,,,,,,,,,,,,,,,,England Women's,865,00:03:10.890,Pass,
