bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ad9828dc-5b5b-4f50-9e8f-03e2c665f51d,1,,,22963,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Jamaica Women's,1212,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25550, 'name': 'Sydney Schneider'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25771, 'name': 'Sashana Campbell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 25545, 'name': 'Allyson Swaby'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 25548, 'name': 'Konya Plummer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25557, 'name': 'Deneisha Selena Blackwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 25773, 'name': 'Olufolasade Adamolekun'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 4945, 'name': 'Havana Solaun'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 25558, 'name': 'Chantelle Swaby'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 25536, 'name': 'Chinyelu Asher'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 25772, 'name': 'Mireya Grey'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 25554, 'name': 'Khadija Monifa Shaw'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Jamaica Women's,1212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3c2b3581-1349-4308-a24f-b38d9ce8b7a5,2,,,22963,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Jamaica Women's,1212,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 2}, {'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10206, 'name': 'Daniela Sabatino'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Italy Women's,855,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3c790f9f-6daf-4791-b8d2-abd9f95588dc,3,,,22963,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Jamaica Women's,1212,['98300d6e-1efb-4801-afa5-89ede1ab3d7f'],0,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,98300d6e-1efb-4801-afa5-89ede1ab3d7f,4,,,22963,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Jamaica Women's,1212,['3c790f9f-6daf-4791-b8d2-abd9f95588dc'],0,,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,366e2d9a-78b2-4471-9568-920cc7b89e36,1613,,,22963,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,89,Italy Women's,855,['7e97fc68-b9e5-4575-9b1f-f053bf4bb2c3'],0,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7e97fc68-b9e5-4575-9b1f-f053bf4bb2c3,1614,,,22963,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,89,Italy Women's,855,['366e2d9a-78b2-4471-9568-920cc7b89e36'],0,,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.430901,,,,,,,,,,,b10ce833-d8f3-4ee3-a41c-a135fe461503,5,,"[61.0, 40.1]",22963,0,,,,-2.9651043,,Right Foot,,,"[45.3, 37.3]",,Ground Pass,,15.947727,,,Manuela Giugliano,10228.0,,,,,Kick Off,1,From Kick Off,Barbara Bonansea,10211.0,Left Center Forward,2,Italy Women's,855,['2b90b084-4fa4-443b-b36c-0d8abd0ad10d'],0,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:00.539,Pass,
,,,,,,,,,,,,,,,,,1.640293,,,,,,,,,,,30fd7721-0c96-4929-98ea-8e46ec5cd9ae,8,,"[46.7, 38.4]",22963,0,,,,2.0831857,,Right Foot,,,"[35.0, 59.2]",,Ground Pass,,23.864828,,,Sara Gama,10366.0,,,,,,1,From Kick Off,Manuela Giugliano,10228.0,Center Defensive Midfield,2,Italy Women's,855,['4a4be086-c495-405f-bcfe-b5e490e1a196'],3,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:03.749,Pass,
,,,,,,,,,,,,,,,,,0.8616,,,,,,,,,,,5bc9cc53-b274-45fc-a05c-975ce80beddf,12,,"[36.5, 59.2]",22963,0,,,,0.9614229,,Right Foot,,,"[46.9, 74.1]",,Ground Pass,,18.17058,,,Alia Guagni,10213.0,,,,,,1,From Kick Off,Sara Gama,10366.0,Right Center Back,2,Italy Women's,855,"['99de2e9b-b81b-4cd7-9de0-c0e72c4bc84f', 'c7a5028f-ccda-4bf1-b38f-25f20b97dece']",7,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:07.683,Pass,True
,,,,,,,,,,,,,,,,,1.210444,,,,,,,,,,,7fbd9c12-95b2-4b1e-b143-d6cafa406be0,15,,"[49.1, 73.6]",22963,0,,,,0.2500651,,Left Foot,,,"[72.2, 79.5]",,Ground Pass,,23.84156,Out,,Valentina Bergamaschi,25544.0,,,,,,1,From Kick Off,Alia Guagni,10213.0,Right Back,2,Italy Women's,855,['b21f1823-50bc-47da-91c9-5b88d5f103cb'],9,,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:09.572,Pass,
,,,,,,,,,,,,,,,,,1.2744,,,,,,,,,,,5571e609-5f0a-472c-8dbe-8ce3131d3cdd,17,,"[48.8, 0.1]",22963,0,,,,0.33929262,,,,,"[69.2, 7.3]",,High Pass,,21.633308,,,Khadija Monifa Shaw,25554.0,,,,,Throw-in,1,From Throw In,Deneisha Selena Blackwood,25557.0,Left Back,3,Jamaica Women's,1212,['a30982b9-8682-4f0d-95ab-d14cb88636f0'],19,,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:19.599,Pass,
,,,,,,,,,,,,,,,,,0.723,,,,,,,,,,,d67b386d-4bf3-4b81-9598-9efb3c1d02d5,21,,"[65.4, 7.6]",22963,0,,,,2.7807558,,Right Foot,,,"[54.8, 11.6]",,Ground Pass,,11.329607,,,Havana Solaun,4945.0,,,,,,1,From Throw In,Khadija Monifa Shaw,25554.0,Left Center Forward,3,Jamaica Women's,1212,['c76b3e81-0841-43a8-9d88-145597390db4'],22,,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:22.203,Pass,
