ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,e113b8a1-d337-42a9-bb07-516fbbef0d44,1,,,22966,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Canada Women's,1206,,0,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 25609, 'name': 'Stephanie Lynn Marie Labbé'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25785, 'name': 'Jayde Yuk Fun Riviere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 15357, 'name': 'Kadeisha Buchanan'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 15290, 'name': 'Ashley Elizabeth Marie Lawrence'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 10}, {'player': {'id': 15180, 'name': 'Sophie Schmidt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 25612, 'name': 'Jessie Alexandra Fleming'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 4966, 'name': 'Desiree Rose Marie Scott'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 5043, 'name': 'Nichelle Patrice Prince'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Canada Women's,1206,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,4b3edcdc-a5f8-4721-8afd-7b7d1aed3ae5,2,,,22966,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Canada Women's,1206,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 8}, {'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 13}]}",New Zealand Women's,1215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,aac80280-467b-449f-bcb9-37d099205e9f,3,,,22966,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Canada Women's,1206,['f7687234-f155-43db-8466-6651b1cca215'],0,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,f7687234-f155-43db-8466-6651b1cca215,4,,,22966,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Canada Women's,1206,['aac80280-467b-449f-bcb9-37d099205e9f'],0,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,023cf519-aa99-4144-9094-7c1ebb0dcb3a,1671,,,22966,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,95,Canada Women's,1206,['30d107a7-efab-4ff5-8c51-bff6ed98c1fb'],0,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,30d107a7-efab-4ff5-8c51-bff6ed98c1fb,1672,,,22966,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,95,Canada Women's,1206,['023cf519-aa99-4144-9094-7c1ebb0dcb3a'],0,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.6874,,,,,,,,,,28c32cbe-c07d-44e8-a089-72d47dc99899,5,,"[61.0, 40.1]",22966,0,,,,-2.8866267,,Right Foot,,,,"[42.2, 35.2]",,Ground Pass,,19.428072,,,,Katie Bowen,5028.0,,,,,,Kick Off,1,From Kick Off,Rosie White,4948.0,Left Center Forward,2,New Zealand Women's,1215,['c54e5be0-db57-4798-b63f-73221041c7a8'],0,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:00.200,Pass,
,,,,,,,,,,,,,,,,1.32,,,,,,,,,,88ae7b4f-713c-4e41-887d-878f39085c85,8,,"[47.7, 32.3]",22966,0,,,,-2.025897,,Right Foot,,,,"[40.8, 18.2]",,Ground Pass,,15.69777,,,,Alexandra Riley,21062.0,,,,,,,1,From Kick Off,Katie Bowen,5028.0,Left Defensive Midfield,2,New Zealand Women's,1215,['2904368a-2341-4a3b-a83b-b2818b56ee7b'],2,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:02.736,Pass,
,,,,,,,,,,,,,,,,2.5768,,,,,,,,,,c85c7f1c-e2fb-4ddf-bd71-a4784077b36e,11,,"[41.8, 17.3]",22966,0,,,,-0.16436896,,Left Foot,,,,"[83.4, 10.4]",,High Pass,,42.168354,,,,Elizabeth Doon Hassett,25663.0,,,,,,,1,From Kick Off,Alexandra Riley,21062.0,Left Back,2,New Zealand Women's,1215,['d4382906-4f68-4a85-9a67-7ca432b112cd'],5,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:05.856,Pass,
,,,,,,,,,,,,,,,,0.0402,,,,,,,,,,6d262340-9d04-4619-93f9-9337d6d93564,13,,"[83.4, 10.4]",22966,0,,,True,0.0,,,,,,"[84.5, 10.4]",,High Pass,,1.1,,Incomplete,,,,,,,,,,1,From Kick Off,Elizabeth Doon Hassett,25663.0,Left Midfield,2,New Zealand Women's,1215,"['99af1117-b801-47d6-ba64-f76ae46510bd', 'b3bd8002-3a4c-4caf-ae61-b0c2260b0359']",8,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:08.440,Pass,True
