ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.4011,,,,,,,,,,,,,70333af0-6951-41d1-957c-71b6643f9919,19,,,"[60.3, 75.1]",69205,0,,,,-2.9404657,,Head,,,,"[50.0, 73.0]",,High Pass,,10.511898,,,,,Stephanie van der Gragt,10647.0,,,,,,Recovery,1,Regular Play,Desiree van Lunteren,10657.0,Right Back,4,Netherlands Women's,851,"['50b64e38-6b4d-4c11-9807-4fef59492ad7', 'ca540279-7763-4bb2-ae69-f2266197a06b']",25,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:25.614,Pass,
,,,,,,,,,,,,,,,,,2.824868,,,,,,,,,,,,,5a4d6967-abfa-4d65-93c6-4877d8c91018,22,,,"[50.0, 73.0]",69205,0,,,True,0.6044717,,,,,,"[59.7, 79.7]",,Low Pass,,11.788978,,,Out,,Desiree van Lunteren,10657.0,,,,,,,1,Regular Play,Stephanie van der Gragt,10647.0,Right Center Back,4,Netherlands Women's,851,"['04666925-b700-46af-a411-e4a8efa1f47d', 'c51be66b-80be-44f1-9c3c-d325f52c22d6']",27,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:27.055,Pass,True
,,,,,,,,,,,,,,,,,1.662197,,,,,,,,,,,,,59de007d-140c-4a38-9191-a902ce96bbc3,24,,,"[61.5, 0.1]",69205,0,True,,,0.3505674,,,,,,"[74.9, 5.0]",,Low Pass,,14.267796,,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Alia Guagni,10213.0,Left Back,5,Italy Women's,855,['5f725a4a-3e38-4e10-a1e4-be2b645f04c6'],44,,,,,,,,,,,,,,,,,Italy Women's,855,00:00:44.007,Pass,
,,,,,,,,,,,,,,,,,0.542537,,,,,,,,,,,,,e5ac9aae-7a28-49cc-a89f-3878ca8e13dd,36,,,"[75.9, 69.4]",69205,0,,,,-1.0617255,,Right Foot,,,,"[80.7, 60.8]",,Ground Pass,,9.848858,,,,,Vivianne Miedema,15623.0,,,,,,,1,Regular Play,Shanice van de Sanden,10648.0,Right Wing,6,Netherlands Women's,851,['bee2b31c-a2d1-4a21-9b71-b60f959de9b1'],52,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:52.560,Pass,
,,,,,,,,,,,,,,,,,1.192081,,,,,,,,,,,,,986cb287-cb6c-4c0c-b759-ee724bc38855,39,,,"[78.8, 59.2]",69205,0,,,,-2.1353657,,Left Foot,,,,"[71.2, 47.2]",,Ground Pass,,14.204225,,,,,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,6,Netherlands Women's,851,['858993c8-46d3-4ffa-ae4a-dac27ec3ed72'],53,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:53.948,Pass,
,,,,,,,,,,,,,,,,,2.208503,,,,,,,,,,,,,1430eeab-ed09-404a-a44a-a8384113b212,43,,,"[72.5, 45.9]",69205,0,,,,-1.4524705,,Right Foot,,,,"[75.9, 17.3]",,Ground Pass,,28.80139,,,,,Merel van Dongen,25659.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,6,Netherlands Women's,851,"['30bccece-fc79-4cd1-a291-5e28ab20db36', 'bb301816-6651-4fd0-b1cc-f73d6d360727']",55,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:55.722,Pass,True
,,,,,,,,,,,,,,,,,1.494858,,,,,,,,,,,,,5422d306-29fd-498f-b89d-66337b75cff1,47,,,"[77.5, 14.6]",69205,0,,,,-0.6015336,,Right Foot,,,,"[94.4, 3.0]",,Ground Pass,,20.498049,,,,,Lieke Martens,10649.0,,,,,,,1,Regular Play,Merel van Dongen,25659.0,Left Back,6,Netherlands Women's,851,['916944b9-97f2-4b83-92f1-f6fe0174db59'],59,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:59.184,Pass,
,,,,,,,,,,,,,,,,,5.761252,,,,,,,,,,,,,5b082679-34a1-45f0-ba35-64b8b9e67fa1,53,,,"[109.4, 16.2]",69205,1,,,,1.5075895,,Left Foot,True,,,"[113.4, 79.4]",,High Pass,,63.326454,,,Out,,Shanice van de Sanden,10648.0,,,True,,,,1,Regular Play,Lieke Martens,10649.0,Left Wing,6,Netherlands Women's,851,['b65873ce-d5b6-4618-b938-1ab6917d705d'],4,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:04.778,Pass,
,,,,,,,,,,,,,,,,,1.42833,,,,,,,,,,,,,5533b59d-f6de-46a8-8ade-a08c45ab4ca4,55,,,"[17.5, 0.1]",69205,1,,,,0.17349572,,,,,,"[36.9, 3.5]",,High Pass,,19.695684,,,Incomplete,,Valentina Giacinti,25541.0,,,,,,Throw-in,1,From Throw In,Alia Guagni,10213.0,Left Back,7,Italy Women's,855,"['4505b540-815d-43f5-800c-e0afbb3fc857', 'f6600b7d-189d-47e0-958c-5f7e65fb9eaa']",29,,,,,,,,,,,,,,,,,Italy Women's,855,00:01:29.567,Pass,
,,,,,,,,,,,,,,,,,0.513516,,,,,,,,,,,,,4505b540-815d-43f5-800c-e0afbb3fc857,58,,,"[83.2, 76.6]",69205,1,,,True,0.1013465,,,,,,"[89.1, 77.2]",,Low Pass,,5.93043,,,Incomplete,,Shanice van de Sanden,10648.0,,,,,,Recovery,1,From Throw In,Desiree van Lunteren,10657.0,Right Back,7,Italy Women's,855,"['0fd4e1a2-c3fd-4b94-8861-f25711864b75', '5533b59d-f6de-46a8-8ade-a08c45ab4ca4', '814cde06-dc5f-423b-9c37-34adfa451306', 'ed871ddc-6970-48d7-b6ab-f92be35d2273']",30,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:30.996,Pass,True
,,,,,,,,,,,,,,,,,0.770879,,,,,,,,,,,,,3193e4bb-2f4c-4b60-a916-5e2be9a55c14,61,,,"[75.7, 80.0]",69205,1,,,,-1.0575441,,,,,,"[78.8, 74.5]",,Low Pass,,6.3134775,,,,,Danielle van de Donk,10658.0,,,,,,Throw-in,1,From Throw In,Desiree van Lunteren,10657.0,Right Back,8,Netherlands Women's,851,['f935b38d-e3be-4ef9-8e12-2dadcbad8304'],44,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:44.332,Pass,
,,,,,,,,,,,,,,,,,0.783385,,,,,,,,,,,,,ed27f45b-908f-4c7b-bd0f-ffff435d25be,64,,,"[78.2, 74.5]",69205,1,,,,1.1938871,,Right Foot,,,,"[80.1, 79.3]",,Ground Pass,,5.162364,,,Out,,Desiree van Lunteren,10657.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,8,Netherlands Women's,851,['81897cf6-43c9-49ff-b70e-571c483affe4'],46,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:46.050,Pass,
,,,,,,,,,,,,,,,,,1.787563,,,,,,,,,,,,,363c3cec-8c15-4265-822c-45e9dcbec6f1,66,,,"[43.0, 0.1]",69205,2,,,,0.1561975,,,,,,"[68.4, 4.1]",,High Pass,,25.713032,,,,,Aurora Galli,10225.0,,,,,,Throw-in,1,From Throw In,Alia Guagni,10213.0,Left Back,9,Italy Women's,855,['4681f21c-e08f-4748-b387-f3d26c2cbc5a'],2,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:02.429,Pass,
,,,,,,,,,,,,,,,,,1.75258,,,,,,,,,,,,,69a95990-1029-4a1e-9a4a-34705ec6977c,70,,,"[50.2, 80.0]",69205,2,,,,-2.858896,,,,,,"[29.2, 73.9]",,Low Pass,,21.868013,,,,,Stephanie van der Gragt,10647.0,,,,,,Throw-in,1,From Throw In,Desiree van Lunteren,10657.0,Right Back,10,Netherlands Women's,851,['6f107769-94eb-4351-b8d5-6e3672817fa7'],12,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:12.960,Pass,
,,,,,,,,,,,,,,,,,1.919287,,,,,,,,,,,,,27a591c8-66d2-47e4-b45a-7bfe5dd7d606,73,,,"[17.2, 65.2]",69205,2,,,,-2.0728047,,Right Foot,,,,"[7.1, 46.8]",,Ground Pass,,20.98976,,,,,Sari van Veenendaal,10646.0,,,,,,,1,From Throw In,Stephanie van der Gragt,10647.0,Right Center Back,10,Netherlands Women's,851,['208dd681-14c8-4613-977d-c48287aa6847'],16,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:16.571,Pass,
,,,,,,,,,,,,,,,,,2.437667,,,,,,,,,,,,,ed028e90-e88c-4f30-96b6-230bb10f52f1,76,,,"[8.0, 45.7]",69205,2,,,,-1.027283,,Right Foot,,,,"[33.8, 3.0]",,High Pass,,49.889175,,,,,Merel van Dongen,25659.0,,,True,,,,1,From Throw In,Sari van Veenendaal,10646.0,Goalkeeper,10,Netherlands Women's,851,['1a1aae70-66aa-42f8-9681-97f9dfa6618f'],20,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:20.319,Pass,
,,,,,,,,,,,,,,,,,1.395285,,,,,,,,,,,,,b68bf8f0-05ee-4e6f-ae73-d05b1ba59c29,79,,,"[33.8, 3.0]",69205,2,,,,2.213403,,Left Foot,,,,"[20.4, 20.9]",,Ground Pass,,22.360008,,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,From Throw In,Merel van Dongen,25659.0,Left Back,10,Netherlands Women's,851,['f6369269-4e49-4a51-a0b9-54e9e810b4ab'],24,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:24.121,Pass,
,,,,,,,,,,,,,,,,,2.322776,,,,,,,,,,,,,436a17df-011b-4d85-843b-ec4c5df8e3a7,83,,,"[19.3, 26.4]",69205,2,,,,1.3680769,,Right Foot,,,,"[28.2, 69.7]",,High Pass,,44.205204,,,,,Desiree van Lunteren,10657.0,,,True,,,,1,From Throw In,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,10,Netherlands Women's,851,['8b9fae67-97cb-4053-a1de-a30d910ee70c'],27,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:27.040,Pass,
,,,,,,,,,,,,,,,,,1.367193,,,,,,,,,,,,,f5573a9b-d58f-4ab5-a6fd-12b4978814a3,86,,,"[42.7, 73.0]",69205,2,,,,-0.074069194,,Right Foot,,,,"[71.0, 70.9]",,Ground Pass,,28.377808,,,,,Jackie Groenen,10654.0,,,,,,,1,From Throw In,Desiree van Lunteren,10657.0,Right Back,10,Netherlands Women's,851,['ebb6f017-8eee-4b89-82d8-887f102ef0b1'],32,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:32.269,Pass,
,,,,,,,,,,,,,,,,,2.52986,,,,,,,,,,,,,4b85799a-c239-4098-864d-62b92325ed2f,89,,,"[79.2, 75.1]",69205,2,,,,0.030091248,,Right Foot,,,,"[109.1, 76.0]",,Ground Pass,,29.913542,,,,,Shanice van de Sanden,10648.0,,,,,,,1,From Throw In,Jackie Groenen,10654.0,Right Center Midfield,10,Netherlands Women's,851,['7e07c41e-b781-4d2b-bb3b-482d8bb73cbb'],35,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:35.236,Pass,
,,,,,,,,,,,,,,,,,0.822858,,,,,,,,,,,,,20159a94-392f-4e6c-90a9-975e7aaaef89,96,,,"[118.5, 64.8]",69205,2,,,,-1.884835,,Right Foot,,,,"[114.7, 53.1]",,Low Pass,,12.301626,,,Incomplete,,,,,,,,,,1,From Throw In,Shanice van de Sanden,10648.0,Right Wing,10,Netherlands Women's,851,['2d3c2be1-11cf-4316-9f0b-ff5f4a471b7d'],39,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:02:39.796,Pass,
,,,,,,,,,,,,,,,,,3.094775,,,,,,,,,,,,,90aa7367-71ac-4f1e-a86a-c5e3d45ca609,101,,,"[6.0, 36.0]",69205,3,,,,0.5703833,,Right Foot,,,,"[53.7, 66.6]",,High Pass,,56.67142,,,Incomplete,,Valentina Bergamaschi,25544.0,,,,,,Goal Kick,1,From Goal Kick,Laura Giuliani,10218.0,Goalkeeper,11,Italy Women's,855,"['4fc199f4-3635-428b-86f4-6b57ca925930', 'f641368b-2100-48b4-8938-5ba80f342548']",25,,,,,,,,,,,,,,,,,Italy Women's,855,00:03:25.539,Pass,
,,,,,,,,,,,,,,,,,1.914573,,,,,,,,,,,,,4fc199f4-3635-428b-86f4-6b57ca925930,104,,,"[66.4, 13.5]",69205,3,,,True,0.9953717,,,,,,"[71.2, 20.9]",,High Pass,,8.820431,,,,,Danielle van de Donk,10658.0,,,,,,Recovery,1,Regular Play,Merel van Dongen,25659.0,Left Back,12,Netherlands Women's,851,"['3ca41a28-f4c4-4929-bc47-1bd428270be5', '90aa7367-71ac-4f1e-a86a-c5e3d45ca609', '981637f9-f2b3-4a8d-92ef-deae2298332d']",28,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:28.633,Pass,True
,,,,,,,,,,,,,,,,,0.576554,,,,,,,,,,,,,2e65837b-1cf5-40b7-998a-173ad04c1d02,108,,,"[71.4, 26.8]",69205,3,,,True,2.0686188,,,,,,"[68.9, 31.4]",,High Pass,,5.235456,,,,,Jackie Groenen,10654.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,12,Netherlands Women's,851,"['b74370dd-4e07-4d09-a866-167d67e1625d', 'dd82488f-a982-49d8-b1dd-d298beebc4f4']",32,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:32.244,Pass,True
,,,,,,,,,,,,,,,,,1.490779,,,,,,,,,,,,,b3def709-8d95-4b86-b18d-979f7f3b2158,110,,,"[68.9, 31.4]",69205,3,,,,0.44075084,,Head,,,,"[74.2, 33.9]",,High Pass,,5.860034,,,,,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Jackie Groenen,10654.0,Right Center Midfield,12,Netherlands Women's,851,['5267d4e6-c478-4d86-8f36-0e9a1c2fa159'],32,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:32.834,Pass,
,,,,,,,,,,,,,,,,,0.697066,,,,,,,,,,,,,62ec6d3b-8370-4964-8c13-92d89d992dc3,114,,,"[79.4, 32.5]",69205,3,,,,3.113431,,Right Foot,,,,"[72.3, 32.7]",,Ground Pass,,7.102816,,,,,Sherida Spitse,10645.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,12,Netherlands Women's,851,"['19d7120d-85be-49c5-989d-0360531819c1', '5d63dfbe-9d39-418e-a245-1a5859cfd1c9']",36,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:36.445,Pass,True
,,,,,,,,,,,,,,,,,2.033384,,,,,,,,,,,,,eed1b59f-b625-402c-b3eb-ae1529c2c097,117,,,"[72.3, 32.7]",69205,3,,,,2.0775604,,Right Foot,,,,"[58.2, 58.1]",,Ground Pass,,29.051163,,,,,Desiree van Lunteren,10657.0,,,,,,,1,Regular Play,Sherida Spitse,10645.0,Center Defensive Midfield,12,Netherlands Women's,851,"['19d7120d-85be-49c5-989d-0360531819c1', '6cf20563-e3d2-4a4b-bfc0-4324276fc350']",38,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:38.506,Pass,True
,,,,,,,,,,,,,,,,,1.479464,,,,,,,,,,,,,c69b2923-d804-4410-a8c6-a13d1c9b3f9c,120,,,"[58.2, 58.1]",69205,3,,,,-2.5352893,,Right Foot,,,,"[44.5, 48.6]",,Ground Pass,,16.671532,,,,,Stephanie van der Gragt,10647.0,,,,,,,1,Regular Play,Desiree van Lunteren,10657.0,Right Back,12,Netherlands Women's,851,['896e14ab-8ca4-401b-a50c-5cc93d6bd55c'],41,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:41.716,Pass,
,,,,,,,,,,,,,,,,,1.408367,,,,,,,,,,,,,bbd43bf9-a4cc-4c6e-b5c8-2c46d2029ae1,123,,,"[47.5, 42.5]",69205,3,,,,-1.668614,,Right Foot,,,,"[45.4, 21.1]",,Ground Pass,,21.50279,,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Stephanie van der Gragt,10647.0,Right Center Back,12,Netherlands Women's,851,['1b92e809-5cb0-4a68-8c86-7c7938451885'],44,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:44.511,Pass,
,,,,,,,,,,,,,,,,,1.384992,,,,,,,,,,,,,613f253e-b669-4ad7-a34a-748d111d34ea,126,,,"[47.1, 20.1]",69205,3,,,,-1.2577412,,Left Foot,,,,"[52.7, 2.8]",,Ground Pass,,18.183784,,,,,Merel van Dongen,25659.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,12,Netherlands Women's,851,['5ee665f1-6df2-4894-a6a4-94b438c1a0ee'],46,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:46.930,Pass,
,,,,,,,,,,,,,,,,,1.176781,,,,,,,,,,,,,924ff1a5-d92e-485e-8a87-ff2f44e3c330,130,,,"[55.9, 2.6]",69205,3,,,,2.6439776,,Right Foot,,,,"[39.7, 11.4]",,Ground Pass,,18.435835,,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Merel van Dongen,25659.0,Left Back,12,Netherlands Women's,851,"['284159f0-70e6-4e67-bc55-11d4b2729db6', '45a7ac84-71e2-4f59-bd16-12fcb52ecdc9']",51,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:51.574,Pass,True
,,,,,,,,,,,,,,,,,2.319485,,,,,,,,,,,,,cb0a9407-977a-48bf-a528-f8a748fca019,133,,,"[39.7, 10.4]",69205,3,,,,-0.1510651,,Left Foot,,,,"[82.4, 3.9]",,High Pass,,43.1919,,,,,Lieke Martens,10649.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,12,Netherlands Women's,851,"['580f17e2-5094-4b68-aeeb-97520e4ea758', 'e9719086-9166-4e89-ad86-4e1268730543']",52,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:03:52.751,Pass,True
