50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,294bc6a9-4e67-4584-bfc8-2ef4680de66c,1,,,,22964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10652, 'name': 'Anouk Dekker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 10651, 'name': 'Kika van Es'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Netherlands Women's,851,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a5fb79ab-62fe-429e-aede-799c3e24233f,2,,,,22964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 25620, 'name': 'Annette Ngo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25630, 'name': 'Claudine Falonne Meffometou Tcheno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 25618, 'name': 'Christine Manie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 25626, 'name': 'Raissa Feudjio Tchuanyo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 25777, 'name': 'Geneviève Ngo Mbeleck'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 25631, 'name': 'Jeannette Yango'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 25605, 'name': 'Gaelle Enganamouit'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Cameroon Women's,1208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,09480503-af51-4b28-a0a4-410b36ba0269,3,,,,22964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,['150fcd2a-ca3e-40a4-99de-b95cc155b390'],0,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,150fcd2a-ca3e-40a4-99de-b95cc155b390,4,,,,22964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Netherlands Women's,851,['09480503-af51-4b28-a0a4-410b36ba0269'],0,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5d454c67-e829-4fc8-a0cc-2c39bf9d759b,1587,,,,22964,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,85,Netherlands Women's,851,['761c5e92-1c8d-412d-a61b-f391c029b4d2'],0,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,761c5e92-1c8d-412d-a61b-f391c029b4d2,1588,,,,22964,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,85,Netherlands Women's,851,['5d454c67-e829-4fc8-a0cc-2c39bf9d759b'],0,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.942501,,,,,,,,,,,e20ef2b3-640a-4ad7-a150-dd2e1d675c14,5,,,"[61.0, 40.1]",22964,0,,,,,3.101614,,Right Foot,,,,"[53.5, 40.4]",,Ground Pass,,7.5059977,,,,,Jeannette Yango,25631.0,,,,,Kick Off,1,From Kick Off,Gaelle Enganamouit,25605.0,Center Forward,2,Cameroon Women's,1208,['b198a0a3-bc62-4c98-8e49-ac0efbbf9ba0'],0,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:00.258,Pass,
,,,,,,,,,,,,,,,,,,0.060412,,,,,,,,,,,29d2fada-2264-409f-9657-37820d09510a,9,,,"[52.7, 41.1]",22964,0,,,,,-0.7654008,,Right Foot,,,,"[57.8, 36.2]",,Low Pass,,7.072482,,,Incomplete,,Geneviève Ngo Mbeleck,25777.0,,,,,,1,From Kick Off,Jeannette Yango,25631.0,Left Center Midfield,2,Cameroon Women's,1208,"['563744f3-6d3c-4519-a3c4-e311f70a3ce3', '9f798dda-fd96-4a06-8ee1-d02e89bdb695']",1,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:01.701,Pass,
,,,,,,,,,,,,,,,,,,1.36843,,,,,,,,,,,55720a95-4725-489f-9162-8967958237cb,14,,,"[44.7, 62.7]",22964,0,,,,,1.014197,,Right Foot,,,,"[53.1, 76.2]",,Ground Pass,,15.9,,,,,Claudine Falonne Meffometou Tcheno,25630.0,,,,,,1,From Kick Off,Jeannette Yango,25631.0,Left Center Midfield,2,Cameroon Women's,1208,['6ce1b256-592f-4be1-a647-8170aba41717'],6,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:06.995,Pass,
,,,,,,,,,,,,,,,,,,0.800451,,,,,,,,,,,8d819838-0ae5-4efa-ad02-e95e13b7d66d,17,,,"[53.1, 76.2]",22964,0,,,,,-2.0816193,,Right Foot,,,,"[48.0, 67.1]",,Ground Pass,,10.431683,,,,,Jeannette Yango,25631.0,,,,,,1,From Kick Off,Claudine Falonne Meffometou Tcheno,25630.0,Right Back,2,Cameroon Women's,1208,['ec362c77-d3a0-4019-81fa-822aad7aaa4b'],8,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:08.403,Pass,
