50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b7d489a2-1100-48fe-b484-e50f99f911e0,1,,,68337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan Women's,1210,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25766, 'name': 'Nana Ichise'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25636, 'name': 'Aya Sameshima'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25765, 'name': 'Rikako Kobayashi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 25621, 'name': 'Emi Nakajima'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 25635, 'name': 'Hina Sugita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 25619, 'name': 'Kumi Yokoyama'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 8}]}",Japan Women's,1210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,31ff0ef7-b2c3-49e5-b977-559ded6be69c,2,,,68337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan Women's,1210,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 10183, 'name': 'Toni Duggan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",England Women's,865,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cfecbd9e-7228-4030-abca-99c07fed6b1d,3,,,68337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan Women's,1210,['0f2489a9-5db9-4d19-979b-119f372131f0'],0,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0f2489a9-5db9-4d19-979b-119f372131f0,4,,,68337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan Women's,1210,['cfecbd9e-7228-4030-abca-99c07fed6b1d'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2fd98b9b-fc4f-405b-9d3c-93fb77235617,2089,,,68337,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Japan Women's,1210,['acee186b-684d-47b9-bb29-008dc476a6e3'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,acee186b-684d-47b9-bb29-008dc476a6e3,2090,,,68337,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Japan Women's,1210,['2fd98b9b-fc4f-405b-9d3c-93fb77235617'],0,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.1722,,,,,,,,,,,,,7a3896ac-463b-4cd7-a63f-080ece89d064,5,,"[60.0, 40.0]",68337,0,,,,-2.4668517,,Right Foot,,,,"[52.0, 33.6]",,Ground Pass,,10.244999,,,,,Hina Sugita,25635.0,,,,,,Kick Off,1,From Kick Off,Kumi Yokoyama,25619.0,Right Center Forward,2,Japan Women's,1210,['ef8fbe18-2b37-4142-936a-546653108800'],0,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.276,Pass,
,,,,,,,,,,,,,,,,,1.709462,,,,,,,,,,,,,189b0cdb-9b1a-4b94-b38f-ec86173610aa,9,,"[51.2, 30.2]",68337,0,,,,-1.3026855,,Left Foot,,,,"[58.7, 2.9]",,High Pass,,28.311481,,,,,Jun Endo,25608.0,,,,,,,1,From Kick Off,Hina Sugita,25635.0,Left Center Midfield,2,Japan Women's,1210,['dcc3ee6d-fd64-4d26-a6aa-bd034a7afd8c'],2,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:02.873,Pass,
,,,,,,,,,,,,,,,,,1.6013,,,,,,,,,,,,,8a019499-9c91-4d1f-a53c-36ef77e0b391,13,,"[56.6, 2.9]",68337,0,,,,3.1108332,,Left Foot,,,,"[43.6, 3.3]",,Ground Pass,,13.006152,,,,,Aya Sameshima,25636.0,,,,,,,1,From Kick Off,Jun Endo,25608.0,Left Midfield,2,Japan Women's,1210,"['1293b630-a0c3-482d-bd62-2488b0946439', 'e7071a45-293d-4657-bc65-c758a1fe72d4']",5,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:05.714,Pass,True
,,,,,,,,,,,,,,,,,1.6318,,,,,,,,,,,,,eb053e86-1ccf-41c0-86a7-50d59ec6e43c,16,,"[43.6, 3.3]",68337,0,,,,0.4855419,,Left Foot,,,,"[70.7, 17.6]",,High Pass,,30.641476,,,,,Mana Iwabuchi,25610.0,,,,,,,1,From Kick Off,Aya Sameshima,25636.0,Left Back,2,Japan Women's,1210,['2c447a0d-05a0-42b0-922b-f9636baf8e60'],7,,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:07.452,Pass,
