50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2ce5f774-bfc8-4961-969f-e3d13fdc9a7d,1,,,22984,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,South Africa Women's,1216,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 25517, 'name': 'Nothando Vilakazi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25516, 'name': 'Refiloe Jane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 25518, 'name': 'Amanda Mthandi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 25748, 'name': 'Mamello Makhabane'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 25512, 'name': 'Busisiwe Ndimeni'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 25519, 'name': 'Ode Fulutudilu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",South Africa Women's,1216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5d19981a-d137-4ad9-8e0c-3b12b8edb010,2,,,22984,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,South Africa Women's,1216,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15423, 'name': 'Verena Schweers'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 13}, {'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ee405cd4-3a08-4336-8bc8-ec0e03e0c842,3,,,22984,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,South Africa Women's,1216,['9c38f2ec-6f4e-44b3-bcbe-a93d25449ce5'],0,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9c38f2ec-6f4e-44b3-bcbe-a93d25449ce5,4,,,22984,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,South Africa Women's,1216,['ee405cd4-3a08-4336-8bc8-ec0e03e0c842'],0,,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bd7ef38a-c9fa-48c4-a527-53f29744c7c5,1829,,,22984,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,111,Germany Women's,857,['3fc08a10-38b3-45ef-843f-0a58dabc39c0'],0,,,,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3fc08a10-38b3-45ef-843f-0a58dabc39c0,1830,,,22984,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,111,Germany Women's,857,['bd7ef38a-c9fa-48c4-a527-53f29744c7c5'],0,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.7296,,,,,,,,,,,,,,01b96b4d-fc33-463e-8881-b22697aa6830,5,,"[60.0, 40.0]",22984,0,,,,2.7501876,,Left Foot,,,"[47.4, 45.2]",,Ground Pass,,13.630847,,,,,Refiloe Jane,25516.0,,,,,Kick Off,1,From Kick Off,Ode Fulutudilu,25519.0,Center Forward,2,South Africa Women's,1216,['fcb70e37-6510-4424-babd-f66905dded72'],0,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:00.080,Pass,
,,,,,,,,,,,,,,,,,1.9611,,,,,,,,,,,,,,d79ec31a-ced0-40dd-9dbd-19c9d01d8ba5,8,,"[47.4, 45.4]",22984,0,,,,1.7340366,,Right Foot,,,"[43.2, 70.9]",,Ground Pass,,25.843569,,,,,Lebogang Ramalepe,25520.0,,,,,,1,From Kick Off,Refiloe Jane,25516.0,Center Defensive Midfield,2,South Africa Women's,1216,['10b8dd89-3f87-4d03-9898-fbbf8e8f1cfb'],1,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:01.689,Pass,
,,,,,,,,,,,,,,,,,1.8673,,,,,,,,,,,,,,072f365f-a451-446b-94a4-225a6adefc7e,11,,"[44.3, 76.2]",22984,0,,,,-0.42877802,,Right Foot,,,"[68.8, 65.0]",,Ground Pass,,26.938635,,,Incomplete,,Ode Fulutudilu,25519.0,,,,,,1,From Kick Off,Lebogang Ramalepe,25520.0,Right Back,2,South Africa Women's,1216,"['1e889ddc-86c3-4196-ab98-7eece85e42a7', '5715df5d-abd4-415c-b040-636f3b230858']",4,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:04.614,Pass,
,,,,,,,,,,,,,,,,,0.7948,,,,,,,,,,,,,,5c0d5fae-f805-4be4-ad3f-7f7f29751294,14,,"[72.5, 80.0]",22984,0,,,,-1.3521274,,,,,"[74.3, 71.9]",,Low Pass,,8.29759,,,,,Mamello Makhabane,25748.0,,,,,Throw-in,1,From Throw In,Lebogang Ramalepe,25520.0,Right Back,3,South Africa Women's,1216,['bd629e35-d28f-41e0-9e80-dc325904aac8'],26,,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:26.186,Pass,
