bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.1794,,,,,,,,,,,,,7a6a87c0-d7fb-4856-8d52-b81d0bfe1f14,503,,"[109.5, 28.9]",22980,11,,,,,2.7011967,8e997508-29dc-4f5e-a30c-980775560041,Right Foot,,,"[100.8, 33.0]",Ground Pass,,9.617692,,,,Viviane Asseyi,25834.0,True,,,,,,1,From Corner,Amandine Henry,10123.0,Right Center Midfield,26,France Women's,861,['c59ee5c1-d9e6-4a8f-9822-7674eb501b2d'],19,,,,,,,,,,,,,,,,France Women's,861,00:11:19.077,Pass,
,,,,,,,,,,,,,,,,,,3.004021,,,,,,,,,,,,,d780f34f-4a71-491e-b650-3a50386dcc21,507,,"[6.0, 36.0]",22980,11,,,,,-0.404661,,Right Foot,,,"[58.3, 13.6]",High Pass,,56.89508,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Chiamaka Cynthia Nnadozie,25718.0,Goalkeeper,27,Nigeria Women's,1213,['8f451d26-693b-463a-95ea-64df239b09ae'],48,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:11:48.148,Pass,
,,,,,,,,,,,,,,,,,,1.3192,,,,,,,,,,,,,8f451d26-693b-463a-95ea-64df239b09ae,509,,"[61.8, 66.5]",22980,11,,,,True,0.52903044,,,,,"[68.3, 70.3]",Low Pass,,7.5292764,,,,Delphine Cascarino,15470.0,,,,,,Recovery,1,Regular Play,Amandine Henry,10123.0,Right Center Midfield,28,France Women's,861,"['443bc796-d40f-404a-983d-5a269f3a0b96', '46e601a7-56cd-4dca-b6f6-e5ba1a8ed7b4', 'd780f34f-4a71-491e-b650-3a50386dcc21']",51,,,,,,,,,,,,,,,,France Women's,861,00:11:51.152,Pass,True
,,,,,,,,,,,,,,,,,,0.1903,,,,,,,,,,,,,26c51780-ef6d-4313-9a96-40a575c6a9b3,512,,"[72.7, 72.7]",22980,11,,,,,-0.33205947,,Right Foot,,,"[75.6, 71.7]",Low Pass,,3.0675724,,Incomplete,,Gaëtane Thiney,10113.0,,,,,,,1,Regular Play,Delphine Cascarino,15470.0,Right Midfield,28,France Women's,861,"['07306e48-38e2-4f4d-bd43-9f307fe2ce3f', '5482165c-4f95-433a-b0db-c617f07b2acb']",52,,,,,,,,,,,,,,,,France Women's,861,00:11:52.472,Pass,
,,,,,,,,,,,,,,,,,,0.8128,,,,,,,,,,,,,f9ef267d-6c85-4505-a764-887794531a6d,515,,"[54.3, 2.1]",22980,11,,,,,0.088311374,,Left Foot,,,"[73.5, 3.8]",Low Pass,,19.275114,,Incomplete,,Asisat Lamina Oshoala,24881.0,,,,,,Recovery,1,Regular Play,Ngozi Ebere,25468.0,Left Back,28,France Women's,861,"['441644ac-caee-4ad9-a141-ffd99e63c2d8', '5aba9645-6ce0-4a97-b46d-2bf63e36c0de']",54,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:11:54.486,Pass,
,,,,,,,,,,,,,,,,,,1.317192,,,,,,,,,,,,,ba31537b-a02a-4fb6-8e5c-fd0612263481,519,,"[47.5, 76.1]",22980,11,,,,,-1.387174,,Right Foot,,,"[51.4, 55.1]",Ground Pass,,21.359074,,,,Charlotte Bilbault,25727.0,,,,,,,1,Regular Play,Eve Perisset,10418.0,Right Back,28,France Women's,861,['a36db52b-ddab-46b9-9b25-d7f42f5d3ada'],57,,,,,,,,,,,,,,,,France Women's,861,00:11:57.780,Pass,
,,,,,,,,,,,,,,,,,,1.564235,,,,,,,,,,,,,d2c9a267-2937-485e-baad-4b9e656dafb4,521,,"[51.4, 55.1]",22980,11,,,,,1.7405746,,Right Foot,,,"[47.8, 76.1]",Ground Pass,,21.306337,,,,Eve Perisset,10418.0,,,,,,,1,Regular Play,Charlotte Bilbault,25727.0,Left Center Midfield,28,France Women's,861,['1c0c30c8-30ec-4557-a149-4493a30fd919'],59,,,,,,,,,,,,,,,,France Women's,861,00:11:59.097,Pass,
,,,,,,,,,,,,,,,,,,1.611625,,,,,,,,,,,,,dbdd5af8-564b-41a7-8e39-2012e9a0b940,524,,"[48.2, 72.9]",22980,12,,,,,-1.9898001,,Right Foot,,,"[37.6, 49.1]",Ground Pass,,26.053791,,,,Wendie Renard,10125.0,,,,,,,1,Regular Play,Eve Perisset,10418.0,Right Back,28,France Women's,861,['331f3323-976b-4f77-8880-ddb04cfec6a1'],1,,,,,,,,,,,,,,,,France Women's,861,00:12:01.760,Pass,
,,,,,,,,,,,,,,,,,,2.026557,,,,,,,,,,,,,0a14a02f-c418-48cf-b89a-ef0c15dbf24b,527,,"[41.6, 39.0]",22980,12,,,,,-1.4656141,,Right Foot,,,"[45.2, 4.9]",Ground Pass,,34.2895,,,,Amel Majri,15249.0,,,,,,,1,Regular Play,Wendie Renard,10125.0,Left Center Back,28,France Women's,861,['1cfe1b6a-d264-429a-a05c-681f038f0b72'],5,,,,,,,,,,,,,,,,France Women's,861,00:12:05.202,Pass,
,,,,,,,,,,,,,,,,,,1.65509,,,,,,,,,,,,,8d84062c-ab35-4980-9b7a-eca77f095467,530,,"[48.5, 8.3]",22980,12,,,,,1.2589139,,Left Foot,,,"[54.4, 26.6]",Ground Pass,,19.227585,,,,Charlotte Bilbault,25727.0,,,,,,,1,Regular Play,Amel Majri,15249.0,Left Back,28,France Women's,861,['13c1b211-df1e-4a3d-9de2-85e7faf4eda7'],8,,,,,,,,,,,,,,,,France Women's,861,00:12:08.437,Pass,
,,,,,,,,,,,,,,,,,,1.4613,,,,,,,,,,,,,bbdde38a-f90b-495e-90f4-3552d2cde50c,533,,"[59.0, 28.4]",22980,12,,,,,1.6319445,,Right Foot,,,"[57.5, 52.9]",Ground Pass,,24.545876,,,,Griedge Mbock Bathy Nka,10271.0,,,,,,,1,Regular Play,Charlotte Bilbault,25727.0,Left Center Midfield,28,France Women's,861,['1fb88fb4-5835-418b-8b70-48128ad541b2'],12,,,,,,,,,,,,,,,,France Women's,861,00:12:12.810,Pass,
,,,,,,,,,,,,,,,,,,2.076335,,,,,,,,,,,,,0a2f8df9-3bc9-4bb5-a821-3b10fe53d4de,536,,"[63.5, 55.9]",22980,12,,,,,0.73866165,,Right Foot,,,"[87.0, 77.3]",Ground Pass,,31.7838,,,,Eve Perisset,10418.0,,,,,,,1,Regular Play,Griedge Mbock Bathy Nka,10271.0,Right Center Back,28,France Women's,861,['2d58e5ba-e2bc-4b31-a2c3-81a98ef952eb'],15,,,,,,,,,,,,,,,,France Women's,861,00:12:15.584,Pass,
,,,,,,,,,,,,,,,,,,1.114896,,,,,,,,,,,,,82ff6cb6-bfbc-4b14-8572-0fc83305f7cb,540,,"[84.6, 78.4]",22980,12,,,,,-0.37170896,,Right Foot,,,"[96.4, 73.8]",Ground Pass,,12.664912,,Incomplete,,,,,,,,,,1,Regular Play,Eve Perisset,10418.0,Right Back,28,France Women's,861,"['22067e5c-ac55-42e6-915e-eecb5b9f9452', 'eb241677-ab2d-4e0b-a8f4-e15eaf31bfca']",18,,,,,,,,,,,,,,,,France Women's,861,00:12:18.408,Pass,True
,,,,,,,,,,,,,,,,,,1.211,,,,,,,,,,,,,91b96db5-6f5c-425d-a6eb-6544fafbc102,544,,"[28.3, 3.1]",22980,12,,,,,3.018327,,Right Foot,,,"[17.0, 4.5]",Ground Pass,,11.386395,,,,Ngozi Ebere,25468.0,,,,,,Recovery,1,Regular Play,Ngozi Sonia Okobi,25471.0,Left Center Midfield,28,France Women's,861,['78618139-39d7-4b6e-afc6-8a1ae906acec'],20,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:12:20.763,Pass,
,,,,,,,,,,,,,,,,,,2.653721,,,,,,,,,,,,,f28bd022-441e-46fd-b130-bd361561b0fa,548,,"[14.9, 2.6]",22980,12,,,,,-0.1015602,,Left Foot,,,"[30.6, 1.0]",High Pass,,15.781318,,Out,,,,,,,,,,1,Regular Play,Ngozi Ebere,25468.0,Left Back,28,France Women's,861,,22,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:12:22.054,Pass,
,,,,,,,,,,,,,,,,,,1.663759,,,,,,,,,,,,,af7e719a-ec17-4872-87cb-2083b7dc8114,549,,"[93.6, 80.0]",22980,12,,,,,-1.250995,,,,,"[98.7, 64.6]",High Pass,,16.222515,,,,Valérie Gauvin,25442.0,,,,,,Throw-in,1,From Throw In,Eve Perisset,10418.0,Right Back,29,France Women's,861,['c0da6aad-34f3-4d70-87ac-ac10bf22c98c'],31,,,,,,,,,,,,,,,,France Women's,861,00:12:31.968,Pass,
,,,,,,,,,,,,,,,,,,2.556869,,,,,,,,,,,,,7ecc2ffa-9a71-4dc3-83f4-5e77eddb78cf,559,,"[23.9, 18.9]",22980,12,,True,,,1.4991488,,Right Foot,,,"[26.9, 60.7]",Ground Pass,,41.907516,,,,Chidinma Nkeruka Okeke,25462.0,,,True,,,Free Kick,1,From Free Kick,Osinachi Marvis Ohale,25470.0,Left Center Back,31,Nigeria Women's,1213,['074226ae-797a-4b33-bbc5-a9e7df273e08'],45,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:12:45.405,Pass,
,,,,,,,,,,,,,,,,,,1.2807,,,,,,,,,,,,,fe7d545a-ebc0-406e-9e50-8c11c4b5b3ab,561,,"[28.1, 60.9]",22980,12,,,,,0.35988468,,Right Foot,,,"[57.6, 72.0]",Ground Pass,,31.519201,,,,Francisca Ordega,5022.0,,,,,,,1,From Free Kick,Chidinma Nkeruka Okeke,25462.0,Right Back,31,Nigeria Women's,1213,['b0c7338c-f206-46fe-8ef3-4b6c53eeb08a'],48,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:12:48.169,Pass,
,,,,,,,,,,,,,,,,,,2.733643,,,,,,,,,,,,,ff5fea6b-7893-42e6-aa38-56ae897a69a2,565,,"[44.5, 14.3]",22980,12,,,,,2.5476773,,Right Foot,,,"[13.4, 35.3]",Ground Pass,,37.526123,,,,Sarah Bouhaddi,10129.0,,,,,,Recovery,1,Regular Play,Amel Majri,15249.0,Left Back,32,France Women's,861,['6f3594ce-04c2-43a3-90ca-03febb555b6f'],52,,,,,,,,,,,,,,,,France Women's,861,00:12:52.048,Pass,
,,,,,,,,,,,,,,,,,,1.520309,,,,,,,,,,,,,15511639-d9c7-401c-bb43-de9c7e75e2e5,568,,"[14.4, 35.8]",22980,12,,,,,-0.5737405,,Right Foot,,,"[29.1, 26.3]",Ground Pass,,17.502571,,,,Wendie Renard,10125.0,,,,,,,1,Regular Play,Sarah Bouhaddi,10129.0,Goalkeeper,32,France Women's,861,['babe89f2-3cba-47ca-81fa-a030206ddf89'],57,,,,,,,,,,,,,,,,France Women's,861,00:12:57.451,Pass,
,,,,,,,,,,,,,,,,,,0.98945,,,,,,,,,,,,,25562277-708d-473e-a93a-2ae8819c6b81,571,,"[37.6, 26.8]",22980,13,,,,,0.057906207,,Right Foot,,,"[44.5, 27.2]",Ground Pass,,6.9115844,,,,Charlotte Bilbault,25727.0,,,,,,,1,Regular Play,Wendie Renard,10125.0,Left Center Back,32,France Women's,861,['68b9625c-233b-4230-86fe-5dd5d244c153'],0,,,,,,,,,,,,,,,,France Women's,861,00:13:00.543,Pass,
,,,,,,,,,,,,,,,,,,2.113329,,,,,,,,,,,,,34155add-0de3-46e0-a0b9-9ae7b64268c5,574,,"[45.4, 32.3]",22980,13,,,,,1.3502665,,Right Foot,,,"[55.6, 77.8]",Low Pass,,46.629284,,,,Eve Perisset,10418.0,,,True,,,,1,Regular Play,Charlotte Bilbault,25727.0,Left Center Midfield,32,France Women's,861,['b112bd04-a8cf-4052-8588-7b6c0ac67eea'],3,,,,,,,,,,,,,,,,France Women's,861,00:13:03.985,Pass,
,,,,,,,,,,,,,,,,,,0.923788,,,,,,,,,,,,,98d4ab2d-d292-406c-9e9a-6a914693fd32,577,,"[53.3, 77.8]",22980,13,,,,,-1.3629965,,Left Foot,,,"[56.8, 61.2]",Ground Pass,,16.964964,,,,Amandine Henry,10123.0,,,,,,,1,Regular Play,Eve Perisset,10418.0,Right Back,32,France Women's,861,['a949ad2f-b492-4b70-bd91-cf56fa603f49'],7,,,,,,,,,,,,,,,,France Women's,861,00:13:07.235,Pass,
,,,,,,,,,,,,,,,,,,1.666442,,,,,,,,,,,,,936e45af-e0f9-44fc-b64b-c696d2ee61e3,581,,"[57.9, 61.8]",22980,13,,,,,2.8674252,,Right Foot,,,"[35.5, 68.1]",Ground Pass,,23.269077,,,,Griedge Mbock Bathy Nka,10271.0,,,,,,,1,Regular Play,Amandine Henry,10123.0,Right Center Midfield,32,France Women's,861,['6b781734-2783-497f-a798-d17fb2476c4c'],8,,,,,,,,,,,,,,,,France Women's,861,00:13:08.198,Pass,
,,,,,,,,,,,,,,,,,,1.81119,,,,,,,,,,,,,5c5176d1-5d94-4cd4-87dd-a7e0dd421a76,584,,"[42.2, 65.3]",22980,13,,,,,-1.6293612,,Right Foot,,,"[40.4, 34.6]",Ground Pass,,30.752724,,,,Wendie Renard,10125.0,,,,,,,1,Regular Play,Griedge Mbock Bathy Nka,10271.0,Right Center Back,32,France Women's,861,['df56c335-31f2-42e4-b56c-de91f064755f'],11,,,,,,,,,,,,,,,,France Women's,861,00:13:11.027,Pass,
,,,,,,,,,,,,,,,,,,2.48788,,,,,,,,,,,,,86e844ea-5e31-4392-b16d-b38571f31c2e,587,,"[53.3, 31.6]",22980,13,,,,,-0.7012947,,Right Foot,,,"[90.6, 0.1]",High Pass,,48.82151,,Out,,Amel Majri,15249.0,,,,,,,1,Regular Play,Wendie Renard,10125.0,Left Center Back,32,France Women's,861,['514d6184-ac2c-4d3f-89ff-cf0540412ac4'],15,,,,,,,,,,,,,,,,France Women's,861,00:13:15.281,Pass,
,,,,,,,,,,,,,,,,,,1.411955,,,,,,,,,,,,,f2e82601-8ff2-4c01-ad73-66b9542732f8,589,,"[25.6, 80.0]",22980,13,,,,,-0.350605,,,,,"[43.1, 73.6]",High Pass,,18.633572,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Chidinma Nkeruka Okeke,25462.0,Right Back,33,Nigeria Women's,1213,['9c6ca1e0-0912-4d67-8d7d-0a74832b47b3'],31,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:13:31.008,Pass,
,,,,,,,,,,,,,,,,,,1.2774,,,,,,,,,,,,,46a7c53b-a101-4fd5-863b-a67b7fd8e070,595,,"[89.0, 4.0]",22980,14,,,,,1.6240246,,Left Foot,,,"[87.7, 28.4]",Ground Pass,,24.434607,,,,Viviane Asseyi,25834.0,,,,,,Free Kick,1,From Free Kick,Amel Majri,15249.0,Left Back,35,France Women's,861,['f2faf081-0baf-4d78-9f0e-9eddcb2e2432'],16,,,,,,,,,,,,,,,,France Women's,861,00:14:16.816,Pass,
,,,,,,,,,,,,,,,,,,1.608883,,,,,,,,,,,,,8528af13-5643-49c5-96e0-6f9e9cf5deec,597,,"[87.7, 28.4]",22980,14,,,,,-1.0564928,,Right Foot,,,"[100.3, 6.1]",Low Pass,,25.613474,,,,Amel Majri,15249.0,,,,,,,1,From Free Kick,Viviane Asseyi,25834.0,Left Midfield,35,France Women's,861,['c45614d6-bf2c-4365-b240-ca598e822e6d'],18,,,,,,,,,,,,,,,,France Women's,861,00:14:18.094,Pass,
,,,,,,,,,,,,,,,,,,1.518,,,,,,,,,,,,,8388523a-55bc-4622-90dc-1cc2868afd0f,600,,"[105.6, 9.0]",22980,14,,,,,1.3925289,0437315b-b6a4-4bd5-aac8-deaae06a3179,Left Foot,True,,"[111.6, 42.3]",High Pass,,33.836224,,,,Valérie Gauvin,25442.0,True,,,,,,1,From Free Kick,Amel Majri,15249.0,Left Back,35,France Women's,861,['6a283659-892f-445b-b01d-23dbeb6768b5'],21,,,,,,,,,,,,,,,,France Women's,861,00:14:21.135,Pass,
,,,,,,,,,,,,,,,,,,3.6441,,,,,,,,,,,,,b021d35a-8737-4e2a-b4d8-a7a5bf98bd70,604,,"[6.0, 36.0]",22980,14,,True,,,-0.6000502,,Right Foot,,,"[53.5, 3.5]",High Pass,,57.55432,,Incomplete,,Ugochi Desire Oparanozie,25472.0,,,,,,Goal Kick,1,From Goal Kick,Chiamaka Cynthia Nnadozie,25718.0,Goalkeeper,36,Nigeria Women's,1213,"['5e0a861e-9e44-41cc-91b6-7b47024c24ca', '8c1a61cc-df38-4533-8c38-b68175d13e11']",37,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:14:37.949,Pass,
,,,,,,,,,,,,,,,,,,2.127824,,,,,,,,,,,,,5e0a861e-9e44-41cc-91b6-7b47024c24ca,606,,"[66.6, 76.6]",22980,14,,,,,0.030033885,,Right Foot,,,"[89.9, 77.3]",Low Pass,,23.310513,,Incomplete,,Delphine Cascarino,15470.0,,,,,,Recovery,1,From Goal Kick,Eve Perisset,10418.0,Right Back,36,Nigeria Women's,1213,"['02f07a48-5ec3-41b8-90f7-8fa7597c1d91', '2431102f-dfde-494f-ac01-48f1f6f5bcfd', 'b021d35a-8737-4e2a-b4d8-a7a5bf98bd70']",41,,,,,,,,,,,,,,,,France Women's,861,00:14:41.593,Pass,
,,,,,,,,,,,,,,,,,,1.688013,,,,,,,,,,,,,afe0c118-da15-4f4f-9550-49d8a8c73ed6,611,,"[27.8, 2.4]",22980,14,,,,,2.5033872,,Left Foot,,,"[9.6, 15.9]",Ground Pass,,22.660318,,,,Osinachi Marvis Ohale,25470.0,,,,,,,1,From Goal Kick,Ngozi Ebere,25468.0,Left Back,36,Nigeria Women's,1213,['77b7fa67-3a22-44b3-8da5-e5fa72344e7a'],44,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:14:44.572,Pass,
,,,,,,,,,,,,,,,,,,2.472815,,,,,,,,,,,,,f9698271-d9cc-428d-a7fa-f6e57e5b6c6d,615,,"[9.9, 13.4]",22980,14,,,,,-0.19400957,,Left Foot,,,"[44.0, 6.7]",High Pass,,34.75198,,,,Ugochi Desire Oparanozie,25472.0,,,,,,,1,From Goal Kick,Osinachi Marvis Ohale,25470.0,Left Center Back,36,Nigeria Women's,1213,['cc4a11e2-529d-43d1-a332-5a19bf37da47'],47,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:14:47.089,Pass,
,,,,,,,,,,,,,,,,,,0.290495,,,,,,,,,,,,,8ebec58b-45f3-42c5-aa85-f76dbf741070,623,,"[82.1, 73.3]",22980,14,,,,,-0.6682894,,Right Foot,,,"[84.0, 71.8]",Ground Pass,,2.4207437,,Incomplete,,Gaëtane Thiney,10113.0,,,,,,,1,Regular Play,Amandine Henry,10123.0,Right Center Midfield,37,France Women's,861,"['a446c695-5fb1-49e7-a4ad-fafad54c0908', 'dc019e49-62d3-46fe-aa84-e1d057597bb1', 'fe9c65dc-ff24-4120-a94b-ded100a56689']",52,,,,,,,,,,,,,,,,France Women's,861,00:14:52.740,Pass,True
,,,,,,,,,,,,,,,,,,1.547138,,,,,,,,,,,,,5690b616-9657-4e0d-b554-6991a36af3d5,626,,"[91.1, 80.0]",22980,15,,,,,-2.2794225,,,,,"[82.1, 69.5]",Low Pass,,13.829317,,,,Charlotte Bilbault,25727.0,,,,,,Throw-in,1,From Throw In,Eve Perisset,10418.0,Right Back,38,France Women's,861,['1000275e-2bd6-4216-b2d7-2ec0092805b8'],0,,,,,,,,,,,,,,,,France Women's,861,00:15:00.924,Pass,
,,,,,,,,,,,,,,,,,,2.355572,,,,,,,,,,,,,c4917184-0cd4-4084-a78e-0d873844aa56,629,,"[72.6, 60.5]",22980,15,,,,,-2.089052,,Left Foot,,,"[58.8, 36.3]",Ground Pass,,27.858212,,,,Wendie Renard,10125.0,,,,,,,1,From Throw In,Charlotte Bilbault,25727.0,Left Center Midfield,38,France Women's,861,['832c4928-7648-4d80-8ea0-2e795a481a6f'],4,,,,,,,,,,,,,,,,France Women's,861,00:15:04.849,Pass,
,,,,,,,,,,,,,,,,,,1.270362,,,,,,,,,,,,,54a05ebe-d8ea-451d-8764-f18ea923ee58,632,,"[63.0, 37.0]",22980,15,,,,,1.3214381,,Right Foot,,,"[67.1, 53.1]",Ground Pass,,16.61385,,,,Charlotte Bilbault,25727.0,,,,,,,1,From Throw In,Wendie Renard,10125.0,Left Center Back,38,France Women's,861,['23a60e77-8f83-49d7-b9be-61e8c5af8e8b'],8,,,,,,,,,,,,,,,,France Women's,861,00:15:08.984,Pass,
,,,,,,,,,,,,,,,,,,1.359811,,,,,,,,,,,,,e5316cef-2d14-439b-a920-cd1a729c41c8,635,,"[67.3, 57.4]",22980,15,,,,,-1.7979198,,Right Foot,,,"[62.1, 34.9]",Ground Pass,,23.093073,,,,Wendie Renard,10125.0,,,,,,,1,From Throw In,Charlotte Bilbault,25727.0,Left Center Midfield,38,France Women's,861,['107cd29e-dfd7-436e-8e0f-d7607c7d1e30'],10,,,,,,,,,,,,,,,,France Women's,861,00:15:10.742,Pass,
,,,,,,,,,,,,,,,,,,1.822639,,,,,,,,,,,,,42620dbb-125f-456e-b003-b1a0499e7832,638,,"[62.7, 32.3]",22980,15,,,,,-1.3356829,,Right Foot,,,"[69.0, 6.0]",Ground Pass,,27.044039,,,,Amel Majri,15249.0,,,,,,,1,From Throw In,Wendie Renard,10125.0,Left Center Back,38,France Women's,861,['bad7a35a-2218-4c62-b6e2-c5e351381ea0'],13,,,,,,,,,,,,,,,,France Women's,861,00:15:13.684,Pass,
,,,,,,,,,,,,,,,,,,1.448939,,,,,,,,,,,,,d0994e43-ab6a-4e63-a4fb-a1bc16579e96,641,,"[73.8, 11.1]",22980,15,,,,,2.506371,,Left Foot,,,"[56.3, 24.0]",Ground Pass,,21.740746,,,,Wendie Renard,10125.0,,,,,,,1,From Throw In,Amel Majri,15249.0,Left Back,38,France Women's,861,['3882fa0c-73d2-40a8-a02f-76e3b6865a30'],18,,,,,,,,,,,,,,,,France Women's,861,00:15:18.521,Pass,
,,,,,,,,,,,,,,,,,,1.937954,,,,,,,,,,,,,fa36ab66-f701-4224-a925-895562745b64,644,,"[56.5, 30.3]",22980,15,,,,,0.94605684,,Right Foot,,,"[77.7, 59.7]",Ground Pass,,36.24638,,,,Amandine Henry,10123.0,,,,,,,1,From Throw In,Wendie Renard,10125.0,Left Center Back,38,France Women's,861,['d0fb5878-4045-43d6-9f31-298533b5c71a'],21,,,,,,,,,,,,,,,,France Women's,861,00:15:21.297,Pass,
,,,,,,,,,,,,,,,,,,1.5573,,,,,,,,,,,,,e6badea9-a1a7-4f9a-82ed-ad1815e40c8a,647,,"[78.2, 62.1]",22980,15,,,,,0.79309034,,Right Foot,,,"[91.1, 75.2]",Ground Pass,,18.38532,,,,Eve Perisset,10418.0,,,,,,,1,From Throw In,Amandine Henry,10123.0,Right Center Midfield,38,France Women's,861,['93822e07-3a85-469d-b54a-5e93e68746b8'],25,,,,,,,,,,,,,,,,France Women's,861,00:15:25.264,Pass,
,,,,,,,,,,,,,,,,,,1.4215,,,,,,,,,,,,,0d69ec72-0a74-4331-b914-fcbd16f0ccfe,653,,"[92.9, 74.8]",22980,16,,,,,-1.048673,,Left Foot,True,,"[111.6, 42.3]",High Pass,,37.495865,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Amel Majri,15249.0,Left Back,39,France Women's,861,['929ba7c7-c637-4c10-82d2-7e59d03fcc14'],10,,,,,,,,,,,,,,,,France Women's,861,00:16:10.407,Pass,
,,,,,,,,,,,,,,,,,,2.3086,,,,,,,,,,,,,8067a51c-b474-4f92-bde1-04488d6b9a5e,656,,"[120.0, 80.0]",22980,16,,,,,-1.8162702,ef0ec4fb-b559-4bc6-91bd-d92571d46f22,Right Foot,,,"[108.1, 32.5]",High Pass,,48.96795,,,,Amandine Henry,10123.0,True,True,True,Straight,,Corner,1,From Corner,Gaëtane Thiney,10113.0,Left Center Forward,40,France Women's,861,['3025eba0-9b92-466e-9b03-20bfcf3a1146'],40,,,,,,,,,,,,,,,,France Women's,861,00:16:40.094,Pass,
,,,,,,,,,,,,,,,,,,2.731,,,,,,,,,,,,,3b2a67f2-aeed-4fed-a20b-f363dd155ceb,660,,"[6.0, 44.0]",22980,17,,True,,,0.19142549,,Right Foot,,,"[57.6, 54.0]",High Pass,,52.560062,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Chiamaka Cynthia Nnadozie,25718.0,Goalkeeper,41,Nigeria Women's,1213,['699985bc-ea2f-42d9-8700-670ab981d8fe'],8,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:17:08.194,Pass,
,,,,,,,,,,,,,,,,,,2.240536,,,,,,,,,,,,,a05bb645-0b7c-4c40-906c-59227835b731,663,,"[77.3, 23.6]",22980,17,,,,,-1.7955076,,Head,,,"[73.3, 6.1]",High Pass,,17.951323,,,,Viviane Asseyi,25834.0,,,,,,Recovery,1,Regular Play,Valérie Gauvin,25442.0,Right Center Forward,42,France Women's,861,['075a6a27-37b0-4f87-a1e5-a1aa504ac628'],12,,,,,,,,,,,,,,,,France Women's,861,00:17:12.277,Pass,
,,,,,,,,,,,,,,,,,,1.033376,,,,,,,,,,,,,06a176a3-0161-49a6-bbeb-271949ae9a22,666,,"[77.0, 4.9]",22980,17,,,,,1.1217108,,Right Foot,,,"[81.0, 13.2]",Ground Pass,,9.213577,,,,Amandine Henry,10123.0,,,,,,,1,Regular Play,Viviane Asseyi,25834.0,Left Midfield,42,France Women's,861,['28ebdf03-60a8-4780-856f-967992865dde'],15,,,,,,,,,,,,,,,,France Women's,861,00:17:15.682,Pass,
,,,,,,,,,,,,,,,,,,1.1548,,,,,,,,,,,,,1b821aaf-0e16-429e-ba78-caef7a02788a,681,,"[44.5, 58.1]",22980,17,,,,,-1.0003539,,Right Foot,,,"[59.0, 35.5]",Ground Pass,,26.85163,,,,Ngozi Sonia Okobi,25471.0,,,,,,,1,Regular Play,Francisca Ordega,5022.0,Right Wing,42,France Women's,861,['b1a8a1e0-1de3-45ba-9bb7-4c0c47bdcc28'],21,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:17:21.982,Pass,
,,,,,,,,,,,,,,,,,,1.271366,,,,,,,,,,,,,c9c6d944-386e-4636-a9ea-469d0d50afb6,687,,"[50.1, 71.0]",22980,17,,,,,-2.4962118,,Left Foot,,,"[41.6, 64.6]",Ground Pass,,10.640018,,,,Delphine Cascarino,15470.0,,,,,,,1,Regular Play,Eve Perisset,10418.0,Right Back,42,France Women's,861,['3cecbcea-6650-42ea-a4c8-bc80dab5da57'],27,,,,,,,,,,,,,,,,France Women's,861,00:17:27.486,Pass,
