ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.0159,,,,,,,,,,,,4dcff703-9ec2-4365-8e7e-2ac6169c37cb,18,,,"[34.8, 21.9]",22921,0,,,,-0.11915123,,Right Foot,,,"[49.0, 20.2]",,Ground Pass,,14.301398,,,,Eugénie Le Sommer,10121.0,,,,,,1,Regular Play,Wendie Renard,10125.0,Left Center Back,3,France Women's,861,['ae2d4925-a856-496c-9c63-714b31cbd35c'],14,,,,,,,,,,,,,,,,,France Women's,861,00:00:14.054,Pass,
,,,,,,,,,,,,,,,1.7729,,,,,,,,,,,,3063263f-5ab7-46c9-ac22-c0a620dad7c9,21,,,"[41.9, 22.7]",22921,0,,,,1.8313987,,Right Foot,,,"[35.9, 45.2]",,Ground Pass,,23.286263,,,,Griedge Mbock Bathy Nka,10271.0,,,,,,1,Regular Play,Eugénie Le Sommer,10121.0,Left Midfield,3,France Women's,861,['344d7a21-56f8-4885-a775-413ed10747eb'],17,,,,,,,,,,,,,,,,,France Women's,861,00:00:17.091,Pass,
,,,,,,,,,,,,,,,1.4809,,,,,,,,,,,,8e1ea49f-cd33-485e-839d-af4f56baefff,24,,,"[37.6, 45.8]",22921,0,,,,-1.5465586,,Right Foot,,,"[38.0, 29.3]",,Ground Pass,,16.504848,,,,Wendie Renard,10125.0,,,,,,1,Regular Play,Griedge Mbock Bathy Nka,10271.0,Right Center Back,3,France Women's,861,['5ac67d08-314e-4f9b-b0de-2b2f44f07e8a'],21,,,,,,,,,,,,,,,,,France Women's,861,00:00:21.495,Pass,
,,,,,,,,,,,,,,,1.2383,,,,,,,,,,,,41f9ce11-1c36-48f2-ae12-1d74de533b9c,27,,,"[45.9, 30.6]",22921,0,,,,-0.68726873,,Right Foot,,,"[56.5, 21.9]",,Ground Pass,,13.713133,,,,Eugénie Le Sommer,10121.0,,,,,,1,Regular Play,Wendie Renard,10125.0,Left Center Back,3,France Women's,861,['04b84636-bd1e-419a-a7c5-e526efbe08a0'],27,,,,,,,,,,,,,,,,,France Women's,861,00:00:27.882,Pass,
,,,,,,,,,,,,,,,0.079,,,,,,,,,,,,e2a29603-5924-45a6-87cc-c1f6d59bfb74,31,,,"[61.8, 21.9]",22921,0,,,,0.36254424,,Right Foot,,,"[64.7, 23.0]",,Low Pass,,3.1016126,,Incomplete,,,,,,,,,1,Regular Play,Eugénie Le Sommer,10121.0,Left Midfield,3,France Women's,861,['4f2fb90e-0f3d-4469-b1ac-e866010cd21a'],30,,,,,,,,,,,,,,,,,France Women's,861,00:00:30.370,Pass,
,,,,,,,,,,,,,,,2.581333,,,,,,,,,,,,dd3d46ba-d231-4df3-b729-e5cca59be8b7,36,,,"[63.4, 60.3]",22921,0,,,,-0.6933274,,Right Foot,,,"[98.3, 31.3]",,High Pass,,45.376316,,Incomplete,,Seol-Bin Jung,25454.0,,,,,Free Kick,1,From Free Kick,Bo-Ram Hwang,25455.0,Right Center Back,4,Korea Republic Women's,1211,"['7b3c1d4f-ae7b-4fb8-a419-fcbc18589cbb', 'd1cb31e0-c8fe-48ff-869d-08bc55ddebd3']",56,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:56.190,Pass,
,,,,,,,,,,,,,,,2.5097,,,,,,,,,,,,31b79aee-c931-47c2-a1c5-b1d2c45c7f52,46,,,"[24.3, 43.4]",22921,1,,,,-3.0436413,,Right Foot,,,"[7.0, 41.7]",,Ground Pass,,17.383326,,,,Sarah Bouhaddi,10129.0,,,,,,1,Regular Play,Elise Bussaglia,10114.0,Left Defensive Midfield,5,France Women's,861,['2500a068-c5ed-485f-8aca-bd95e23696b0'],3,,,,,,,,,,,,,,,,,France Women's,861,00:01:03.139,Pass,
,,,,,,,,,,,,,,,1.5161,,,,,,,,,,,,dface56b-59bf-4080-8a93-d46324f5c13a,49,,,"[7.9, 35.5]",22921,1,,,,-0.607802,,Right Foot,,,"[19.4, 27.5]",,Ground Pass,,14.008925,,,,Wendie Renard,10125.0,,,,,,1,Regular Play,Sarah Bouhaddi,10129.0,Goalkeeper,5,France Women's,861,['b03a4992-80d0-4225-9e5a-670be4970034'],9,,,,,,,,,,,,,,,,,France Women's,861,00:01:09.090,Pass,
,,,,,,,,,,,,,,,1.5617,,,,,,,,,,,,374495c6-3658-4a0a-ad70-879eb4181830,52,,,"[26.0, 32.4]",22921,1,,,,1.3734008,,Right Foot,,,"[29.7, 50.9]",,Ground Pass,,18.866373,,,,Griedge Mbock Bathy Nka,10271.0,,,,,,1,Regular Play,Wendie Renard,10125.0,Left Center Back,5,France Women's,861,['6264e69e-7568-4fad-a181-6ca3cc767706'],13,,,,,,,,,,,,,,,,,France Women's,861,00:01:13.331,Pass,
,,,,,,,,,,,,,,,1.0446,,,,,,,,,,,,204196c0-3e1f-498f-86c2-bb1d8928a8fb,55,,,"[41.7, 66.5]",22921,1,,,,0.9568816,,Right Foot,,,"[49.1, 77.0]",,Ground Pass,,12.845622,,,,Marion Torrent,25446.0,,,,,,1,Regular Play,Griedge Mbock Bathy Nka,10271.0,Right Center Back,5,France Women's,861,['7f1919a8-e8d3-4c5a-bb7f-14bcefad7d73'],16,,,,,,,,,,,,,,,,,France Women's,861,00:01:16.836,Pass,
,,,,,,,,,,,,,,,0.6918,,,,,,,,,,,,a59fbb68-742f-4e9e-92fd-ee479ee76408,59,,,"[48.4, 77.8]",22921,1,,,,0.088874176,,Right Foot,,,"[58.5, 78.7]",,Ground Pass,,10.140019,,,,Delphine Cascarino,15470.0,,,,,,1,Regular Play,Marion Torrent,25446.0,Right Back,5,France Women's,861,"['70e9d517-cdc6-4ae3-8928-7c12a1aedf1a', '98a2e8f6-4c93-43b6-a473-9c19c2152f86']",18,,,,,,,,,,,,,,,,,France Women's,861,00:01:18.556,Pass,True
,,,,,,,,,,,,,,,1.8367,,,,,,,,,,,,6fb70953-c376-4cff-9bd8-009fc18f8997,61,,,"[58.5, 78.7]",22921,1,,,,-2.5453935,,Right Foot,,,"[47.3, 71.1]",,Ground Pass,,13.535139,,,,Marion Torrent,25446.0,,,,,,1,Regular Play,Delphine Cascarino,15470.0,Right Midfield,5,France Women's,861,['ab4555ed-57d6-483b-a1c9-a4625be486b4'],19,,,,,,,,,,,,,,,,,France Women's,861,00:01:19.248,Pass,
,,,,,,,,,,,,,,,2.4529,,,,,,,,,,,,192a7e59-3618-4ebf-88cd-dacc4a209773,64,,,"[48.2, 71.6]",22921,1,,,,2.7392716,,Right Foot,,,"[38.8, 75.6]",,Ground Pass,,10.215674,,,,Griedge Mbock Bathy Nka,10271.0,,,,,,1,Regular Play,Marion Torrent,25446.0,Right Back,5,France Women's,861,"['b541af28-3d22-4fca-b57d-da24a47332c9', 'edf5e415-2823-49eb-b0c2-062d5c68825a']",21,,,,,,,,,,,,,,,,,France Women's,861,00:01:21.085,Pass,True
,,,,,,,,,,,,,,,1.9774,,,,,,,,,,,,9a6c333f-a5ac-4078-a996-4e148bc948fb,67,,,"[40.6, 61.9]",22921,1,,,,-1.5529411,,Right Foot,,,"[41.1, 33.9]",,Ground Pass,,28.004463,,,,Wendie Renard,10125.0,,,,,,1,Regular Play,Griedge Mbock Bathy Nka,10271.0,Right Center Back,5,France Women's,861,['e6c416db-9e7e-41b0-9e78-c177e5afe0bd'],25,,,,,,,,,,,,,,,,,France Women's,861,00:01:25.356,Pass,
,,,,,,,,,,,,,,,2.8506,,,,,,,,,,,,b562939d-fc19-4190-8e34-a8b21cad7811,70,,,"[47.3, 31.3]",22921,1,,,,-0.6074446,,Right Foot,,,"[88.3, 2.8]",,High Pass,,49.932453,,,,Eugénie Le Sommer,10121.0,,,,,,1,Regular Play,Wendie Renard,10125.0,Left Center Back,5,France Women's,861,['c64fec6c-8923-4cc2-89b8-c37a8354e5f8'],28,,,,,,,,,,,,,,,,,France Women's,861,00:01:28.924,Pass,
,,,,,,,,,,,,,,,1.6435,,,,,,,,,,,,ff8c2d2b-b001-4d8f-b062-09cfe47fb775,73,,,"[88.3, 2.8]",22921,1,,,,1.7813683,,Right Foot,,,"[85.5, 15.9]",,Ground Pass,,13.395895,,,,Amandine Henry,10123.0,,,,,,1,Regular Play,Eugénie Le Sommer,10121.0,Left Midfield,5,France Women's,861,['bba9390a-2415-498b-8ab3-ccbc3a853f95'],33,,,,,,,,,,,,,,,,,France Women's,861,00:01:33.057,Pass,
,,,,,,,,,,,,,,,1.3301,,,,,,,,,,,,72a84024-ab15-44f2-8b85-9fd0f9738a8c,81,,,"[107.4, 8.2]",22921,1,,,,1.6162196,,Left Foot,True,,"[106.2, 34.6]",,Low Pass,,26.42726,,,,Kadidiatou Diani,10137.0,,,,,,1,Regular Play,Amandine Henry,10123.0,Right Defensive Midfield,5,France Women's,861,['4a500c6c-abf4-4119-9fa3-c14cb934fa8d'],37,,,,,,,,,,,,,,,,,France Women's,861,00:01:37.252,Pass,
,,,,,,,,,,,,,,,1.2661,,,,,,,,,,,,be24f8ef-934e-4fd2-8d95-708332e2f66d,88,,,"[15.0, 44.5]",22921,1,,,,1.5637043,,Left Foot,,,"[15.1, 58.6]",,Ground Pass,,14.100354,,Incomplete,,So-Hyun Cho,22798.0,,,,,,1,Regular Play,Young-Ju Lee,25450.0,Right Defensive Midfield,5,France Women's,861,"['2e22104e-57bb-4359-b205-0b3279d5af58', 'fbf636c1-f442-4f31-8b09-39c9ca2142d1']",40,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:40.652,Pass,
,,,,,,,,,,,,,,,3.143879,,,,,,,,,,,,1ffcbc65-58d2-4562-b24d-cd3a85768f04,93,,,"[7.0, 36.1]",22921,1,True,,,-0.6149745,,Right Foot,,,"[19.6, 27.2]",,Ground Pass,,15.426276,,,,Do-Yeon Kim,25448.0,,,,,Goal Kick,1,From Goal Kick,Min-Jeong Kim,25449.0,Goalkeeper,6,Korea Republic Women's,1211,['a7873c7c-a031-48ce-8297-c7d28d0dcb30'],59,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:59.086,Pass,
,,,,,,,,,,,,,,,2.049954,,,,,,,,,,,,54cb22b8-b0ed-45da-a346-3978467d72b8,95,,,"[21.5, 27.5]",22921,2,,,,1.5707964,,Right Foot,,,"[21.5, 51.4]",,Low Pass,,23.9,,,,Bo-Ram Hwang,25455.0,,,,,,1,From Goal Kick,Do-Yeon Kim,25448.0,Left Center Back,6,Korea Republic Women's,1211,['fb7fae80-9810-4e31-b47e-9a06f4b7433e'],7,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:07.171,Pass,
,,,,,,,,,,,,,,,1.457196,,,,,,,,,,,,e81291f2-3987-42f9-9f92-aa9f91d9dbf4,98,,,"[29.6, 54.2]",22921,2,,,,0.91944945,,Right Foot,,,"[46.6, 76.5]",,Ground Pass,,28.040863,,,,Hye-Ri Kim,25451.0,,,,,,1,From Goal Kick,Bo-Ram Hwang,25455.0,Right Center Back,6,Korea Republic Women's,1211,['2a12afc9-2c2a-4182-be7f-1121601e26ec'],11,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:11.050,Pass,
,,,,,,,,,,,,,,,4.4597,,,,,,,,,,,,e9c65919-b443-4214-9fc1-dbab2c18d059,101,,,"[46.6, 76.5]",22921,2,,,,-0.28764305,,Right Foot,,,"[104.4, 59.4]",,High Pass,,60.276447,,Incomplete,,Seol-Bin Jung,25454.0,,,,,,1,From Goal Kick,Hye-Ri Kim,25451.0,Right Back,6,Korea Republic Women's,1211,"['8b519a88-c438-4b27-bbef-b96d40979281', 'db9269b4-354a-4c56-8ea9-742f19b3c201']",13,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:13.656,Pass,
,,,,,,,,,,,,,,,2.4382,,,,,,,,,,,,652b3556-c7cc-41d0-846a-bd075afdb5cf,105,,,"[14.3, 22.1]",22921,2,,,,1.1958046,,Right Foot,,,"[25.4, 50.3]",,Ground Pass,,30.30594,,,,Griedge Mbock Bathy Nka,10271.0,,,,,,1,Regular Play,Sarah Bouhaddi,10129.0,Goalkeeper,7,France Women's,861,['74eaa001-435e-465a-9d50-fd2636d77e1c'],19,,,,,,,,,,,,,,,,,France Women's,861,00:02:19.295,Pass,
,,,,,,,,,,,,,,,1.9702,,,,,,,,,,,,ce858134-2c7b-4d70-8b92-e8556beca885,108,,,"[38.5, 49.1]",22921,2,,,,-1.294128,,Right Foot,,,"[43.1, 32.9]",,Ground Pass,,16.840427,,,,Wendie Renard,10125.0,,,,,,1,Regular Play,Griedge Mbock Bathy Nka,10271.0,Right Center Back,7,France Women's,861,['22464ccc-dd15-43aa-9583-01f6c0db6a63'],24,,,,,,,,,,,,,,,,,France Women's,861,00:02:24.701,Pass,
,,,,,,,,,,,,,,,1.4434,,,,,,,,,,,,1ed36dbc-09b6-4088-a76a-8b229d62375f,111,,,"[45.1, 28.5]",22921,2,,,,-1.2619407,,Right Foot,,,"[53.3, 2.8]",,Ground Pass,,26.97647,,,,Amel Majri,15249.0,,,,,,1,Regular Play,Wendie Renard,10125.0,Left Center Back,7,France Women's,861,['a44d3039-f977-489e-a0f5-1538459cd6ca'],27,,,,,,,,,,,,,,,,,France Women's,861,00:02:27.915,Pass,
,,,,,,,,,,,,,,,2.4166,,,,,,,,,,,,66240dcf-ea9f-45fa-98d0-eefd7a16e9ad,114,,,"[53.9, 3.3]",22921,2,,,,0.13835096,,Left Foot,,,"[93.4, 8.8]",,High Pass,,39.881073,,,,Kadidiatou Diani,10137.0,,,,,,1,Regular Play,Amel Majri,15249.0,Left Back,7,France Women's,861,['d1e36ae3-a3c8-4863-818b-a9b2d465ff26'],30,,,,,,,,,,,,,,,,,France Women's,861,00:02:30.477,Pass,
,,,,,,,,,,,,,,,0.941,,,,,,,,,,,,4cf093f0-1737-4822-8951-1fcdce5907d9,121,,,"[99.7, 25.3]",22921,2,,,,2.395722,710812c9-2796-42e7-87cf-1f171cfbfa9f,Right Foot,,,"[90.5, 33.8]",,Ground Pass,,12.525574,,,,Eugénie Le Sommer,10121.0,True,,,,,1,Regular Play,Kadidiatou Diani,10137.0,Right Center Forward,7,France Women's,861,['07c13521-970f-4d8f-802f-76668c45dee0'],37,,,,,,,,,,,,,,,,,France Women's,861,00:02:37.808,Pass,
,,,,,,,,,,,,,,,0.852135,,,,,,,,,,,,c05ee652-bda0-4adf-b309-41c286fbf8d6,128,,,"[30.4, 43.7]",22921,2,,,,2.3561945,,Right Foot,,,"[24.1, 50.0]",,Ground Pass,,8.909546,,,,So-Hyun Cho,22798.0,,,,,Recovery,1,Regular Play,Seol-Bin Jung,25454.0,Center Forward,8,Korea Republic Women's,1211,['688ad804-d9db-4973-92fd-fcc65c981f67'],41,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:41.367,Pass,
,,,,,,,,,,,,,,,0.1811,,,,,,,,,,,,9d6212d9-b5d8-4a4a-9793-fdb70ea97926,132,,,"[24.1, 54.0]",22921,2,,,,0.0391956,,Right Foot,,,"[29.2, 54.2]",,Ground Pass,,5.10392,,Incomplete,,Seol-Bin Jung,25454.0,,,,,,1,Regular Play,So-Hyun Cho,22798.0,Left Defensive Midfield,8,Korea Republic Women's,1211,"['4cda2b33-7fe1-4055-bf70-332cbb7157e9', '60fde253-0f53-44ca-95d3-3e0cfd72f804']",43,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:02:43.394,Pass,
,,,,,,,,,,,,,,,5.4076,,,,,,,,,,,,3e46be90-de9e-4815-a750-44637f3e98dd,139,,,"[25.5, 52.3]",22921,3,,,,-0.09760805,,Right Foot,,,"[107.2, 44.3]",,High Pass,,82.090744,,Incomplete,,Seol-Bin Jung,25454.0,,,,,Free Kick,1,From Free Kick,Min-Jeong Kim,25449.0,Goalkeeper,9,Korea Republic Women's,1211,"['3665d97c-0158-43ef-aa64-d52eed42cad3', '95483ad2-aace-4abf-a0e7-5920aa7c329c']",14,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:03:14.999,Pass,
,,,,,,,,,,,,,,,2.0114,,,,,,,,,,,,71fc9387-abf9-4fa5-858e-b2c831ba3650,143,,,"[15.7, 36.7]",22921,3,,,,0.8250599,,Keeper Arm,,,"[27.8, 49.8]",,Ground Pass,,17.833115,,,,Griedge Mbock Bathy Nka,10271.0,,,,,,1,Regular Play,Sarah Bouhaddi,10129.0,Goalkeeper,10,France Women's,861,['0db609ab-c053-40af-8fbe-005beafc83e1'],22,,,,,,,,,,,,,,,,,France Women's,861,00:03:22.553,Pass,
,,,,,,,,,,,,,,,2.5121,,,,,,,,,,,,8b5b115f-c96a-4aee-9405-53252634f923,146,,,"[39.6, 55.1]",22921,3,,,,0.9272952,,Left Foot,,,"[52.2, 71.9]",,Ground Pass,,21.0,,,,Marion Torrent,25446.0,,,,,,1,Regular Play,Griedge Mbock Bathy Nka,10271.0,Right Center Back,10,France Women's,861,['4c5c4f4c-ad39-42cc-891e-67001085e259'],25,,,,,,,,,,,,,,,,,France Women's,861,00:03:25.816,Pass,
,,,,,,,,,,,,,,,0.732,,,,,,,,,,,,5c8d9ed0-da82-4eec-9142-e0f6b685bc25,149,,,"[52.7, 71.9]",22921,3,,,,-1.2951669,,Right Foot,,,"[55.5, 62.0]",,Ground Pass,,10.288342,,,,Elise Bussaglia,10114.0,,,,,,1,Regular Play,Marion Torrent,25446.0,Right Back,10,France Women's,861,['a46486bb-e486-42c2-8094-e646ab8f2c42'],29,,,,,,,,,,,,,,,,,France Women's,861,00:03:29.572,Pass,
,,,,,,,,,,,,,,,0.7012,,,,,,,,,,,,3e635e0a-baf9-49c1-a8d3-af3e5acfc490,152,,,"[55.5, 62.0]",22921,3,,,,0.7575169,,Right Foot,,,"[68.4, 74.2]",,Ground Pass,,17.755281,,,,Delphine Cascarino,15470.0,,,,,,1,Regular Play,Elise Bussaglia,10114.0,Left Defensive Midfield,10,France Women's,861,['eedc31a8-bef1-402d-b6e1-c4ac9943b3ff'],31,,,,,,,,,,,,,,,,,France Women's,861,00:03:31.114,Pass,
