bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.323184,,,,,,,,,,,,,,,ce39e381-d5d5-489d-93a7-fade43b026a1,15,,"[78.4, 21.6]",68338,0,,,,,-0.11147622,,Head,,,,"[91.8, 20.1]",,Low Pass,,13.483694,Incomplete,,María Florencia Bonsegundo,25640.0,,,,,Recovery,1,From Kick Off,Vanesa Santana,25606.0,Left Center Midfield,2,Argentina Women's,1204,"['e5648ab3-1166-4443-91f2-5936b6c74e15', 'f4c7a472-fd60-4538-96b0-405f488057be', 'fc6da07b-eb0b-47a3-8a31-0b0a88964101']",7,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:07.736,Pass,
,,,,,,,,,,,,,,,,,0.578793,,,,,,,,,,,,,,,4e1431e4-1440-4309-9875-719250d4acbe,19,,"[27.2, 55.8]",68338,0,,,,,-2.664553,,Right Foot,,,,"[18.3, 51.2]",,Ground Pass,,10.018483,,,Rachel Corsie,4984.0,,,,,,1,From Kick Off,Kirsty Smith,10196.0,Right Back,2,Argentina Women's,1204,['e1ac85ac-8ac1-402f-ae7b-b6ce97e18d13'],10,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:10.132,Pass,
,,,,,,,,,,,,,,,,,6.5019,,,,,,,,,,,,,,,35f1d59b-effb-4c6f-8e4d-24d047ece949,23,,"[19.8, 52.9]",68338,0,,,,,0.18273723,,Right Foot,,,,"[86.9, 65.3]",,High Pass,,68.23614,Incomplete,,Erin Cuthbert,4660.0,,,,,,1,From Kick Off,Rachel Corsie,4984.0,Right Center Back,2,Argentina Women's,1204,"['47fc6c7f-c152-4de6-b686-cb86b3ef2e7f', '8c500685-9b29-44a6-b5c6-c80cd8e87646', 'a46dce26-83b9-45fa-9c54-20e92b187d1f']",12,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:12.075,Pass,True
,,,,,,,,,,,,,,,,,1.901428,,,,,,,,,,,,,,,a46dce26-83b9-45fa-9c54-20e92b187d1f,25,,"[33.2, 14.8]",68338,0,,,,,1.6509455,,Right Foot,,,,"[31.2, 39.7]",,Ground Pass,,24.980192,,,Agustina Barroso Basualdo,25629.0,,,,,Recovery,1,From Kick Off,Aldana Cometti,25634.0,Left Center Back,2,Argentina Women's,1204,"['35f1d59b-effb-4c6f-8e4d-24d047ece949', '6a4960c4-fda1-4e07-be48-dc237e8a13c8']",18,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:18.577,Pass,
,,,,,,,,,,,,,,,,,1.414779,,,,,,,,,,,,,,,c32d69f9-8cc2-46ce-ba32-06a47e097b14,28,,"[37.3, 52.8]",68338,0,,,,,1.456542,,Right Foot,,,,"[40.1, 77.2]",,Ground Pass,,24.560131,,,Linda Ruth Bravo,25625.0,,,,,,1,From Kick Off,Agustina Barroso Basualdo,25629.0,Right Center Back,2,Argentina Women's,1204,['0ff056ab-1d0f-48f1-a429-4de2df4c93be'],24,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:24.596,Pass,
,,,,,,,,,,,,,,,,,1.5713,,,,,,,,,,,,,,,fe8ad279-86e1-4cfb-860c-2bf7512063f8,32,,"[42.0, 77.3]",68338,0,,,,,-0.14871956,,Right Foot,,,,"[70.7, 73.0]",,Ground Pass,,29.020338,,,Mariana Valeria Larroquette,25602.0,,,,,,1,From Kick Off,Linda Ruth Bravo,25625.0,Right Back,2,Argentina Women's,1204,"['0e53a314-9cc1-4c83-a9a5-8c17144bf23f', 'abc6a166-6ea8-49a2-98b9-5bbca23e969e']",26,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:26.834,Pass,True
,,,,,,,,,,,,,,,,,0.8314,,,,,,,,,,,,,,,348a8045-a0dd-464b-ba32-cd65bb74a10c,35,,"[69.3, 73.5]",68338,0,,,,,3.0472786,,Right Foot,,,,"[61.9, 74.2]",,Ground Pass,,7.4330344,,,Estefanía Romina Banini Ruiz,4944.0,,,,,,1,From Kick Off,Mariana Valeria Larroquette,25602.0,Right Midfield,2,Argentina Women's,1204,['bf642624-7a53-4c27-bf08-08ae23cd9bea'],28,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:28.445,Pass,
,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,0454f252-ea83-463b-aa84-7a724d74a922,39,,"[47.6, 9.4]",68338,0,,,,,0.5229838,,Left Foot,,,,"[67.2, 20.7]",,Ground Pass,,22.624102,,,Erin Cuthbert,4660.0,,,,,Recovery,1,Regular Play,Nicola Docherty,25569.0,Left Back,3,Scotland Women's,866,['04212973-dffd-4a5a-b784-0f098e955aa1'],31,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:31.574,Pass,
,,,,,,,,,,,,,,,,,1.515026,,,,,,,,,,,,,,,8628a43c-be73-4444-ade4-d2fa6e9b88da,43,,"[65.8, 19.4]",68338,0,,,,,2.4468544,,Right Foot,,,,"[60.4, 23.9]",,Ground Pass,,7.029225,,,Kim Little,15616.0,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Center Forward,3,Scotland Women's,866,['2a852b1e-6729-4242-ac88-982cf000de84'],33,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:33.974,Pass,
,,,,,,,,,,,,,,,,,1.204681,,,,,,,,,,,,,,,56578c9e-c326-40cb-9e3f-fb59e1d8c152,47,,"[51.1, 22.7]",68338,0,,,,,-2.8753407,,Right Foot,,,,"[36.8, 18.8]",,Ground Pass,,14.822281,,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Kim Little,15616.0,Center Attacking Midfield,3,Scotland Women's,866,"['46677e48-86ea-4d82-9bc8-7bef9aa11edf', 'b56c4264-9f00-411e-96c6-e00c502912f8']",37,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:37.175,Pass,True
,,,,,,,,,,,,,,,,,1.268357,,,,,,,,,,,,,,,088ba0f4-2bbb-4043-bcce-e6231f1603a7,50,,"[36.8, 18.8]",68338,0,,,,,0.045218024,,Right Foot,,,,"[58.9, 19.8]",,Ground Pass,,22.122612,,,Caroline Weir,10188.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,3,Scotland Women's,866,['3be91325-ff51-4261-9189-508a7b38d995'],39,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:39.838,Pass,
,,,,,,,,,,,,,,,,,1.574008,,,,,,,,,,,,,,,b295c1ce-6447-4b25-bdfa-038ca07a4a33,55,,"[89.7, 15.1]",68338,0,,,,,-0.675637,,Left Foot,,,,"[103.3, 4.2]",,Ground Pass,,17.428999,,,Claire Emslie,4646.0,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,3,Scotland Women's,866,"['295052b8-d301-4d14-8f51-25197cad7815', 'ea24659e-6dac-4b4e-8ee3-fea021118184']",46,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:46.986,Pass,True
,,,,,,,,,,,,,,,,,1.545136,,,,,,,,,,,,,,,495c4a88-5a71-4dc3-89af-93d3cb363d5b,59,,"[105.6, 4.2]",68338,0,,,,,2.7535188,,Right Foot,,,,"[89.7, 10.7]",,Ground Pass,,17.17731,,,Nicola Docherty,25569.0,,,,,,1,Regular Play,Claire Emslie,4646.0,Left Wing,3,Scotland Women's,866,['a93a12c8-c16a-4350-95d1-c48f4d9b424f'],51,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:51.389,Pass,
,,,,,,,,,,,,,,,,,1.6253,,,,,,,,,,,,,,,9e0822b6-42a5-445e-80d1-bbf5ce95901b,62,,"[90.8, 11.9]",68338,0,,,,,0.9053864,,Left Foot,True,,,"[109.4, 35.6]",,High Pass,,30.12723,Incomplete,,Leanne Crichton,10169.0,,,,,,1,Regular Play,Nicola Docherty,25569.0,Left Back,3,Scotland Women's,866,"['256e8fce-4ad7-4d72-b8ae-15626deb51a6', 'd8467bea-7438-49bf-a4b8-5b9526edeca1']",55,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:55.492,Pass,
,,,,,,,,,,,,,,,,,1.2408,,,,,,,,,,,,,,,1fa9141e-6298-4138-a860-aff998d55792,67,,"[105.3, 27.9]",68338,0,,,,,2.0300386,84c92884-454f-4e93-b60d-67d9fa9b949c,Left Foot,,,,"[100.8, 37.0]",,Low Pass,,10.151847,,,Erin Cuthbert,4660.0,True,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,3,Scotland Women's,866,['bbc1130d-4d49-406d-a8e1-6d8ad705621d'],59,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:59.461,Pass,
,,,,,,,,,,,,,,,,,2.4338,,,,,,,,,,,,,,,75fb481a-ce7e-4d00-a051-37e3bd89fe34,71,,"[7.0, 36.1]",68338,1,,,,,-0.5792309,,Right Foot,,,,"[41.4, 13.6]",,High Pass,,41.104866,,,Florencia Soledad Jaimes,25641.0,,,,,Goal Kick,1,From Goal Kick,Vanina Noemí Correa,25611.0,Goalkeeper,4,Argentina Women's,1204,['491b7900-0140-4eff-84e2-eea6a5dcc2fb'],41,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:41.562,Pass,
,,,,,,,,,,,,,,,,,0.6454,,,,,,,,,,,,,,,92df607d-e2b7-42c4-b545-65b00506bb33,73,,"[43.4, 13.5]",68338,1,,,,,-0.47594208,,Head,,,,"[53.1, 8.5]",,High Pass,,10.912836,,,María Florencia Bonsegundo,25640.0,,,,,,1,From Goal Kick,Florencia Soledad Jaimes,25641.0,Center Forward,4,Argentina Women's,1204,['62f9c6a3-a0d9-400d-aeb7-c07f5b511c47'],44,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:44.076,Pass,
,,,,,,,,,,,,,,,,,1.2013,,,,,,,,,,,,,,,c176739f-4676-4c6c-a173-acd79bdb9584,75,,"[53.2, 8.5]",68338,1,,,,,0.48296887,,Head,,,,"[61.4, 12.8]",,High Pass,,9.259049,Incomplete,,Estefanía Romina Banini Ruiz,4944.0,,,,,,1,From Goal Kick,María Florencia Bonsegundo,25640.0,Left Midfield,4,Argentina Women's,1204,"['843610eb-6044-4473-a68d-9b8a333bdc07', '859d46dc-1aea-453a-a1b6-e4d1dc95c412']",44,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:44.801,Pass,
,,,,,,,,,,,,,,,,,0.6786,,,,,,,,,,,,,,,843610eb-6044-4473-a68d-9b8a333bdc07,77,,"[58.7, 67.3]",68338,1,,,,,-0.3359676,,Head,,,,"[65.0, 65.1]",,Low Pass,,6.6730804,Incomplete,,Leanne Crichton,10169.0,,,,,Recovery,1,From Goal Kick,Kirsty Smith,10196.0,Right Back,4,Argentina Women's,1204,"['422a1564-5700-484b-b0f5-b3d8367d9c19', '80575cf8-9d9f-4201-b75f-7effc0af8bb0', 'c176739f-4676-4c6c-a173-acd79bdb9584']",46,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:01:46.002,Pass,
,,,,,,,,,,,,,,,,,2.0559,,,,,,,,,,,,,,,422a1564-5700-484b-b0f5-b3d8367d9c19,79,,"[55.1, 15.0]",68338,1,,,,,0.56386936,,Right Foot,,,,"[68.7, 23.6]",,High Pass,,16.090992,Incomplete,,Mariana Valeria Larroquette,25602.0,,,,,Recovery,1,From Goal Kick,Vanesa Santana,25606.0,Left Center Midfield,4,Argentina Women's,1204,"['21701dc2-cdb1-4185-a8c7-dc7a28178270', '843610eb-6044-4473-a68d-9b8a333bdc07', 'ce187fc9-7c35-432d-b33f-d548bc96bd0f']",46,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:46.681,Pass,
,,,,,,,,,,,,,,,,,1.7901,,,,,,,,,,,,,,,ce187fc9-7c35-432d-b33f-d548bc96bd0f,81,,"[51.4, 56.5]",68338,1,,,,True,0.30656734,,,,,,"[65.3, 60.9]",,High Pass,,14.579781,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Caroline Weir,10188.0,Left Defensive Midfield,4,Argentina Women's,1204,"['2e938aac-7fcd-40d8-8818-a7e0d20106e1', '422a1564-5700-484b-b0f5-b3d8367d9c19', '6451ec76-1cf5-442c-95d4-21b5ba4124d1']",48,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:01:48.737,Pass,True
,,,,,,,,,,,,,,,,,1.40884,,,,,,,,,,,,,,,a47bff66-ae9c-4b4f-9071-df2cd8ac2a37,91,,"[87.1, 80.0]",68338,2,,,,,-0.41822433,,,,,,"[104.2, 72.4]",,Low Pass,,18.71283,,,Erin Cuthbert,4660.0,,,,,Throw-in,1,From Throw In,Kirsty Smith,10196.0,Right Back,5,Scotland Women's,866,['07becf59-98ad-47c8-b4e3-a31a62f7404e'],32,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:32.539,Pass,
,,,,,,,,,,,,,,,,,1.8177,,,,,,,,,,,,,,,835660d0-a326-4f3e-a203-0c234fddb677,95,,"[103.0, 76.8]",68338,2,,,,,-1.1549846,,Right Foot,,,,"[106.4, 69.1]",,Ground Pass,,8.417244,Incomplete,,Lisa Evans,10179.0,,,,,,1,From Throw In,Erin Cuthbert,4660.0,Center Forward,5,Scotland Women's,866,"['6df07119-3ef6-44b7-a5c0-6674803df629', 'a9d89bf4-8bad-45e1-9e63-eab7bdfc55ad', 'daed4933-3dfb-4114-a729-b6c9d1ec5c6b']",35,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:35.790,Pass,True
,,,,,,,,,,,,,,,,,0.8021,,,,,,,,,,,,,,,5fc02ee1-9da5-4b61-98c9-4e33e100e08f,99,,"[15.4, 9.1]",68338,2,,,,,-1.5437759,,Left Foot,,,,"[15.6, 1.7]",,Ground Pass,,7.4027023,,,Aldana Cometti,25634.0,,,,,,1,From Throw In,Eliana Noemí Stábile,25633.0,Left Back,5,Scotland Women's,866,['f19219ee-223d-463c-920b-56c82e697854'],38,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:38.640,Pass,
,,,,,,,,,,,,,,,,,1.3226,,,,,,,,,,,,,,,cf40b9e3-d8e5-4db3-82d7-887d9edbd997,103,,"[15.4, 3.7]",68338,2,,,,,0.30108577,,Right Foot,,,,"[34.4, 9.6]",,Low Pass,,19.894974,Incomplete,,Florencia Soledad Jaimes,25641.0,,,,,,1,From Throw In,Aldana Cometti,25634.0,Left Center Back,5,Scotland Women's,866,"['0b9fd20d-5739-40f0-ab24-c02bc708e2aa', '274ceadd-b6ff-4add-884a-a0ef94a76308', 'f3906065-b419-4b4b-b62d-3b2b8e9fa194']",39,,,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:39.970,Pass,True
,,,,,,,,,,,,,,,,,1.28133,,,,,,,,,,,,,,,0b9fd20d-5739-40f0-ab24-c02bc708e2aa,105,,"[85.7, 70.5]",68338,2,,,,,-1.427213,,Left Foot,,,,"[86.9, 62.2]",,Ground Pass,,8.386298,,,Caroline Weir,10188.0,,,,,Recovery,1,From Throw In,Leanne Crichton,10169.0,Right Defensive Midfield,5,Scotland Women's,866,"['ce24845f-5fe0-46a7-a7d4-5db6036e574d', 'cf40b9e3-d8e5-4db3-82d7-887d9edbd997']",41,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:41.293,Pass,
,,,,,,,,,,,,,,,,,0.879963,,,,,,,,,,,,,,,123717c9-9652-42c5-b49e-403a0919d1a7,113,,"[89.9, 69.4]",68338,2,,,,,2.5592396,,Left Foot,,,,"[81.7, 74.8]",,Ground Pass,,9.81835,,,Kirsty Smith,10196.0,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Defensive Midfield,5,Scotland Women's,866,"['53c1867a-6e6d-4029-801b-ffd4d4615732', 'babd19a7-f713-4862-b83f-962adc537065']",43,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:43.801,Pass,True
,,,,,,,,,,,,,,,,,2.090065,,,,,,,,,,,,,,,5e7fbefe-b602-4eb3-81c0-d74973a1cba4,117,,"[81.1, 74.4]",68338,2,,,,,-2.5471716,,Right Foot,,,,"[63.2, 62.3]",,Ground Pass,,21.606018,,,Rachel Corsie,4984.0,,,,,,1,From Throw In,Kirsty Smith,10196.0,Right Back,5,Scotland Women's,866,['fb912bd2-ec3b-4512-9a57-885b8daf59f7'],46,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:46.519,Pass,
,,,,,,,,,,,,,,,,,3.984069,,,,,,,,,,,,,,,0dd52b67-e117-4717-9578-a93a8f6b62f9,121,,"[63.2, 62.0]",68338,2,,,,,-1.6278247,,Right Foot,,,,"[60.1, 7.7]",,High Pass,,54.388416,,,Nicola Docherty,25569.0,,True,,,,1,From Throw In,Rachel Corsie,4984.0,Right Center Back,5,Scotland Women's,866,"['0a10b911-1c2e-4fef-b4fb-3126db0e09b1', '1a205f92-c595-47ef-891e-2bb2e70172cd']",48,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:48.650,Pass,True
,,,,,,,,,,,,,,,,,0.887397,,,,,,,,,,,,,,,0e0900d7-1f72-4936-b3a3-dabb420bb920,124,,"[65.8, 4.0]",68338,2,,,,,-0.04474623,,Left Foot,,,,"[79.2, 3.4]",,Ground Pass,,13.413426,,,Claire Emslie,4646.0,,,,,,1,From Throw In,Nicola Docherty,25569.0,Left Back,5,Scotland Women's,866,['ed0edc42-0c1d-49fd-805e-c4543ff97ac9'],55,,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:55.134,Pass,
