50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,26235d9f-fc6d-442b-8add-c837a300755f,1,,,68346,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cameroon Women's,1208,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 25620, 'name': 'Annette Ngo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26097, 'name': 'Augustine Sylvia Ejangue Siliki'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 25614, 'name': 'Marie Aurelle Awona'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 11}, {'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 25626, 'name': 'Raissa Feudjio Tchuanyo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 25631, 'name': 'Jeannette Yango'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 3}, {'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 25605, 'name': 'Gaelle Enganamouit'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Cameroon Women's,1208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0ff82eaa-c377-4b2d-9b3d-91ffc7715679,2,,,68346,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cameroon Women's,1208,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 25784, 'name': 'Anna Green'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 26098, 'name': 'Katie Duncan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 2}, {'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 13}]}",New Zealand Women's,1215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4c7161d8-a28b-4f54-94f5-38978fad7edc,3,,,68346,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cameroon Women's,1208,['c96e0773-d8ae-4b65-a5ae-76b20080784f'],0,,,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c96e0773-d8ae-4b65-a5ae-76b20080784f,4,,,68346,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cameroon Women's,1208,['4c7161d8-a28b-4f54-94f5-38978fad7edc'],0,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8a3e452d-167d-4766-9362-744c00d4dcb2,1571,,,68346,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,103,Cameroon Women's,1208,['7caf15fb-1c4c-4a31-86dd-a3268ab3b3bb'],0,,,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7caf15fb-1c4c-4a31-86dd-a3268ab3b3bb,1572,,,68346,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,103,Cameroon Women's,1208,['8a3e452d-167d-4766-9362-744c00d4dcb2'],0,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.157595,,,,,,,,,,,,,7857a08e-7c76-444d-ac12-735ca7225dbe,5,,"[60.0, 40.0]",68346,0,,,,-3.0916343,,Right Foot,,,"[48.0, 39.4]",,Ground Pass,,12.014991,,,Raissa Feudjio Tchuanyo,25626.0,,,,,,Kick Off,1,From Kick Off,Gaelle Enganamouit,25605.0,Center Forward,2,Cameroon Women's,1208,['15ec134e-5a33-4ac7-be65-1e38bd80bee5'],0,,,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:00.292,Pass,
,,,,,,,,,,,,,,,,,2.443635,,,,,,,,,,,,,2d6eac9b-02c6-4189-8bd7-99d7a92756a5,9,,"[49.7, 42.2]",68346,0,,,,-1.1627022,,Right Foot,,,"[67.6, 0.8]",,High Pass,,45.103992,,Out,Yvonne Patrice Leuko,25623.0,,,True,,,,1,From Kick Off,Raissa Feudjio Tchuanyo,25626.0,Center Defensive Midfield,2,Cameroon Women's,1208,"['2386529a-57e1-4954-97ec-8bc57d737ccc', '5eb1430a-5138-4b53-9ac3-3b32d3f6f007']",2,,,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:02.715,Pass,True
,,,,,,,,,,,,,,,,,1.5956,,,,,,,,,,,,,a7f3c52b-9002-4c77-acdb-00985c3de481,11,,"[47.7, 80.0]",68346,0,,,,-2.72245,,,,,"[37.6, 75.5]",,Low Pass,,11.057124,,,Rebekah Ashley Stott,4989.0,,,,,,Throw-in,1,From Throw In,Katie Bowen,5028.0,Right Wing Back,3,New Zealand Women's,1215,['cad699db-22ab-4ebd-a436-610f0de1ea54'],9,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:09.322,Pass,
,,,,,,,,,,,,,,,,,2.8083,,,,,,,,,,,,,acdd4255-49ee-41f4-b157-bfcb622aa13f,15,,"[36.8, 74.7]",68346,0,,,,-0.12630811,,Right Foot,,,"[62.0, 71.5]",,High Pass,,25.402363,,,Rosie White,4948.0,,,,,,,1,From Throw In,Rebekah Ashley Stott,4989.0,Right Center Back,3,New Zealand Women's,1215,"['20ffcb93-5570-4fd1-9822-889c7884f90d', 'c7a2403f-2ea6-4202-a6eb-f90417abafa5']",11,,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:11.630,Pass,True
