ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,71310051-87d1-47bf-a403-7940a4b0a1c9,1,,,22942,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,New Zealand Women's,1215,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25662, 'name': 'Catherine Joan Bott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 8}, {'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 12}, {'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 2}, {'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",New Zealand Women's,1215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,66e06da6-bffc-4254-9e50-02f9634c9a53,2,,,22942,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,New Zealand Women's,1215,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 10651, 'name': 'Kika van Es'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Netherlands Women's,851,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,479db5ca-db7d-43f8-bc81-0f9db792711b,3,,,22942,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,New Zealand Women's,1215,['219b357f-1139-4650-9a03-19a7e1852136'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,219b357f-1139-4650-9a03-19a7e1852136,4,,,22942,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,New Zealand Women's,1215,['479db5ca-db7d-43f8-bc81-0f9db792711b'],0,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,34a1d5a1-30f7-432a-92ee-838fca44e8b3,1953,,,22942,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,New Zealand Women's,1215,['b0a4c51f-188b-4210-ba63-1b838528ccee'],0,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,b0a4c51f-188b-4210-ba63-1b838528ccee,1954,,,22942,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,New Zealand Women's,1215,['34a1d5a1-30f7-432a-92ee-838fca44e8b3'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.840059,,,,,,,,,,,88166e01-ef70-4576-9d2e-19d7e6f8c937,5,,"[61.0, 40.1]",22942,0,,,,2.5428088,,Left Foot,,,"[44.0, 51.7]",Ground Pass,,20.580574,,,,,Ria Percival,18145.0,,,,,,Kick Off,1,From Kick Off,Rosie White,4948.0,Center Attacking Midfield,2,New Zealand Women's,1215,['60ad15d8-ecea-44ef-a067-71d9f691c320'],0,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:00.611,Pass,
,,,,,,,,,,,,,,1.410193,,,,,,,,,,,d7ef8cbd-b7a4-4ff8-82c7-676c6a561e55,9,,"[48.4, 54.3]",22942,0,,,,1.7601182,,Right Foot,,,"[45.2, 71.0]",Ground Pass,,17.003822,,,,,Catherine Joan Bott,25662.0,,,,,,,1,From Kick Off,Ria Percival,18145.0,Left Center Midfield,2,New Zealand Women's,1215,"['3e13ecba-e15c-4da6-8da8-2c05d282704d', 'f6bd874c-b50f-4a3a-883f-603a0f2ee7e8']",3,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:03.091,Pass,True
,,,,,,,,,,,,,,2.0784,,,,,,,,,,,258397b7-3657-4de7-b989-4b14c3f1b450,13,,"[46.0, 73.6]",22942,0,,,,-0.26866803,,Right Foot,,,"[84.5, 63.0]",High Pass,,39.932568,,,,,Sarah Gregorius,25664.0,,,,,,,1,From Kick Off,Catherine Joan Bott,25662.0,Right Back,2,New Zealand Women's,1215,"['414a2919-1285-4b33-84e4-8f863af6f293', '7ed47b53-d2f7-4b9c-982e-6fe63ed4a548']",5,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:05.646,Pass,True
,,,,,,,,,,,,,,1.07,,,,,,,,,,,0c6bacf5-7f1a-41c8-a762-009d7bb630d2,15,,"[83.5, 63.9]",22942,0,,,,0.4120218,,Head,,,"[97.0, 69.8]",High Pass,,14.732956,,,Incomplete,,Elizabeth Doon Hassett,25663.0,,,,,,,1,From Kick Off,Sarah Gregorius,25664.0,Center Forward,2,New Zealand Women's,1215,"['0f5757c0-8580-47f7-b4de-1d7547cd0de5', '2c9cdd2a-9865-4f57-a371-2f8c6dcc6d14']",7,,,,,,,,,,,,,,,,,New Zealand Women's,1215,00:00:07.805,Pass,
