ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.686,,,,,,,,,,,,855ce1e4-dcfa-4a7f-9b63-6f7bdbc01fdd,18,,"[53.0, 13.9]",22936,0,,,,True,0.070946716,,,,,,"[72.7, 15.3]",,High Pass,,19.749683,,,Incomplete,,Francesca Kirby,4641.0,,,,,,Recovery,1,From Kick Off,Alex Greenwood,10252.0,Left Back,2,Scotland Women's,866,"['44f837a3-613d-4156-92e5-4c5e8887dfbc', '599abd0a-a540-4c3f-9806-37cd7651aa73', '6919be26-46e0-4e58-824d-e46f62a6895a', '8b46a861-ff2c-4554-91cb-ba9ece4136b4']",12,,,,,,,,,,,,,,,,,England Women's,865,00:00:12.264,Pass,True
,,,,,,,,,,,,,,1.9217,,,,,,,,,,,,599abd0a-a540-4c3f-9806-37cd7651aa73,21,,"[47.4, 64.8]",22936,0,,,,,-0.7128613,,Head,,,,"[62.9, 51.4]",,High Pass,,20.489265,,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Kim Little,15616.0,Center Defensive Midfield,2,Scotland Women's,866,"['855ce1e4-dcfa-4a7f-9b63-6f7bdbc01fdd', '8711546f-6b03-4d25-9290-da33a35ff6c4']",13,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:13.950,Pass,
,,,,,,,,,,,,,,2.0105,,,,,,,,,,,,a15b8ca0-ea0c-44a7-8040-ad48462db2cd,24,,"[56.2, 33.2]",22936,0,,,,,1.775491,,Right Foot,,,,"[49.1, 67.4]",,Ground Pass,,34.929214,,,,,Lucy Bronze,10178.0,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,3,England Women's,865,['8d875095-5e6b-4ac4-8286-7a2c1a7027d6'],16,,,,,,,,,,,,,,,,,England Women's,865,00:00:16.766,Pass,
,,,,,,,,,,,,,,0.8599,,,,,,,,,,,,7791e069-cb11-4ac9-822e-8e859f1c4abe,27,,"[51.4, 66.6]",22936,0,,,,,-0.23109066,,Right Foot,,,,"[70.1, 62.2]",,Ground Pass,,19.210674,,,,,Nikita Parris,4654.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,3,England Women's,865,['fb6fb49b-a922-4ac2-8f71-14d2198b678f'],19,,,,,,,,,,,,,,,,,England Women's,865,00:00:19.814,Pass,
,,,,,,,,,,,,,,0.8835,,,,,,,,,,,,4dd5b058-3dbd-4cbd-a221-af0fa7e965b5,31,,"[68.9, 62.3]",22936,0,,,,,-3.0717065,,Right Foot,,,,"[58.9, 61.6]",,Ground Pass,,10.02447,,,,,Lucy Bronze,10178.0,,,,,,,1,Regular Play,Nikita Parris,4654.0,Right Midfield,3,England Women's,865,['301460be-a371-416a-9d45-6372c3d45d7c'],21,,,,,,,,,,,,,,,,,England Women's,865,00:00:21.522,Pass,
,,,,,,,,,,,,,,1.205,,,,,,,,,,,,62184edb-4d4e-46d0-90a3-97bdc4a54e26,34,,"[58.9, 61.6]",22936,0,,,,,-0.009008765,,Right Foot,,,,"[81.1, 61.4]",,Low Pass,,22.200901,,,Incomplete,,Jill Scott,10172.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,3,England Women's,865,"['66cc08b6-3912-439f-8c62-a4f9842d4cf7', '8370a626-15b3-4ee1-b68e-6ccd0380a0e7']",23,,,,,,,,,,,,,,,,,England Women's,865,00:00:23.290,Pass,
,,,,,,,,,,,,,,1.6292,,,,,,,,,,,,e94cc644-b28c-4e20-81ec-d6a0a7d23fb9,41,,"[43.4, 19.9]",22936,0,,,,,2.0708652,,Left Foot,,,,"[38.1, 29.6]",,Ground Pass,,11.053506,,,,,Jennifer Patricia Beattie,17524.0,,,,,,Free Kick,1,From Free Kick,Caroline Weir,10188.0,Left Center Midfield,4,Scotland Women's,866,['ee895593-81b7-4093-a424-a6203f8f7b28'],45,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:45.212,Pass,
,,,,,,,,,,,,,,4.7813,,,,,,,,,,,,eda252a8-c496-4bb8-aba3-a4d8e9234bb3,45,,"[41.0, 28.7]",22936,0,,,,,-0.34839222,,Right Foot,,,,"[104.6, 5.6]",,High Pass,,67.66513,,,Incomplete,,Lisa Evans,10179.0,,,,,,,1,From Free Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,4,Scotland Women's,866,"['93845a6d-f46e-41f6-a0ec-e0532050095a', 'b72c8815-c2ae-4f0d-abea-9e9bc161a514', 'bc41e618-97c8-450d-8f7f-fe51e325efe7']",48,,,,,,,,,,,,,,,,,Scotland Women's,866,00:00:48.879,Pass,True
,,,,,,,,,,,,,,3.0094,,,,,,,,,,,,b6b00205-b2df-41e6-9d1f-ea99d6fa4bc0,50,,"[14.0, 75.0]",22936,0,,,,,-0.10768987,,Right Foot,,,,"[32.5, 73.0]",,Low Pass,,18.607794,,,,,Nikita Parris,4654.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,5,England Women's,865,['1adb3e66-51ea-4e9a-bf22-f96aa3ba8b78'],55,,,,,,,,,,,,,,,,,England Women's,865,00:00:55.472,Pass,
,,,,,,,,,,,,,,1.214599,,,,,,,,,,,,02b4ebfd-f3f5-4723-9f8f-7bd9be00ac51,53,,"[34.9, 66.5]",22936,1,,,,,-0.99619323,,Right Foot,,,,"[43.9, 52.6]",,Ground Pass,,16.559288,,,,,Jill Scott,10172.0,,,,,,,1,Regular Play,Nikita Parris,4654.0,Right Midfield,5,England Women's,865,['aa6b2424-aa5c-42f7-a9fe-fb483e3d3446'],0,,,,,,,,,,,,,,,,,England Women's,865,00:01:00.999,Pass,
,,,,,,,,,,,,,,2.0278,,,,,,,,,,,,a87c077c-4926-4d2e-a4d7-0c72f1c7384a,59,,"[30.5, 55.5]",22936,1,,,,,-1.5571917,,Right Foot,,,,"[30.9, 26.1]",,Ground Pass,,29.402721,,,,,Millie Bright,4642.0,,,,,,Free Kick,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,6,England Women's,865,['b671b89f-a3c5-4119-a4d1-6ec6349a4708'],8,,,,,,,,,,,,,,,,,England Women's,865,00:01:08.255,Pass,
,,,,,,,,,,,,,,1.7759,,,,,,,,,,,,8303b566-de6b-4c4e-85f2-d583fb948694,62,,"[34.2, 23.5]",22936,1,,,,,-0.94200003,,Right Foot,,,,"[47.0, 5.9]",,Ground Pass,,21.762352,,,,,Alex Greenwood,10252.0,,,,,,,1,From Free Kick,Millie Bright,4642.0,Left Center Back,6,England Women's,865,['733b1862-c92c-405a-a00c-6d5d498046ba'],11,,,,,,,,,,,,,,,,,England Women's,865,00:01:11.199,Pass,
,,,,,,,,,,,,,,8.617643,,,,,,,,,,,,c989bf1a-f113-4962-84c5-8b9edb46e4a6,65,,"[47.0, 5.9]",22936,1,,,,,0.008275673,,Left Foot,,,,"[119.5, 6.5]",,High Pass,,72.50248,,,Out,,Francesca Kirby,4641.0,,,,,,,1,From Free Kick,Alex Greenwood,10252.0,Left Back,6,England Women's,865,['d7c06c39-3d19-4655-85b7-592e081f4ef0'],14,,,,,,,,,,,,,,,,,England Women's,865,00:01:14.415,Pass,
,,,,,,,,,,,,,,3.1323,,,,,,,,,,,,bd2630e9-3b11-46c4-88ae-597dc2a4d1f6,69,,"[7.0, 44.1]",22936,2,,,,,0.46817246,,Right Foot,,,,"[51.1, 66.4]",,High Pass,,49.417606,,,Incomplete,,Caroline Weir,10188.0,,,,,,Goal Kick,1,From Goal Kick,Lee Alexander,25570.0,Goalkeeper,7,Scotland Women's,866,"['bd55bc8b-e320-4a48-8fc1-9010908e284c', 'e68669f6-d702-4c21-83b7-7446ecb97f72']",0,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:00.175,Pass,
,,,,,,,,,,,,,,2.1747,,,,,,,,,,,,bd55bc8b-e320-4a48-8fc1-9010908e284c,72,,"[69.0, 13.7]",22936,2,,,,True,-0.70278406,,,,,,"[77.5, 6.5]",,High Pass,,11.139569,,,,,Bethany Mead,15619.0,,,,,,Recovery,1,From Goal Kick,Jill Scott,10172.0,Right Center Midfield,7,Scotland Women's,866,"['a2b275bc-1796-4d05-bf11-0e9d8d1d38dd', 'bd2630e9-3b11-46c4-88ae-597dc2a4d1f6', 'e9d07b58-7ba6-49eb-a248-d3c8be3dc781']",3,,,,,,,,,,,,,,,,,England Women's,865,00:02:03.307,Pass,True
,,,,,,,,,,,,,,1.636498,,,,,,,,,,,,77c25272-e5c0-4070-84e5-7cbd90685401,74,,"[77.5, 6.5]",22936,2,,,,,0.7518537,,Right Foot,,,,"[85.2, 13.7]",,High Pass,,10.5418215,,,Incomplete,,Francesca Kirby,4641.0,,,,,,,1,From Goal Kick,Bethany Mead,15619.0,Left Midfield,7,Scotland Women's,866,"['8bbf7dff-dd1f-41ec-b70d-2e2d41a972d3', 'd5f98481-1e73-4a82-b61a-9befeea5760c']",5,,,,,,,,,,,,,,,,,England Women's,865,00:02:05.482,Pass,
,,,,,,,,,,,,,,1.2258,,,,,,,,,,,,275c0ac5-acc7-4922-8922-20374f52812a,82,,"[91.0, 75.3]",22936,2,,,,,0.027020449,,Right Foot,,,,"[102.1, 75.6]",,Ground Pass,,11.1040535,,,,,Sophie Howard,15720.0,,,,,,,1,From Goal Kick,Erin Cuthbert,4660.0,Center Forward,7,Scotland Women's,866,"['3d42292d-e7f4-4557-b2e6-76c4cdb8a042', 'da9f5c5f-8c95-4481-a5ba-4d9bbb23b784']",15,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:15.937,Pass,True
,,,,,,,,,,,,,,1.1643,,,,,,,,,,,,59c2dddf-066e-4bfd-95c4-c4ebe3b191e1,85,,"[102.1, 75.6]",22936,2,,,,,-1.2778238,,Right Foot,,,,"[109.4, 51.4]",,High Pass,,25.277065,,,Incomplete,,Lisa Evans,10179.0,,,,,,,1,From Goal Kick,Sophie Howard,15720.0,Right Back,7,Scotland Women's,866,"['4e2cfc53-69d1-4b1a-8954-bbef5d87be80', 'acf88254-70c7-4a50-8839-755a2d4712c4']",19,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:19.898,Pass,
,,,,,,,,,,,,,,1.7495,,,,,,,,,,,,aa2d7b1d-37f2-425c-a879-2e7944f986d9,89,,"[109.7, 80.0]",22936,2,,,,,-1.2659218,,,,,,"[114.2, 65.7]",,High Pass,,14.991331,,,Incomplete,,Kim Little,15616.0,,,,,,Throw-in,1,From Throw In,Sophie Howard,15720.0,Right Back,8,Scotland Women's,866,"['7316b58d-fd4c-42a8-bb7b-36fd52b559eb', '9f29f02b-ebf0-49fc-8c4c-7aa79ff23390']",39,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:39.596,Pass,
,,,,,,,,,,,,,,1.1586,,,,,,,,,,,,a76f5b49-20b5-475e-96ac-58a089552290,95,,"[112.2, 67.1]",22936,2,,,,,2.2720563,,Right Foot,,,,"[104.6, 76.1]",,Ground Pass,,11.779643,,,,,Sophie Howard,15720.0,,,,,,,1,From Throw In,Kim Little,15616.0,Center Defensive Midfield,8,Scotland Women's,866,['b63e6ae3-c0ad-4b66-b8e4-c4c24d18f34a'],44,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:44.816,Pass,
,,,,,,,,,,,,,,0.8727,,,,,,,,,,,,9a0f246f-2ba5-400d-9f8b-dd4373378173,98,,"[106.6, 74.5]",22936,2,,,,,0.16764244,,Right Foot,,,,"[113.1, 75.6]",,Ground Pass,,6.59242,,,,,Kim Little,15616.0,,,,,,,1,From Throw In,Sophie Howard,15720.0,Right Back,8,Scotland Women's,866,['36124dd7-71d7-4ca0-9e91-f3cf7584fe87'],46,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:46.568,Pass,
,,,,,,,,,,,,,,0.22,,,,,,,,,,,,7815c930-de2e-4665-9014-c5a0b4bd435e,101,,"[113.1, 75.6]",22936,2,,,,,-1.4288993,,Right Foot,,,,"[113.8, 70.7]",,Low Pass,,4.9497476,,,Incomplete,,Claire Emslie,4646.0,,,,,,,1,From Throw In,Kim Little,15616.0,Center Defensive Midfield,8,Scotland Women's,866,"['63e957cd-e9bd-4ee4-888d-3947067f71d8', 'e8ad0ef9-f128-4326-85b2-d0947ebacac4']",48,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:48.486,Pass,
,,,,,,,,,,,,,,1.7389,,,,,,,,,,,,06392888-3d0e-4c92-9362-9c32ec5e7551,104,,"[96.3, 80.0]",22936,2,,,,,-2.7096348,,,,,,"[82.2, 73.5]",,Low Pass,,15.526107,,,,,Christie Murray,15628.0,,,,,,Throw-in,1,From Throw In,Sophie Howard,15720.0,Right Back,9,Scotland Women's,866,['d46802aa-2ca4-4fe0-b857-44a340c6e14b'],53,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:53.715,Pass,
,,,,,,,,,,,,,,3.9234,,,,,,,,,,,,c221782b-a86c-4e7b-bdd3-e0dc3501d934,108,,"[83.2, 73.3]",22936,2,,,,,-0.48414096,,Right Foot,,,,"[119.9, 54.0]",,High Pass,,41.46541,,,Out,,Claire Emslie,4646.0,,,,,,,1,From Throw In,Christie Murray,15628.0,Right Center Midfield,9,Scotland Women's,866,['856112a7-2a60-45a4-9435-49623bd89f2d'],56,,,,,,,,,,,,,,,,,Scotland Women's,866,00:02:56.062,Pass,
,,,,,,,,,,,,,,1.774,,,,,,,,,,,,7996ecf0-bdfa-4548-882d-4f694b6fa6b8,112,,"[6.0, 44.0]",22936,3,,True,,,0.5843307,,Right Foot,,,,"[24.9, 56.5]",,Ground Pass,,22.659657,,,,,Stephanie Houghton,10185.0,,,,,,Goal Kick,1,From Goal Kick,Karen Bardsley,10170.0,Goalkeeper,10,England Women's,865,['09e2704c-03e7-487d-9521-ab8301dc6d27'],11,,,,,,,,,,,,,,,,,England Women's,865,00:03:11.358,Pass,
,,,,,,,,,,,,,,2.0514,,,,,,,,,,,,b63f9699-b88f-4935-b46c-d9d6c313271e,114,,"[24.9, 56.5]",22936,3,,,,,-1.7279066,,Right Foot,,,,"[20.1, 26.2]",,Ground Pass,,30.677843,,,,,Millie Bright,4642.0,,,,,,,1,From Goal Kick,Stephanie Houghton,10185.0,Right Center Back,10,England Women's,865,['51b0a369-2777-410c-94ef-bbd0ade0a2ae'],13,,,,,,,,,,,,,,,,,England Women's,865,00:03:13.944,Pass,
,,,,,,,,,,,,,,1.7889,,,,,,,,,,,,55df8dc8-b400-49c1-8164-d5720c9ccd0f,117,,"[39.4, 18.7]",22936,3,,,,,-1.0896941,,Right Foot,,,,"[47.7, 2.8]",,Ground Pass,,17.935997,,,,,Alex Greenwood,10252.0,,,,,,,1,From Goal Kick,Millie Bright,4642.0,Left Center Back,10,England Women's,865,['a8587da7-979f-453f-8b07-51eec025f53b'],20,,,,,,,,,,,,,,,,,England Women's,865,00:03:20.609,Pass,
,,,,,,,,,,,,,,1.0476,,,,,,,,,,,,0d31cfe0-5a01-4928-a4ed-fdc1114f3209,121,,"[44.5, 3.4]",22936,3,,,,,0.011493747,,Left Foot,,,,"[61.9, 3.6]",,Ground Pass,,17.40115,,,,,Bethany Mead,15619.0,,,,,,,1,From Goal Kick,Alex Greenwood,10252.0,Left Back,10,England Women's,865,['44aa387d-a726-4c6f-8790-969fdc364c3d'],23,,,,,,,,,,,,,,,,,England Women's,865,00:03:23.082,Pass,
,,,,,,,,,,,,,,1.1774,,,,,,,,,,,,28a0f8d9-7766-4db2-b751-0dc46dd14046,125,,"[57.2, 3.4]",22936,3,,,,,2.405175,,Right Foot,,,,"[46.5, 13.1]",,Low Pass,,14.442299,,,,,Keira Walsh,4658.0,,,,,,,1,From Goal Kick,Bethany Mead,15619.0,Left Midfield,10,England Women's,865,['77f6922b-be5e-4b73-a6f3-7b4c51ca2732'],25,,,,,,,,,,,,,,,,,England Women's,865,00:03:25.012,Pass,
,,,,,,,,,,,,,,1.7246,,,,,,,,,,,,9ff0768c-40ec-4e51-8a34-fac6d10d953d,128,,"[46.5, 13.1]",22936,3,,,,,-2.246635,,Right Foot,,,,"[37.6, 2.0]",,Ground Pass,,14.227438,,,,,Alex Greenwood,10252.0,,,,,,,1,From Goal Kick,Keira Walsh,4658.0,Center Defensive Midfield,10,England Women's,865,['b699e049-361e-4e09-bd64-ede0a0900920'],26,,,,,,,,,,,,,,,,,England Women's,865,00:03:26.206,Pass,
,,,,,,,,,,,,,,0.987,,,,,,,,,,,,6ad80706-28e8-4864-bb39-bd144b3c393c,135,,"[37.4, 4.0]",22936,3,,,,,1.665748,,Right Foot,,,,"[36.6, 12.4]",,Ground Pass,,8.438009,,,Incomplete,,Keira Walsh,4658.0,,,,,,,1,From Goal Kick,Alex Greenwood,10252.0,Left Back,10,England Women's,865,"['492cc4d3-b7e6-4cfc-9e6e-3e5e1cb18108', 'e421ca2d-23bf-487c-a820-4ff8c6c774ec']",33,,,,,,,,,,,,,,,,,England Women's,865,00:03:33.216,Pass,
,,,,,,,,,,,,,,0.8477,,,,,,,,,,,,4d7bbca2-cdc9-4b37-9de5-b272337351b9,139,,"[91.0, 65.0]",22936,3,,,,,0.18534794,,Right Foot,,,,"[99.0, 66.5]",,Ground Pass,,8.13941,,,,,Erin Cuthbert,4660.0,,,,,,,1,Regular Play,Kim Little,15616.0,Center Defensive Midfield,11,Scotland Women's,866,['410fc819-5128-4130-a590-1aa18e00552a'],35,,,,,,,,,,,,,,,,,Scotland Women's,866,00:03:35.232,Pass,
,,,,,,,,,,,,,,1.789667,,,,,,,,,,,,5cdc8b4f-bb16-4f44-8c4f-5666a764e33a,143,,"[99.0, 68.2]",22936,3,,,,,0.731558,,Right Foot,,,,"[107.8, 76.1]",,Ground Pass,,11.825819,,,,,Claire Emslie,4646.0,,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Center Forward,11,Scotland Women's,866,['e15f09a9-9658-4b6d-b8c4-c29f78177f03'],36,,,,,,,,,,,,,,,,,Scotland Women's,866,00:03:36.792,Pass,
