ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18e3ac79-d8cc-43e9-a97b-143f8494c4fe,1,,,68311,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Jamaica Women's,1212,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25851, 'name': 'Nicole McClure'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 25771, 'name': 'Sashana Campbell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 25545, 'name': 'Allyson Swaby'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 25548, 'name': 'Konya Plummer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25557, 'name': 'Deneisha Selena Blackwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 25558, 'name': 'Chantelle Swaby'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 25852, 'name': 'Toriana Jade Patterson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 25772, 'name': 'Mireya Grey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 25554, 'name': 'Khadija Monifa Shaw'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 25535, 'name': 'Tiffany Cameron'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 25546, 'name': 'Cheyna Matthews'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Jamaica Women's,1212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e6bcaed2-e274-4300-bd3a-92c188e03d98,2,,,68311,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Jamaica Women's,1212,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 7}, {'player': {'id': 25742, 'name': 'Karly Røstbakken'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 25744, 'name': 'Emily Gielnik'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 25539, 'name': 'Lisa De Vanna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Australia Women's,1205,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4e1e3bdf-fca9-4bc7-9a63-a25a4b567783,3,,,68311,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Jamaica Women's,1212,['77006056-e9e7-4f2f-a53e-d59176a0f2e6'],0,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,77006056-e9e7-4f2f-a53e-d59176a0f2e6,4,,,68311,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Jamaica Women's,1212,['4e1e3bdf-fca9-4bc7-9a63-a25a4b567783'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7c3faa9f-2230-401e-9448-23d1cd5b9c86,1870,,,68311,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Jamaica Women's,1212,['ffbf4530-0703-40d8-a7a5-a62d5ad2fd16'],0,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ffbf4530-0703-40d8-a7a5-a62d5ad2fd16,1871,,,68311,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Jamaica Women's,1212,['7c3faa9f-2230-401e-9448-23d1cd5b9c86'],0,,,,,,,,,,,,,,,,,Australia Women's,1205,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.732791,,,,,,,,,,,,,23c38c1a-18f2-42b2-a538-481a26ec2df6,5,,"[60.0, 40.0]",68311,0,,,,,-2.401209,,Right Foot,,"[54.2, 34.7]",,Ground Pass,7.856844,,,,,Toriana Jade Patterson,25852.0,,,,,,Kick Off,1,From Kick Off,Khadija Monifa Shaw,25554.0,Center Attacking Midfield,2,Jamaica Women's,1212,['e0c29caa-c764-45dd-bcdd-a99d662488f8'],1,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:01.224,Pass,
,,,,,,,,,,,,,,,,,4.861864,,,,,,,,,,,,,97f46a3c-fa0f-4d5d-b846-a52afe62efb1,9,,"[54.2, 35.3]",68311,0,,,,,0.71348333,,Right Foot,,"[98.1, 73.3]",,High Pass,58.062122,,,,,Mireya Grey,25772.0,,,,,,,1,From Kick Off,Toriana Jade Patterson,25852.0,Left Center Midfield,2,Jamaica Women's,1212,['bdc96fab-d46b-4a4e-b310-89d5118c572a'],3,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:03.165,Pass,
,,,,,,,,,,,,,,,,,1.252,,,,,,,,,,,,,9d1279dd-b5e6-4525-a216-2d8ccb55ea9c,16,,"[109.3, 73.0]",68311,0,,,,,-1.8025131,,Right Foot,,"[107.2, 64.1]",,Ground Pass,9.144397,,,,,Cheyna Matthews,25546.0,,,,,,,1,From Kick Off,Mireya Grey,25772.0,Right Wing,2,Jamaica Women's,1212,['dd344c2e-5de3-45da-94e1-9986539e1f33'],10,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:10.772,Pass,
,,,,,,,,,,,,,,,,,0.37994,,,,,,,,,,,,,5eedd4eb-6c73-420b-bbe1-5dcad114f224,19,,"[107.2, 64.1]",68311,0,,,,,0.0,,Right Foot,,"[113.5, 64.1]",,Ground Pass,6.3,,,Pass Offside,,Mireya Grey,25772.0,,,,,,,1,From Kick Off,Cheyna Matthews,25546.0,Center Forward,2,Jamaica Women's,1212,['3710e8bc-cffc-47b5-a1c0-e612cb1b3011'],12,,,,,,,,,,,,,,,,,Jamaica Women's,1212,00:00:12.064,Pass,
