50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,33c522c0-657d-4e05-b57b-d4fcd716605a,1,,,,69284,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Netherlands Women's,851,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 25659, 'name': 'Merel van Dongen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10656, 'name': 'Lineth Beerensteyn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Netherlands Women's,851,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,06a6e553-968b-4d6d-b440-5bccf1a02bd7,2,,,,69284,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Netherlands Women's,851,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 13881, 'name': 'Eva Sofia Jakobsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Sweden Women's,858,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b1135bc5-5664-4563-a48c-44ae15eaddb0,3,,,,69284,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Netherlands Women's,851,['b22168c9-05cd-41d8-8368-11df91d4c240'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b22168c9-05cd-41d8-8368-11df91d4c240,4,,,,69284,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Netherlands Women's,851,['b1135bc5-5664-4563-a48c-44ae15eaddb0'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4d442bb1-11c2-46dc-b7c7-ac7a69bf1db2,1654,,,,69284,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,,101,Netherlands Women's,851,['cd38f1d3-f8f8-49f7-bab7-eae19743ad5a'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cd38f1d3-f8f8-49f7-bab7-eae19743ad5a,1655,,,,69284,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,,101,Netherlands Women's,851,['4d442bb1-11c2-46dc-b7c7-ac7a69bf1db2'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7a0b4038-f961-47a0-b245-0d1bc9058de6,3151,,,,69284,90,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,,,,,201,Sweden Women's,858,['c0a6dcef-f98e-408b-9472-7585af57bc19'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c0a6dcef-f98e-408b-9472-7585af57bc19,3152,,,,69284,90,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,,,,,201,Sweden Women's,858,['7a0b4038-f961-47a0-b245-0d1bc9058de6'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,09d41137-cead-4e3a-bddf-c904a8178857,3698,,,,69284,105,,,,,,,,,,,,,,,,,,,,,,4,From Corner,,,,,231,Sweden Women's,858,['1d1d47d3-4f91-441f-ab4f-4085db7672c2'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1d1d47d3-4f91-441f-ab4f-4085db7672c2,3699,,,,69284,105,,,,,,,,,,,,,,,,,,,,,,4,From Corner,,,,,231,Sweden Women's,858,['09d41137-cead-4e3a-bddf-c904a8178857'],0,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:00.000,Half Start,
