50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8f8b2e1e-1d7a-431e-a6db-cefeb526cae7,1,,,,68362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10183, 'name': 'Toni Duggan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",England Women's,865,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,13bf0e7a-173d-4f93-9808-14855b0659df,2,,,,68362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25620, 'name': 'Annette Ngo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26097, 'name': 'Augustine Sylvia Ejangue Siliki'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 25614, 'name': 'Marie Aurelle Awona'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 11}, {'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 25631, 'name': 'Jeannette Yango'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 25626, 'name': 'Raissa Feudjio Tchuanyo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 3}, {'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 25605, 'name': 'Gaelle Enganamouit'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Cameroon Women's,1208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9296113d-06d2-4edf-97fd-a0368ac84a4d,3,,,,68362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['1633edeb-b343-43f4-8830-4f68210c2e53'],0,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1633edeb-b343-43f4-8830-4f68210c2e53,4,,,,68362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['9296113d-06d2-4edf-97fd-a0368ac84a4d'],0,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6fb372c3-d663-4577-9bc8-a520a74000e4,1866,,,,68362,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,England Women's,865,['ec3edb1f-1381-4b15-ab3d-cb16ee2e8fb1'],0,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ec3edb1f-1381-4b15-ab3d-cb16ee2e8fb1,1867,,,,68362,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,England Women's,865,['6fb372c3-d663-4577-9bc8-a520a74000e4'],0,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.541887,,,,,,,,,,,,65a02602-fd91-4be8-8194-48d31bb7dbd4,5,,,"[60.0, 40.0]",68362,0,,,,,2.190384,,Right Foot,,,"[39.6, 68.6]",,Ground Pass,,35.130043,,,,,Lucy Bronze,10178.0,,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,England Women's,865,['73cf9fbd-e824-42d3-a2e2-621a76cdaff5'],0,,,,,,,,,,,,,,,England Women's,865,00:00:00.020,Pass,
,,,,,,,,,,,,,,,,2.030901,,,,,,,,,,,,08093ee4-8f10-43b1-a347-b52783b0e1f0,8,,,"[47.4, 71.9]",68362,0,,,,,-0.32474008,,Right Foot,,,"[87.5, 58.4]",,High Pass,,42.311462,,,,,Jill Scott,10172.0,,,,,,,1,From Kick Off,Lucy Bronze,10178.0,Right Back,2,England Women's,865,['7569cc50-91e6-4caf-8322-2363f5db4b42'],4,,,,,,,,,,,,,,,England Women's,865,00:00:04.058,Pass,
,,,,,,,,,,,,,,,,1.1407,,,,,,,,,,,,cad26cec-53b4-47c2-80be-915d1a2b8526,10,,,"[87.5, 58.4]",68362,0,,,,,0.047963187,,Head,,,"[100.0, 59.0]",,Low Pass,,12.514392,,,Incomplete,,,,,,,,,,1,From Kick Off,Jill Scott,10172.0,Right Center Midfield,2,England Women's,865,['f85c1d9c-d01b-4d5d-a089-116c15423c8d'],6,,,,,,,,,,,,,,,England Women's,865,00:00:06.089,Pass,
,,,,,,,,,,,,,,,,1.7541,,,,,,,,,,,,83de840d-b3ab-45a3-8648-4491544bbc32,13,,,"[20.1, 21.1]",68362,0,,,,,-0.46906272,,Right Foot,,,"[42.2, 9.9]",,High Pass,,24.775997,,,,,Gabrielle Onguene,25616.0,,,,,,,1,Regular Play,Estelle Johnson,4943.0,Left Center Back,3,Cameroon Women's,1208,['51ddcceb-f39d-44d6-a6de-dec4dc002d18'],8,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:08.129,Pass,
