bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,080231d5-1070-4484-b6f6-d73ec50c7fc0,1,,,69301,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",England Women's,865,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a29f6be5-aae4-431f-9741-ac6792f51007,2,,,69301,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 26093, 'name': 'Gun Nathalie Björn'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 13881, 'name': 'Eva Sofia Jakobsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Sweden Women's,858,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,52d31509-0385-4d88-9877-14afe3cb43a9,3,,,69301,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['e08133a4-d370-42b7-977b-251effa1ed40'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e08133a4-d370-42b7-977b-251effa1ed40,4,,,69301,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England Women's,865,['52d31509-0385-4d88-9877-14afe3cb43a9'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,110d16be-f0bb-4cc7-b8f6-00134fcc8a5a,1583,,,69301,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Sweden Women's,858,['90491425-22e7-4a13-85a3-891b4f44da8c'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,90491425-22e7-4a13-85a3-891b4f44da8c,1584,,,69301,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Sweden Women's,858,['110d16be-f0bb-4cc7-b8f6-00134fcc8a5a'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.16873,,,,,,,,,,,,,,8d5673e4-0d1b-48a1-8945-38f7ea98c548,5,,"[60.0, 40.0]",69301,0,,,,,0.44237423,,Right Foot,,,"[61.9, 40.9]",,Ground Pass,,2.1023796,,,Francesca Kirby,4641.0,,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,England Women's,865,['8f903fdd-e007-42da-a721-338f693aa215'],0,,,,,,,,,,,,,,,,,England Women's,865,00:00:00.140,Pass,
,,,,,,,,,,,,,,,,,1.173625,,,,,,,,,,,,,,56fa96cb-0ee2-4414-be1c-ab35887c7431,9,,"[82.6, 37.6]",69301,0,,,,,1.7691119,,Right Foot,,,"[78.4, 58.5]",,Ground Pass,,21.317833,,,Lucy Bronze,10178.0,,,,,,,1,From Kick Off,Francesca Kirby,4641.0,Left Center Midfield,2,England Women's,865,['3821f54d-4a39-435e-aa25-ef95d693137b'],5,,,,,,,,,,,,,,,,,England Women's,865,00:00:05.143,Pass,
,,,,,,,,,,,,,,,,,1.0191,,,,,,,,,,,,,,de86424c-7015-4948-b898-015377a67f07,12,,"[84.7, 65.3]",69301,0,,,,,0.72576743,,Right Foot,,,"[98.9, 77.9]",,Ground Pass,,18.984203,,,Nikita Parris,4654.0,,,,,,,1,From Kick Off,Lucy Bronze,10178.0,Right Back,2,England Women's,865,['b15b8516-8a01-4084-960c-8d94cf43c2f2'],7,,,,,,,,,,,,,,,,,England Women's,865,00:00:07.844,Pass,
,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,ef4b5f7d-1989-4dba-b37e-d59b41abee14,15,,"[94.7, 75.5]",69301,0,,,,,-1.6951513,,Right Foot,,,"[93.3, 64.3]",,Ground Pass,,11.287161,,,Jill Scott,10172.0,,,,,,,1,From Kick Off,Nikita Parris,4654.0,Right Midfield,2,England Women's,865,['d3f90abf-d0a8-45f1-8969-f950ec4da2d6'],10,,,,,,,,,,,,,,,,,England Women's,865,00:00:10.586,Pass,
