50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.0092,,,,,,,,,,,,,ad39848a-8a34-4a36-91ac-e0a7524e9741,16,,"[70.1, 78.1]",22940,0,,,,-0.8519663,,Right Foot,,,"[77.8, 69.3]",High Pass,,11.69316,Incomplete,,Linda Ruth Bravo,25625.0,,,,,Recovery,1,From Throw In,Virginia Gómez,25639.0,Right Back,3,Argentina Women's,1204,"['0b82ae54-3663-4a68-9286-8750809ef661', 'a5407de5-9bcf-48ea-acf5-65fe4a22acab']",25,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:25.518,Pass,
,,,,,,,,,,,,,,,,,0.8947,,,,,,,,,,,,,08aa6550-6f5f-4144-8703-0d89cbf46f98,19,,"[77.6, 71.9]",22940,0,,,,-0.21608497,,Right Foot,,,"[85.8, 70.1]",High Pass,,8.395237,,,Florencia Soledad Jaimes,25641.0,,,,,Recovery,1,From Throw In,Virginia Gómez,25639.0,Right Back,3,Argentina Women's,1204,['d952fe9b-f840-4766-9363-93a6020ecccc'],28,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:28.967,Pass,
,,,,,,,,,,,,,,,,,0.1278,,,,,,,,,,,,,17cd0f50-fd8f-43f4-9479-75aa8a3ebeeb,28,,"[87.4, 74.1]",22940,0,,,,2.896614,,Right Foot,,,"[85.0, 74.7]",Low Pass,,2.4738634,Incomplete,,Virginia Gómez,25639.0,,,,,,1,From Throw In,María Florencia Bonsegundo,25640.0,Right Midfield,3,Argentina Women's,1204,"['4ff5ecc5-c095-4062-9f29-df6b4f17bc1a', 'b9f138e7-ba0e-4c7e-8050-80511b540bce']",31,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:31.879,Pass,
,,,,,,,,,,,,,,,,,0.704029,,,,,,,,,,,,,afcc5382-13b8-4a8a-a1bc-c90f1a91bc81,31,,"[75.8, 80.0]",22940,0,,,,-0.579564,,,,,"[81.3, 76.4]",Low Pass,,6.5734315,,,María Florencia Bonsegundo,25640.0,,,,,Throw-in,1,From Throw In,Virginia Gómez,25639.0,Right Back,4,Argentina Women's,1204,['d4c16b0a-c0f7-4330-8208-3b5b2104ed6e'],37,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:37.707,Pass,
,,,,,,,,,,,,,,,,,0.80019,,,,,,,,,,,,,924b4bc5-04db-4b25-b237-3f3eb704e336,34,,"[80.9, 76.2]",22940,0,,,,-3.0771658,,Right Foot,,,"[77.8, 76.0]",Low Pass,,3.1064448,,,Virginia Gómez,25639.0,,,,,,1,From Throw In,María Florencia Bonsegundo,25640.0,Right Midfield,4,Argentina Women's,1204,['5e5fb514-4023-4ec5-91a0-a5445ec155ae'],38,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:38.531,Pass,
,,,,,,,,,,,,,,,,,2.9036,,,,,,,,,,,,,621b7e77-83fc-4adc-9ef0-03e669598ce8,38,,"[78.0, 75.6]",22940,0,,,,-0.7110505,,Right Foot,,,"[111.9, 46.4]",High Pass,,44.74204,Incomplete,,,,,,,,,1,From Throw In,Virginia Gómez,25639.0,Right Back,4,Argentina Women's,1204,['ccadf351-4570-4f23-ab51-e921b959525a'],39,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:39.622,Pass,
,,,,,,,,,,,,,,,,,4.0956,,,,,,,,,,,,,390fe844-e3b6-4ce5-89f0-6d4ffafe9a13,41,,"[11.3, 33.3]",22940,0,,,,0.9297766,,Keeper Arm,,,"[35.4, 65.6]",Low Pass,,40.300125,,,Risa Shimizu,25624.0,,,,,,1,Regular Play,Ayaka Yamashita,25627.0,Goalkeeper,5,Japan Women's,1210,['d56119ed-7682-4f35-ac86-a4b9bd2b32ed'],43,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:43.449,Pass,
,,,,,,,,,,,,,,,,,1.3988,,,,,,,,,,,,,6063a47e-094e-4712-9c44-da4bda36c802,43,,"[38.4, 65.6]",22940,0,,,,0.22740234,,Right Foot,,,"[50.5, 68.4]",Ground Pass,,12.419743,,,Emi Nakajima,25621.0,,,,,,1,Regular Play,Risa Shimizu,25624.0,Right Back,5,Japan Women's,1210,['e5742198-2ac6-46bc-b8e0-68f719eabb30'],47,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:47.545,Pass,
,,,,,,,,,,,,,,,,,1.196104,,,,,,,,,,,,,db61dd79-2a39-4cc7-8e97-1048c7d75986,48,,"[49.6, 12.5]",22940,0,,,,2.6979425,,Right Foot,,,"[29.4, 22.1]",Ground Pass,,22.365152,,,Aldana Cometti,25634.0,,,,,,1,Regular Play,Estefanía Romina Banini Ruiz,4944.0,Left Midfield,6,Argentina Women's,1204,['d2e87e7b-1276-47e0-b61c-0e4d373c6c3c'],52,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:52.028,Pass,
,,,,,,,,,,,,,,,,,0.853006,,,,,,,,,,,,,02fdc254-19ae-4e9b-bdaa-4906be5a1170,52,,"[28.4, 21.1]",22940,0,,,,-1.487655,,Right Foot,,,"[29.8, 4.3]",Ground Pass,,16.858232,,,Eliana Noemí Stábile,25633.0,,,,,,1,Regular Play,Aldana Cometti,25634.0,Left Center Back,6,Argentina Women's,1204,['7657f020-9bdc-4659-ab51-fc84dc712f34'],55,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:55.473,Pass,
,,,,,,,,,,,,,,,,,1.040824,,,,,,,,,,,,,bf752bdf-b268-4961-99a3-07a1476b6e51,55,,"[29.8, 4.3]",22940,0,,,,-0.013244258,,Left Foot,,,"[44.9, 4.1]",Low Pass,,15.101324,,,Estefanía Romina Banini Ruiz,4944.0,,,,,,1,Regular Play,Eliana Noemí Stábile,25633.0,Left Back,6,Argentina Women's,1204,['0c11bbc5-4323-42de-9389-d62e303fed3f'],56,,,,,,,,,,,,,,,,Argentina Women's,1204,00:00:56.746,Pass,
,,,,,,,,,,,,,,,,,1.009,,,,,,,,,,,,,10a34eaa-170d-425f-a423-10313991229a,60,,"[76.8, 80.0]",22940,1,,,,-2.7179236,,,,,"[66.6, 75.4]",High Pass,,11.1892805,,,Narumi Miura,25613.0,,,,,Throw-in,1,From Throw In,Risa Shimizu,25624.0,Right Back,7,Japan Women's,1210,['82953a41-21ca-4b5d-b34e-a3450e7c85ae'],22,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:22.542,Pass,
,,,,,,,,,,,,,,,,,1.6811,,,,,,,,,,,,,785f8bec-128e-45c9-84b7-97218495ac69,64,,"[66.4, 74.5]",22940,1,,,,-1.8914634,,Right Foot,,,"[57.2, 46.8]",Ground Pass,,29.18784,,,Moeka Minami,25638.0,,,,,,1,From Throw In,Narumi Miura,25613.0,Left Center Midfield,7,Japan Women's,1210,"['36cd8548-f33c-49bf-867a-fb600a1e43e7', '509d57b4-0717-4d55-be42-d8a8bfe349d1']",24,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:24.571,Pass,True
,,,,,,,,,,,,,,,,,1.7812,,,,,,,,,,,,,2a21368e-e994-4a77-a7f1-68951333590b,67,,"[61.1, 32.5]",22940,1,,,,-1.3658496,,Right Foot,,,"[64.8, 14.7]",Ground Pass,,18.180485,,,Aya Sameshima,25636.0,,,,,,1,From Throw In,Moeka Minami,25638.0,Left Center Back,7,Japan Women's,1210,['175f5644-ad76-4876-813a-9c34fdc619a2'],28,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:28.770,Pass,
,,,,,,,,,,,,,,,,,3.4534,,,,,,,,,,,,,ad9ee4be-02e9-48f8-816e-1b0d590fa40f,70,,"[64.8, 14.3]",22940,1,,,,-0.1475057,,Left Foot,,,"[107.2, 8.0]",Low Pass,,42.865486,,,Yui Hasegawa,25632.0,,,,,,1,From Throw In,Aya Sameshima,25636.0,Left Back,7,Japan Women's,1210,['74dfcf7d-dd2e-40c0-96b9-d821430cac21'],31,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:31.808,Pass,
,,,,,,,,,,,,,,,,,1.301154,,,,,,,,,,,,,2f342293-fad9-4d7e-917e-0bc8cd88abe1,77,,"[4.1, 66.8]",22940,1,,,,0.89049476,,Right Foot,,,"[14.7, 79.9]",Ground Pass,,16.85141,Out,,María Florencia Bonsegundo,25640.0,,,,,,1,From Throw In,Agustina Barroso Basualdo,25629.0,Right Center Back,7,Japan Women's,1210,['1716d2b8-a94e-4801-b80c-32d41c136eeb'],38,,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:38.972,Pass,
,,,,,,,,,,,,,,,,,1.2059,,,,,,,,,,,,,9ff4fe6c-3442-4470-91e0-aff7d42f249b,79,,"[94.3, 0.1]",22940,1,,,,0.8082253,,,,,"[105.0, 11.3]",High Pass,,15.489674,,,Kumi Yokoyama,25619.0,,,,,Throw-in,1,From Throw In,Aya Sameshima,25636.0,Left Back,8,Japan Women's,1210,['b77e77bd-6880-44f9-a214-28d5853158ec'],43,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:43.706,Pass,
,,,,,,,,,,,,,,,,,0.0384,,,,,,,,,,,,,c3c6e09c-f050-41be-8975-f628c6e0e594,89,,"[18.2, 77.8]",22940,1,,,,-0.102206714,,Right Foot,,,"[22.1, 77.4]",High Pass,,3.9204593,Incomplete,,,,,,,,,1,From Throw In,Linda Ruth Bravo,25625.0,Right Center Midfield,8,Japan Women's,1210,['bbb00f31-dc9f-4570-8939-040ddf5b43c7'],54,,,,,,,,,,,,,,,,Argentina Women's,1204,00:01:54.545,Pass,
,,,,,,,,,,,,,,,,,1.518199,,,,,,,,,,,,,da206348-4cdb-4849-afc3-f6f79e50f721,91,,"[21.7, 80.0]",22940,2,,,,-0.100824274,,,,,"[47.4, 77.4]",High Pass,,25.831182,Incomplete,,Florencia Soledad Jaimes,25641.0,,,,,Throw-in,1,From Throw In,Virginia Gómez,25639.0,Right Back,9,Argentina Women's,1204,"['bced348d-3f88-4516-8203-46d00d701dec', 'e89f7799-d22c-48c2-bcb2-c2a1a963104b']",4,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:04.182,Pass,
,,,,,,,,,,,,,,,,,1.555599,,,,,,,,,,,,,e89f7799-d22c-48c2-bcb2-c2a1a963104b,93,,"[72.7, 2.7]",22940,2,,,,0.525851,,Head,,,"[83.9, 9.2]",High Pass,,12.949517,Incomplete,,Hina Sugita,25635.0,,,,,Recovery,1,From Throw In,Aya Sameshima,25636.0,Left Back,9,Argentina Women's,1204,"['3ecc810b-89d0-44af-a7e7-80696903088e', '50b75088-5e19-4956-8352-3b7e5458f795', 'da206348-4cdb-4849-afc3-f6f79e50f721']",5,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:05.700,Pass,
,,,,,,,,,,,,,,,,,1.320814,,,,,,,,,,,,,3ecc810b-89d0-44af-a7e7-80696903088e,95,,"[36.2, 70.9]",22940,2,,,,-1.3306253,,Right Foot,,,"[39.8, 56.2]",Low Pass,,15.1343975,,,Miriam Anahí Mayorga,25617.0,,,,,Recovery,1,From Throw In,Linda Ruth Bravo,25625.0,Right Center Midfield,9,Argentina Women's,1204,"['95639bf1-95f8-4d37-acba-17f6757b7951', 'e89f7799-d22c-48c2-bcb2-c2a1a963104b']",7,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:07.256,Pass,
,,,,,,,,,,,,,,,,,5.0692,,,,,,,,,,,,,075cdd79-7c2b-4d65-8131-83dec3718962,98,,"[39.8, 56.2]",22940,2,,,,0.20963985,,Right Foot,,,"[91.5, 67.2]",High Pass,,52.85726,Incomplete,,Florencia Soledad Jaimes,25641.0,,,,,,1,From Throw In,Miriam Anahí Mayorga,25617.0,Left Center Midfield,9,Argentina Women's,1204,"['6ebb009f-8752-4bac-ae26-43fb54d960e6', '924dd1a5-297a-482b-a122-a96ec05bbecd']",8,,,,,,,,,,,,,,,,Argentina Women's,1204,00:02:08.777,Pass,
,,,,,,,,,,,,,,,,,2.3736,,,,,,,,,,,,,924dd1a5-297a-482b-a122-a96ec05bbecd,100,,"[28.6, 12.9]",22940,2,,,,2.1942587,,Right Foot,,,"[11.7, 36.4]",Ground Pass,,28.945812,,,Ayaka Yamashita,25627.0,,,,,Recovery,1,Regular Play,Moeka Minami,25638.0,Left Center Back,10,Japan Women's,1210,"['075cdd79-7c2b-4d65-8131-83dec3718962', '69b3011b-a8ed-45cc-a872-05d00100ec05']",13,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:13.846,Pass,
,,,,,,,,,,,,,,,,,1.6534,,,,,,,,,,,,,b61915c5-8cb1-4f8f-89d8-038f096da655,103,,"[11.7, 36.4]",22940,2,,,,0.8037111,,Left Foot,,,"[25.1, 50.3]",Ground Pass,,19.307253,,,Saki Kumagai,15257.0,,,,,,1,Regular Play,Ayaka Yamashita,25627.0,Goalkeeper,10,Japan Women's,1210,['f7118344-080a-4e80-8c4a-96313c2bebad'],17,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:17.210,Pass,
,,,,,,,,,,,,,,,,,1.578,,,,,,,,,,,,,df47eea0-ca12-495d-8601-4708e0b89bab,106,,"[36.4, 50.5]",22940,2,,,,-1.5251659,,Right Foot,,,"[37.4, 28.6]",Ground Pass,,21.92282,,,Moeka Minami,25638.0,,,,,,1,Regular Play,Saki Kumagai,15257.0,Right Center Back,10,Japan Women's,1210,['a79d53d3-d1a1-46d1-b77d-534b76dac6b7'],22,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:22.079,Pass,
,,,,,,,,,,,,,,,,,1.4094,,,,,,,,,,,,,1bfdbbae-ff92-4a69-b8a4-397b174f7d21,109,,"[40.1, 22.3]",22940,2,,,,-1.4321566,,Right Foot,,,"[42.5, 5.1]",Ground Pass,,17.366634,,,Aya Sameshima,25636.0,,,,,,1,Regular Play,Moeka Minami,25638.0,Left Center Back,10,Japan Women's,1210,['7390448c-48cc-4966-ba03-60466b246bfe'],24,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:24.514,Pass,
,,,,,,,,,,,,,,,,,1.4979,,,,,,,,,,,,,a95bbab1-0528-430f-b52e-dfddc2c0d936,112,,"[53.7, 12.1]",22940,2,,,,2.711128,,Right Foot,,,"[34.1, 21.1]",Ground Pass,,21.567568,,,Moeka Minami,25638.0,,,,,,1,Regular Play,Aya Sameshima,25636.0,Left Back,10,Japan Women's,1210,['fbed4a5a-2798-4103-a994-f704fa8f83d9'],30,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:30.196,Pass,
,,,,,,,,,,,,,,,,,1.8706,,,,,,,,,,,,,8e00c224-93d5-4f71-9f58-a8a4f417b849,115,,"[40.1, 27.2]",22940,2,,,,1.5707964,,Left Foot,,,"[40.1, 45.4]",Ground Pass,,18.2,,,Saki Kumagai,15257.0,,,,,,1,Regular Play,Moeka Minami,25638.0,Left Center Back,10,Japan Women's,1210,['52f37002-6a43-4798-b5d8-a20a290b8260'],34,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:34.526,Pass,
,,,,,,,,,,,,,,,,,2.77311,,,,,,,,,,,,,210a657d-2673-41b3-af77-732890826e48,118,,"[46.4, 47.4]",22940,2,,,,0.67129624,,Right Foot,,,"[81.9, 75.6]",Low Pass,,45.337513,Incomplete,,Risa Shimizu,25624.0,,,,,,1,Regular Play,Saki Kumagai,15257.0,Right Center Back,10,Japan Women's,1210,"['b783680a-8a33-4f7b-bb97-e236b8be9e89', 'e627d7b1-5ac1-431e-8902-e70519b2c4be']",38,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:38.008,Pass,
,,,,,,,,,,,,,,,,,2.0628,,,,,,,,,,,,,5e778100-5e04-42b5-83d1-7dde752d497d,121,,"[71.1, 80.0]",22940,2,,,,-1.0449454,,,,,"[77.6, 68.8]",Low Pass,,12.949517,,,Emi Nakajima,25621.0,,,,,Throw-in,1,From Throw In,Risa Shimizu,25624.0,Right Back,11,Japan Women's,1210,['8279d3b5-97c0-4060-9088-fb9199b611ca'],48,,,,,,,,,,,,,,,,Japan Women's,1210,00:02:48.559,Pass,
,,,,,,,,,,,,,,,,,1.07136,,,,,,,,,,,,,dab9abbe-a93f-4732-a936-1775baa1dd86,141,,"[47.6, 48.8]",22940,3,,,,1.81782,,Right Foot,,,"[44.7, 60.3]",Ground Pass,,11.860017,,,María Florencia Bonsegundo,25640.0,,,,,,1,Regular Play,Miriam Anahí Mayorga,25617.0,Left Center Midfield,12,Argentina Women's,1204,['e5bb1a8a-2cf9-4573-876e-19ae1546c92c'],4,,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:04.422,Pass,
,,,,,,,,,,,,,,,,,0.2023,,,,,,,,,,,,,8532fc1a-ae82-436b-ac67-4ec7419aaa00,145,,"[63.7, 11.1]",22940,3,,,,2.9669204,,Right Foot,,,"[60.3, 11.7]",Ground Pass,,3.4525354,Incomplete,,,,,,,,Recovery,1,Regular Play,Aya Sameshima,25636.0,Left Back,12,Argentina Women's,1204,['68982378-0961-4052-b20a-1108823f6b43'],8,,,,,,,,,,,,,,,,Japan Women's,1210,00:03:08.152,Pass,
,,,,,,,,,,,,,,,,,1.9179,,,,,,,,,,,,,304d5207-7ba1-422b-be06-400df3e6654c,147,,"[81.3, 0.1]",22940,3,,,,0.02040533,,,,,"[100.9, 0.5]",High Pass,,19.604082,Out,,Kumi Yokoyama,25619.0,,,,,Throw-in,1,From Throw In,Aya Sameshima,25636.0,Left Back,13,Japan Women's,1210,['ada104e3-74cb-42fb-8a70-6570b143f714'],21,,,,,,,,,,,,,,,,Japan Women's,1210,00:03:21.673,Pass,
,,,,,,,,,,,,,,,,,1.142449,,,,,,,,,,,,,44bb898b-e10c-44f1-8b89-79940ee426a2,149,,"[20.9, 80.0]",22940,3,,,,-0.26060238,,,,,"[40.4, 74.8]",High Pass,,20.181427,,,María Florencia Bonsegundo,25640.0,,,,,Throw-in,1,From Throw In,Virginia Gómez,25639.0,Right Back,14,Argentina Women's,1204,['1ce04593-7fe1-4e93-b835-d48a1dbec279'],37,,,,,,,,,,,,,,,,Argentina Women's,1204,00:03:37.766,Pass,
