50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.3181,,,,,,,,,,,,,,,ec879fa9-dc3a-40fc-bc58-ea2bece767cd,20,,,"[48.1, 45.2]",22939,0,,,,,0.88187194,,Right Foot,,,"[52.3, 50.3]",,Low Pass,,6.606815,,Incomplete,,,,,,,,,1,From Kick Off,Raissa Feudjio Tchuanyo,25626.0,Center Attacking Midfield,2,Canada Women's,1206,"['1f0b5415-9634-4c24-8046-50b5ef715952', '9421a674-dcc2-4dd3-87cb-ad8a44793fea']",19,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:00:19.046,Pass,True
,,,,,,,,,,,,,,,,1.486193,,,,,,,,,,,,,,,6f87ebe2-fb52-43f0-a840-9ba4c098cd65,23,,,"[66.7, 35.2]",22939,0,,,,,1.3570088,,Right Foot,,,"[70.0, 50.4]",,Ground Pass,,15.554099,,,,Nichelle Patrice Prince,5043.0,,,,,Recovery,1,From Kick Off,Christine Margaret Sinclair,5020.0,Right Center Forward,2,Canada Women's,1206,['6ae6ed53-41da-456e-ab08-b4a7655e011e'],21,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:21.008,Pass,
,,,,,,,,,,,,,,,,2.1912,,,,,,,,,,,,,,,2df5fd7a-79c1-451e-ad7b-e3b02b174a3f,29,,,"[120.0, 80.0]",22939,1,,,,,-1.8054717,,Right Foot,,,"[109.6, 36.5]",,High Pass,,44.725945,,Incomplete,True,Jessie Alexandra Fleming,25612.0,,True,Outswinging,,Corner,1,From Corner,Janine Elizabeth Beckie,4992.0,Left Midfield,3,Canada Women's,1206,"['8744cbcb-2d12-4f71-9ca6-8c26fa115617', 'ea1e7399-5579-4465-9a8d-331f07899a07']",17,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:17.027,Pass,
,,,,,,,,,,,,,,,,1.603826,,,,,,,,,,,,,,,b517a692-a2d9-44ef-86cd-3702058d89f5,35,,,"[98.6, 53.7]",22939,1,,,,,1.3356453,,Right Foot,,,"[103.2, 72.9]",,Ground Pass,,19.743353,,,,Janine Elizabeth Beckie,4992.0,,,,,,1,From Corner,Shelina Laura Zadorsky,5074.0,Left Center Back,3,Canada Women's,1206,['c8b4ff0d-2c89-4dac-8bf2-d3a8e0845314'],22,,,,,,,,,,,,,,,,Canada Women's,1206,00:01:22.628,Pass,
,,,,,,,,,,,,,,,,1.4937,,,,,,,,,,,,,,,492f3bb5-7f81-451f-b5f0-a26e4c602ce3,47,,,"[96.7, 64.3]",22939,2,,,,,-1.0380282,062570de-97df-4d93-a104-49ccd9dc2284,Right Foot,True,,"[111.5, 39.2]",,High Pass,,29.138462,,,,Christine Margaret Sinclair,5020.0,True,,,,Free Kick,1,From Free Kick,Janine Elizabeth Beckie,4992.0,Left Midfield,4,Canada Women's,1206,['8bd22b7f-6d56-4276-a503-5c2c638ac3d6'],31,,,,,,,,,,,,,,,,Canada Women's,1206,00:02:31.279,Pass,
,,,,,,,,,,,,,,,,1.9908,,,,,,,,,,,,,,,5e19fb97-2136-494d-bb97-b1650709a2df,53,,,"[120.0, 0.1]",22939,3,,,,,1.6639836,059979fe-05fd-42ad-8e2b-c122746cb02a,Right Foot,,,"[116.0, 42.9]",,High Pass,True,42.98651,,,,Christine Margaret Sinclair,5020.0,True,True,Inswinging,,Corner,1,From Corner,Janine Elizabeth Beckie,4992.0,Left Midfield,5,Canada Women's,1206,['62f46dea-911a-4a7f-8da4-f50b5721c453'],12,,,,,,,,,,,,,,,,Canada Women's,1206,00:03:12.412,Pass,
,,,,,,,,,,,,,,,,3.6984,,,,,,,,,,,,,,,6257cce2-3516-4bb9-94b8-a84b7db61e93,57,,,"[6.0, 44.0]",22939,3,,True,,,0.97704667,,Left Foot,,,"[30.3, 80.0]",,Low Pass,,43.433743,,Out,,Claudine Falonne Meffometou Tcheno,25630.0,,,,,Goal Kick,1,From Goal Kick,Annette Ngo,25620.0,Goalkeeper,6,Cameroon Women's,1208,['0768431f-08c7-4aad-994c-e48557c5c7fa'],29,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:03:29.034,Pass,
,,,,,,,,,,,,,,,,1.8891,,,,,,,,,,,,,,,d92bbece-5f02-4c40-969d-5ddc4b836274,59,,,"[93.3, 0.1]",22939,3,,,,,0.8569482,,,,,"[106.9, 15.8]",,High Pass,,20.771374,,Incomplete,,Christine Margaret Sinclair,5020.0,,,,,Throw-in,1,From Throw In,Sophie Schmidt,15180.0,Left Center Midfield,7,Canada Women's,1206,"['0c174c45-e18e-4c7e-b369-a274903a529c', '9858ecc2-ccaf-4361-9320-feaa2352e1d3']",35,,,,,,,,,,,,,,,,Canada Women's,1206,00:03:35.170,Pass,
,,,,,,,,,,,,,,,,2.3829,,,,,,,,,,,,,,,87af275e-4497-417d-8276-37214445a035,64,,,"[112.2, 0.1]",22939,3,,,,,2.0454931,,,,,"[104.8, 14.5]",,Low Pass,,16.19012,,,,Janine Elizabeth Beckie,4992.0,,,,,Throw-in,1,From Throw In,Allysha Lyn Chapman,5038.0,Left Back,8,Canada Women's,1206,['13252a00-096c-4522-979d-89dd4fa22d4f'],54,,,,,,,,,,,,,,,,Canada Women's,1206,00:03:54.549,Pass,
,,,,,,,,,,,,,,,,2.072507,,,,,,,,,,,,,,,0b92298e-3a6a-470f-bd52-d8458d6dcbe5,68,,,"[97.8, 22.9]",22939,3,,,,,2.2353575,,Left Foot,,,"[85.5, 38.6]",,Ground Pass,,19.944424,,,,Ashley Elizabeth Marie Lawrence,15290.0,,,,,,1,From Throw In,Janine Elizabeth Beckie,4992.0,Left Midfield,8,Canada Women's,1206,"['2c6e8c55-cf31-43f6-b66e-845ab1facc1e', '33cec496-50ac-441f-8169-6c51ca5ec290']",56,,,,,,,,,,,,,,,,Canada Women's,1206,00:03:56.971,Pass,True
,,,,,,,,,,,,,,,,1.17135,,,,,,,,,,,,,,,72a000f1-71cf-42d5-ba68-4518d60b89e0,72,,,"[89.3, 43.1]",22939,4,,,,,1.8760195,,Left Foot,,,"[87.0, 50.4]",,Ground Pass,,7.653757,,,,Jessie Alexandra Fleming,25612.0,,,,,,1,From Throw In,Ashley Elizabeth Marie Lawrence,15290.0,Right Back,8,Canada Women's,1206,"['105ca998-4a67-4ea6-9af3-3cc554e2fb42', 'ce9cf5eb-ac23-45a5-bd68-7b819fc3e928']",0,,,,,,,,,,,,,,,,Canada Women's,1206,00:04:00.679,Pass,True
,,,,,,,,,,,,,,,,0.9155,,,,,,,,,,,,,,,0583d0b3-123a-434e-9f74-e8984b5aa3c2,76,,,"[88.1, 70.3]",22939,4,,,,,0.7111547,,Right Foot,,,"[94.6, 75.9]",,Ground Pass,,8.579627,,,,Nichelle Patrice Prince,5043.0,,,,,,1,From Throw In,Jessie Alexandra Fleming,25612.0,Left Center Forward,8,Canada Women's,1206,"['35dfc628-b6e2-4da1-a24e-26bb54436740', '960bb212-b6fe-467c-95db-76dafcea7b5e']",5,,,,,,,,,,,,,,,,Canada Women's,1206,00:04:05.164,Pass,True
,,,,,,,,,,,,,,,,1.2774,,,,,,,,,,,,,,,68fe2746-8987-4860-8814-b7047b9ba0d5,79,,,"[94.6, 75.9]",22939,4,,,,,-1.4533272,,Left Foot,,,"[96.5, 59.8]",,Ground Pass,,16.211723,,Incomplete,,Ashley Elizabeth Marie Lawrence,15290.0,,,,,,1,From Throw In,Nichelle Patrice Prince,5043.0,Right Midfield,8,Canada Women's,1206,"['3cf0b173-272d-48d4-b424-7647f6519553', 'b2646b9b-5bad-4587-8e6b-e7aaf64c3bd3']",6,,,,,,,,,,,,,,,,Canada Women's,1206,00:04:06.120,Pass,
,,,,,,,,,,,,,,,,0.841422,,,,,,,,,,,,,,,571ffdb4-edf1-4d7e-a9a8-f53de30cef18,86,,,"[72.0, 55.0]",22939,4,,,,,-3.0890095,,Right Foot,,,"[62.5, 54.5]",,Ground Pass,,9.513149,,,,Shelina Laura Zadorsky,5074.0,,,,,,1,From Throw In,Ashley Elizabeth Marie Lawrence,15290.0,Right Back,8,Canada Women's,1206,"['23c1ebcd-d244-4b6f-98e5-8d3ce2cf7df1', 'c3a5953d-241c-4890-9c01-21f17b23e6f8']",11,,,,,,,,,,,,,,,,Canada Women's,1206,00:04:11.031,Pass,True
,,,,,,,,,,,,,,,,2.053834,,,,,,,,,,,,,,,0c59588b-042a-42ce-a199-dbfe7727f8b4,90,,,"[59.3, 48.8]",22939,4,,,,,-2.1191764,,Right Foot,,,"[44.7, 24.9]",,Ground Pass,,28.006607,,,,Allysha Lyn Chapman,5038.0,,,,,,1,From Throw In,Shelina Laura Zadorsky,5074.0,Left Center Back,8,Canada Women's,1206,['fe85419a-27ab-45b0-9a93-c3ea917da72e'],13,,,,,,,,,,,,,,,,Canada Women's,1206,00:04:13.799,Pass,
,,,,,,,,,,,,,,,,1.215419,,,,,,,,,,,,,,,6579cd2a-33a6-4308-8597-d4cb5f950944,93,,,"[46.9, 23.7]",22939,4,,,,,-0.73955876,,Left Foot,,,"[64.0, 8.1]",,Ground Pass,,23.146706,,,,Janine Elizabeth Beckie,4992.0,,,,,,1,From Throw In,Allysha Lyn Chapman,5038.0,Left Back,8,Canada Women's,1206,['637d2acc-708a-429d-8b12-9293f9190711'],17,,,,,,,,,,,,,,,,Canada Women's,1206,00:04:17.348,Pass,
,,,,,,,,,,,,,,,,1.0963,,,,,,,,,,,,,,,2cce53c3-4e9e-487d-8362-615e592c00f0,96,,,"[64.0, 8.1]",22939,4,,,,,2.5246508,,Right Foot,,,"[55.4, 14.2]",,Low Pass,,10.543718,,Incomplete,,Allysha Lyn Chapman,5038.0,,,,,,1,From Throw In,Janine Elizabeth Beckie,4992.0,Left Midfield,8,Canada Women's,1206,"['3c909088-426a-48ca-b81c-42db14612426', 'c5426aef-423a-4340-860c-c6701a36c89f']",18,,,,,,,,,,,,,,,,Canada Women's,1206,00:04:18.603,Pass,
,,,,,,,,,,,,,,,,3.437798,,,,,,,,,,,,,,,dafc13b0-a363-48ed-8ea7-ee06d8e0a568,100,,,"[75.9, 63.5]",22939,4,,,,,0.088845946,,Right Foot,,,"[110.7, 66.6]",,Ground Pass,,34.9378,,,,Gabrielle Onguene,25616.0,,,,,,1,Regular Play,Ajara Nchout,25628.0,Right Center Midfield,9,Cameroon Women's,1208,['482c4a2f-e843-4dfb-b0a2-4696bdcf4f3e'],21,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:04:21.840,Pass,
,,,,,,,,,,,,,,,,0.1054,,,,,,,,,,,,,,,6ff9d2fc-cc07-49c3-924c-15d209f7819b,105,,,"[115.5, 71.5]",22939,4,,,,,-1.9832067,,Right Foot,,,"[114.1, 68.3]",,Ground Pass,,3.4928498,,Incomplete,,,,,,,,,1,Regular Play,Gabrielle Onguene,25616.0,Left Center Midfield,9,Cameroon Women's,1208,"['d22825de-f975-4a83-b356-ab816668dbef', 'ff7e2aae-21d9-4603-8783-a275069bb58e']",34,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:04:34.937,Pass,True
,,,,,,,,,,,,,,,,0.0975,,,,,,,,,,,,,,,99c758b4-251e-454f-898e-d297f6462499,109,,,"[118.7, 73.1]",22939,4,,,,,-2.0344439,,Right Foot,,,"[117.9, 71.5]",,Ground Pass,,1.7888544,,Incomplete,,,,,,,,,1,Regular Play,Claudine Falonne Meffometou Tcheno,25630.0,Right Wing Back,9,Cameroon Women's,1208,['104cb149-f3b1-4e7c-a06c-b15c621288e8'],37,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:04:37.415,Pass,
,,,,,,,,,,,,,,,,1.2898,,,,,,,,,,,,,,,0982af62-3505-4d9a-9c8a-33ec6ba1b8d6,111,,,"[120.0, 80.0]",22939,5,,,,,-1.8769661,b4a8779a-aa08-4587-a1e0-56b3fd598f62,Right Foot,,,"[109.6, 47.1]",,High Pass,,34.50464,,,True,Christine Manie,25618.0,True,,Outswinging,,Corner,1,From Corner,Ajara Nchout,25628.0,Right Center Midfield,10,Cameroon Women's,1208,['202ea208-25d8-4a22-a78b-3dd51c6a3d4b'],18,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:05:18.941,Pass,
,,,,,,,,,,,,,,,,3.6292,,,,,,,,,,,,,,,78f5d256-9791-4d64-be26-5636bf3881d8,115,,,"[7.0, 36.1]",22939,5,,,,,-0.42322847,,Right Foot,,,"[62.5, 11.1]",,High Pass,,60.870766,,Incomplete,,Christine Margaret Sinclair,5020.0,,,,,Goal Kick,1,From Goal Kick,Stephanie Lynn Marie Labbé,25609.0,Goalkeeper,11,Canada Women's,1206,"['cdd0e8cc-c249-4af8-89de-81043456cb73', 'd89045f0-21d5-4824-adc9-3dfa57eb40b7']",42,,,,,,,,,,,,,,,,Canada Women's,1206,00:05:42.942,Pass,
,,,,,,,,,,,,,,,,0.7314,,,,,,,,,,,,,,,6e2ea74d-c46a-4780-aea7-7938f85e2867,133,,,"[107.7, 55.2]",22939,5,,,,,-2.853163,,Left Foot,,,"[98.6, 52.5]",,Ground Pass,,9.492102,,,,Jeannette Yango,25631.0,,,,,,1,Regular Play,Marlyse Bernadette Ngo Ndoumbouk,25622.0,Center Forward,12,Cameroon Women's,1208,['ff2365c3-70ea-429f-8ac2-b0d55464aa89'],57,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:05:57.529,Pass,
,,,,,,,,,,,,,,,,2.823117,,,,,,,,,,,,,,,e2f129ff-78a4-4633-b447-50cf4f3ef216,150,,,"[65.3, 27.5]",22939,7,,,,,0.1306245,,Right Foot,,,"[116.3, 34.2]",,High Pass,,51.438217,,Injury Clearance,,,,,,,,,1,Other,Raissa Feudjio Tchuanyo,25626.0,Center Attacking Midfield,14,Cameroon Women's,1208,,39,,,,,,,,,,,,,,,,Cameroon Women's,1208,00:07:39.426,Pass,
,,,,,,,,,,,,,,,,2.940969,,,,,,,,,,,,,,,bd9493fc-e683-4553-aded-63ca821d7514,153,,,"[32.7, 66.5]",22939,7,,,,,-0.23568054,,Right Foot,,,"[88.5, 53.1]",,High Pass,,57.38641,,Incomplete,,Christine Margaret Sinclair,5020.0,,,,,,1,Other,Stephanie Lynn Marie Labbé,25609.0,Goalkeeper,14,Cameroon Women's,1208,"['51442d83-bffd-4cf4-ab96-cc2279b7e497', '6bcb3e64-5ee0-4bba-bb8d-94a673ad59c5']",55,,,,,,,,,,,,,,,,Canada Women's,1206,00:07:55.553,Pass,
,,,,,,,,,,,,,,,,2.0361,,,,,,,,,,,,,,,4fa94397-b6aa-47c6-a878-cd14d99d48fb,162,,,"[71.2, 5.1]",22939,8,,,,,0.06852002,,Left Foot,,,"[91.6, 6.5]",,Low Pass,,20.447983,,Incomplete,,Janine Elizabeth Beckie,4992.0,,,,,Recovery,1,Regular Play,Allysha Lyn Chapman,5038.0,Left Back,15,Canada Women's,1206,"['70bcb0e0-f9c3-4036-a0c9-b273c44d2432', '96d1cf3b-1a67-4beb-b334-059103dc7185']",5,,,,,,,,,,,,,,,,Canada Women's,1206,00:08:05.275,Pass,
,,,,,,,,,,,,,,,,1.137732,,,,,,,,,,,,,,,c9835d4b-c6c0-4726-81f7-21970b12ad8c,165,,,"[91.9, 0.1]",22939,8,,,,,2.5517313,,,,,"[79.5, 8.4]",,Low Pass,,14.921461,,,,Allysha Lyn Chapman,5038.0,,,,,Throw-in,1,From Throw In,Janine Elizabeth Beckie,4992.0,Left Midfield,16,Canada Women's,1206,['3f4b7b1c-e6ba-4f12-ba3e-239da408e64f'],11,,,,,,,,,,,,,,,,Canada Women's,1206,00:08:11.414,Pass,
,,,,,,,,,,,,,,,,0.526089,,,,,,,,,,,,,,,6a7ecd82-e6d4-4b1a-a97c-bbd82b95f8a1,169,,,"[79.3, 9.9]",22939,8,,,,,1.0374091,,Left Foot,,,"[85.5, 20.4]",,Ground Pass,,12.1938505,,,,Sophie Schmidt,15180.0,,,,,,1,From Throw In,Allysha Lyn Chapman,5038.0,Left Back,16,Canada Women's,1206,['b62dd3d2-dadf-4316-bce9-80861c742fab'],13,,,,,,,,,,,,,,,,Canada Women's,1206,00:08:13.631,Pass,
,,,,,,,,,,,,,,,,1.373746,,,,,,,,,,,,,,,ce7138c0-630d-4c80-b9f2-d5661c340a3c,172,,,"[81.4, 19.8]",22939,8,,,,,1.9929453,,Right Foot,,,"[76.1, 31.6]",,Ground Pass,,12.93561,,,,Desiree Rose Marie Scott,4966.0,,,,,,1,From Throw In,Sophie Schmidt,15180.0,Left Center Midfield,16,Canada Women's,1206,['19166e2b-3189-4498-a90d-3fba1c56d053'],15,,,,,,,,,,,,,,,,Canada Women's,1206,00:08:15.245,Pass,
,,,,,,,,,,,,,,,,1.465575,,,,,,,,,,,,,,,ad9f17ca-5df1-47be-b829-123b5b1641a7,176,,,"[75.8, 33.8]",22939,8,,,,,1.4046406,,Right Foot,,,"[78.5, 49.9]",,Ground Pass,,16.324827,,,,Jessie Alexandra Fleming,25612.0,,,,,,1,From Throw In,Desiree Rose Marie Scott,4966.0,Right Center Midfield,16,Canada Women's,1206,"['8b58f6cd-4955-4c6a-950d-1185b3264322', 'c5903a0c-ce1c-4578-b008-0e5c1a97426c']",17,,,,,,,,,,,,,,,,Canada Women's,1206,00:08:17.280,Pass,True
