ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.0497,,,,,,,,,,,,,,d0810e11-32a3-43b0-a074-4fb687986d6a,18,,,"[26.7, 15.0]",22981,0,,,,-1.0803993,,Left Foot,,,,"[33.0, 3.2]",,Ground Pass,,13.3764715,,Kristine Minde,10393.0,,,,,,,1,From Kick Off,Maria Thorisdottir,4636.0,Left Center Back,2,Norway Women's,852,"['4d21f8c5-a736-4bbc-9e5e-3511f6cd2b1c', 'f630d468-7ae6-4b92-8b6d-1034f8cce85e']",10,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:10.942,Pass,True
,,,,,,,,,,,,,,,,0.7126,,,,,,,,,,,,,,35c399bf-bd31-4afc-9abe-9e27be42e143,23,,,"[32.2, 3.2]",22981,0,,,,1.4932821,,Left Foot,,,,"[33.0, 13.5]",,Ground Pass,,10.331021,,Ingrid Syrstad Engen,24374.0,,,,,,,1,From Kick Off,Kristine Minde,10393.0,Left Back,2,Norway Women's,852,"['565b6248-6af3-4340-9ce1-5773074e8631', '691fd5f9-ed83-441a-bf0b-95e539f607f6', '8ce13934-6db0-4625-8e87-c6a6b1878e88']",13,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:13.125,Pass,True
,,,,,,,,,,,,,,,,1.1477,,,,,,,,,,,,,,b775e9f1-c958-4b84-a015-68c7482de871,26,,,"[33.0, 13.5]",22981,0,,,,-0.56810474,,Left Foot,,,,"[42.4, 7.5]",,Low Pass,,11.151682,,Guro Reiten,10514.0,,,,,,,1,From Kick Off,Ingrid Syrstad Engen,24374.0,Left Center Midfield,2,Norway Women's,852,"['0f46dd28-0743-41c4-8b2b-6ab6ec244ba8', '565b6248-6af3-4340-9ce1-5773074e8631']",13,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:13.877,Pass,True
,,,,,,,,,,,,,,,,0.6885,,,,,,,,,,,,,,eb1d996b-a57e-41a0-9ba4-18b8a76f30ee,29,,,"[42.9, 7.7]",22981,0,,,,-2.5070398,,Left Foot,,,,"[35.7, 2.4]",,Ground Pass,,8.940358,,Kristine Minde,10393.0,,,,,,,1,From Kick Off,Guro Reiten,10514.0,Left Midfield,2,Norway Women's,852,"['563d6a03-9e98-4fcb-b2b0-d2d132d09cef', '81c078f6-da41-4621-ac19-b24021d673ca']",15,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:15.025,Pass,True
,,,,,,,,,,,,,,,,1.1444,,,,,,,,,,,,,,af746338-f1ba-405c-baba-0b9156d0143d,32,,,"[35.7, 2.4]",22981,0,,,,0.22937119,,Right Foot,,,,"[58.4, 7.7]",,Low Pass,,23.310513,,Isabell Herlovsen,13479.0,,,,,,,1,From Kick Off,Kristine Minde,10393.0,Left Back,2,Norway Women's,852,['3668bb4f-44c4-4ad2-9c3f-cb46c6651ac1'],15,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:15.753,Pass,
,,,,,,,,,,,,,,,,1.7204,,,,,,,,,,,,,,ee0fa738-a610-4b94-ae81-bf6247bb4759,36,,,"[58.2, 7.9]",22981,0,,,,-3.0428581,,Right Foot,,,,"[37.0, 5.8]",,Low Pass,,21.303755,Incomplete,,,,,,,,,1,From Kick Off,Isabell Herlovsen,13479.0,Left Center Forward,2,Norway Women's,852,['abd32df6-5773-4854-a7ed-b8d4f5681bab'],16,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:16.938,Pass,
,,,,,,,,,,,,,,,,1.156,,,,,,,,,,,,,,4d588572-26b4-46dc-94ee-7a613c52b18f,40,,,"[34.0, 18.6]",22981,0,,,,1.8306108,,Right Foot,,,,"[29.8, 34.4]",,Ground Pass,,16.3487,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Kick Off,Ingrid Syrstad Engen,24374.0,Left Center Midfield,2,Norway Women's,852,['346fdafc-a6a7-4ef6-96f3-5330d3a7e2a0'],21,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:21.774,Pass,
,,,,,,,,,,,,,,,,1.2355,,,,,,,,,,,,,,03f8f93f-2a31-4c0e-858e-69a6c654d639,43,,,"[29.8, 34.4]",22981,0,,,,0.0391956,,Right Foot,,,,"[34.9, 34.6]",,Ground Pass,,5.10392,,Vilde Bøe Risa,25466.0,,,,,,,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Center Back,2,Norway Women's,852,['aea29b02-90f2-4a39-b089-72309220c585'],24,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:24.885,Pass,
,,,,,,,,,,,,,,,,1.2863,,,,,,,,,,,,,,e6ad0731-2231-41d1-a596-1f4082d53c29,47,,,"[36.8, 35.0]",22981,0,,,,-3.041924,,Right Foot,,,,"[25.8, 33.9]",,Ground Pass,,11.054863,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Kick Off,Vilde Bøe Risa,25466.0,Right Center Midfield,2,Norway Women's,852,"['0086f814-5738-4be6-a617-b9afaf832256', '50fd8bed-32f1-427e-88ef-375f1e09b274']",26,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:26.296,Pass,True
,,,,,,,,,,,,,,,,1.9843,,,,,,,,,,,,,,851f9f1b-07fd-4971-a3f8-19ec508a8a17,50,,,"[24.4, 41.9]",22981,0,,,,3.051476,,Right Foot,,,,"[7.8, 43.4]",,Ground Pass,,16.667633,,Ingrid Hjelmseth,10394.0,,,,,,,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Center Back,2,Norway Women's,852,['cc96544e-a7e2-4a1a-8074-afb26eb493ea'],29,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:29.822,Pass,
,,,,,,,,,,,,,,,,2.291301,,,,,,,,,,,,,,1420a0d1-3bc0-4d41-a89e-d9845bdd0778,53,,,"[9.5, 43.0]",22981,0,,,,-0.99134964,,Right Foot,,,,"[23.7, 21.3]",,Ground Pass,,25.933184,,Maria Thorisdottir,4636.0,,,,,,,1,From Kick Off,Ingrid Hjelmseth,10394.0,Goalkeeper,2,Norway Women's,852,['4d6d410c-f7b2-41c7-af28-a4b5516c2a21'],32,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:32.706,Pass,
,,,,,,,,,,,,,,,,1.7142,,,,,,,,,,,,,,2cb81542-2a32-48ad-9275-97aec37d785f,57,,,"[21.0, 22.2]",22981,0,,,,-0.10854603,,Left Foot,,,,"[36.6, 20.5]",,Ground Pass,,15.692355,,Ingrid Syrstad Engen,24374.0,,,,,,,1,From Kick Off,Maria Thorisdottir,4636.0,Left Center Back,2,Norway Women's,852,"['59084100-ddc6-4e64-bc7f-2c47b3f5d660', '599a88db-947b-404e-adbd-f990561c496d']",36,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:36.302,Pass,True
,,,,,,,,,,,,,,,,4.2601,,,,,,,,,,,,,,6f03e8c9-f873-46de-8753-e0e8358bde17,60,,,"[35.9, 11.2]",22981,0,,,,0.10955953,,Left Foot,,,,"[85.9, 16.7]",,Low Pass,,50.30159,Incomplete,Isabell Herlovsen,13479.0,,,,,,,1,From Kick Off,Ingrid Syrstad Engen,24374.0,Left Center Midfield,2,Norway Women's,852,"['e32267b0-4a29-41b8-ae37-798b479c863f', 'ef13a2d5-3087-49fb-9ee0-14520bfa6ee2']",38,,,,,,,,,,,,,,,,,Norway Women's,852,00:00:38.419,Pass,
,,,,,,,,,,,,,,,,0.374517,,,,,,,,,,,,,,ca5bee41-313e-4e87-9b64-657b457e2abe,64,,,"[32.3, 78.7]",22981,0,,,,0.05639176,,Right Foot,,,,"[44.7, 79.4]",,High Pass,,12.419743,Out,,,,,,,,,1,Regular Play,Dam-Yeong Shin,25836.0,Right Center Back,3,Korea Republic Women's,1211,,45,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:00:45.787,Pass,
,,,,,,,,,,,,,,,,1.723,,,,,,,,,,,,,,a32635a9-aa08-474e-b66b-8c212372422c,65,,,"[82.6, 0.1]",22981,1,,,,0.10511572,,,,,,"[104.4, 2.4]",,High Pass,,21.920994,Incomplete,Guro Reiten,10514.0,,,,,,Throw-in,1,From Throw In,Kristine Minde,10393.0,Left Back,4,Norway Women's,852,"['08045ef3-defa-4917-96b3-acd5834d375c', 'ac9f6ba3-9357-4205-830d-eeecc3356e96']",2,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:02.240,Pass,
,,,,,,,,,,,,,,,,1.1379,,,,,,,,,,,,,,839dcf7e-5b5d-44ba-8943-b764b141840f,68,,,"[14.6, 80.0]",22981,1,,,,-0.15692687,,,,,,"[30.4, 77.5]",,Low Pass,,15.996562,,Geum-Min Lee,25453.0,,,,,,Throw-in,1,From Throw In,Sel-Gi Jang,25447.0,Right Back,5,Korea Republic Women's,1211,['a2133871-4184-4fd7-aa32-203003fdd99c'],19,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:19.669,Pass,
,,,,,,,,,,,,,,,,0.9096,,,,,,,,,,,,,,edb1c0f2-70ab-4afa-bdf6-f77859bfa8ad,72,,,"[27.8, 78.3]",22981,1,,,,-3.0124454,,Right Foot,,,,"[20.1, 77.3]",,Ground Pass,,7.7646637,,Sel-Gi Jang,25447.0,,,,,,,1,From Throw In,Geum-Min Lee,25453.0,Right Midfield,5,Korea Republic Women's,1211,"['53f2a711-6b79-4509-a8c2-4f1c41c66d2d', '758b3567-7c1a-4adf-9111-7858298981c9']",21,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:21.815,Pass,True
,,,,,,,,,,,,,,,,2.3793,,,,,,,,,,,,,,c32abf96-07d1-49c7-a2f7-c5b706a4aac6,74,,,"[20.1, 77.3]",22981,1,,,,-0.005405353,,Right Foot,,,,"[57.1, 77.1]",,High Pass,,37.00054,Incomplete,So-Yun Ji,4647.0,,,,,,,1,From Throw In,Sel-Gi Jang,25447.0,Right Back,5,Korea Republic Women's,1211,"['22cba546-6a1d-4594-add2-b87f73c15f6d', '758b3567-7c1a-4adf-9111-7858298981c9', '9541c103-532e-450b-a324-79f7dceb1e9c']",22,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:22.725,Pass,True
,,,,,,,,,,,,,,,,4.1004,,,,,,,,,,,,,,db7086b1-ccde-47bf-97b8-2e8dd2e82c08,83,,,"[62.5, 58.8]",22981,1,,,,-0.75333107,,Left Foot,,,,"[99.5, 24.1]",,High Pass,,50.725636,Incomplete,Mi-Ra Moon,25717.0,,,,,,,1,From Throw In,Min-Ji Yeo,25443.0,Right Center Forward,5,Korea Republic Women's,1211,"['4e0a5424-e411-4b16-b5f9-a104704e05ba', 'ba707f03-550b-4270-8f0f-726f3c046035', 'caa1d908-9706-4138-9773-9f4fac1aa8a9']",28,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:28.811,Pass,True
,,,,,,,,,,,,,,,,1.4386,,,,,,,,,,,,,,b8af4998-0209-47fd-ba3b-8551d00a938c,86,,,"[87.1, 0.1]",22981,1,,,,1.2310172,,,,,,"[94.7, 21.6]",,Low Pass,,22.803728,,Mi-Ra Moon,25717.0,,,,,,Throw-in,1,From Throw In,Eun-Mi Lee,25835.0,Left Back,6,Korea Republic Women's,1211,['bbf34e4e-e373-43fa-9aeb-17dc8dda97fe'],43,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:43.347,Pass,
,,,,,,,,,,,,,,,,2.3401,,,,,,,,,,,,,,8659c883-0b6f-44a1-bc65-68606c2dc5e7,92,,,"[84.0, 13.8]",22981,1,,,,1.8869811,,Left Foot,,,,"[78.7, 30.0]",,Low Pass,,17.04494,Incomplete,So-Hyun Cho,22798.0,,,,,,Recovery,1,From Throw In,Eun-Mi Lee,25835.0,Left Back,6,Korea Republic Women's,1211,"['d64726e8-61be-4345-9935-85f6bab659dd', 'fc718f4c-c966-43ab-9114-9d10056e6ab6']",47,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:01:47.606,Pass,
,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,d64726e8-61be-4345-9935-85f6bab659dd,95,,,"[41.4, 50.1]",22981,1,,,,1.2055949,,Left Foot,,,,"[42.7, 53.5]",,Low Pass,,3.640055,Incomplete,,,,,,,,Recovery,1,From Throw In,Guro Reiten,10514.0,Left Midfield,6,Korea Republic Women's,1211,"['2eff505e-db80-4765-b413-11ca031668fd', '8659c883-0b6f-44a1-bc65-68606c2dc5e7']",49,,,,,,,,,,,,,,,,,Norway Women's,852,00:01:49.946,Pass,
,,,,,,,,,,,,,,,,2.3539,,,,,,,,,,,,,,4593bf65-cb86-4816-8453-721152c63cef,97,,,"[54.2, 80.0]",22981,2,,,,-2.7323468,,,,,,"[37.6, 72.8]",,Low Pass,,18.094198,,Maren Nævdal Mjelde,10395.0,,,,,,Throw-in,1,From Throw In,Ingrid Moe Wold,10382.0,Right Back,7,Norway Women's,852,['8312d106-c517-43d7-b3bd-48d0f685fb45'],1,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:01.397,Pass,
,,,,,,,,,,,,,,,,2.138796,,,,,,,,,,,,,,8d02d48b-2419-43f9-b800-c0fb4bc906e5,100,,,"[37.6, 69.2]",22981,2,,,,-1.6810346,,Right Foot,,,,"[34.7, 43.0]",,Ground Pass,,26.360008,,Maria Thorisdottir,4636.0,,,,,,,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Center Back,7,Norway Women's,852,['9627279e-b69e-40b1-8ebf-853901535618'],4,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:04.465,Pass,
,,,,,,,,,,,,,,,,2.1166,,,,,,,,,,,,,,3fd4b958-b228-4fe6-8181-03b0e73a3469,103,,,"[37.0, 40.0]",22981,2,,,,-1.1963276,,Right Foot,,,,"[46.0, 17.1]",,Ground Pass,,24.605082,,Ingrid Syrstad Engen,24374.0,,,,,,,1,From Throw In,Maria Thorisdottir,4636.0,Left Center Back,7,Norway Women's,852,['10df0b32-1de4-43bb-b7b1-42f8a869f9cf'],8,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:08.139,Pass,
,,,,,,,,,,,,,,,,2.633232,,,,,,,,,,,,,,2cb22cad-75a8-499b-a88c-98ac1a2fd7bb,107,,,"[56.3, 35.0]",22981,2,True,,,1.895559,,Right Foot,,,,"[49.6, 54.9]",,Ground Pass,,20.99762,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Throw In,Ingrid Syrstad Engen,24374.0,Left Center Midfield,7,Norway Women's,852,['00ae5e2c-5023-41d6-aa5d-7508c03920a6'],13,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:13.913,Pass,
,,,,,,,,,,,,,,,,2.5379,,,,,,,,,,,,,,92f20c69-288e-4ea9-b34a-17310c6ad549,109,,,"[49.6, 54.9]",22981,2,True,,,0.7354398,,Right Foot,,,,"[72.7, 75.8]",,Ground Pass,,31.151566,,Ingrid Moe Wold,10382.0,,,,,,,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Center Back,7,Norway Women's,852,['45a945ed-1dfa-4f05-b66d-070839cd4702'],19,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:19.373,Pass,
,,,,,,,,,,,,,,,,1.3219,,,,,,,,,,,,,,97812d9c-ca84-4a6e-8fe3-16e551833bcc,111,,,"[72.7, 75.8]",22981,2,True,,,-0.73750097,,Right Foot,,,,"[104.4, 47.0]",,High Pass,,42.82908,Incomplete,,,,,,,,,1,From Throw In,Ingrid Moe Wold,10382.0,Right Back,7,Norway Women's,852,['9cb4499b-358d-4bb1-a554-3e7d45453674'],22,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:22.603,Pass,
,,,,,,,,,,,,,,,,1.8653,,,,,,,,,,,,,,97741c91-2233-4ca8-8992-5c6ca30d9c9f,113,,,"[120.0, 80.0]",22981,2,,,,-1.6960282,,Left Foot,,,,"[114.7, 37.9]",,High Pass,True,42.4323,Unknown,,,,,True,Inswinging,,Corner,1,From Corner,Guro Reiten,10514.0,Left Midfield,8,Norway Women's,852,,56,,,,,,,,,,,,,,,,,Norway Women's,852,00:02:56.292,Pass,
,,,,,,,,,,,,,,,,1.6385,,,,,,,,,,,,,,70a488d2-a591-450b-9040-a5ed865500f3,118,,,"[60.0, 40.0]",22981,5,True,,,-3.066965,,Right Foot,,,,"[38.6, 38.4]",,Ground Pass,,21.45973,,So-Hyun Cho,22798.0,,,,,,Kick Off,1,From Kick Off,Min-Ji Yeo,25443.0,Right Center Forward,10,Korea Republic Women's,1211,['dbddebaf-df8f-4fd6-af27-23a9d49b26b7'],20,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:05:20.236,Pass,
,,,,,,,,,,,,,,,,1.035154,,,,,,,,,,,,,,0f232b95-b227-4d5b-a080-8e71d28ac2d2,120,,,"[40.7, 36.7]",22981,5,True,,,-0.6519961,,Right Foot,,,,"[80.0, 6.7]",,Ground Pass,,49.441784,,Eun-Mi Lee,25835.0,,,,,,,1,From Kick Off,So-Hyun Cho,22798.0,Right Defensive Midfield,10,Korea Republic Women's,1211,['af1c63ee-65a0-4848-9e8b-bc858e1ec363'],22,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:05:22.054,Pass,
,,,,,,,,,,,,,,,,1.3196,,,,,,,,,,,,,,6960a4d1-3e51-41e7-b4f6-edc351cd94be,122,,,"[80.4, 6.9]",22981,5,True,,,0.96079236,,Left Foot,,,,"[99.9, 34.8]",,High Pass,,34.039097,Incomplete,,,,,,,,,1,From Kick Off,Eun-Mi Lee,25835.0,Left Back,10,Korea Republic Women's,1211,['ef40b988-68ac-4597-a3fb-6844e289d67b'],23,,,,,,,,,,,,,,,,,Korea Republic Women's,1211,00:05:23.443,Pass,
