ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2d2f0b8d-9598-4a95-9627-8bf8b655c9ec,1,,,,22930,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10142, 'name': 'Sandra Paños García-Villamil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 10148, 'name': 'Marta Torrejón Moya'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10155, 'name': 'María Pilar León Cebrián'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10200, 'name': 'Marta Corredera Rueda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 10202, 'name': 'Virginia Torrecilla Reyes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 10158, 'name': 'María Victoria Losada Gómez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10154, 'name': 'Amanda Sampedro Bustos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Spain Women's,863,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f1b7270f-b47d-478c-b3b5-a9566abccc24,2,,,,22930,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 25517, 'name': 'Nothando Vilakazi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 25516, 'name': 'Refiloe Jane'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 25518, 'name': 'Amanda Mthandi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 25519, 'name': 'Ode Fulutudilu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",South Africa Women's,1216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0c5284ce-aade-4492-b3ec-6b42325fab42,3,,,,22930,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['53f67ac8-caa1-4ac0-a408-f75539901351'],0,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,53f67ac8-caa1-4ac0-a408-f75539901351,4,,,,22930,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain Women's,863,['0c5284ce-aade-4492-b3ec-6b42325fab42'],0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c69b41b4-9810-4f0c-b542-954bf6ebcab2,1882,,,,22930,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Spain Women's,863,['dcca2de4-65ff-4ab9-a2ae-f0de76867c1f'],0,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dcca2de4-65ff-4ab9-a2ae-f0de76867c1f,1883,,,,22930,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Spain Women's,863,['c69b41b4-9810-4f0c-b542-954bf6ebcab2'],0,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.9794,,,,,,,,,,,,,,1e44bd08-dfdb-4842-a36d-60e49a1927bd,5,,,"[60.0, 40.0]",22930,0,,,,2.7568882,,Right Foot,,,,"[39.5, 48.3]",,Ground Pass,,22.11651,,Kholosa Biyana,25521.0,,,,,,Kick Off,1,From Kick Off,Thembi Kgatlana,5052.0,Left Center Forward,2,South Africa Women's,1216,['cba82dab-b9ea-415b-a81f-eebfffaed17b'],0,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:00.500,Pass,
,,,,,,,,,,,,,,,1.355,,,,,,,,,,,,,,c02f1220-dfe3-4388-a70c-d1256b25b3ff,9,,,"[40.5, 45.9]",22930,0,,,,2.5042264,,Right Foot,,,,"[27.4, 55.6]",,Ground Pass,,16.300306,,Janine van Wyk,5054.0,,,,,,,1,From Kick Off,Kholosa Biyana,25521.0,Right Center Midfield,2,South Africa Women's,1216,"['4e2fedff-b284-4475-964d-376c6eb81ab9', 'e9688eba-4b52-4d07-9e95-05ac70d06dc4']",3,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:03.967,Pass,True
,,,,,,,,,,,,,,,1.100073,,,,,,,,,,,,,,a8bfe30a-b438-40ee-a55b-190be59cc31d,13,,,"[27.6, 58.9]",22930,0,,,,1.4543662,,Left Foot,,,,"[29.6, 76.0]",,Ground Pass,,17.216562,,Lebogang Ramalepe,25520.0,,,,,,,1,From Kick Off,Janine van Wyk,5054.0,Right Center Back,2,South Africa Women's,1216,"['36b63d40-ab1a-48be-948d-1b019d9e5dff', '57de7469-7863-497d-a4f8-dbd103c26dea']",6,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:06.627,Pass,True
,,,,,,,,,,,,,,,1.6624,,,,,,,,,,,,,,ab3b425d-7222-40f8-8aa5-0ca418a1ee36,17,,,"[27.2, 76.0]",22930,0,,,,-0.33337793,,Right Foot,,,,"[52.9, 67.1]",,Ground Pass,,27.197426,Incomplete,Linda Maserame Motlhalo,5053.0,,,,,,,1,From Kick Off,Lebogang Ramalepe,25520.0,Right Back,2,South Africa Women's,1216,"['62c295e8-e689-4fad-990b-b8b01b16da24', 'a35bcadf-73d6-46f3-971d-e954aff6e47d']",8,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:08.841,Pass,
,,,,,,,,,,,,,,,1.7925,,,,,,,,,,,,,,daef1c95-bc62-416c-9d7c-9d4b457b3b15,20,,,"[43.1, 80.0]",22930,0,,,,-0.13917227,,,,,,"[68.8, 76.4]",,High Pass,,25.950914,,Ode Fulutudilu,25519.0,,,,,,Throw-in,1,From Throw In,Lebogang Ramalepe,25520.0,Right Back,3,South Africa Women's,1216,['23172051-7faf-41e9-b740-ce7dca546ec8'],26,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:26.397,Pass,
,,,,,,,,,,,,,,,0.0799,,,,,,,,,,,,,,018d58a5-7e7f-41b7-926b-096553f6a07e,23,,,"[68.8, 76.4]",22930,0,,,True,-0.69473827,,,,,,"[70.6, 74.9]",,Low Pass,,2.3430748,Incomplete,,,,,,,,,1,From Throw In,Ode Fulutudilu,25519.0,Right Center Forward,3,South Africa Women's,1216,"['2e14994f-dc5a-4f92-a84c-4631282c913a', 'f06cfd66-e6c7-45c1-a4ba-cb48344a36b8']",28,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:00:28.189,Pass,True
,,,,,,,,,,,,,,,2.743855,,,,,,,,,,,,,,6425f232-33b5-4da6-91ce-3bd39bbeaf41,25,,,"[42.9, 23.6]",22930,0,,,,1.7810907,,Right Foot,,,,"[35.6, 57.8]",,Ground Pass,,34.970417,,Marta Torrejón Moya,10148.0,,,,,,Recovery,1,Regular Play,Virginia Torrecilla Reyes,10202.0,Center Defensive Midfield,4,Spain Women's,863,['863ef135-2a53-4e53-9364-36e30e17f805'],30,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:30.842,Pass,
,,,,,,,,,,,,,,,1.025394,,,,,,,,,,,,,,98b2331b-02d0-4b75-bd8a-48f578f5c113,28,,,"[41.3, 62.4]",22930,0,,,,-2.0722167,,Right Foot,,,,"[33.9, 48.9]",,Ground Pass,,15.395129,,Irene Paredes Hernandez,10165.0,,,,,,,1,Regular Play,Marta Torrejón Moya,10148.0,Right Back,4,Spain Women's,863,['8fd0358e-eda1-4b37-a716-6fad63c9f897'],36,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:36.159,Pass,
,,,,,,,,,,,,,,,1.473415,,,,,,,,,,,,,,f5886b62-5603-48e6-809c-f1e63474da22,31,,,"[32.9, 43.6]",22930,0,,,,-1.4094212,,Right Foot,,,,"[35.7, 26.4]",,Ground Pass,,17.426416,,María Pilar León Cebrián,10155.0,,,,,,,1,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,4,Spain Women's,863,['29e4f02a-001f-4fbd-82c3-603335a3d11c'],38,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:38.517,Pass,
,,,,,,,,,,,,,,,1.484233,,,,,,,,,,,,,,a9b7d628-5a19-4bca-9c84-4cbd6df2c9d9,34,,,"[60.0, 19.6]",22930,0,,,,-0.7027466,,Left Foot,,,,"[78.3, 4.1]",,Ground Pass,,23.982077,,Marta Corredera Rueda,10200.0,,,,,,,1,Regular Play,María Pilar León Cebrián,10155.0,Left Center Back,4,Spain Women's,863,['5948d48a-6d47-4a6a-ad9d-9827352abfd6'],43,,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:43.844,Pass,
