50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ec489172-9fb1-47a2-90c1-81dd895c107b,1,,,68355,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15423, 'name': 'Verena Schweers'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 13}, {'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Germany Women's,857,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cfa6b963-441f-44c2-af42-abdda90f2370,2,,,68355,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25718, 'name': 'Chiamaka Cynthia Nnadozie'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 25462, 'name': 'Chidinma Nkeruka Okeke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 25465, 'name': 'Onome Ebi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25470, 'name': 'Osinachi Marvis Ohale'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 25832, 'name': 'Evelyn Chiedu Nwabuoku'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 25469, 'name': 'Halimatu Ibrahim Ayinde'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 25471, 'name': 'Ngozi Sonia Okobi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 26157, 'name': 'Chinwendu Ihezuo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 25472, 'name': 'Ugochi Desire Oparanozie'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 25461, 'name': 'Uchenna Kanu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Nigeria Women's,1213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7a1c5718-991c-4fad-93d1-0cb8411c737f,3,,,68355,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['f8811b2b-4aa6-4ff4-b496-fe5a8da1124c'],0,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f8811b2b-4aa6-4ff4-b496-fe5a8da1124c,4,,,68355,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Germany Women's,857,['7a1c5718-991c-4fad-93d1-0cb8411c737f'],0,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,47030eed-818f-4cb6-8b6a-57a700d01cd4,1216,,,68355,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Nigeria Women's,1213,['042ac3d1-de6d-4d34-8d37-50fb4f4137d8'],0,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,042ac3d1-de6d-4d34-8d37-50fb4f4137d8,1217,,,68355,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Nigeria Women's,1213,['47030eed-818f-4cb6-8b6a-57a700d01cd4'],0,,,,,,,,,,,,,,,,Germany Women's,857,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.7688,,,,,,,,,,,,,,8a358640-76d5-4890-9017-d6731f76d443,5,,"[61.0, 40.1]",68355,0,,,,,2.6220593,,Left Foot,,,"[33.2, 56.0]",,Low Pass,,32.025772,,,,Onome Ebi,25465.0,,,,,,Kick Off,1,From Kick Off,Uchenna Kanu,25461.0,Left Center Forward,2,Nigeria Women's,1213,['abfee9a1-c8b1-4942-9dcd-87153d30dd8f'],0,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:00.808,Pass,
,,,,,,,,,,,,,,,,2.1688,,,,,,,,,,,,,,facf6b2c-9b38-4e67-9892-b000cebec3ca,8,,"[33.9, 57.3]",68355,0,,,,,-0.7558369,,Right Foot,,,"[72.2, 21.2]",,High Pass,,52.63174,,Incomplete,,Chinwendu Ihezuo,26157.0,,,,,,,1,From Kick Off,Onome Ebi,25465.0,Right Center Back,2,Nigeria Women's,1213,"['c538df33-8977-47b0-abc2-ec0313921a73', 'f574df43-6fa4-4e6d-be35-a09b3a96ed65']",3,,,,,,,,,,,,,,,,Nigeria Women's,1213,00:00:03.924,Pass,
,,,,,,,,,,True,,,,,,1.455503,,,,,,,,,,,,,,c538df33-8977-47b0-abc2-ec0313921a73,10,,"[47.9, 58.9]",68355,0,,,,,0.53117764,,Other,,,"[55.9, 63.6]",,Low Pass,,9.27847,,,,Svenja Huth,10374.0,,,,,,Interception,1,Regular Play,Giulia Gwinn,25492.0,Right Back,3,Germany Women's,857,"['d53da2af-317f-4355-be26-acf2fffb8881', 'facf6b2c-9b38-4e67-9892-b000cebec3ca']",6,,,,,,,,,,,,,,,,Germany Women's,857,00:00:06.093,Pass,
,,,,,,,,,,,,,,,,0.601195,,,,,,,,,,,,,,76417c69-4cbb-4d51-8687-f8ffcff9da01,13,,"[65.3, 76.1]",68355,0,,,,,-0.7853982,,Right Foot,,,"[75.7, 65.7]",,Ground Pass,,14.707821,,,,Lina Magull,10259.0,,,,,,,1,Regular Play,Svenja Huth,10374.0,Right Midfield,3,Germany Women's,857,['e9286da2-758a-4188-a014-336d8c5711d6'],10,,,,,,,,,,,,,,,,Germany Women's,857,00:00:10.203,Pass,
