ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,65b2f4bb-1f82-4f6d-a5f0-0460bfd05ea6,1,,,69163,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 13881, 'name': 'Eva Sofia Jakobsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Sweden Women's,858,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,bdfdfe3b-4955-4e77-88ec-b1f980e6b8a3,2,,,69163,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25609, 'name': 'Stephanie Lynn Marie Labbé'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15290, 'name': 'Ashley Elizabeth Marie Lawrence'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 15357, 'name': 'Kadeisha Buchanan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 5043, 'name': 'Nichelle Patrice Prince'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 4966, 'name': 'Desiree Rose Marie Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 15180, 'name': 'Sophie Schmidt'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 25612, 'name': 'Jessie Alexandra Fleming'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Canada Women's,1206,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,True,482c55ae-047f-4324-be9d-74fb036e87ad,3,,,69163,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,['a62a5b0e-2cf1-4c73-92ea-7cca13e23925'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,True,a62a5b0e-2cf1-4c73-92ea-7cca13e23925,4,,,69163,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sweden Women's,858,['482c55ae-047f-4324-be9d-74fb036e87ad'],0,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,50f9e927-99b5-410f-b193-bbf58cafa732,1726,,,69163,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,100,Sweden Women's,858,['11368f52-d923-4108-9016-f6525da7fba4'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,11368f52-d923-4108-9016-f6525da7fba4,1727,,,69163,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,100,Sweden Women's,858,['50f9e927-99b5-410f-b193-bbf58cafa732'],0,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.46276,,,,,,,,,,,,,,,51a5d9ca-8578-4073-b751-9347ffc4286a,5,,"[60.0, 40.0]",69163,0,,,,,3.1221776,,Right Foot,,,,"[49.7, 40.2]",,Ground Pass,,10.301942,,,Kosovare Asllani,10220.0,,,,,,Kick Off,1,From Kick Off,Emma Stina Blackstenius,10229.0,Center Forward,2,Sweden Women's,858,['9886a9ea-5b39-4692-a306-e3b10f1e4a1f'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.100,Pass,
,,,,,,,,,,,,,,,0.474288,,,,,,,,,,,,,,,c18a6e5a-9677-4477-8539-3c808a331b77,8,,"[49.7, 39.3]",69163,0,,,,,-2.1175852,,Right Foot,,,,"[48.3, 37.0]",,Ground Pass,,2.6925824,,,Nilla Fischer,10375.0,,,,,,,1,From Kick Off,Kosovare Asllani,10220.0,Center Attacking Midfield,2,Sweden Women's,858,['a579ed3e-0c77-4208-8689-dcbac6a5aede'],0,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:00.945,Pass,
,,,,,,,,,,,,,,,2.7681,,,,,,,,,,,,,,,2913e167-9d73-49ee-a40f-b7ceefd71b3e,10,,"[48.2, 36.2]",69163,0,,,,,-0.42952803,,Right Foot,,,,"[92.3, 16.0]",,High Pass,,48.506184,Incomplete,,Emma Stina Blackstenius,10229.0,,,,,,,1,From Kick Off,Nilla Fischer,10375.0,Right Center Back,2,Sweden Women's,858,"['7d594183-650a-4f87-90ad-80b98f9dcafe', 'bfb5d63f-64db-4f31-aea2-1b6b1bd76aab']",1,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:01.419,Pass,
,,,,,,,,,,,,,,,0.833576,,,,,,,,,,,,,,,bfb5d63f-64db-4f31-aea2-1b6b1bd76aab,13,,"[27.8, 64.1]",69163,0,,,,True,1.8998461,,,,,,"[25.0, 72.3]",,High Pass,,8.664871,,,Ashley Elizabeth Marie Lawrence,15290.0,,,,,,Recovery,1,From Kick Off,Kadeisha Buchanan,15357.0,Right Center Back,2,Sweden Women's,858,"['2913e167-9d73-49ee-a40f-b7ceefd71b3e', '8ac9b2df-3a35-4f91-82e6-9cd17ec9cd6b', 'c42581a4-b887-416b-ba37-de3e70e8bf3c']",4,,,,,,,,,,,,,,,,,Canada Women's,1206,00:00:04.187,Pass,True
