50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5de71b84-6e7c-4e19-99ee-b3e7a9b61d5d,1,,,3888854,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 397683, 'name': 'Gylmar dos Santos Neves'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 397692, 'name': 'Dejalma Pereira Dias dos Santos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 397697, 'name': 'Mauro Ramos de Oliveira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 397695, 'name': 'Zózimo Alves Calazães'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 397684, 'name': 'Nilton dos Reis Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 397688, 'name': 'José Ely de Miranda'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 397703, 'name': 'Waldyr Pereira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 397689, 'name': 'Manoel Francisco dos Santos'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 397702, 'name': 'Mário Jorge Lobo Zagallo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 39712, 'name': 'Édson Arantes do Nascimento'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 397690, 'name': 'Edvaldo Izidio Neto'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Brazil,781,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f8df73e5-ce02-4a70-8def-c4c9f5a54c88,2,,,3888854,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,,0,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 398145, 'name': 'Antonio Félix Carbajal Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 398165, 'name': 'José de Jesús Del Muro Lopez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 398166, 'name': 'Raul Cardenas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 398146, 'name': 'Guillermo Sepúlveda Rodríguez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 398147, 'name': 'José Villegas Tavares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 398148, 'name': 'Pedro Nájera Pacheco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 398153, 'name': 'Antonio Jasso Alvarez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 398152, 'name': 'Salvador Reyes Monteón'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 398151, 'name': ""Alfredo Estrella Del'Aguila""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 398150, 'name': 'Isidoro Díaz Mejia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 398149, 'name': 'Héctor Hernández García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Mexico,794,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f78fe23d-28ac-4ee1-a53c-08448293d412,3,,,3888854,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['96d26d76-533f-439d-8771-736e626bf630'],0,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,96d26d76-533f-439d-8771-736e626bf630,4,,,3888854,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brazil,781,['f78fe23d-28ac-4ee1-a53c-08448293d412'],0,,,,,,,,,,,,,,Mexico,794,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d9dc52c4-eeaa-4ad9-818a-3141c2548dfd,2009,,,3888854,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,140,Brazil,781,['1c3f8c92-9fb6-4fe0-965b-7d92ed4be06b'],0,,,,,,,,,,,,,,Brazil,781,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1c3f8c92-9fb6-4fe0-965b-7d92ed4be06b,2010,,,3888854,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,140,Brazil,781,['d9dc52c4-eeaa-4ad9-818a-3141c2548dfd'],0,,,,,,,,,,,,,,Mexico,794,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.436544,,,,,,,,,,,,,92228bc1-c7c5-4c95-a270-cb760bbb0a2b,5,,"[61.0, 40.1]",3888854,0,,,,1.4951832,,Left Foot,,,,"[61.5, 46.7]",,Ground Pass,6.618912,,,,,Pedro Nájera Pacheco,398148.0,,,,,Kick Off,1,From Kick Off,Héctor Hernández García,398149.0,Center Forward,2,Mexico,794,['fff5d84c-d7dc-436f-a8cc-298cb37e6e2d'],0,,,,,,,,,,,,,,Mexico,794,00:00:00.355,Pass,
,,,,,,,,,,,,,,,,0.367086,,,,,,,,,,,,,184b0e1f-0adf-475d-840c-9fd977e072f5,8,,"[63.6, 44.4]",3888854,0,,,,2.1193457,,Right Foot,,,,"[62.5, 46.2]",,Ground Pass,2.1095023,,,,,Isidoro Díaz Mejia,398150.0,,,,,,1,From Kick Off,Pedro Nájera Pacheco,398148.0,Center Defensive Midfield,2,Mexico,794,['230477f0-dbe6-40c2-a635-298fdb8b4d60'],1,,,,,,,,,,,,,,Mexico,794,00:00:01.672,Pass,
,,,,,,,,,,,,,,,,1.664755,,,,,,,,,,,,,af78b094-474b-4b70-9739-e04cf7be913e,11,,"[62.5, 46.2]",3888854,0,,,,-0.94266474,,Right Foot,,,,"[75.5, 28.3]",,Ground Pass,22.122612,,,,,Alfredo Estrella Del'Aguila,398151.0,,,,,,1,From Kick Off,Isidoro Díaz Mejia,398150.0,Left Wing,2,Mexico,794,['9fcec12d-9978-4b55-93cb-4054923d4a85'],3,,,,,,,,,,,,,,Mexico,794,00:00:03.747,Pass,
,,,,,,,,,,,,,,,,0.840397,,,,,,,,,,,,,6d0c4ef9-06a5-4221-aa48-902ca03696d9,17,,"[56.4, 36.1]",3888854,0,,,,-0.22503829,,Right Foot,,,,"[64.7, 34.2]",,Low Pass,8.514693,,,,,Alfredo Estrella Del'Aguila,398151.0,,,,,Recovery,1,From Kick Off,Raul Cardenas,398166.0,Right Center Back,2,Mexico,794,['8b19fae9-2f79-40a6-a346-2d4c17da38a1'],7,,,,,,,,,,,,,,Mexico,794,00:00:07.601,Pass,
