50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ce6593bb-effa-42dc-9a2b-e55b56a1c25c,1,,,,3901237,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4382, 'name': 'Kévin Malcuit'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1fd20a16-a6a6-4ae2-ad9b-baad48271145,2,,,,3901237,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 40641, 'name': 'Pavle Ninkov'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3189, 'name': 'Étienne Didot'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8e7a8441-d434-4c30-98ad-2d5b38c6ccf7,3,,,,3901237,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['521640b9-6f5c-4f63-8327-7b001a040069'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,521640b9-6f5c-4f63-8327-7b001a040069,4,,,,3901237,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['8e7a8441-d434-4c30-98ad-2d5b38c6ccf7'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e970b210-446d-4318-9e90-357c1bcb6b92,1363,,,,3901237,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Saint-Étienne,135,['81d82569-091f-48de-8ec4-ff0ef51210d8'],0,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,81d82569-091f-48de-8ec4-ff0ef51210d8,1364,,,,3901237,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Saint-Étienne,135,['e970b210-446d-4318-9e90-357c1bcb6b92'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.485815,,,,,,,,,,,,,,f2300079-2bc5-4689-a72e-faf4f4a86cd4,5,,,"[61.0, 40.1]",3901237,0,,,,,1.1220729,,Right Foot,,,"[62.3, 42.8]",Ground Pass,,2.9966648,,,,Wissam Ben Yedder,6723.0,,,,,Kick Off,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Center Attacking Midfield,2,Toulouse,130,['d87c1138-d8c9-4a19-93cd-e5124b31720e'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.468,Pass,
,,,,,,,,,,,,,,,,1.175622,,,,,,,,,,,,,,dae78c6b-fd7a-4caf-aadd-f3c79011236c,7,,,"[61.3, 42.2]",3901237,0,,,,,2.9694018,,Left Foot,,,"[54.4, 43.4]",Ground Pass,,7.0035706,,,,Étienne Didot,3189.0,,,,,,1,From Kick Off,Wissam Ben Yedder,6723.0,Center Forward,2,Toulouse,130,['31934782-743f-4843-b605-4f6eecd64b72'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.954,Pass,
,,,,,,,,,,,,,,,,2.813802,,,,,,,,,,,,,,884f5c57-4f39-4212-b48d-60cb366a22df,10,,,"[55.6, 40.8]",3901237,0,,,,,-0.5313753,,Right Foot,,,"[93.2, 18.7]",High Pass,,43.613873,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Kick Off,Étienne Didot,3189.0,Left Defensive Midfield,2,Toulouse,130,"['72c3ad4e-ce9c-44ac-a0a8-cedc57fe031b', '856890f8-3170-4278-a5f6-438b56c240f5', 'b6fc2545-abc9-4960-86b7-b999ed4c62a9']",2,,,,,,,,,,,,,,,,,Toulouse,130,00:00:02.129,Pass,True
,,,,,,,,,,,,,,,,0.09667,,,,,,,,,,,,,,612bb837-3082-4e7f-a424-4dcb7d7e99d6,15,,,"[26.5, 63.0]",3901237,0,,,,,-0.43662715,,Right Foot,,,"[29.5, 61.6]",Low Pass,,3.310589,,Incomplete,,Fabien Lemoine,7200.0,,,,,,1,From Kick Off,Kévin Théophile-Catherine,3413.0,Right Back,2,Toulouse,130,"['00e41f8c-e157-4c10-8b94-bb448f870ae7', '767d571f-c46a-4087-a102-e600893053ee']",5,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:05.976,Pass,
