50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e9e10e04-e56f-47ea-9d20-cd0fdb39dfd3,1,,,,3829484,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f25bf407-f9f0-41e0-b1ab-234e11911d45,2,,,,3829484,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 7616, 'name': 'Arnold Mvuemba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3e34c905-25c3-47c5-94d3-f79be9d743d2,3,,,,3829484,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['4c809788-6a4b-4fd5-9c6f-958353c6915c'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4c809788-6a4b-4fd5-9c6f-958353c6915c,4,,,,3829484,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['3e34c905-25c3-47c5-94d3-f79be9d743d2'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3e0ce220-a532-4fb2-82b7-14cb8420141e,1986,,,,3829484,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Bordeaux,146,['8097508f-de26-4f20-830a-48ae5dc8af49'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8097508f-de26-4f20-830a-48ae5dc8af49,1987,,,,3829484,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,87,Bordeaux,146,['3e0ce220-a532-4fb2-82b7-14cb8420141e'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.457223,,,,,,,,,,,,86b626a1-38e1-4178-b093-ceed5eeb5033,5,,,"[61.0, 40.1]",3829484,0,,,,1.5437759,,Left Foot,,,"[61.1, 43.8]",,Ground Pass,,3.7013512,,,Gnaly Maxwell Cornet,3162.0,,,,,Kick Off,1,From Kick Off,Claudio Beauvue,6600.0,Right Center Forward,2,Lyon,137,['980ac510-2888-4482-a58c-7e355ee54b39'],1,,,,,,,,,,,,,,,,,,Lyon,137,00:00:01.122,Pass,
,,,,,,,,,,,,,,,,,0.558334,,,,,,,,,,,,5cc45e0a-7e4e-409f-8bbb-c31ff7f767ec,7,,,"[61.1, 43.8]",3829484,0,,,,-2.1662061,,Left Foot,,,"[59.0, 40.7]",,Ground Pass,,3.744329,,,Mathieu Valbuena,18868.0,,,,,,1,From Kick Off,Gnaly Maxwell Cornet,3162.0,Left Center Forward,2,Lyon,137,['8c8a017b-ee64-4b95-ab0c-d3edccc803e7'],1,,,,,,,,,,,,,,,,,,Lyon,137,00:00:01.579,Pass,
,,,,,,,,,,,,,,,,,2.084414,,,,,,,,,,,,65f4fae3-2f81-4dec-95bd-2c91dc8640b2,10,,,"[58.8, 40.9]",3829484,0,,,,1.6699326,,Right Foot,,,"[55.1, 78.1]",,Ground Pass,,37.383553,,,Christophe Jallet,4410.0,,,,,,1,From Kick Off,Mathieu Valbuena,18868.0,Center Attacking Midfield,2,Lyon,137,['3a592e6a-8d6a-49cb-ba18-4a9a19953a7c'],2,,,,,,,,,,,,,,,,,,Lyon,137,00:00:02.668,Pass,
,,,,,,,,,,,,,,,,,1.731296,,,,,,,,,,,,2a86ca7a-cfa2-4267-a634-fc0314550cb3,13,,,"[55.9, 77.8]",3829484,0,,,,-0.3822526,,Right Foot,,,"[85.5, 65.9]",,High Pass,,31.902508,,,Gnaly Maxwell Cornet,3162.0,,,,,,1,From Kick Off,Christophe Jallet,4410.0,Right Back,2,Lyon,137,['e25c5aa8-f57a-49c9-99a5-2fe732d90fc5'],6,,,,,,,,,,,,,,,,,,Lyon,137,00:00:06.541,Pass,
