50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c569b9f2-5e95-44b4-b539-efee11a3c0d7,1,,,3900566,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 16271, 'name': 'Florian Raspentino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9887cb03-d2b1-485c-add6-d04b5764d03b,2,,,3900566,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 12}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 7375, 'name': 'Theoson Jordan Siebatcheu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 401453, 'name': 'David N""Gog'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,47f04a09-4352-4241-bc5a-ef89cfc85adf,3,,,3900566,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['f704d3e2-7adf-4a04-895e-89dcdf315373'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f704d3e2-7adf-4a04-895e-89dcdf315373,4,,,3900566,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['47f04a09-4352-4241-bc5a-ef89cfc85adf'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,afc07ad9-df1f-4bb4-a8df-6818a4f9ca0a,1737,,,3900566,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Bastia,2736,['dc7f7245-1937-4c30-9c92-eb7a0a40554b'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dc7f7245-1937-4c30-9c92-eb7a0a40554b,1738,,,3900566,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Bastia,2736,['afc07ad9-df1f-4bb4-a8df-6818a4f9ca0a'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,d477ac18-1f47-43c0-be2a-be19bc1bdce1,5,,"[60.0, 40.0]",3900566,0,,,,,-0.7853982,,Right Foot,,,"[61.1, 38.9]",,Ground Pass,,1.555635,,,Theoson Jordan Siebatcheu,7375.0,,,,,Kick Off,1,From Kick Off,"David N""Gog",401453.0,Left Center Forward,2,Stade de Reims,156,['3c986055-4794-4d87-9eb5-6b47f18a1ecf'],1,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:01.117,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,7cc4d2cd-7b57-49e5-b057-093d0f76bf0e,7,,"[62.1, 38.9]",3900566,0,,,,,-3.0203626,,Right Foot,,,"[42.4, 36.5]",,Ground Pass,,19.845654,,,Jaba Kankava,46801.0,,,,,,1,From Kick Off,Theoson Jordan Siebatcheu,7375.0,Right Center Forward,2,Stade de Reims,156,['f75332e1-f70c-4ed6-806d-7215ca4c6298'],1,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:01.157,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,4f9bfdc0-5fb8-4743-85f0-c8946a45c977,10,,"[43.0, 36.0]",3900566,0,,,,,-2.0230439,,Right Foot,,,"[31.0, 11.3]",,Ground Pass,,27.4607,,,Franck Signorino,40521.0,,,,,,1,From Kick Off,Jaba Kankava,46801.0,Left Center Midfield,2,Stade de Reims,156,['3db00a1d-d611-47dd-aa95-e2e077c3f9b8'],3,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:03.120,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,a8eb9b0b-2180-4f4d-8180-5c8ef2b95c7f,13,,"[31.0, 11.3]",3900566,0,,,,,1.9363146,,Left Foot,,,"[24.8, 27.5]",,Ground Pass,,17.345892,,,Mohamed Fofana,401455.0,,,,,,1,From Kick Off,Franck Signorino,40521.0,Left Back,2,Stade de Reims,156,['f17f5902-3aed-4b9e-b43a-1c0daa2dc135'],5,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:05.800,Pass,
