50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,29f4a5cc-e6be-4412-aebe-f8a517f28c74,1,,,,3901203,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 401478, 'name': 'Rémi Gomis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4380, 'name': 'Guillaume Gillet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 31687, 'name': 'Adryan Oliveira Tavares'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b75559a2-99f2-41c8-9e64-75afbdc69ecb,2,,,,3901203,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3218, 'name': 'Marcos Paulo Mesquita Lopes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 32}, {'player': {'id': 3425, 'name': 'Morgan Amalfitano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 31}, {'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2eec35d0-9c6d-4e27-b07b-e7e3e17d1dad,3,,,,3901203,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['5a5ef5cb-f5b1-4d57-896b-c634cf8aebca'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5a5ef5cb-f5b1-4d57-896b-c634cf8aebca,4,,,,3901203,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['2eec35d0-9c6d-4e27-b07b-e7e3e17d1dad'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bc3d2852-cea2-4d87-b458-d391e4a7eef5,1796,,,,3901203,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,Nantes,144,['190449d5-65ca-4af0-9998-717db520fe9b'],0,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,190449d5-65ca-4af0-9998-717db520fe9b,1797,,,,3901203,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,Nantes,144,['bc3d2852-cea2-4d87-b458-d391e4a7eef5'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.934172,,,,,,,,,,,,a84f6acd-8a8b-4f86-846b-6752795364b5,5,,,"[60.0, 40.0]",3901203,0,,,,,-3.1324186,,Right Foot,,,"[49.1, 39.9]",,Ground Pass,,10.900458,,,,Rémi Gomis,401478.0,,,,Kick Off,1,From Kick Off,Kolbeinn Sigþórsson,6284.0,Right Center Forward,2,Nantes,144,['6f3e339b-f06c-4922-b02b-58facf0ffe81'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.662,Pass,
,,,,,,,,,,,,,,,,,,1.314647,,,,,,,,,,,,1c2b12f3-6edc-48ea-ba51-e530a2962614,8,,,"[48.3, 34.9]",3901203,0,,,,,-2.0344439,,Right Foot,,,"[42.6, 23.5]",,Ground Pass,,12.745587,,,,Guillaume Gillet,4380.0,,,,,1,From Kick Off,Rémi Gomis,401478.0,Right Defensive Midfield,2,Nantes,144,['3c91f5a7-a9c0-488e-a5c3-ee0d7fb1b814'],2,,,,,,,,,,,,,,,,,Nantes,144,00:00:02.184,Pass,
,,,,,,,,,,,,,,,,,,2.54829,,,,,,,,,,,,27dfed9e-8d2c-42ff-9f03-86cdf00b1de3,11,,,"[44.1, 25.7]",3901203,0,,,,,-0.5152915,,Right Foot,,,"[83.3, 3.5]",,High Pass,,45.04975,,Incomplete,,Wilfried Moimbé,4249.0,,,,,1,From Kick Off,Guillaume Gillet,4380.0,Left Defensive Midfield,2,Nantes,144,"['5b1a687c-48ee-42a5-80c2-276362568ab5', '8fa29e89-7610-4741-99b4-f57bbacce6ae']",4,,,,,,,,,,,,,,,,,Nantes,144,00:00:04.415,Pass,
,,,,,,,,,,,,,,,,,,0.595768,,,,,,,,,,,,db4f4464-5e8c-4b0e-81cf-9fa315b94e1e,15,,,"[73.5, 7.4]",3901203,0,,,,,-0.64739215,,Head,,,"[77.6, 4.3]",,Low Pass,,5.140039,,,,Wilfried Moimbé,4249.0,,,,Recovery,1,From Kick Off,Adryan Oliveira Tavares,31687.0,Left Midfield,2,Nantes,144,['cceb6ecf-cff3-4e39-bf46-70ed45586026'],7,,,,,,,,,,,,,,,,,Nantes,144,00:00:07.842,Pass,
