50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.902925,,,,,,,,,,,,,78c6536f-47b1-43cd-8e56-4c5c55164857,17,,"[36.3, 25.7]",3829430,0,,,,0.0,,Left Foot,,,,"[47.8, 25.7]",Ground Pass,,11.5,,,Jacques-Alaixys Romao,10036.0,,,,,,1,From Kick Off,Karim Rekik,8572.0,Left Center Back,2,Marseille,147,['4227f93b-541a-4769-874e-8d2893ad06ed'],7,,,,,,,,,,,,,,,,,Marseille,147,00:00:07.134,Pass,
,,,,,,,,,,,,,,,,1.362377,,,,,,,,,,,,,4a8bfe2f-c6ec-4833-b621-da6df3af8cad,20,,"[51.2, 20.7]",3829430,0,,,,-0.8147057,,Right Foot,,,,"[66.1, 4.9]",Ground Pass,,21.717505,,,Benjamin Mendy,3261.0,,,,,,1,From Kick Off,Jacques-Alaixys Romao,10036.0,Left Defensive Midfield,2,Marseille,147,['c35c3340-8a24-4a0c-9acc-300a5969ff73'],10,,,,,,,,,,,,,,,,,Marseille,147,00:00:10.332,Pass,
,,,,,,,,,,,,,,,,1.138743,,,,,,,,,,,,,3faaf6c2-c0bc-4105-891c-e70ca1449676,23,,"[66.6, 6.0]",3829430,0,,,,1.2793396,,Left Foot,,,,"[70.2, 18.0]",Ground Pass,,12.528368,,,Lucas Ariel Ocampos,4345.0,,,,,,1,From Kick Off,Benjamin Mendy,3261.0,Left Back,2,Marseille,147,['43612683-a1c7-464d-997b-f05cb485eb6d'],11,,,,,,,,,,,,,,,,,Marseille,147,00:00:11.774,Pass,
,,,,,,,,,,,,,,,,1.284737,,,,,,,,,,,,,f6ecb86d-c34f-49bd-9d82-422882374952,28,,"[78.4, 20.7]",3829430,0,,,,-1.964587,,Left Foot,,,,"[72.5, 6.5]",Ground Pass,,15.376931,,,Benjamin Mendy,3261.0,,,,,,1,From Kick Off,Lucas Ariel Ocampos,4345.0,Left Wing,2,Marseille,147,"['4167217b-2cd3-4631-93c2-81945bbdba3e', 'db281763-5a59-4cb3-b628-37074b6fe89b']",17,,,,,,,,,,,,,,,,,Marseille,147,00:00:17.144,Pass,True
,,,,,,,,,,,,,,,,0.964432,,,,,,,,,,,,,343d24fb-6d56-448c-894c-e5b3794e5619,31,,"[77.2, 8.8]",3829430,0,,,,-0.22036242,,Left Foot,,,,"[89.7, 6.0]",Ground Pass,,12.809762,,,Lucas Ariel Ocampos,4345.0,,,,,,1,From Kick Off,Benjamin Mendy,3261.0,Left Back,2,Marseille,147,['5f3d773c-8488-46fe-a2cc-e5a94577605a'],20,,,,,,,,,,,,,,,,,Marseille,147,00:00:20.867,Pass,
,,,,,,,,,,,,,,,,2.056327,,,,,,,,,,,,,74ca7d81-7a0d-4ec0-9201-c03aeacdd9f6,35,,"[89.0, 5.1]",3829430,0,,,,0.031239834,,Right Foot,,,,"[105.0, 5.6]",Ground Pass,,16.00781,,,Benjamin Mendy,3261.0,,,,,,1,From Kick Off,Lucas Ariel Ocampos,4345.0,Left Wing,2,Marseille,147,"['6de1ef13-62e7-427e-be37-1df7798cc228', 'c5927aa1-f1cd-4570-9cc6-a55be127bffb']",21,,,,,,,,,,,,,,,,,Marseille,147,00:00:21.911,Pass,True
,,,,,,,,,,,,,,,,0.822636,,,,,,,,,,,,,95ca1401-1927-4d39-adf0-0cf15902cf0c,39,,"[105.9, 5.3]",3829430,0,,,,1.2394439,,Left Foot,,,,"[113.4, 27.1]",High Pass,,23.054068,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,1,From Kick Off,Benjamin Mendy,3261.0,Left Back,2,Marseille,147,"['9e1bbaa4-d424-4d76-a537-1cb911a8072a', 'c9973897-ef25-4849-8a9d-d7ed7b851d3d', 'f8e9e4a3-de17-4a20-a992-fd29e4f7cda2']",24,,,,,,,,,,,,,,,,,Marseille,147,00:00:24.336,Pass,True
,,,,,,,,,,,,,,,,0.317521,,,,,,,,,,,,,3df41a99-1132-4e18-9ff3-d44863766af3,45,,"[118.1, 24.3]",3829430,0,,,,1.927016,,Left Foot,,,,"[116.5, 28.6]",Ground Pass,,4.588028,Incomplete,,Florian Thauvin,3254.0,,,,,,1,From Kick Off,Lucas Ariel Ocampos,4345.0,Left Wing,2,Marseille,147,"['ae98a656-0171-4ffc-86bb-b8fd4cd9bc44', 'f3cb56fd-f9a2-419f-b45e-6f65498856e6']",29,,,,,,,,,,,,,,,,,Marseille,147,00:00:29.020,Pass,
,,,,,,,,,,,,,,,,0.907457,,,,,,,,,,,,,35397dfe-3fb7-485b-bd95-da282761ed8a,48,,"[2.0, 51.9]",3829430,0,,,,1.0736247,,Right Foot,,,,"[9.0, 64.8]",Ground Pass,,14.676852,,,Frédéric Bulot,7817.0,,,,,Recovery,1,Regular Play,Aïssa Mandi,6648.0,Right Center Back,3,Stade de Reims,156,['bd7a0b65-bf96-4216-8f96-f7f61211c85e'],30,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:30.533,Pass,
,,,,,,,,,,,,,,,,3.060841,,,,,,,,,,,,,2a93de0c-5faa-4f25-8eff-dfee27f3ddcf,51,,"[9.0, 65.3]",3829430,0,,,,-0.5008206,,Left Foot,,,,"[47.0, 44.5]",High Pass,,43.3202,,,Nicolas de Roussel de Préville,4383.0,,,,,,1,Regular Play,Frédéric Bulot,7817.0,Right Wing,3,Stade de Reims,156,['3f767280-af33-4744-a388-e49f73b99261'],31,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:31.542,Pass,
,,,,,,,,,,,,,,,,1.405878,,,,,,,,,,,,,ff584b7c-3639-47ac-b2ef-4e9af08b5be9,55,,"[48.3, 44.7]",3829430,0,,,,-1.3677511,,Right Foot,,,,"[49.7, 37.9]",High Pass,,6.942622,Incomplete,,Prince Oniangué,4545.0,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Left Wing,3,Stade de Reims,156,"['07a78204-9202-4c61-a98d-6806b89788af', '605f8d4e-4954-4483-b5c5-6d7f56b2bba9', '62f6780d-4a1b-40cb-8370-bd17557b47ac']",34,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:34.640,Pass,True
,,,,,,,,,,,,,,,,2.008643,,,,,,,,,,,,,62f6780d-4a1b-40cb-8370-bd17557b47ac,57,,"[70.4, 42.2]",3829430,0,,,,0.5939727,,Head,,,,"[78.1, 47.4]",High Pass,,9.291394,Incomplete,,Mario Lemina,3951.0,,,,,Recovery,1,Regular Play,Brice Dja Djédjé,7857.0,Right Back,3,Stade de Reims,156,"['35c8193c-3968-49bb-98df-6b085ddd2b45', '7c546435-0f1f-4910-a933-5295c5a0a181', 'ff584b7c-3639-47ac-b2ef-4e9af08b5be9']",36,,,,,,,,,,,,,,,,,Marseille,147,00:00:36.046,Pass,
,,,,,,,,,,,,,,,,0.71665,,,,,,,,,,,,,5b3dfd7e-a69f-430f-8e1d-f809ca6a12f6,62,,"[46.3, 34.7]",3829430,0,,,,2.0250983,,Right Foot,,,,"[44.2, 39.0]",Ground Pass,,4.7853947,,,Prince Oniangué,4545.0,,,,,,1,Regular Play,Alexi Peuget,95699.0,Center Defensive Midfield,3,Stade de Reims,156,"['1a66c388-ecc5-440e-9d55-91a78cb02b73', '572ec1bd-6e17-4432-8785-10222f07f673']",38,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:38.755,Pass,True
,,,,,,,,,,,,,,,,1.045212,,,,,,,,,,,,,9b6ab813-0697-49f5-813a-12d557efb815,65,,"[44.2, 39.0]",3829430,0,,,,-2.5768416,,Right Foot,,,,"[31.1, 30.7]",Ground Pass,,15.508062,,,Anthony Weber,7435.0,,,,,,1,Regular Play,Prince Oniangué,4545.0,Left Center Midfield,3,Stade de Reims,156,['b25ebbeb-f9d7-44d6-99ad-4fe75930402b'],40,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:40.285,Pass,
,,,,,,,,,,,,,,,,1.636231,,,,,,,,,,,,,ffddf8a2-9a90-4c92-8dd3-0d36d813e28d,69,,"[32.0, 29.8]",3829430,0,,,,-0.0072991406,,Right Foot,,,,"[59.4, 29.6]",High Pass,,27.40073,,,Nicolas de Roussel de Préville,4383.0,,,,,,1,Regular Play,Anthony Weber,7435.0,Left Center Back,3,Stade de Reims,156,"['c2663912-9f3f-44f2-b0a7-7fe88a5913ee', 'cd44a5fc-a50f-423a-aa02-9e7db1bc07dc']",41,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:41.457,Pass,True
,,,,,,,,,,,,,,,,1.067796,,,,,,,,,,,,,1f0d787e-ebc4-432c-a735-f269bcfa4d55,72,,"[59.6, 28.7]",3829430,0,,,,1.8943422,,Right Foot,,,,"[54.0, 45.4]",High Pass,,17.613914,,,Antoine Devaux,7815.0,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Left Wing,3,Stade de Reims,156,['32173550-4faa-4343-981e-4827d0abde77'],43,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:43.097,Pass,
,,,,,,,,,,,,,,,,0.952458,,,,,,,,,,,,,af5ab3df-5ee2-4262-98a1-faa2e7795f58,75,,"[63.2, 52.6]",3829430,0,,,,1.0934509,,Right Foot,,,,"[70.7, 67.1]",Ground Pass,,16.324827,,,Frédéric Bulot,7817.0,,,,,,1,Regular Play,Antoine Devaux,7815.0,Right Center Midfield,3,Stade de Reims,156,['b8dc8c12-9d1c-4549-b43c-ce09eee27ac4'],46,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:46.081,Pass,
,,,,,,,,,,,,,,,,1.365422,,,,,,,,,,,,,9753fcb3-2026-4ea6-a419-623f76e612f7,79,,"[71.4, 67.0]",3829430,0,,,,2.4895446,,Right Foot,,,,"[62.1, 74.1]",Ground Pass,,11.700427,,,Hamari Traoré,3248.0,,,,,,1,Regular Play,Frédéric Bulot,7817.0,Right Wing,3,Stade de Reims,156,"['bd6cff27-f5e1-4d72-ba94-c41315481d8b', 'eb1789f0-cbfb-41c3-a5f9-83ec3412bf73']",47,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:47.114,Pass,True
,,,,,,,,,,,,,,,,1.774201,,,,,,,,,,,,,3bde44e3-9d30-484a-99a0-0ae0974cb05f,82,,"[63.5, 74.7]",3829430,0,,,,-0.39117524,,Right Foot,,,,"[98.9, 60.1]",High Pass,,38.292557,,,Frédéric Bulot,7817.0,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Back,3,Stade de Reims,156,['a4536282-64d5-4fa7-bafc-d9d50d7d2b3b'],49,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:49.729,Pass,
,,,,,,,,,,,,,,,,1.301636,,,,,,,,,,,,,f7c80b78-dc1f-48fd-8061-b96e91aaac5a,88,,"[21.8, 17.1]",3829430,0,,,,0.45354694,,Left Foot,,,,"[41.7, 26.8]",High Pass,,22.138203,,,Mario Lemina,3951.0,,,,,Recovery,1,Regular Play,Benjamin Mendy,3261.0,Left Back,4,Marseille,147,"['3dded63b-6afe-49ac-b5a1-a71c7f4369c7', 'b9cc62f0-cb4a-4215-9a5f-3fde114c8c5d']",53,,,,,,,,,,,,,,,,,Marseille,147,00:00:53.194,Pass,True
,,,,,,,,,,,,,,,,1.255098,,,,,,,,,,,,,1ad5f03a-cbcc-4ad1-9fbb-03bf80a8371b,96,,"[41.3, 40.6]",3829430,0,,,,1.3191063,,Right Foot,,,,"[46.7, 61.6]",Ground Pass,,21.683174,,,Romain Alessandrini,15296.0,,,,,,1,Regular Play,Mario Lemina,3951.0,Right Defensive Midfield,4,Marseille,147,['6528ee09-339e-445e-99cd-11eddfd2ff9d'],57,,,,,,,,,,,,,,,,,Marseille,147,00:00:57.644,Pass,
,,,,,,,,,,,,,,,,0.246077,,,,,,,,,,,,,19e201a3-727e-4989-8dc0-a6050e6910dd,99,,"[45.8, 62.7]",3829430,0,,,,-0.5144513,,Right Foot,,,,"[48.1, 61.4]",Ground Pass,,2.641969,Incomplete,,Florian Thauvin,3254.0,,,,,,1,Regular Play,Romain Alessandrini,15296.0,Right Wing,4,Marseille,147,"['aff9035a-f574-4e37-b691-0ccc5799cc97', 'ec169a33-d20e-4a13-a79e-1a7119ab821e']",59,,,,,,,,,,,,,,,,,Marseille,147,00:00:59.019,Pass,
,,,,,,,,,,,,,,,,0.902838,,,,,,,,,,,,,8f2ea274-3454-4ddc-a4f6-d8cfeacaad6b,102,,"[53.5, 74.1]",3829430,1,,,,-2.2142975,,Left Foot,,,,"[48.7, 67.7]",Ground Pass,,8.0,,,Brice Dja Djédjé,7857.0,,,,,Free Kick,1,From Free Kick,Romain Alessandrini,15296.0,Right Wing,5,Marseille,147,['3fa28c21-d8e3-4746-b9b4-3619a1199e57'],4,,,,,,,,,,,,,,,,,Marseille,147,00:01:04.692,Pass,
,,,,,,,,,,,,,,,,1.930903,,,,,,,,,,,,,3634eae7-8ca0-445b-986b-3815edd17d84,104,,"[49.0, 66.3]",3829430,1,True,,,-0.061148163,,Right Foot,,,,"[63.7, 65.4]",Ground Pass,,14.727526,,,Florian Thauvin,3254.0,,,,,,1,From Free Kick,Brice Dja Djédjé,7857.0,Right Back,5,Marseille,147,['f8e3698a-d0d6-403a-8440-3fb264dca6f8'],5,,,,,,,,,,,,,,,,,Marseille,147,00:01:05.971,Pass,
,,,,,,,,,,,,,,,,2.025996,,,,,,,,,,,,,4e9409ad-f1e0-43d1-9b98-cd2abf420d9b,107,,"[63.4, 46.5]",3829430,1,,,,-2.0861688,,Left Foot,,,,"[55.3, 32.2]",Ground Pass,,16.43472,,,Karim Rekik,8572.0,,,,,,1,From Free Kick,Florian Thauvin,3254.0,Center Attacking Midfield,5,Marseille,147,"['48c2ebe4-0d80-43aa-ab2b-4e050a471ea6', 'd9e29bde-5679-4227-bc96-ddb9d36fbdf8']",14,,,,,,,,,,,,,,,,,Marseille,147,00:01:14.362,Pass,True
,,,,,,,,,,,,,,,,1.416129,,,,,,,,,,,,,b4eae2a4-6a81-4181-aeeb-f924a92863a5,110,,"[56.2, 30.2]",3829430,1,,,,-1.2883742,,Left Foot,,,,"[62.7, 7.8]",Ground Pass,,23.324022,,,Benjamin Mendy,3261.0,,,,,,1,From Free Kick,Karim Rekik,8572.0,Left Center Back,5,Marseille,147,['50d9ef58-f5e6-4919-a971-2e6824d34a8b'],17,,,,,,,,,,,,,,,,,Marseille,147,00:01:17.726,Pass,
,,,,,,,,,,,,,,,,0.85101,,,,,,,,,,,,,a365d725-7a4e-4d74-9db5-990f4d0ee908,113,,"[65.3, 4.5]",3829430,1,,,,0.83884513,,Left Foot,,,,"[76.8, 17.3]",Ground Pass,,17.207266,,,Florian Thauvin,3254.0,,,,,,1,From Free Kick,Benjamin Mendy,3261.0,Left Back,5,Marseille,147,['4bda33a7-d553-4320-be39-979ec3236787'],20,,,,,,,,,,,,,,,,,Marseille,147,00:01:20.024,Pass,
,,,,,,,,,,,,,,,,1.109064,,,,,,,,,,,,,a1cb3d28-717f-459d-9847-51520fcaeb1d,121,,"[34.5, 70.7]",3829430,1,,,,-0.21293835,,Right Foot,,,,"[56.7, 65.9]",Ground Pass,,22.712992,Incomplete,,"David N""Gog",401453.0,,,,,,1,Regular Play,Antoine Devaux,7815.0,Right Center Midfield,6,Stade de Reims,156,"['0316a75a-b981-4749-b8e4-79ee34d60762', '217383ec-9d88-4e64-9170-6fcb06d8b60b']",28,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:28.811,Pass,
,,,,,,,,,,,,,,,,1.21252,,,,,,,,,,,,,f6461fab-bb61-4f4f-b9d6-6669a00b2321,124,,"[55.1, 80.0]",3829430,1,,,,-0.6562509,,,,,,"[72.5, 66.6]",High Pass,,21.961784,,,"David N""Gog",401453.0,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Back,7,Stade de Reims,156,['5369dddf-39cf-4462-9354-0b4f8bde8a75'],42,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:42.603,Pass,
,,,,,,,,,,,,,,,,0.178422,,,,,,,,,,,,,96c5b275-0363-41d1-844a-6d740cc302a5,129,,"[73.1, 66.2]",3829430,1,,,,0.41450688,,Right Foot,,,,"[75.6, 67.3]",Low Pass,,2.7313,Incomplete,,Frédéric Bulot,7817.0,,,,,,1,From Throw In,"David N""Gog",401453.0,Center Forward,7,Stade de Reims,156,"['1359b8ba-60ac-42de-91fd-448774b204ce', '4582704e-8804-4b01-8ede-6dfbf7e0fdfd', '6ed1324c-65a6-4365-86ad-c69faebb5e9d', 'fd043bee-afe1-430b-9f3f-4fc89a7e4b51']",45,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:45.047,Pass,True
,,,,,,,,,,,,,,,,3.020575,,,,,,,,,,,,,c2fd2abc-6d1a-42a6-a34f-887b0a7f7ad5,132,,"[86.5, 80.0]",3829430,1,,,,-0.9440534,,,,,,"[107.5, 51.0]",High Pass,,35.805027,Incomplete,,"David N""Gog",401453.0,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Back,8,Stade de Reims,156,"['668711e6-c249-4601-83bb-55d0bd4aab5c', 'd669f927-7f6f-48a5-8dbd-c2155b79096c']",58,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:58.821,Pass,
,,,,,,,,,,,,,,,,1.465444,,,,,,,,,,,,,c9a20ddb-fca4-4c98-856b-f2a4bcdadcf5,137,,"[8.1, 31.3]",3829430,2,,,,1.855374,,Right Foot,,,,"[3.8, 46.0]",Ground Pass,,15.316005,,,Steve Mandanda,3543.0,,,,,,1,From Throw In,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,8,Stade de Reims,156,"['4cf26595-2fc5-4665-b3a0-6bd4cc4fe21d', '65eb93fb-cc82-4a99-8ccf-2f3b717b9b5d']",2,,,,,,,,,,,,,,,,,Marseille,147,00:02:02.975,Pass,True
