50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,064a2cf5-4558-47a0-ac70-d5b30361c25c,1,,,3901193,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1156119d-622c-4133-a448-8d343ff17457,2,,,3901193,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3217, 'name': 'Jemerson de Jesus Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 18953, 'name': 'Vágner Silva de Souza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e1a25320-8e35-4e6e-9fa2-1a8123d32dd5,3,,,3901193,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['95a0bd5e-a1b4-49de-948d-6cbb2aaa276f'],0,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,95a0bd5e-a1b4-49de-948d-6cbb2aaa276f,4,,,3901193,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['e1a25320-8e35-4e6e-9fa2-1a8123d32dd5'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,83b09893-32eb-4bf8-ba0d-0577ea92179f,2133,,,3901193,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Paris Saint-Germain,131,['bb2982a0-3a13-4372-bc21-f5f9a95d3d8c'],0,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bb2982a0-3a13-4372-bc21-f5f9a95d3d8c,2134,,,3901193,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Paris Saint-Germain,131,['83b09893-32eb-4bf8-ba0d-0577ea92179f'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.553942,,,,,,,,,,,,,,6b484f2a-c9b4-4dc9-9379-dfa1a62b907d,5,,"[60.0, 40.0]",3901193,0,,,,1.2068174,,Right Foot,,,"[60.8, 42.1]",,Ground Pass,,2.2472205,,,Vágner Silva de Souza,18953.0,,,,,Kick Off,1,From Kick Off,Thomas Lemar,3245.0,Left Wing,2,AS Monaco,129,['015e6939-18dc-468d-85d3-ac43bd5e0f47'],0,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.488,Pass,
,,,,,,,,,,,,,,,,,2.347277,,,,,,,,,,,,,,d3c96db2-999a-4f94-aa58-f151aacc21f1,8,,"[56.5, 41.9]",3901193,0,,,,2.1447048,,Right Foot,,,"[36.2, 73.3]",,Ground Pass,,37.390507,,,Jemerson de Jesus Nascimento,3217.0,,,,,,1,From Kick Off,Vágner Silva de Souza,18953.0,Center Forward,2,AS Monaco,129,['68dcbafe-e790-4aac-a199-9a5151563827'],2,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:02.164,Pass,
,,,,,,,,,,,,,,,,,0.875454,,,,,,,,,,,,,,71d60415-4631-4eb4-be6e-36084d253370,11,,"[36.2, 73.3]",3901193,0,,,,-2.1350646,,Right Foot,,,"[26.2, 57.5]",,Ground Pass,,18.698664,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,1,From Kick Off,Jemerson de Jesus Nascimento,3217.0,Right Center Back,2,AS Monaco,129,['3606113d-b6bf-41bc-84ba-9656fb4eb55b'],5,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:05.736,Pass,
,,,,,,,,,,,,,,,,,0.958862,,,,,,,,,,,,,,10fbdd33-4f07-4a0b-9dab-1d2eb90986ef,14,,"[26.2, 57.5]",3901193,0,,,,1.4990634,,Right Foot,,,"[27.4, 74.2]",,Ground Pass,,16.74306,,,Jemerson de Jesus Nascimento,3217.0,,,,,,1,From Kick Off,Ricardo Alberto Silveira de Carvalho,10805.0,Center Back,2,AS Monaco,129,['4f0b96c5-d39a-4326-969f-884e834a21ed'],7,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:07.598,Pass,
