50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.655724,,,,,,,,,,,,,,d54c4fe7-a448-4ec8-bc03-ff6dc24d424e,19,,"[70.3, 8.1]",3901213,0,,,,2.083939,,Left Foot,,,,"[56.1, 33.3]",,Ground Pass,,28.92542,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,4,OGC Nice,136,['9207f528-0a96-4ffd-bb49-584f930970b5'],28,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:28.541,Pass,
,,,,,,,,,,,,,,,,,,2.031642,,,,,,,,,,,,,,1383a98b-a77c-4ebd-8d30-6bd2353ffebd,22,,"[63.0, 43.5]",3901213,0,,,,1.6585982,,Left Foot,,,,"[60.5, 71.9]",,Ground Pass,,28.509823,,,Jérémy Pied,4270.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,4,OGC Nice,136,['307f9d16-5508-4fdd-a1d5-8ec9f1bd9ef5'],32,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:32.997,Pass,
,,,,,,,,,,,,,,,,,,2.748719,,,,,,,,,,,,,,f0b4844a-dbb0-4c63-9402-11bb36cd0f79,25,,"[60.2, 70.6]",3901213,0,,,,-2.211382,,Right Foot,,,,"[43.8, 48.6]",,Ground Pass,,27.440117,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Jérémy Pied,4270.0,Right Back,4,OGC Nice,136,['c51de602-c545-407a-ad65-885a476e021e'],35,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:35.681,Pass,
,,,,,,,,,,,,,,,,,,2.299474,,,,,,,,,,,,,,4a8cdcb1-5d26-4b1a-a2f9-268db5eacc8a,28,,"[43.8, 45.6]",3901213,0,,,,-1.1420732,,Right Foot,,,,"[63.5, 2.5]",,High Pass,,47.388817,,,Ricardo Domingos Barbosa Pereira,6352.0,,True,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,4,OGC Nice,136,['ae548d5f-67fc-4bd5-840b-0d18fee6a89e'],39,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:39.526,Pass,
,,,,,,,,,,,,,,,,,,0.890291,,,,,,,,,,,,,,0e02ed9c-639a-4a3b-9157-d76c0e28c41e,31,,"[63.5, 4.2]",3901213,0,,,,1.5599272,,Right Foot,,,,"[63.6, 13.4]",,Ground Pass,,9.200543,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,4,OGC Nice,136,['d863f33d-cb09-492e-b161-ad9fafb8446e'],43,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:43.095,Pass,
,,,,,,,,,,,,,,,,,,1.260766,,,,,,,,,,,,,,03735c1f-dfe8-418a-af3b-8459ed8098e5,34,,"[63.6, 12.5]",3901213,0,,,,-1.0014831,,Right Foot,,,,"[70.0, 2.5]",,Ground Pass,,11.872658,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,4,OGC Nice,136,['517da4a9-df55-4a34-9a1b-c43413476cae'],44,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:44.487,Pass,
,,,,,,,,,,,,,,,,,,0.317883,,,,,,,,,,,,,,5cb8e49b-63a1-4282-8725-ff00c6b1647a,37,,"[70.0, 3.7]",3901213,0,,,,-0.012819811,,Right Foot,,,,"[77.8, 3.6]",,High Pass,,7.800641,Incomplete,,Hatem Ben Arfa,16462.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,4,OGC Nice,136,"['05e3c8c2-ac35-44e7-bab8-36d7d52c8551', 'c2cfe107-3410-4bb8-b39b-dfa0a8147895']",47,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:47.029,Pass,
,,,,,,,,,,,,,,,,,,0.985673,,,,,,,,,,,,,,904066f1-0619-4dc7-9324-016e5355a20c,41,,"[70.3, 0.1]",3901213,0,True,,,2.506007,,,,,,"[64.2, 4.6]",,Low Pass,,7.5802374,,,Jean Michaël Seri,3359.0,,,,,Throw-in,1,From Throw In,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,5,OGC Nice,136,['316789c7-d08d-4d02-bdb5-fc93206ed651'],55,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:55.513,Pass,
,,,,,,,,,,,,,,,,,,1.9971,,,,,,,,,,,,,,f9542789-b663-48e7-88a4-21af731dc1cb,43,,"[63.2, 4.8]",3901213,0,,,,2.0389283,,Right Foot,,,,"[45.2, 40.4]",,High Pass,,39.891853,,,Paul Baysse,4443.0,,,,,,1,From Throw In,Jean Michaël Seri,3359.0,Left Center Midfield,5,OGC Nice,136,['2fc92a89-9969-4311-9e88-62751d690747'],57,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:57.351,Pass,
,,,,,,,,,,,,,,,,,,1.913988,,,,,,,,,,,,,,747e0aed-2706-4221-bce1-33d3be4ed5bf,46,,"[50.0, 49.7]",3901213,1,,,,1.3136549,,Right Foot,,,,"[57.1, 76.7]",,Ground Pass,,27.917915,,,Jérémy Pied,4270.0,,,,,,1,From Throw In,Paul Baysse,4443.0,Right Center Back,5,OGC Nice,136,['7b11831d-48fe-4b7e-b7f2-ee4d7b09039c'],1,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:01.234,Pass,
,,,,,,,,,,,,,,,,,,1.167695,,,,,,,,,,,,,,58cadd5b-b764-472e-9110-342de1342c94,49,,"[61.5, 77.7]",3901213,1,,,,-0.16183743,,Right Foot,,,,"[86.0, 73.7]",,Low Pass,,24.824383,Incomplete,,Valère Germain,3210.0,,,,,,1,From Throw In,Jérémy Pied,4270.0,Right Back,5,OGC Nice,136,"['0c1e652a-0e40-4eb8-adc8-8dd48f8fa1be', '57034a9f-99ba-452b-bf17-3c02effd98ae']",4,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:04.366,Pass,
,,,,,,,,,,,,,,,,,,1.897201,,,,,,,,,,,,,,57034a9f-99ba-452b-bf17-3c02effd98ae,51,,"[34.1, 6.4]",3901213,1,,,,-0.57202953,,Left Foot,,,,"[41.4, 1.7]",,Low Pass,,8.682166,,,Kamil Grosicki,5667.0,,,,,Interception,1,From Throw In,Cheikh M''Bengue,3424.0,Left Back,5,OGC Nice,136,"['58cadd5b-b764-472e-9110-342de1342c94', '657d5438-368e-40d5-9c98-39f1daa08573']",5,,,,,,,,,,,,,,,,,Rennes,134,00:01:05.533,Pass,
,,,,,,,,,,,,,,,,,,3.915843,,,,,,,,,,,,,,4dee2aed-0af1-4c86-a478-96264465e487,56,,"[82.4, 80.0]",3901213,1,,,,-0.5388195,,,,,,"[110.0, 63.5]",,High Pass,,32.156025,,,Alassane Pléa,3230.0,,,,,Throw-in,1,From Throw In,Jérémy Pied,4270.0,Right Back,6,OGC Nice,136,['27ef7b26-dcb8-4d26-b3dc-d92b2fe5d3b4'],18,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:18.284,Pass,
,,,,,,,,,,,,,,,,,,1.245991,,,,,,,,,,,,,,43c55685-4492-4b41-b603-961bbd5a26be,58,,"[117.7, 58.3]",3901213,1,,,,-1.5132159,,Right Foot,True,,,"[120.0, 18.4]",,High Pass,,39.966236,Out,,,,,,,,,1,From Throw In,Alassane Pléa,3230.0,Left Center Forward,6,OGC Nice,136,,22,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:22.200,Pass,
,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,e55432e2-7035-408b-a8e6-58105dbea431,59,,"[7.0, 44.1]",3901213,1,,,,0.37778825,,Left Foot,,,,"[70.5, 69.3]",,Low Pass,,68.317566,Incomplete,,Ousmane Dembélé,5477.0,,,,,Goal Kick,1,From Goal Kick,Benoît Guy Robert Costil,3354.0,Goalkeeper,7,Rennes,134,"['27704621-5373-4111-95a3-3331b2421a20', '280793f4-3824-4105-84e8-76c329125a35']",46,,,,,,,,,,,,,,,,,Rennes,134,00:01:46.230,Pass,
,,,,,,,,,,,,,,,,,,2.199559,,,,,,,,,,,,,,3b8d0f08-9a13-40c5-bb61-5d90ac170305,63,,"[39.1, 57.5]",3901213,1,,,,0.7527688,,Head,,,,"[56.5, 73.8]",,High Pass,,23.84219,Incomplete,,Romain Danzé,4475.0,,,,,Recovery,1,From Goal Kick,Sylvain Armand,40699.0,Left Center Back,7,Rennes,134,"['770ee647-505c-48bd-b803-db2cfeb13f20', '7fc70cd5-73b5-4776-8afb-ed2c7548d5e0']",52,,,,,,,,,,,,,,,,,Rennes,134,00:01:52.149,Pass,
,,,,,,,,,,,,,,,,,,2.760564,,,,,,,,,,,,,,770ee647-505c-48bd-b803-db2cfeb13f20,65,,"[63.6, 6.3]",3901213,1,,,,-0.31234643,,Right Foot,,,,"[82.8, 0.1]",,High Pass,,20.176224,Out,,Alassane Pléa,3230.0,,,,,Recovery,1,From Goal Kick,Jean Michaël Seri,3359.0,Left Center Midfield,7,Rennes,134,"['3b8d0f08-9a13-40c5-bb61-5d90ac170305', 'c3e6bb1c-4ab5-4ec0-8261-2289e5ea9f04']",54,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:54.348,Pass,
,,,,,,,,,,,,,,,,,,1.420861,,,,,,,,,,,,,,bb336430-c91f-44b3-9efe-72b503b3ebe5,67,,"[38.0, 80.0]",3901213,2,,,,-0.15973845,,,,,,"[56.0, 77.1]",,High Pass,,18.232115,,,Ousmane Dembélé,5477.0,,,,,Throw-in,1,From Throw In,Romain Danzé,4475.0,Right Back,8,Rennes,134,['f4669be0-07c3-4816-b5d8-3fb560fed737'],10,,,,,,,,,,,,,,,,,Rennes,134,00:02:10.483,Pass,
,,,,,,,,,,,,,,,,,,1.406476,,,,,,,,,,,,,,1603a078-be23-488b-9c0b-7655b07e1197,70,,"[56.0, 77.1]",3901213,2,,,,-0.07677189,,Head,,,,"[65.1, 76.4]",,High Pass,,9.1268835,Incomplete,,Jeremie Boga,4909.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,8,Rennes,134,"['260fbfe5-2c7f-4f39-ac82-5b64ae909262', '4e3dbe0a-35c3-4814-9c54-4c922aca8aac', 'd7c26fa9-78c9-4334-844c-0bfa589a8a0b']",11,,,,,,,,,,,,,,,,,Rennes,134,00:02:11.944,Pass,True
,,,,,,,,,,,,,,,,,,2.918471,,,,,,,,,,,,,,4e3dbe0a-35c3-4814-9c54-4c922aca8aac,73,,"[55.0, 3.7]",3901213,2,,,True,1.8078024,,,,,,"[50.0, 24.4]",,High Pass,,21.295305,,,Paul Baysse,4443.0,,,,,Recovery,1,From Throw In,Maxime Le Marchand,3229.0,Left Center Back,8,Rennes,134,"['1603a078-be23-488b-9c0b-7655b07e1197', '8d2daff6-06a2-4753-8487-655ea6efabc0', 'b920c711-74ba-47a8-a3a8-1d62845be4c9']",13,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:13.350,Pass,True
,,,,,,,,,,,,,,,,,,6.430539,,,,,,,,,,,,,,98f16fb0-047b-463f-ac83-4f71c4fbc9ea,76,,"[49.0, 24.4]",3901213,2,,,,-0.09132575,,Right Foot,,,,"[116.7, 18.2]",,High Pass,,67.98331,Incomplete,,,,,,,,,1,From Throw In,Paul Baysse,4443.0,Right Center Back,8,Rennes,134,['688413e5-c09b-4d15-9ac6-c7e8ffecfb2e'],16,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:16.320,Pass,
,,,,,,,,,,,,,,,,,,2.780546,,,,,,,,,,,,,,b647f04f-9805-4fe7-85ea-e8875917e304,79,,"[33.7, 46.3]",3901213,2,,,,-0.43642843,,Right Foot,,,,"[88.8, 20.6]",,High Pass,,60.798847,Incomplete,,Kamil Grosicki,5667.0,,,,,,1,From Throw In,Benoît Guy Robert Costil,3354.0,Goalkeeper,8,Rennes,134,"['c9d9a401-6ec3-4a35-9f80-bdd2fa9e8a4b', 'ddd4f98e-4a71-4dc5-8c2f-2e7edb0f257c']",38,,,,,,,,,,,,,,,,,Rennes,134,00:02:38.689,Pass,
,,,,,,,,,,,,,,,,,,2.237584,,,,,,,,,,,,,,ddd4f98e-4a71-4dc5-8c2f-2e7edb0f257c,81,,"[31.3, 59.5]",3901213,2,,,,-0.9649809,,Head,,,,"[44.6, 40.3]",,High Pass,,23.356585,Incomplete,,Jean Michaël Seri,3359.0,,,,,Recovery,1,From Throw In,Jérémy Pied,4270.0,Right Back,8,Rennes,134,"['6ca8dde5-f777-4797-a3d7-8a2642b63657', 'a1d6c09b-3762-49c8-be76-dc2c194c61d4', 'b647f04f-9805-4fe7-85ea-e8875917e304']",41,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:41.470,Pass,
,,,,,,,,,,,,,,,,,,2.492218,,,,,,,,,,,,,,a1d6c09b-3762-49c8-be76-dc2c194c61d4,83,,"[75.5, 39.8]",3901213,2,,,,1.867504,,Head,,,,"[70.7, 55.5]",,High Pass,,16.417368,Incomplete,,Ousmane Dembélé,5477.0,,,,,Recovery,1,From Throw In,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,8,Rennes,134,"['4f1fac64-509c-46a9-829c-4bf5198caaa0', '6b46be19-c9aa-49aa-be9c-d6fe669985a9', 'ddd4f98e-4a71-4dc5-8c2f-2e7edb0f257c']",43,,,,,,,,,,,,,,,,,Rennes,134,00:02:43.707,Pass,
,,,,,,,,,,,,,,,,,,0.173136,,,,,,,,,,,,,,6b46be19-c9aa-49aa-be9c-d6fe669985a9,85,,"[49.4, 24.6]",3901213,2,,,,2.896614,,Head,,,,"[47.8, 25.0]",,Low Pass,,1.6492423,Incomplete,,Maxime Le Marchand,3229.0,,,,,Recovery,1,From Throw In,Alassane Pléa,3230.0,Left Center Forward,8,Rennes,134,"['15fd2574-8d98-4a1e-99fa-75165a36e034', '3c8c580d-0cb7-4812-816a-6684d6b5ab3c', 'a1d6c09b-3762-49c8-be76-dc2c194c61d4']",46,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:46.199,Pass,
,,,,,,,,,,,,,,,,,,1.085459,,,,,,,,,,,,,,e98182b8-63e2-4361-b7a4-679a7724d61d,89,,"[48.4, 16.1]",3901213,2,,,,-2.5967288,,Right Foot,,,,"[35.2, 8.1]",,Ground Pass,,15.435025,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,Recovery,1,Regular Play,Alassane Pléa,3230.0,Left Center Forward,9,OGC Nice,136,['7f2c70c4-e760-45bf-8aa9-28ca7a38e229'],48,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:48.379,Pass,
,,,,,,,,,,,,,,,,,,1.905584,,,,,,,,,,,,,,e0738349-5f17-4f2e-b9a0-400c377c727e,92,,"[35.2, 8.1]",3901213,2,,,,2.5032728,,Right Foot,,,,"[22.8, 17.3]",,Ground Pass,,15.4402075,,,Maxime Le Marchand,3229.0,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,9,OGC Nice,136,['c27bb737-371d-4fb7-a4e5-08c632741644'],50,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:50.173,Pass,
,,,,,,,,,,,,,,,,,,1.921704,,,,,,,,,,,,,,a5e0db24-98de-4f3b-a2d6-90b8418e3b4b,95,,"[22.7, 19.9]",3901213,2,,,,1.607325,,Left Foot,,,,"[21.6, 50.0]",,Ground Pass,,30.120092,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,9,OGC Nice,136,['da3297c0-1f24-4f36-964c-7b05c2feeff0'],52,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:52.845,Pass,
,,,,,,,,,,,,,,,,,,0.950982,,,,,,,,,,,,,,2fe1c7c1-6f03-4483-baf9-f137e2721ebb,98,,"[29.8, 57.4]",3901213,2,,,,0.058755822,,Right Foot,,,,"[41.7, 58.1]",,Ground Pass,,11.92057,,,Vincent Koziello,4264.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,9,OGC Nice,136,['ecc901d5-74f8-434a-bd76-6c86d3508bf4'],57,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:57.026,Pass,
,,,,,,,,,,,,,,,,,,1.693583,,,,,,,,,,,,,,f861b58f-dd1d-4d61-b14e-ccd07952e24c,101,,"[36.9, 60.5]",3901213,2,,,,3.0935528,,Left Foot,,,,"[26.5, 61.0]",,Ground Pass,,10.412012,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Vincent Koziello,4264.0,Right Center Midfield,9,OGC Nice,136,['c97c3a3f-7466-47ed-8da7-5e4e0c052603'],59,,,,,,,,,,,,,,,,,OGC Nice,136,00:02:59.664,Pass,
,,,,,,,,,,,,,,,,,,2.611582,,,,,,,,,,,,,,802e77ce-5ca2-47e1-96be-0e05d9c85f78,103,,"[22.8, 60.4]",3901213,3,,,,-2.299776,,Right Foot,,,,"[8.6, 44.5]",,Ground Pass,,21.317833,,,Yoan Cardinale,4257.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,9,OGC Nice,136,['4fb466e3-3969-44e7-8ad7-3b5c91c9df50'],1,,,,,,,,,,,,,,,,,OGC Nice,136,00:03:01.358,Pass,
,,,,,,,,,,,,,,,,,,1.375471,,,,,,,,,,,,,,6705606a-30b2-4dee-afed-cb79173961f8,106,,"[8.6, 43.6]",3901213,3,,,,1.5707964,,Right Foot,,,,"[8.6, 65.4]",,Ground Pass,,21.8,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Yoan Cardinale,4257.0,Goalkeeper,9,OGC Nice,136,['88e28b2b-c739-4ca3-8d29-cd73d8bddbb9'],5,,,,,,,,,,,,,,,,,OGC Nice,136,00:03:05.105,Pass,
