bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fed6b548-6e20-45c9-b476-60e13abac77c,1,,,3829453,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e0eb61ae-36ae-4b39-bbc5-86bc5b158350,2,,,3829453,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 40518, 'name': 'Abdoulaye Traoré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,673f547e-f530-4f60-9006-c9e479e1e35b,3,,,3829453,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['fdbcd07d-823d-4bd5-a1c8-759c53d6d56b'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fdbcd07d-823d-4bd5-a1c8-759c53d6d56b,4,,,3829453,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['673f547e-f530-4f60-9006-c9e479e1e35b'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4dac8e15-653e-4fe5-b2ae-117dc3e35c18,1917,,,3829453,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Paris Saint-Germain,131,['06b03068-6c27-4371-af64-42547eb4cf84'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,06b03068-6c27-4371-af64-42547eb4cf84,1918,,,3829453,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Paris Saint-Germain,131,['4dac8e15-653e-4fe5-b2ae-117dc3e35c18'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.474191,,,,,,,,,,,,18939f34-0b60-479e-8267-f6ae9523a20d,5,,"[61.0, 40.1]",3829453,0,,,,-2.1025205,,Right Foot,,,,"[60.0, 38.4]",,Ground Pass,,1.9723083,,,,Edinson Roberto Cavani Gómez,4319.0,,,,,Kick Off,1,From Kick Off,Marco Verratti,3166.0,Right Center Midfield,2,Paris Saint-Germain,131,['e291c8bc-a257-462e-ac1b-46cc539c5078'],0,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.100,Pass,
,,,,,,,,,,,,,,,,1.323523,,,,,,,,,,,,57ef4b91-ed4c-475a-885b-190688289683,8,,"[58.9, 39.0]",3829453,0,,,,2.336589,,Right Foot,,,,"[51.4, 46.8]",,Ground Pass,,10.820813,,,,Thiago Motta,4325.0,,,,,,1,From Kick Off,Edinson Roberto Cavani Gómez,4319.0,Center Forward,2,Paris Saint-Germain,131,['dc94e1a9-5f5d-4177-ae42-57fc2a5b249f'],1,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:01.073,Pass,
,,,,,,,,,,,,,,,,0.333667,,,,,,,,,,,,29e525d1-240e-483d-a519-744d6472fa58,11,,"[51.4, 46.8]",3829453,0,,,,-1.9031285,,Left Foot,,,,"[47.5, 35.5]",,Ground Pass,,11.954079,,,,Blaise Matuidi,4375.0,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['bc82eee2-bc65-459f-b737-db6986716990'],2,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.473,Pass,
,,,,,,,,,,,,,,,,1.363399,,,,,,,,,,,,7b9f8b3a-d0dc-4f8e-99ec-9e4b10973fed,13,,"[47.5, 35.5]",3829453,0,,,,2.3519027,,Left Foot,,,,"[35.9, 47.2]",,Ground Pass,,16.47574,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Kick Off,Blaise Matuidi,4375.0,Left Center Midfield,2,Paris Saint-Germain,131,['00bfe471-afad-4d71-bd53-8491a1785d37'],2,,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:02.806,Pass,
