50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d21f14f5-f16e-4609-8085-516a956617bb,1,,,3829497,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ca437722-6554-4db6-9236-b0f5ad8cd38d,2,,,3829497,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 91209, 'name': 'Franck Hery'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 3363, 'name': 'Marcus Coco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b6466bf0-582a-43f5-a56f-856ac0850ad2,3,,,3829497,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,['144e6b4a-4ba6-4ac2-806e-ba20e7cc44bb'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,144e6b4a-4ba6-4ac2-806e-ba20e7cc44bb,4,,,3829497,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Troyes,133,['b6466bf0-582a-43f5-a56f-856ac0850ad2'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f0307f5b-0c18-4b36-b257-b857f38d972f,1714,,,3829497,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Guingamp,142,['8f0a5c37-cf0e-4a81-89aa-0ca7edaa33f7'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8f0a5c37-cf0e-4a81-89aa-0ca7edaa33f7,1715,,,3829497,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,103,Guingamp,142,['f0307f5b-0c18-4b36-b257-b857f38d972f'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.425648,,,,,,,,,,,14f253ac-8b98-494d-bd7a-43f8d4dd546a,5,,"[61.0, 40.1]",3829497,0,,,,,-1.5063695,,Right Foot,,,,"[61.2, 37.0]",Ground Pass,,3.1064448,,,,Benjamin Nivet,3002.0,,,,,Kick Off,1,From Kick Off,Corentin Jean,3010.0,Center Forward,2,Troyes,133,['746b485a-d42a-4e7c-87af-1c6c1f93837a'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.099,Pass,
,,,,,,,,,,,,,,,,,1.841579,,,,,,,,,,,3dcc1cd0-d98a-48bb-90d7-0cbb6217668d,8,,"[57.9, 39.0]",3829497,0,,,,,1.8763903,,Right Foot,,,,"[47.3, 72.6]",Ground Pass,,35.232372,,,,Lossémy Karaboué,7301.0,,,,,,1,From Kick Off,Benjamin Nivet,3002.0,Center Attacking Midfield,2,Troyes,133,['09f55f81-f35f-40bf-af3b-d865077f0484'],1,,,,,,,,,,,,,,,,,Troyes,133,00:00:01.118,Pass,
,,,,,,,,,,,,,,,,,0.899144,,,,,,,,,,,d7559d18-2865-4e7e-b9e0-5d68a98acdf9,11,,"[46.5, 76.8]",3829497,0,,,,,0.20583418,,Left Foot,,,,"[55.6, 78.7]",Ground Pass,,9.296236,,,,Fabien Camus,401470.0,,,,,,1,From Kick Off,Lossémy Karaboué,7301.0,Right Back,2,Troyes,133,['ab6929af-e254-472c-9861-45d38818b66c'],3,,,,,,,,,,,,,,,,,Troyes,133,00:00:03.960,Pass,
,,,,,,,,,,,,,,,,,0.728812,,,,,,,,,,,7906287b-ae47-459e-9403-67559520e259,14,,"[55.6, 78.7]",3829497,0,,,,,-2.923732,,Right Foot,,,,"[42.5, 75.8]",Ground Pass,,13.417153,,,,Lossémy Karaboué,7301.0,,,,,,1,From Kick Off,Fabien Camus,401470.0,Right Wing,2,Troyes,133,['56f2e465-d06f-42d8-8eae-c719cf2a2141'],5,,,,,,,,,,,,,,,,,Troyes,133,00:00:05.073,Pass,
,,,,,,,,,,,,,,,,,2.280587,,,,,,,,,,,472da282-9fe4-4360-9338-ff633b6441a0,17,,"[43.5, 75.4]",3829497,0,,,,,-1.9084606,,Right Foot,,,,"[27.7, 30.4]",Ground Pass,,47.693188,,,,Matthieu Saunier,13730.0,,True,,,,1,From Kick Off,Lossémy Karaboué,7301.0,Right Back,2,Troyes,133,['3dd107a4-b154-4c00-aa38-dd6b9aadd7a9'],7,,,,,,,,,,,,,,,,,Troyes,133,00:00:07.022,Pass,
,,,,,,,,,,,,,,,,,1.600918,,,,,,,,,,,9fc7118d-758c-460c-9261-abc616c78cf1,20,,"[29.8, 29.0]",3829497,0,,,,,-1.1776423,,Right Foot,,,,"[38.8, 7.3]",Ground Pass,,23.49234,,,,Quentin Othon,148132.0,,,,,,1,From Kick Off,Matthieu Saunier,13730.0,Left Center Back,2,Troyes,133,['01f26472-36f3-4a52-8eb9-a94574599484'],10,,,,,,,,,,,,,,,,,Troyes,133,00:00:10.625,Pass,
,,,,,,,,,,,,,,,,,1.10389,,,,,,,,,,,cf6d805a-79fa-4bb9-8de3-195f8abf3764,23,,"[38.7, 5.9]",3829497,0,,,,,0.5585993,,Left Foot,,,,"[49.1, 12.4]",Ground Pass,,12.264175,,,,Jessy Pi,7415.0,,,,,,1,From Kick Off,Quentin Othon,148132.0,Left Back,2,Troyes,133,['93cac47b-8097-4c27-8b3b-da96a53db036'],13,,,,,,,,,,,,,,,,,Troyes,133,00:00:13.822,Pass,
,,,,,,,,,,,,,,,,,3.505183,,,,,,,,,,,90573ca5-a1a9-45e9-9896-27f06030d801,27,,"[49.4, 15.6]",3829497,0,,,,,1.3198748,,Right Foot,,,,"[64.6, 74.9]",High Pass,,61.21707,,,,Lossémy Karaboué,7301.0,,True,,,,1,From Kick Off,Jessy Pi,7415.0,Left Defensive Midfield,2,Troyes,133,['c6dc4662-673c-47ef-b567-34f9c8bfc877'],16,,,,,,,,,,,,,,,,,Troyes,133,00:00:16.059,Pass,
,,,,,,,,,,,,,,,,,2.665113,,,,,,,,,,,a87bf40f-4783-496c-bbb6-bb8a4b274ae2,30,,"[68.1, 75.9]",3829497,0,,,,,0.09824042,,Right Foot,,,,"[109.7, 80.0]",High Pass,,41.801556,,Out,,Fabien Camus,401470.0,,,,,,1,From Kick Off,Lossémy Karaboué,7301.0,Right Back,2,Troyes,133,['41609439-edc6-48d1-a091-c73c1df5c468'],21,,,,,,,,,,,,,,,,,Troyes,133,00:00:21.599,Pass,
,,,,,,,,,,,,,,,,,1.697762,,,,,,,,,,,faedc36d-1ce8-4cb8-b822-86e65de44581,32,,"[18.4, 0.1]",3829497,0,,,,,0.1740988,,,,,,"[38.3, 3.6]",High Pass,,20.205444,,,,Marcus Coco,3363.0,,,,,Throw-in,1,From Throw In,Brou Benjamin Angoua,40527.0,Left Back,3,Guingamp,142,['c4416c8a-7d77-49fa-8d36-c6fcb5942feb'],45,,,,,,,,,,,,,,,,,Guingamp,142,00:00:45.865,Pass,
,,,,,,,,,,,,,,,,,0.702105,,,,,,,,,,,d571093b-4477-48d4-ad78-6404ff2e6f64,34,,"[38.3, 3.6]",3829497,0,,,,,0.105489306,,Head,,,,"[46.8, 4.5]",Low Pass,,8.547514,,Incomplete,,Sloan Privat,4799.0,,,,,,1,From Throw In,Marcus Coco,3363.0,Left Midfield,3,Guingamp,142,"['452b7b4e-27a8-423b-a242-c0e7e1b010fa', 'd7588f26-2af4-4c6b-8c0a-ea6392526fbc']",47,,,,,,,,,,,,,,,,,Guingamp,142,00:00:47.624,Pass,
,,,,,,,,,,,,,,,,,1.192794,,,,,,,,,,,f8e7afd7-7e08-4850-b170-b750738672c0,38,,"[72.3, 75.4]",3829497,0,,,,True,0.3416155,,,,,,"[76.8, 77.0]",High Pass,,4.7759814,,Incomplete,,Fabien Camus,401470.0,,,,,,1,Regular Play,Thomas Ayasse,7488.0,Right Defensive Midfield,4,Troyes,133,"['c7e3d374-6df0-41ae-a5a9-6172aa2da527', 'ed2b4090-8176-48bc-8d06-e97c5b6a4e8f', 'ee8cb4cf-599d-478c-b932-ed6c5f5d5a81']",49,,,,,,,,,,,,,,,,,Troyes,133,00:00:49.518,Pass,True
,,,,,,,,,,,,,,,,,2.986148,,,,,,,,,,,ed2b4090-8176-48bc-8d06-e97c5b6a4e8f,40,,"[43.3, 3.1]",3829497,0,,,,,0.6287963,,Left Foot,,,,"[71.9, 23.9]",High Pass,,35.363823,,Incomplete,,Jimmy Briand,3213.0,,,,,Recovery,1,Regular Play,Marcus Coco,3363.0,Left Midfield,4,Troyes,133,"['6e7a7653-0125-4466-a977-e781f4921a10', 'b108c2e2-23f6-485b-9672-36c0792588e9', 'f8e7afd7-7e08-4850-b170-b750738672c0']",50,,,,,,,,,,,,,,,,,Guingamp,142,00:00:50.711,Pass,
,,,,,,,,,,,,,,,,,1.253476,,,,,,,,,,,b4a6e2a7-e65e-4a0e-bbf6-3e751d4a9e6f,45,,"[41.1, 53.2]",3829497,0,,,,,1.1071488,,Right Foot,,,,"[52.3, 75.6]",Ground Pass,,25.04396,,,,Lossémy Karaboué,7301.0,,,,,,1,Regular Play,Matthieu Saunier,13730.0,Left Center Back,4,Troyes,133,['b0d8236e-1970-411c-8258-20a95f4807cd'],58,,,,,,,,,,,,,,,,,Troyes,133,00:00:58.008,Pass,
,,,,,,,,,,,,,,,,,0.972633,,,,,,,,,,,5a0e2bac-5b9e-49b0-9311-c145277ca7a8,48,,"[53.4, 72.0]",3829497,0,,,,,-1.2818209,,Right Foot,,,,"[56.7, 60.9]",Ground Pass,,11.580155,,,,Thomas Ayasse,7488.0,,,,,,1,Regular Play,Lossémy Karaboué,7301.0,Right Back,4,Troyes,133,['120ebc28-d5e6-4319-b472-9762a69f6acc'],59,,,,,,,,,,,,,,,,,Troyes,133,00:00:59.990,Pass,
,,,,,,,,,,,,,,,,,1.603567,,,,,,,,,,,3c2dfceb-39b4-4159-b6be-e91a98ee480d,51,,"[56.7, 60.9]",3829497,1,,,,,-0.08604042,,Right Foot,,,,"[93.8, 57.7]",High Pass,,37.23775,,,,Corentin Jean,3010.0,,,,,,1,Regular Play,Thomas Ayasse,7488.0,Right Defensive Midfield,4,Troyes,133,['a8d24192-3f2d-4883-a03d-1b616ac94e1f'],1,,,,,,,,,,,,,,,,,Troyes,133,00:01:01.043,Pass,
,,,,,,,,,,,,,,,,,2.964816,,,,,,,,,,,48848dbd-0380-4a66-987c-7a82ccfa5907,58,,"[18.7, 23.0]",3829497,1,,,,,-0.0968745,,Right Foot,,,,"[82.5, 16.8]",High Pass,,64.10055,,,,Sloan Privat,4799.0,,,,,Free Kick,1,From Free Kick,Jonas Lössl,3322.0,Goalkeeper,5,Guingamp,142,['c349e337-b85b-4a7e-898c-7cb5770db2e8'],31,,,,,,,,,,,,,,,,,Guingamp,142,00:01:31.550,Pass,
,,,,,,,,,,,,,,,,,1.350319,,,,,,,,,,,267f7030-7daa-4af8-81ed-73795819808b,60,,"[82.5, 16.8]",3829497,1,,,,True,1.1047274,,,,,,"[90.8, 33.3]",High Pass,,18.469976,,Incomplete,,Yannis Salibur,3122.0,,,,,,1,From Free Kick,Sloan Privat,4799.0,Left Center Forward,5,Guingamp,142,"['0841238a-537e-497c-948a-95f86ffd6833', '289b85f9-6c63-4b14-837a-29345c5fb0f5', 'efb61611-e12b-47b9-96f8-8f4eff9a8071']",34,,,,,,,,,,,,,,,,,Guingamp,142,00:01:34.674,Pass,True
,,,,,,,,,,,,,,,,,1.62687,,,,,,,,,,,4546d0bd-4e60-43f9-a66c-b0e3baaa9872,70,,"[96.0, 54.9]",3829497,1,,,,,0.8773887,,Left Foot,,,,"[108.3, 69.7]",Ground Pass,,19.24396,,,,Lars Christian Jacobsen,20199.0,,,,,,1,From Free Kick,Yannis Salibur,3122.0,Right Midfield,5,Guingamp,142,"['6c735018-ada2-4988-aab2-00e5548faf2b', 'a9418823-1ee6-4070-b285-f5f6b4f75c45']",41,,,,,,,,,,,,,,,,,Guingamp,142,00:01:41.769,Pass,True
,,,,,,,,,,,,,,,,,1.366543,,,,,,,,,,,615c9d08-99aa-4580-bdd3-be996acce495,73,,"[110.5, 69.8]",3829497,1,,,,,-1.670465,,Right Foot,True,,,"[107.9, 43.8]",High Pass,,26.129677,,Incomplete,,Sloan Privat,4799.0,,,,,,1,From Free Kick,Lars Christian Jacobsen,20199.0,Right Back,5,Guingamp,142,"['4938e7f9-b9fb-47f2-a3d1-4c05d18843e6', 'ad6bff38-4a5c-4fea-a056-633cf86cef77']",44,,,,,,,,,,,,,,,,,Guingamp,142,00:01:44.656,Pass,
,,,,,,,,,,,,,,,,,1.773188,,,,,,,,,,,7f86591c-31e9-4a3a-8e4f-d087b61161e8,76,,"[23.2, 20.5]",3829497,1,,,,,-0.41890138,,Left Foot,,,,"[36.9, 14.4]",Low Pass,,14.996666,,Incomplete,,Benjamin Nivet,3002.0,,,,,Recovery,1,From Free Kick,Yoann Court,7376.0,Left Wing,5,Guingamp,142,"['19a55585-de3a-4aa0-9360-006c6472f252', '4be7e1c2-0593-4fd9-8cfb-b3c372196cd3']",48,,,,,,,,,,,,,,,,,Troyes,133,00:01:48.752,Pass,
