50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c2e7a3b5-c25e-4d4f-b0ed-627d2887ffec,1,,,3900524,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7515, 'name': 'Jules Goda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,23b4debf-3bd5-4e23-af08-24a4d29841b7,2,,,3900524,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,29f76f0e-8544-4a98-a6c3-215404a00ec0,3,,,3900524,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['339a3028-b51c-4cf4-84a8-e1b8cc3a6730'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,339a3028-b51c-4cf4-84a8-e1b8cc3a6730,4,,,3900524,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['29f76f0e-8544-4a98-a6c3-215404a00ec0'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,352c62ef-8c0d-4f28-84e3-9db7e6b15f06,1899,,,3900524,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Gazélec Ajaccio,160,['5cde5c86-3b57-4933-b836-83eeb20eb9d1'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5cde5c86-3b57-4933-b836-83eeb20eb9d1,1900,,,3900524,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Gazélec Ajaccio,160,['352c62ef-8c0d-4f28-84e3-9db7e6b15f06'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.588159,,,,,,,,,,,,,,70917f1e-2b78-4bb5-a8a7-bf9f3004bb28,5,,"[60.0, 40.0]",3900524,0,,True,,,1.6373645,,Right Foot,,,"[59.8, 43.0]",Ground Pass,,3.0066593,,,Benjamin Moukandjo Bilé,33178.0,,,,,Kick Off,1,From Kick Off,Walid Mesloub,7766.0,Left Center Midfield,2,Lorient,165,['4327d9bf-b870-4de1-a71d-673a908a6054'],0,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.649,Pass,
,,,,,,,,,,,,,,,,,1.417254,,,,,,,,,,,,,,e97d8568-9dba-48ad-9ed1-3c84eba182c8,7,,"[59.5, 42.7]",3900524,0,,,,,-2.9702134,,Right Foot,,,"[43.9, 40.0]",Ground Pass,,15.83193,,,François Bellugou,3140.0,,,,,,1,From Kick Off,Benjamin Moukandjo Bilé,33178.0,Center Forward,2,Lorient,165,['cf52dd55-17aa-4a73-84bb-6b7b6f55ce0b'],1,,,,,,,,,,,,,,,,,Lorient,165,00:00:01.696,Pass,
,,,,,,,,,,,,,,,,,2.379651,,,,,,,,,,,,,,b7c4f9d9-6145-461c-8c04-12a2fac05c78,10,,"[44.2, 39.6]",3900524,0,,,,,-0.98034275,,Right Foot,,,"[69.4, 2.0]",High Pass,,45.26367,Incomplete,,Romain Philippoteaux,7338.0,,,,,,1,From Kick Off,François Bellugou,3140.0,Center Defensive Midfield,2,Lorient,165,"['515da243-1484-4b46-89d6-120d13e8bfa1', 'cc46389b-0c73-4aae-9853-5359eaacde78']",4,,,,,,,,,,,,,,,,,Lorient,165,00:00:04.223,Pass,
,,,,,,,,,,,,,,,,,0.736145,,,,,,,,,,,,,,0950bb35-0ee4-4fc2-bb37-fddc0da07fdd,13,,"[39.3, 0.1]",3900524,0,,,,,1.1246908,,,,,"[43.7, 9.3]",Low Pass,,10.198039,,,Walid Mesloub,7766.0,,,,,Throw-in,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,3,Lorient,165,['6a1f45da-afeb-457c-aa88-08c8d94eb9eb'],20,,,,,,,,,,,,,,,,,Lorient,165,00:00:20.635,Pass,
