bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d9181095-bcc1-40f6-bcae-e0a805518535,1,,,3900519,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f87da35a-b43c-4b7d-8fbc-2397cdc66d19,2,,,3900519,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,78b50041-ad2f-4bdc-a884-fdb73f5b8478,3,,,3900519,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['f28d2d2b-2235-498f-acce-04280df6f316'],0,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f28d2d2b-2235-498f-acce-04280df6f316,4,,,3900519,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rennes,134,['78b50041-ad2f-4bdc-a884-fdb73f5b8478'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,20c179d8-25c0-41a3-8bb0-9c1297975d71,1877,,,3900519,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Rennes,134,['0df3648b-e1ab-49df-b043-d7b65bbce6a4'],0,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0df3648b-e1ab-49df-b043-d7b65bbce6a4,1878,,,3900519,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Rennes,134,['20c179d8-25c0-41a3-8bb0-9c1297975d71'],0,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.505768,,,,,,,,,,,,,,,3de2f03e-5204-49fd-84cc-739267a0a885,5,,"[61.0, 40.1]",3900519,0,,,,,-1.8788491,,Right Foot,,"[60.3, 37.9]",,Ground Pass,,2.3086793,,,,,Enzo Crivelli,3184.0,,,,,Kick Off,1,From Kick Off,Wahbi Khazri,3196.0,Right Wing,2,Bordeaux,146,['91d3fdd1-82e4-4e05-aebb-f09d0fb599bc'],1,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.240,Pass,
,,,,,,,,,,,,,,,,,,,0.960024,,,,,,,,,,,,,,,f7207a91-448c-429f-8f4c-5fbbd328f81e,8,,"[60.3, 38.5]",3900519,0,,,,,2.7610862,,Right Foot,,"[51.8, 41.9]",,Ground Pass,,9.15478,,,,,Clément Chantôme,7552.0,,,,,,1,From Kick Off,Enzo Crivelli,3184.0,Center Forward,2,Bordeaux,146,['e56ada0d-2cf8-4ec8-8805-d001c673e8ed'],2,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:02.112,Pass,
,,,,,,,,,,,,,,,,,,,2.00066,,,,,,,,,,,,,,,93e63a38-5e60-49cf-81fd-2cec9751ab2e,11,,"[54.9, 38.0]",3900519,0,,,,,-2.0259695,,Right Foot,,"[43.3, 14.3]",,Ground Pass,,26.386549,,,,,Diego Armando Valentin Contento,4628.0,,,,,,1,From Kick Off,Clément Chantôme,7552.0,Right Center Midfield,2,Bordeaux,146,['f8c905ca-a09a-4c80-a65d-c7014f2e6448'],3,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:03.826,Pass,
,,,,,,,,,,,,,,,,,,,1.353445,,,,,,,,,,,,,,,f72e6341-fe02-4564-8185-b8ca11ffaa58,14,,"[40.5, 17.7]",3900519,0,,,,,2.094372,,Left Foot,,"[34.9, 27.4]",,Ground Pass,,11.200446,,,,,Nicolas Pallois,3256.0,,,,,,1,From Kick Off,Diego Armando Valentin Contento,4628.0,Left Back,2,Bordeaux,146,['23f61592-49ad-4ae1-bf92-4833c4158886'],6,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:06.069,Pass,
,,,,,,,,,,,,,,,,,,,2.8993,,,,,,,,,,,,,,,ecc8651f-a02f-4f27-a39f-62c51428698d,17,,"[35.7, 27.4]",3900519,0,,,,,0.12082511,,Left Foot,,"[95.0, 34.6]",,High Pass,,59.7355,,,Incomplete,,Wahbi Khazri,3196.0,,,,,,1,From Kick Off,Nicolas Pallois,3256.0,Left Center Back,2,Bordeaux,146,"['1e716e1d-5afc-4711-8943-7235ea3d39dd', '653e66be-9be0-4a6a-9bf2-c67b49a78e92']",9,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:09.530,Pass,
,,,,,,,,,,,,,,,,,,,0.756177,,,,,,,,,,,,,,,13207b23-6762-45a1-af8b-f0af801f5b37,21,,"[90.8, 29.8]",3900519,0,,,,,-1.309214,,Left Foot,,"[94.2, 17.1]",,Ground Pass,,13.1472435,,,,,Nicolas Maurice-Belay,42430.0,,,,,Recovery,1,From Kick Off,Henri Saivet,5110.0,Left Center Midfield,2,Bordeaux,146,['7c40c5a9-bce1-49f0-bd6d-6fcf5ed4d25f'],13,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:13.879,Pass,
,,,,,,,,,,,,,,,,,,,4.995374,,,,,,,,,,,,,,,0eb2a2d6-539c-4b8a-8413-35e4b7e0b629,24,,"[94.4, 18.4]",3900519,0,,,,,-0.1664153,,Left Foot,,"[120.0, 14.1]",,Ground Pass,,25.95862,,,Out,,Wahbi Khazri,3196.0,,,,,,1,From Kick Off,Nicolas Maurice-Belay,42430.0,Left Wing,2,Bordeaux,146,['a70400f4-67ab-400b-b796-521be3e5d6a8'],15,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:15.599,Pass,
,,,,,,,,,,,,,,,,,,,3.1063,,,,,,,,,,,,,,,d2960d98-0541-4f7d-b85c-24296f955415,26,,"[6.0, 44.0]",3900519,0,,,,,-0.5401646,,Right Foot,,"[63.7, 9.4]",,High Pass,,67.2789,,,,,Ludovic Baal,2985.0,,,,,Goal Kick,1,From Goal Kick,Benoît Guy Robert Costil,3354.0,Goalkeeper,3,Rennes,134,['6874ad3f-094e-4137-9248-35b4f0206c24'],47,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:47.559,Pass,
,,,,,,,,,,,,,,,,,,,1.411535,,,,,,,,,,,,,,,f996e624-2c77-4b0d-8a56-2b5dc70421db,28,,"[63.7, 9.4]",3900519,0,,,,,-0.08777389,,Head,,"[76.2, 8.3]",,High Pass,,12.548306,,,Incomplete,,,,,,,,,1,From Goal Kick,Ludovic Baal,2985.0,Left Back,3,Rennes,134,['b93e89df-dafb-479f-880e-0468f49e1576'],50,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:50.665,Pass,
,,,,,,,,,,,,,,,,,,,0.764655,,,,,,,,,,,,,,,b93e89df-dafb-479f-880e-0468f49e1576,29,,"[43.9, 71.8]",3900519,0,,,,,-0.74724877,,Head,,"[50.7, 65.5]",,High Pass,,9.269844,,,,,Clément Chantôme,7552.0,,,,,Recovery,1,Regular Play,Frédéric Guilbert,2946.0,Right Back,4,Bordeaux,146,"['92c2d5a4-febf-4bb4-bbf3-6f1508f5b09a', 'f996e624-2c77-4b0d-8a56-2b5dc70421db']",52,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:52.077,Pass,
