50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.583271,,,,,,,,,,,09da3a74-7f09-48c7-a174-aee57acb6140,20,,"[30.3, 47.0]",3900573,0,,,,,1.3868529,,Right Foot,,,"[33.5, 64.2]",,Ground Pass,,17.495142,,,,Gaël Angoula,401482.0,,,,,,1,From Kick Off,Ismaël Traoré,3045.0,Right Center Back,2,Angers,145,['0718b763-10e5-4a93-9c70-e49b9bd94961'],11,,,,,,,,,,,,,,,,,Angers,145,00:00:11.566,Pass,
,,,,,,,,,,,,,,,,,,,1.652936,,,,,,,,,,,894a943a-eab5-425f-9b08-a488bca00e01,23,,"[36.6, 73.7]",3900573,0,,,,,0.035699114,,Right Foot,,,"[53.4, 74.3]",,Ground Pass,,16.81071,,,,Gilles Sunu,3111.0,,,,,,1,From Kick Off,Gaël Angoula,401482.0,Right Back,2,Angers,145,['8c2d8349-0bd8-4d21-9393-e087f4868994'],13,,,,,,,,,,,,,,,,,Angers,145,00:00:13.865,Pass,
,,,,,,,,,,,,,,,,,,,0.149297,,,,,,,,,,,4b9b4e3a-1942-4914-a434-0ede60884830,27,,"[54.5, 77.2]",3900573,0,,,,,0.0,,Right Foot,,,"[56.6, 77.2]",,Ground Pass,,2.1,,Incomplete,,Cheikh N''Doye,5676.0,,,,,,1,From Kick Off,Gilles Sunu,3111.0,Right Wing,2,Angers,145,"['8dfde554-789f-4faa-aaa3-1f303c8ef063', 'b648df88-2db1-4bec-8605-fe48a168f541', 'cfcb2112-e5ef-48f5-8502-f70247725c3b']",17,,,,,,,,,,,,,,,,,Angers,145,00:00:17.275,Pass,True
,,,,,,,,,,,,,,,,,,,0.845439,,,,,,,,,,,d3fe156a-3da7-4dd3-84f9-38efd081a770,31,,"[56.3, 2.4]",3900573,0,,,,,0.08975817,,Right Foot,,,"[66.3, 3.3]",,Ground Pass,,10.040419,,,,Vincent Bessat,2992.0,,,,,Recovery,1,Regular Play,Chaker Alhadhur,7237.0,Left Back,3,Caen,140,['76721cf0-9622-4940-a55a-0e59f6cdae3b'],18,,,,,,,,,,,,,,,,,Caen,140,00:00:18.337,Pass,
,,,,,,,,,,,,,,,,,,,1.051991,,,,,,,,,,,59e1368a-67e3-4982-91d3-717ab86e6a56,34,,"[69.2, 5.2]",3900573,0,,,,,0.051237166,,Left Foot,,,"[84.8, 6.0]",,Ground Pass,,15.6205,,,,Andy Delort,3038.0,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Midfield,3,Caen,140,['ed653099-49c6-4003-8a2d-3a130b76db13'],20,,,,,,,,,,,,,,,,,Caen,140,00:00:20.266,Pass,
,,,,,,,,,,,,,,,,,,,0.684743,,,,,,,,,,,8973f2f6-d4e5-4ad4-a874-2377eee801f2,37,,"[83.1, 5.6]",3900573,0,,,,,-3.0287733,,Right Foot,,,"[62.8, 3.3]",,Ground Pass,,20.42988,,,,Chaker Alhadhur,7237.0,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,3,Caen,140,['1f6b28eb-cb6e-40f2-82ce-6b33e3c8806c'],21,,,,,,,,,,,,,,,,,Caen,140,00:00:21.870,Pass,
,,,,,,,,,,,,,,,,,,,0.170356,,,,,,,,,,,489c12ce-ef5a-43aa-8437-45dfad32934b,40,,"[63.7, 4.3]",3900573,0,,,,,-0.066568166,,Right Foot,,,"[66.7, 4.1]",,Ground Pass,,3.0066593,,Incomplete,,Andy Delort,3038.0,,,,,,1,Regular Play,Chaker Alhadhur,7237.0,Left Back,3,Caen,140,"['5b93e2b2-1a00-4d60-bf7b-1528752bd4f5', '91caef64-0391-4e79-a69c-cc4cb5754478']",24,,,,,,,,,,,,,,,,,Caen,140,00:00:24.076,Pass,
,,,,,,,,,,,,,,,,,,,1.806392,,,,,,,,,,,506c7da9-e6d4-4fa9-9e12-221ba3560802,44,,"[40.0, 7.0]",3900573,0,,,,,-0.048091233,,Right Foot,,,"[77.4, 5.2]",,High Pass,,37.44329,,,,Andy Delort,3038.0,,,,,Recovery,1,Regular Play,Damien Da Silva,4386.0,Left Center Back,3,Caen,140,['ef844153-6aa3-49aa-9e46-ff1d3fb535ac'],26,,,,,,,,,,,,,,,,,Caen,140,00:00:26.844,Pass,
,,,,,,,,,,,,,,,,,,,0.998803,,,,,,,,,,,b40c98c9-502f-42ea-bcfc-8a7e4e246987,47,,"[77.4, 5.2]",3900573,0,,,,,0.9272952,,Other,,,"[83.1, 12.8]",,Low Pass,,9.5,,,,Vincent Bessat,2992.0,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,3,Caen,140,['49928057-77f3-4e63-a5f4-5ae74ec6b039'],28,,,,,,,,,,,,,,,,,Caen,140,00:00:28.690,Pass,
,,,,,,,,,,,,,,,,,,,0.208316,,,,,,,,,,,9f0f9a55-b4e0-4f9a-a3a1-2c14dfcd60e8,50,,"[89.9, 2.7]",3900573,0,,,,,0.61320734,,Left Foot,,,"[92.6, 4.6]",,Low Pass,,3.3015149,,Incomplete,,Andy Delort,3038.0,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Midfield,3,Caen,140,"['5ab10f9f-4d03-4231-aafa-81f83a65c361', 'e4579e37-1a3d-4dd7-9cb0-687ad3a57450']",31,,,,,,,,,,,,,,,,,Caen,140,00:00:31.681,Pass,
,,,,,,,,,,,,,,,,,,,1.180368,,,,,,,,,,,268ca4fd-c518-469a-94f0-d4c7684c5943,53,,"[90.5, 0.1]",3900573,0,,,,,1.8880626,,,,,"[86.1, 13.5]",,Low Pass,,14.1039,,,,Julien Féret,2959.0,,,,,Throw-in,1,From Throw In,Chaker Alhadhur,7237.0,Left Back,4,Caen,140,['6b34c8de-b7a5-47fc-9228-6cc69b745ad0'],42,,,,,,,,,,,,,,,,,Caen,140,00:00:42.109,Pass,
,,,,,,,,,,,,,,,,,,,0.458618,,,,,,,,,,,82e9f5d0-e59b-4925-8a44-cab4e8b07c1c,57,,"[86.4, 14.5]",3900573,0,,,,,-1.2213451,,Right Foot,,,"[90.7, 2.7]",,Ground Pass,,12.55906,,,,Chaker Alhadhur,7237.0,,,,,,1,From Throw In,Julien Féret,2959.0,Left Center Midfield,4,Caen,140,"['1e3a5dbd-79b7-43e4-8d4e-30f18cad590a', 'b6aea178-059b-4dae-b0bc-cdf677324cd7']",43,,,,,,,,,,,,,,,,,Caen,140,00:00:43.401,Pass,True
,,,,,,,,,,,,,,,,,,,0.595454,,,,,,,,,,,3aef9a35-36a7-4650-a9cd-93a7e6d5d242,61,,"[89.9, 4.3]",3900573,0,,,,,0.967047,,Right Foot,,,"[95.9, 13.0]",,Ground Pass,,10.568349,,,,Vincent Bessat,2992.0,,,,,,1,From Throw In,Chaker Alhadhur,7237.0,Left Back,4,Caen,140,['b2f5553b-fc43-4274-8873-7cf854c0be65'],44,,,,,,,,,,,,,,,,,Caen,140,00:00:44.515,Pass,
,,,,,,,,,,,,,,,,,,,0.434223,,,,,,,,,,,27a6994a-c5a3-4c55-9c78-68066c9e6be5,64,,"[95.9, 13.0]",3900573,0,,,,,2.041437,,Left Foot,,,"[93.0, 18.7]",,Ground Pass,,6.395311,,,,Julien Féret,2959.0,,,,,,1,From Throw In,Vincent Bessat,2992.0,Left Midfield,4,Caen,140,['7dbd7e60-9bc3-4bf4-9df0-691a4ebff843'],45,,,,,,,,,,,,,,,,,Caen,140,00:00:45.301,Pass,
,,,,,,,,,,,,,,,,,,,1.94403,,,,,,,,,,,b24eb97d-f5ac-4324-87c0-e5def5f8f431,71,,"[70.8, 66.6]",3900573,0,,,,,0.2850439,,Left Foot,,,"[92.3, 72.9]",,Ground Pass,,22.404018,,Incomplete,,Gilles Sunu,3111.0,,,,,,1,From Throw In,Gaël Angoula,401482.0,Right Back,4,Caen,140,"['2b897a80-b6df-4a67-ac9d-89db0346fd7a', '6b1ee725-42b1-4320-8704-240ce1820cde']",54,,,,,,,,,,,,,,,,,Angers,145,00:00:54.316,Pass,
,,,,,,,,,,,,,,,,,,,1.148744,,,,,,,,,,,6b1ee725-42b1-4320-8704-240ce1820cde,73,,"[27.8, 7.2]",3900573,0,,,,,0.0,,Right Foot,,,"[38.1, 7.2]",,Ground Pass,,10.3,,,,Chaker Alhadhur,7237.0,,,,,Interception,1,From Throw In,Damien Da Silva,4386.0,Left Center Back,4,Caen,140,"['2cfc6188-16ee-44f9-b517-110e80936e40', 'b24eb97d-f5ac-4324-87c0-e5def5f8f431']",56,,,,,,,,,,,,,,,,,Caen,140,00:00:56.260,Pass,
,,,,,,,,,,,,,,,,,,,1.004098,,,,,,,,,,,5cd15ace-f5da-42f3-a850-5f3f44819705,76,,"[56.7, 8.9]",3900573,1,,,,,1.7117901,,Left Foot,,,"[54.5, 24.4]",,Ground Pass,,15.655351,,,,Julien Féret,2959.0,,,,,,1,From Throw In,Chaker Alhadhur,7237.0,Left Back,4,Caen,140,['1a64da6e-df8c-43aa-809e-d2e50687ebbe'],1,,,,,,,,,,,,,,,,,Caen,140,00:01:01.363,Pass,
,,,,,,,,,,,,,,,,,,,2.18791,,,,,,,,,,,19fdc65e-1f21-44ab-b4e5-546761926c7a,79,,"[62.8, 41.2]",3900573,1,,,,,2.023806,,Right Foot,,,"[53.6, 60.1]",,Ground Pass,,21.020227,,,,Alaeddine Yahia,7444.0,,,,,,1,From Throw In,Julien Féret,2959.0,Left Center Midfield,4,Caen,140,['9dc77701-d971-4725-a524-6e995b67304a'],6,,,,,,,,,,,,,,,,,Caen,140,00:01:06.640,Pass,
,,,,,,,,,,,,,,,,,,,5.027819,,,,,,,,,,,deb69f56-4525-4162-a4a4-530361999ef6,83,,"[63.0, 64.9]",3900573,1,,,,,-0.601746,,Right Foot,,,"[117.9, 27.2]",,High Pass,,66.598045,,Incomplete,,Andy Delort,3038.0,,,,,,1,From Throw In,Alaeddine Yahia,7444.0,Right Center Back,4,Caen,140,"['05553d48-220d-4a8f-a72f-0e54887b54ce', '24ce3713-3f40-4773-aac0-b0fa198367ef']",10,,,,,,,,,,,,,,,,,Caen,140,00:01:10.793,Pass,
,,,,,,,,,,,,,,,,,,,2.351493,,,,,,,,,,,f889695a-be87-4299-88f2-4d590fef8ec9,87,,"[10.5, 40.9]",3900573,1,,,,,-1.2603174,,Keeper Arm,,,"[22.5, 3.5]",,Low Pass,,39.277985,,,,Yoann Andreu,3203.0,,,,,,1,Regular Play,Alexandre Letellier,3432.0,Goalkeeper,5,Angers,145,['d1380ab3-d251-4a21-88c1-3e27fc584fcb'],19,,,,,,,,,,,,,,,,,Angers,145,00:01:19.689,Pass,
,,,,,,,,,,,,,,,,,,,1.844734,,,,,,,,,,,e1e0cbb1-ab74-44fa-a24c-dc2b7b8e7b99,90,,"[30.3, 3.0]",3900573,1,,,,,1.3209555,,Left Foot,,,"[34.0, 17.5]",,Ground Pass,,14.964625,,,,Romain Saïss,5219.0,,,,,,1,Regular Play,Yoann Andreu,3203.0,Left Back,5,Angers,145,['14152ef9-200d-43b8-8f79-2f3ef31bfc65'],23,,,,,,,,,,,,,,,,,Angers,145,00:01:23.570,Pass,
,,,,,,,,,,,,,,,,,,,1.944205,,,,,,,,,,,ad0e53ad-ca64-4da8-8528-13b750a8201f,93,,"[34.0, 20.9]",3900573,1,,,,,1.7748142,,Left Foot,,,"[28.6, 47.0]",,Ground Pass,,26.652767,,,,Ismaël Traoré,3045.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Center Defensive Midfield,5,Angers,145,['a4d5d3ed-0b53-4ea8-ad21-a6784ed86221'],26,,,,,,,,,,,,,,,,,Angers,145,00:01:26.272,Pass,
,,,,,,,,,,,,,,,,,,,1.5626,,,,,,,,,,,d7595cd7-9f17-40b8-a3e8-c85d7e718936,96,,"[29.4, 50.5]",3900573,1,,,,,1.1215363,,Left Foot,,,"[37.5, 67.3]",,Ground Pass,,18.650738,,,,Gaël Angoula,401482.0,,,,,,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,5,Angers,145,['8c68a5ed-6e14-4b61-a357-33345e81f5f0'],29,,,,,,,,,,,,,,,,,Angers,145,00:01:29.473,Pass,
,,,,,,,,,,,,,,,,,,,1.146689,,,,,,,,,,,f4a52d46-59a1-48ec-bc4a-b8b80da019aa,98,,"[37.5, 67.3]",3900573,1,,,,,-1.938927,,Right Foot,,,"[32.1, 53.3]",,Ground Pass,,15.005332,,,,Ismaël Traoré,3045.0,,,,,,1,Regular Play,Gaël Angoula,401482.0,Right Back,5,Angers,145,['fc9c6a28-513d-45ec-b64e-445dc2d45aee'],31,,,,,,,,,,,,,,,,,Angers,145,00:01:31.035,Pass,
,,,,,,,,,,,,,,,,,,,1.861953,,,,,,,,,,,9c52f250-4bc7-49f3-995a-5eeade71b90e,101,,"[37.3, 53.3]",3900573,1,,,,,-1.7164751,,Right Foot,,,"[33.5, 27.4]",,Ground Pass,,26.17728,,,,Romain Thomas,3549.0,,,,,,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,5,Angers,145,['984abcd1-7e67-4dbf-a540-ee8f74375a1e'],32,,,,,,,,,,,,,,,,,Angers,145,00:01:32.727,Pass,
,,,,,,,,,,,,,,,,,,,1.270994,,,,,,,,,,,873360dc-bf98-4e5c-8a8a-1e2fc5c54332,104,,"[33.5, 27.4]",3900573,1,,,,,0.021425292,,Left Foot,,,"[47.5, 27.7]",,Ground Pass,,14.003214,,,,Charles Diers,401484.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,5,Angers,145,['2f9e7cfb-4fd5-4ed5-973f-b64565b195de'],34,,,,,,,,,,,,,,,,,Angers,145,00:01:34.830,Pass,
,,,,,,,,,,,,,,,,,,,1.626201,,,,,,,,,,,03a4de35-0b67-4083-beae-5c95e24372e6,107,,"[47.4, 27.9]",3900573,1,,,,,-3.0051901,,Right Foot,,,"[32.1, 25.8]",,Ground Pass,,15.443445,,,,Romain Thomas,3549.0,,,,,,1,Regular Play,Charles Diers,401484.0,Left Center Midfield,5,Angers,145,['1ad2988e-e4a2-41ba-974e-44f586a078c1'],36,,,,,,,,,,,,,,,,,Angers,145,00:01:36.141,Pass,
,,,,,,,,,,,,,,,,,,,1.690143,,,,,,,,,,,52be968c-acd7-48e9-be19-c4c0b1637e75,109,,"[32.1, 25.8]",3900573,1,,,,,-0.97568,,Left Foot,,,"[47.4, 3.2]",,Ground Pass,,27.29194,,,,Yoann Andreu,3203.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,5,Angers,145,['e55dfcb7-18fd-4114-9a00-e283762883a0'],37,,,,,,,,,,,,,,,,,Angers,145,00:01:37.767,Pass,
,,,,,,,,,,,,,,,,,,,0.979472,,,,,,,,,,,cb70bcf1-71c1-40e8-a21e-ff05c84b06f3,112,,"[47.4, 4.8]",3900573,1,,,,,2.1411796,,Left Foot,,,"[44.0, 10.1]",,Ground Pass,,6.2968245,,Incomplete,,Charles Diers,401484.0,,,,,,1,Regular Play,Yoann Andreu,3203.0,Left Back,5,Angers,145,"['68d8bb3b-9750-4734-af3b-e63018bd2705', '6c66c06a-e152-4aee-ba6d-f20adcc44269']",40,,,,,,,,,,,,,,,,,Angers,145,00:01:40.627,Pass,
,,,,,,,,,,,,,,,,,,,0.861431,,,,,,,,,,,545040de-76a0-41f3-a596-3766f7019263,117,,"[79.8, 77.7]",3900573,1,,,,,3.1042268,,Left Foot,,,"[69.1, 78.1]",,Ground Pass,,10.707474,,,,Ronny Rodelin,2955.0,,,,,,1,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,5,Angers,145,['5c842039-a536-4f23-b6d6-43c7c390cadd'],43,,,,,,,,,,,,,,,,,Caen,140,00:01:43.520,Pass,
,,,,,,,,,,,,,,,,,,,0.190876,,,,,,,,,,,900116a6-618c-4253-88a2-f4de687b5d69,121,,"[70.0, 77.3]",3900573,1,,,,,-0.2234766,,Left Foot,,,"[72.2, 76.8]",,Ground Pass,,2.2561028,,Incomplete,,Jonathan Delaplace,2979.0,,,,,,1,Regular Play,Ronny Rodelin,2955.0,Right Midfield,5,Angers,145,"['79fb2245-4da4-444d-93f7-70d21dcc168a', '9260b2ad-24e8-4db9-a87d-292032a8027d', 'b38f7844-b263-43cf-b1c3-c28b0ce84231']",44,,,,,,,,,,,,,,,,,Caen,140,00:01:44.936,Pass,True
,,,,,,,,,,,,,,,,,,,1.058558,,,,,,,,,,,2e73fdb0-dd21-4663-a74f-2acf8d478e6e,127,,"[62.1, 10.1]",3900573,1,,,,,1.4321566,,Right Foot,,,"[62.7, 14.4]",,Ground Pass,,4.3416586,,Incomplete,,Billy Ketkeophomphone,4441.0,,,,,,1,Regular Play,Yoann Andreu,3203.0,Left Back,5,Angers,145,"['5e68e3e7-57ea-4f53-b6d8-fdedcdf9e85e', '76439fac-4484-4300-898d-f7c2b3bc0b27', 'd90406f0-d56d-4508-a02c-1731b28dbe28']",47,,,,,,,,,,,,,,,,,Angers,145,00:01:47.993,Pass,True
,,,,,,,,,,,,,,,,,,,0.603795,,,,,,,,,,,d90406f0-d56d-4508-a02c-1731b28dbe28,129,,"[57.4, 65.7]",3900573,1,,,,,-2.9127939,,Right Foot,,,"[50.1, 64.0]",,Ground Pass,,7.495332,,,,Alaeddine Yahia,7444.0,,,,,Interception,1,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,5,Angers,145,"['2e73fdb0-dd21-4663-a74f-2acf8d478e6e', '4e495153-a28f-4056-8a76-6526bef26883']",49,,,,,,,,,,,,,,,,,Caen,140,00:01:49.052,Pass,
,,,,,,,,,,,,,,,,,,,1.770056,,,,,,,,,,,5e67b6bd-3a90-4342-a218-009f6e59ae42,136,,"[70.6, 24.0]",3900573,1,,,,,1.6325732,,Right Foot,,True,"[70.0, 33.7]",,Ground Pass,,9.718539,,,,Cheikh N''Doye,5676.0,,,,,,1,Regular Play,Yoann Andreu,3203.0,Left Back,5,Angers,145,['579df8d0-2b3a-41c4-bba7-cce587a1e9d5'],51,,,,,,,,,,,,,,,,,Angers,145,00:01:51.874,Pass,
