50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2186140b-25f7-48c4-ae83-9ac11f17023e,1,,,3900611,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5727, 'name': 'Nabil Dirar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 18953, 'name': 'Vágner Silva de Souza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9f9d7f33-a9e3-486f-9b74-5525b8387143,2,,,3900611,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 402967, 'name': 'Julien Romain'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,226b12ac-573a-4302-98f7-cdb868ef854d,3,,,3900611,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['d32ef517-4742-4960-9339-965765fc814b'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d32ef517-4742-4960-9339-965765fc814b,4,,,3900611,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['226b12ac-573a-4302-98f7-cdb868ef854d'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2bbb7e27-387a-410e-8bb5-d2865df69e66,2017,,,3900611,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,AS Monaco,129,['35ad8713-20f2-42a3-af9f-104b1b478c0b'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,35ad8713-20f2-42a3-af9f-104b1b478c0b,2018,,,3900611,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,AS Monaco,129,['2bbb7e27-387a-410e-8bb5-d2865df69e66'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.582034,,,,,,,,,,,01c09071-d0ed-43b4-a8b3-9156947150af,5,,"[60.0, 40.0]",3900611,0,,True,,,1.2315037,,Right Foot,,,"[60.6, 41.7]",,Ground Pass,,1.8027756,,,,Axel Ngando,29875.0,,,,,Kick Off,1,From Kick Off,Julien Romain,402967.0,Center Forward,2,Bastia,2736,['43180cb3-c713-46a4-9180-dc2d29e4c335'],0,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.589,Pass,
,,,,,,,,,,,,,,,1.22839,,,,,,,,,,,86fdcd4c-ac1a-432e-9a12-8c3ee698ae2f,7,,"[57.0, 39.9]",3900611,0,,,,,-2.650812,,Right Foot,,,"[38.1, 29.8]",,Ground Pass,,21.429419,,,,François Modesto,401194.0,,,,,,1,From Kick Off,Axel Ngando,29875.0,Center Attacking Midfield,2,Bastia,2736,['a259cb5c-91fd-4f9e-9b09-23797ffcbe0a'],1,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:01.455,Pass,
,,,,,,,,,,,,,,,0.998836,,,,,,,,,,,d8e3f060-7472-47a2-ad30-dabe03612367,10,,"[37.3, 29.6]",3900611,0,,,,,1.5297936,,Right Foot,,,"[38.1, 49.1]",,Ground Pass,,19.516403,,,,Sébastien Squillaci,26481.0,,,,,,1,From Kick Off,François Modesto,401194.0,Left Center Back,2,Bastia,2736,['e26fe7b0-afdb-4559-a672-47492a53995e'],3,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:03.727,Pass,
,,,,,,,,,,,,,,,1.15223,,,,,,,,,,,160d02e8-1568-429b-99b1-28180ba06092,14,,"[39.2, 52.1]",3900611,0,,,,,1.4631065,,Right Foot,,,"[41.2, 70.6]",,Ground Pass,,18.607794,,,,Mathieu Peybernes,23850.0,,,,,,1,From Kick Off,Sébastien Squillaci,26481.0,Right Center Back,2,Bastia,2736,"['57e22e9c-9dcb-4940-b70d-55cd86375dd1', '7989feb3-5567-41aa-af3c-c7e0b8ea0ee8']",5,,,,,,,,,,,,,,,,,,Bastia,2736,00:00:05.909,Pass,True
