50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4e0b97d6-a0f9-4316-b0f1-d5656d2c8b5d,1,,,,3900638,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,352894e0-f67e-4862-b2cb-a874ebb8bff4,2,,,,3900638,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,291e6f4c-7ef0-4fb2-a074-4bbe19339bb8,3,,,,3900638,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['1c044ee6-1f24-402c-adea-aca3b734c51c'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1c044ee6-1f24-402c-adea-aca3b734c51c,4,,,,3900638,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['291e6f4c-7ef0-4fb2-a074-4bbe19339bb8'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,765c86e9-0ac4-459c-aa2d-3963eca24203,1568,,,,3900638,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,91,Caen,140,['fa76b508-633c-45d1-8a33-fd6060c10fb1'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fa76b508-633c-45d1-8a33-fd6060c10fb1,1569,,,,3900638,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,91,Caen,140,['765c86e9-0ac4-459c-aa2d-3963eca24203'],0,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.542628,,,,,,,,,,,,8e0292d3-fb2e-484b-8213-0ae59f567c26,5,,,"[60.0, 40.0]",3900638,0,,,,,2.695487,,Right Foot,,,"[57.7, 41.1]",,Ground Pass,,2.5495098,,,,Andy Delort,3038.0,,,,,Kick Off,1,From Kick Off,Julien Féret,2959.0,Center Attacking Midfield,2,Caen,140,['a32849df-3ee3-41ad-87c1-f0489d42f313'],1,,,,,,,,,,,,,,,,,,Caen,140,00:00:01.067,Pass,
,,,,,,,,,,,,,,,,,,1.49176,,,,,,,,,,,,471dbfa6-9a19-4dc3-966c-3ef9d6023a91,8,,,"[57.2, 41.1]",3900638,0,,,,,-2.6958804,,Right Foot,,,"[39.2, 32.5]",,Ground Pass,,19.948935,,,,Damien Da Silva,4386.0,,,,,,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['9789d657-3a17-4051-8079-c059c48f9e87'],1,,,,,,,,,,,,,,,,,,Caen,140,00:00:01.612,Pass,
,,,,,,,,,,,,,,,,,,3.136628,,,,,,,,,,,,ef81ef86-6228-4878-811e-1f76d473f304,11,,,"[38.9, 32.7]",3900638,0,,,,,0.53433317,,Right Foot,,,"[87.4, 61.4]",,High Pass,,56.35548,,Incomplete,,Ronny Rodelin,2955.0,,,,,,1,From Kick Off,Damien Da Silva,4386.0,Left Center Back,2,Caen,140,"['3b720de2-b93b-4450-a556-918d16bd3860', '5e97c9a2-fcea-4c00-b88d-5b7367b93b0a']",4,,,,,,,,,,,,,,,,,,Caen,140,00:00:04.510,Pass,
,,,,,,,,,,,,,,,,,,1.140352,,,,,,,,,,,,5e97c9a2-fcea-4c00-b88d-5b7367b93b0a,13,,,"[32.7, 18.7]",3900638,0,,,,,-0.118325785,,Head,,,"[47.0, 17.0]",,High Pass,,14.400695,,Incomplete,,Mathieu Valbuena,18868.0,,,,,Recovery,1,From Kick Off,Henri Bedimo Nsamè,4895.0,Left Back,2,Caen,140,"['7f1a3a99-4525-47a8-aefb-6ec66ac87193', 'ef81ef86-6228-4878-811e-1f76d473f304', 'f87df5c6-3827-4684-9978-a96149b1c80b']",7,,,,,,,,,,,,,,,,,,Lyon,137,00:00:07.646,Pass,
,,,,,,,,,,,,,,,,,,2.054088,,,,,,,,,,,,f87df5c6-3827-4684-9978-a96149b1c80b,15,,,"[73.1, 63.1]",3900638,0,,,,True,-0.8481727,,,,,"[81.3, 53.8]",,High Pass,,12.39879,,Incomplete,,Ronny Rodelin,2955.0,,,,,Recovery,1,From Kick Off,Dennis Appiah,22111.0,Right Back,2,Caen,140,"['5e97c9a2-fcea-4c00-b88d-5b7367b93b0a', '7301756f-2c03-4785-9c6d-f2ed89f19b4e', '7c9c7dc8-c2ef-486f-a23c-3d5ca94c9893', 'df3070b4-fb37-475b-9e63-fd0c5c74f6de']",8,,,,,,,,,,,,,,,,,,Caen,140,00:00:08.787,Pass,True
,,,,,,,,,,,,,,,,,,1.757956,,,,,,,,,,,,63b8ae4f-79c6-4026-9fb8-d6661030445a,21,,,"[38.0, 25.7]",3900638,0,,,,,-2.3266673,,Left Foot,,,"[26.5, 13.5]",,Ground Pass,,16.76574,,,,Henri Bedimo Nsamè,4895.0,,,,,,1,From Kick Off,Maxime Gonalons,6982.0,Center Defensive Midfield,2,Caen,140,"['6dbdf5bd-d03e-4082-96bf-90a85fb85c35', 'f1d9f102-1d6f-4cfb-9957-6748e2aa90cc']",11,,,,,,,,,,,,,,,,,,Lyon,137,00:00:11.557,Pass,True
,,,,,,,,,,,,,,,,,,4.352604,,,,,,,,,,,,3fdf3951-741e-4dc6-bc82-2aac670ea989,24,,,"[26.5, 12.3]",3900638,0,,,,,0.2480321,,Left Foot,,,"[88.1, 27.9]",,High Pass,,63.54463,,Incomplete,,Alexandre Lacazette,3451.0,,,,,,1,From Kick Off,Henri Bedimo Nsamè,4895.0,Left Back,2,Caen,140,"['42604d39-7434-41a6-8a18-7a309cf28ba3', 'e6047675-5ce9-43ad-8d0d-c943d2d9bd44']",13,,,,,,,,,,,,,,,,,,Lyon,137,00:00:13.848,Pass,
,,,,,,,,,,,,,,,,,,1.746211,,,,,,,,,,,,e6047675-5ce9-43ad-8d0d-c943d2d9bd44,26,,,"[32.0, 52.2]",3900638,0,,,,,-2.839009,,Right Foot,,,"[13.1, 46.3]",,Ground Pass,,19.799496,,,,Rémy Vercoutre,2963.0,,,,,Recovery,1,From Kick Off,Damien Da Silva,4386.0,Left Center Back,2,Caen,140,"['2acfbfdd-d0c7-4ed6-a8a6-d0f4279829bc', '3fdf3951-741e-4dc6-bc82-2aac670ea989']",18,,,,,,,,,,,,,,,,,,Caen,140,00:00:18.201,Pass,
,,,,,,,,,,,,,,,,,,3.35173,,,,,,,,,,,,6ccc126d-5444-40f3-ac53-197d9716d71e,29,,,"[10.1, 46.3]",3900638,0,,,,,0.63711697,,Right Foot,,,"[37.8, 66.8]",,High Pass,,34.4607,,,,Dennis Appiah,22111.0,,,,,,1,From Kick Off,Rémy Vercoutre,2963.0,Goalkeeper,2,Caen,140,['c2c9c7dc-febe-478f-ad6f-10bec34ea3a2'],20,,,,,,,,,,,,,,,,,,Caen,140,00:00:20.463,Pass,
,,,,,,,,,,,,,,,,,,0.043919,,,,,,,,,,,,0df74148-7a4d-49c5-a854-eae8fb12bf15,31,,,"[37.8, 66.8]",3900638,0,,,,True,0.09065989,,,,,"[38.9, 66.9]",,Low Pass,,1.104536,,Incomplete,,Ronny Rodelin,2955.0,,,,,,1,From Kick Off,Dennis Appiah,22111.0,Right Back,2,Caen,140,"['4ddc422d-26d5-421c-819e-ac05030583cb', '5f66ba20-79c8-48dc-91c9-bd9b5aec9b89', 'a71f664a-60bc-484f-869d-ca0a760545f7']",23,,,,,,,,,,,,,,,,,,Caen,140,00:00:23.855,Pass,True
,,,,,,,,,,,,,,,,,,1.163426,,,,,,,,,,,,bbb1d1be-4c0f-4622-a964-2133e0b122dd,35,,,"[44.3, 80.0]",3900638,0,,True,,,-0.37388945,,,,,"[65.2, 71.8]",,Low Pass,,22.451057,,,,Andy Delort,3038.0,,,,,Throw-in,1,From Throw In,Dennis Appiah,22111.0,Right Back,3,Caen,140,['f72e1a47-d7c8-4dbc-bbcb-86168dac6e3b'],33,,,,,,,,,,,,,,,,,,Caen,140,00:00:33.295,Pass,
,,,,,,,,,,,,,,,,,,0.29158,,,,,,,,,,,,77553c89-9841-49d0-b680-68fe51b7cc24,37,,,"[64.3, 71.6]",3900638,0,,,,,2.2455373,,Right Foot,,,"[61.9, 74.6]",,Ground Pass,,3.8418746,,Incomplete,,Dennis Appiah,22111.0,,,,,,1,From Throw In,Andy Delort,3038.0,Center Forward,3,Caen,140,"['6da3b230-77c1-4c51-bf2d-e8218ecb1d4d', 'accb26f2-4c7d-455b-8833-91b28f44e0c0']",35,,,,,,,,,,,,,,,,,,Caen,140,00:00:35.168,Pass,
,,,,,,,,,,,,,,,,,,0.45577,,,,,,,,,,,,6f58b1b9-f72e-48eb-8c74-f40582cf1435,40,,,"[54.9, 5.0]",3900638,0,,,,,1.9686707,,Right Foot,,,"[52.0, 11.9]",,Ground Pass,,7.484651,,,,Maxime Gonalons,6982.0,,,,,Recovery,1,Regular Play,Mathieu Valbuena,18868.0,Left Wing,4,Lyon,137,['0bda2619-b28b-4b94-ba54-912ca1d2a6c4'],36,,,,,,,,,,,,,,,,,,Lyon,137,00:00:36.727,Pass,
,,,,,,,,,,,,,,,,,,1.912277,,,,,,,,,,,,f13a5588-a407-4773-b129-79ed4a4bc38b,43,,,"[49.8, 12.1]",3900638,0,,,,,2.1572165,,Right Foot,,,"[40.1, 26.7]",,Ground Pass,,17.528547,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,4,Lyon,137,['31774e8d-b9f6-4ba6-873f-aaebd93ccb78'],39,,,,,,,,,,,,,,,,,,Lyon,137,00:00:39.132,Pass,
,,,,,,,,,,,,,,,,,,1.278824,,,,,,,,,,,,6f7bc83c-6e94-4117-9bbd-8758d604d792,46,,,"[40.5, 44.8]",3900638,0,,,,,1.0945594,,Right Foot,,,"[51.9, 66.9]",,Ground Pass,,24.867046,,,,Christophe Jallet,4410.0,,,,,,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,4,Lyon,137,['eed5bdc6-f3af-407b-9aa0-652a4e41829c'],42,,,,,,,,,,,,,,,,,,Lyon,137,00:00:42.834,Pass,
,,,,,,,,,,,,,,,,,,1.070775,,,,,,,,,,,,1a8d6422-4546-4ec6-9942-ca356dd520eb,49,,,"[51.9, 66.9]",3900638,0,,,,,-1.7888311,,Right Foot,,,"[48.2, 50.2]",,Ground Pass,,17.10497,,,,Maxime Gonalons,6982.0,,,,,,1,Regular Play,Christophe Jallet,4410.0,Right Back,4,Lyon,137,['a40baab4-edf1-4377-8b78-b04c34479abb'],46,,,,,,,,,,,,,,,,,,Lyon,137,00:00:46.365,Pass,
,,,,,,,,,,,,,,,,,,1.328839,,,,,,,,,,,,3e132e29-2500-433c-a8ad-9b1d8e87ef73,51,,,"[48.4, 50.2]",3900638,0,,,,,2.6696465,,Right Foot,,,"[38.8, 55.1]",,Ground Pass,,10.778219,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,4,Lyon,137,['7a6b1cd7-6d85-43f9-a291-f915291093a5'],47,,,,,,,,,,,,,,,,,,Lyon,137,00:00:47.436,Pass,
,,,,,,,,,,,,,,,,,,0.993805,,,,,,,,,,,,50d7e76b-2383-4f90-8330-7d8e9c2f1160,54,,,"[36.9, 57.2]",3900638,0,,,,,0.56286824,,Left Foot,,,"[45.3, 62.5]",,Ground Pass,,9.932271,,,,Jordan Ferri,3118.0,,,,,,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,4,Lyon,137,['ca65c154-6da9-4187-9f43-d05402b17eff'],50,,,,,,,,,,,,,,,,,,Lyon,137,00:00:50.138,Pass,
,,,,,,,,,,,,,,,,,,0.927971,,,,,,,,,,,,62b31e1e-b995-4f94-9f74-13e8de7970a5,57,,,"[48.4, 62.8]",3900638,0,,,,,-0.14189705,,Right Foot,,,"[65.9, 60.3]",,Ground Pass,,17.67767,,,,Gnaly Maxwell Cornet,3162.0,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,4,Lyon,137,['bdef1b14-0274-4f8a-9356-1f8c569ddac4'],52,,,,,,,,,,,,,,,,,,Lyon,137,00:00:52.892,Pass,
,,,,,,,,,,,,,,,,,,0.716673,,,,,,,,,,,,f9a8ca31-7cfe-410b-8f05-dc9c47e1bc74,60,,,"[66.4, 60.3]",3900638,0,,,,,1.0530145,,Left Foot,,,"[70.9, 68.2]",,Ground Pass,,9.091755,,Incomplete,,Christophe Jallet,4410.0,,,,,,1,Regular Play,Gnaly Maxwell Cornet,3162.0,Right Wing,4,Lyon,137,"['c0529a50-1251-4f4b-8dfa-c5d5b385469e', 'c673ccc0-ad9c-45fb-a580-784cb75be245']",53,,,,,,,,,,,,,,,,,,Lyon,137,00:00:53.860,Pass,
,,,,,,,,,,,,,,,,,,0.8762,,,,,,,,,,,,29af2800-c79d-424d-9126-beb86f9ea0d9,64,,,"[65.5, 5.0]",3900638,0,,,,,1.9379702,,Left Foot,,,"[61.5, 15.4]",,Ground Pass,,11.142711,,,,Jean-Victor Makengo,4255.0,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Back,5,Caen,140,['4ca73356-4c36-47ae-b7f6-4089079fab60'],57,,,,,,,,,,,,,,,,,,Caen,140,00:00:57.612,Pass,
,,,,,,,,,,,,,,,,,,1.1488,,,,,,,,,,,,d8053939-f0f2-4f94-94f4-6450f70656d1,67,,,"[58.3, 16.0]",3900638,0,,,,,3.1415927,,Right Foot,,,"[45.5, 16.0]",,Ground Pass,,12.8,,,,Damien Da Silva,4386.0,,,,,,1,Regular Play,Jean-Victor Makengo,4255.0,Left Defensive Midfield,5,Caen,140,['3e0624b6-3c00-4077-b485-ddbbaaf4e0c1'],59,,,,,,,,,,,,,,,,,,Caen,140,00:00:59.709,Pass,
,,,,,,,,,,,,,,,,,,0.926225,,,,,,,,,,,,7afad46c-a9a3-4c8b-a318-ef9faee9770a,70,,,"[43.0, 18.1]",3900638,1,,,,,-0.39852244,,Right Foot,,,"[52.5, 14.1]",,Ground Pass,,10.307764,,,,Jean-Victor Makengo,4255.0,,,,,,1,Regular Play,Damien Da Silva,4386.0,Left Center Back,5,Caen,140,['d7b9115c-1064-4cfe-bd16-78fbf4387b64'],2,,,,,,,,,,,,,,,,,,Caen,140,00:01:02.848,Pass,
,,,,,,,,,,,,,,,,,,1.050484,,,,,,,,,,,,5442bca6-608a-40ca-bf33-bb0befe12899,75,,,"[59.9, 16.2]",3900638,1,,,,,-0.6910842,,Left Foot,,,"[76.1, 2.8]",,Ground Pass,,21.023796,,,,Saïdi Ntibazonkiza,106683.0,,,,,,1,Regular Play,Jean-Victor Makengo,4255.0,Left Defensive Midfield,5,Caen,140,"['0c879057-f2a9-41d6-848d-116601fc6d45', '6fa2d24a-34bf-4b97-ab78-345452c5ff4c']",7,,,,,,,,,,,,,,,,,,Caen,140,00:01:07.614,Pass,True
