50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0d2ad10f-8e03-48f1-b37c-ae175ff02527,1,,,3900595,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16056, 'name': 'Niklas Hult'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 7595, 'name': 'Dorian Caddy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 36}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b4d36083-6df0-434d-9f0a-75ba4d332ef5,2,,,3900595,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,375e380c-dbc5-4c94-a3f2-3f74883c743a,3,,,3900595,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['a4113f4e-5b13-4f1b-9c5a-04da4956ca0b'],0,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a4113f4e-5b13-4f1b-9c5a-04da4956ca0b,4,,,3900595,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['375e380c-dbc5-4c94-a3f2-3f74883c743a'],0,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,483504fe-a22f-4d3f-b4a7-411a84129e72,2018,,,3900595,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,OGC Nice,136,['dc59e435-db17-482c-8bea-03d7294873d1'],0,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dc59e435-db17-482c-8bea-03d7294873d1,2019,,,3900595,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,OGC Nice,136,['483504fe-a22f-4d3f-b4a7-411a84129e72'],0,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.735428,,,,,,,,,,,,,100b723e-6756-4c86-b3ed-cb823eb32e16,5,,"[61.0, 40.1]",3900595,0,,,,1.815775,,Right Foot,,,,"[60.4, 42.5]",,Ground Pass,,2.4738634,,Didier Ndong Ibrahim,22587.0,,,,,Kick Off,1,From Kick Off,Benjamin Jeannot,3552.0,Center Forward,2,Lorient,165,['40053b91-48e8-4e9a-a6c1-41a454468ac8'],0,,,,,,,,,,,,,,,,Lorient,165,00:00:00.893,Pass,
,,,,,,,,,,,,,,,1.504394,,,,,,,,,,,,,cfd6c097-2dbb-406d-9afb-0a5b9ee5d5b1,8,,"[60.2, 43.1]",3900595,0,,,,2.7698836,,Right Foot,,,,"[54.3, 45.4]",,Ground Pass,,6.332456,,Yann Jouffre,3102.0,,,,,,1,From Kick Off,Didier Ndong Ibrahim,22587.0,Right Center Midfield,2,Lorient,165,['68de2568-0516-4ee4-9f4f-9cb07b714911'],1,,,,,,,,,,,,,,,,Lorient,165,00:00:01.782,Pass,
,,,,,,,,,,,,,,,2.178718,,,,,,,,,,,,,effacbc4-95f5-4a9b-9ccc-3928bbe8e34f,10,,"[54.3, 45.4]",3900595,0,,,,-1.9393739,,Left Foot,,,,"[41.4, 12.0]",,Ground Pass,,35.804607,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,From Kick Off,Yann Jouffre,3102.0,Right Midfield,2,Lorient,165,['044e5da2-4b15-4815-a870-cf62d33d2a7d'],3,,,,,,,,,,,,,,,,Lorient,165,00:00:03.286,Pass,
,,,,,,,,,,,,,,,1.004996,,,,,,,,,,,,,21029d2f-2410-4607-83da-41c189859706,13,,"[49.1, 13.3]",3900595,0,,,,0.17826746,,Left Foot,,,,"[71.3, 17.3]",,Ground Pass,,22.557482,,Benjamin Jeannot,3552.0,,,,,,1,From Kick Off,Raphaël Adelino José Guerreiro,5209.0,Left Back,2,Lorient,165,['69e4deab-2ec7-494a-9b10-be8c013b2d00'],6,,,,,,,,,,,,,,,,Lorient,165,00:00:06.845,Pass,
