50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.159999,,,,,,,,,,,,,,,8a90eed0-613a-4187-a0fd-8481cd1cfbc5,23,,"[57.4, 56.7]",3901208,0,,,,,0.8097836,,Left Foot,,,,"[59.4, 58.8]",,Ground Pass,,2.9,,Incomplete,,,,,,,,,1,From Kick Off,Younousse Sankharé,3348.0,Right Defensive Midfield,2,Guingamp,142,"['2fffa220-ec0e-4942-a464-9d6096416b57', 'c446a8e1-60c8-4748-9ed2-cdd9c30900c5']",8,,,,,,,,,,,,,,,,,Guingamp,142,00:00:08.024,Pass,True
,,,,,,,,,,,,,,,,,,,1.223152,,,,,,,,,,,,,,,3d67ff10-30b3-4b93-86a4-c55728988122,27,,"[42.9, 58.8]",3901208,0,,,,,2.8846862,,Left Foot,,,,"[31.1, 61.9]",,Ground Pass,,12.20041,,,,Christophe Kerbrat,2936.0,,,,,,1,From Kick Off,Younousse Sankharé,3348.0,Right Defensive Midfield,2,Guingamp,142,['82bee43f-4d26-463e-a5c7-fcd3ed83b3c5'],12,,,,,,,,,,,,,,,,,Guingamp,142,00:00:12.096,Pass,
,,,,,,,,,,,,,,,,,,,2.196874,,,,,,,,,,,,,,,d458b4d5-6f31-4081-a28e-55d828a96438,30,,"[32.3, 65.6]",3901208,0,,,,,-0.36167693,,Right Foot,,,,"[77.5, 48.5]",,High Pass,,48.326492,,Incomplete,,,,,,,,,1,From Kick Off,Christophe Kerbrat,2936.0,Right Center Back,2,Guingamp,142,['62db0a6b-d7d7-452c-b515-8646fe047b47'],14,,,,,,,,,,,,,,,,,Guingamp,142,00:00:14.838,Pass,
,,,,,,,,,,,,,,,,,,,0.965373,,,,,,,,,,,,,,,62db0a6b-d7d7-452c-b515-8646fe047b47,31,,"[42.6, 31.6]",3901208,0,,,,,0.14888994,,Left Foot,,,,"[54.6, 33.4]",,Low Pass,,12.134249,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Guingamp,142,"['92c8a251-a844-4dec-a0ea-0e79a9d7c0b3', 'd458b4d5-6f31-4081-a28e-55d828a96438']",17,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:17.035,Pass,
,,,,,,,,,,,,,,,,,,,0.718272,,,,,,,,,,,,,,,92c8a251-a844-4dec-a0ea-0e79a9d7c0b3,32,,"[65.5, 46.7]",3901208,0,,,,,0.019605331,,Right Foot,,,,"[75.7, 46.9]",,High Pass,,10.201961,,,,Mevlüt Erdinç,20027.0,,,,,Recovery,1,From Kick Off,Jimmy Briand,3213.0,Right Center Forward,2,Guingamp,142,"['62db0a6b-d7d7-452c-b515-8646fe047b47', '8a05a480-2b44-41dc-b192-4489a254ed32']",18,,,,,,,,,,,,,,,,,Guingamp,142,00:00:18.001,Pass,
,,,,,,,,,,,,,,,,,,,0.576573,,,,,,,,,,,,,,,aa825d78-af8d-4921-b0a7-ce59271f1dff,34,,"[75.3, 46.9]",3901208,0,,,,,-2.8848844,,Head,,,,"[67.3, 44.8]",,High Pass,,8.271034,,Incomplete,,,,,,,,,1,From Kick Off,Mevlüt Erdinç,20027.0,Left Center Forward,2,Guingamp,142,['e1ea282a-8c3c-49ed-bb4d-ef40b8092d17'],18,,,,,,,,,,,,,,,,,Guingamp,142,00:00:18.719,Pass,
,,,,,,,,,,,,,,,,,,,1.863594,,,,,,,,,,,,,,,e1ea282a-8c3c-49ed-bb4d-ef40b8092d17,35,,"[52.8, 35.3]",3901208,0,,,,,1.3556893,,Other,,,,"[55.4, 47.2]",,Low Pass,,12.180722,,Incomplete,,Jean-Kévin Augustin,8510.0,,,,,Recovery,1,From Kick Off,Christopher Nkunku,3025.0,Right Center Midfield,2,Guingamp,142,"['5f488d4f-3073-4a0b-a5b9-e78613e59d4d', 'aa825d78-af8d-4921-b0a7-ce59271f1dff', 'b0d3637e-5562-4136-88ee-b2f5797cc11b']",19,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:19.296,Pass,
,,,,,,,,,,,,,,,,,,,0.182901,,,,,,,,,,,,,,,b0d3637e-5562-4136-88ee-b2f5797cc11b,38,,"[64.7, 32.9]",3901208,0,,,,,-1.9756881,,Right Foot,,,,"[64.4, 32.2]",,Ground Pass,,0.7615773,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Jimmy Briand,3213.0,Right Center Forward,2,Guingamp,142,"['94a36efa-e49e-4c9c-b60e-ce532a70b9ea', 'd864a81a-c971-448e-868f-ff18ace54ed8', 'e1ea282a-8c3c-49ed-bb4d-ef40b8092d17']",21,,,,,,,,,,,,,,,,,Guingamp,142,00:00:21.159,Pass,True
,,,,,,,,,,,,,,,,,,,1.789659,,,,,,,,,,,,,,,eaef4a3b-1c15-4912-aaf6-c35e510aadd5,40,,"[40.7, 56.3]",3901208,0,,,,,-2.0899425,,Right Foot,,,,"[38.7, 52.8]",,Ground Pass,,4.031129,,,,Marcos Aoás Corrêa,4372.0,,,,,Recovery,1,Regular Play,Gregory van der Wiel,20048.0,Right Back,3,Paris Saint-Germain,131,['937f4f52-353a-4cd3-b0cd-8a8aebd2a3d7'],23,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:23.546,Pass,
,,,,,,,,,,,,,,,,,,,1.426537,,,,,,,,,,,,,,,44e97229-a5da-46d0-8355-bd04fad0fd04,43,,"[38.7, 52.8]",3901208,0,,,,,-1.4637688,,Right Foot,,,,"[40.0, 40.7]",,Ground Pass,,12.169634,,,,Benjamin Stambouli,8515.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Paris Saint-Germain,131,['50947656-05fa-4e40-9eb5-5ca19ca98508'],25,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:25.426,Pass,
,,,,,,,,,,,,,,,,,,,1.323119,,,,,,,,,,,,,,,7f835c8b-c1d5-41b6-9e0a-64b0b1527d7a,50,,"[35.2, 30.7]",3901208,0,,,,,1.7065417,,Right Foot,,,,"[32.4, 51.2]",,Ground Pass,,20.690336,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Benjamin Stambouli,8515.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['99eb1df0-46a2-4197-9c72-0967f02e355c'],30,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:30.099,Pass,
,,,,,,,,,,,,,,,,,,,1.435609,,,,,,,,,,,,,,,11846ea7-761d-49ed-881c-eb3f0354fd0f,53,,"[33.3, 53.5]",3901208,0,,,,,1.0908458,,Left Foot,,,,"[40.9, 68.1]",,Ground Pass,,16.459648,,,,Gregory van der Wiel,20048.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,3,Paris Saint-Germain,131,['cec0ca69-27ee-4377-9043-f0b657be738e'],32,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:32.304,Pass,
,,,,,,,,,,,,,,,,,,,0.671974,,,,,,,,,,,,,,,432f2612-5a60-48d6-94eb-6f80a86ccacc,56,,"[40.7, 68.1]",3901208,0,,,,,-1.0232341,,Right Foot,,,,"[45.7, 59.9]",,Ground Pass,,9.604166,,,,Christopher Nkunku,3025.0,,,,,,1,Regular Play,Gregory van der Wiel,20048.0,Right Back,3,Paris Saint-Germain,131,['434a1bd5-3ba5-474e-8ebc-ca36339c4a0a'],34,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:34.711,Pass,
,,,,,,,,,,,,,,,,,,,1.020645,,,,,,,,,,,,,,,c8935e43-5d0c-4baf-b2bd-5c3da5673ead,59,,"[45.5, 60.1]",3901208,0,,,,,1.9904472,,Right Foot,,,,"[42.6, 66.6]",,Ground Pass,,7.1175838,,,,Gregory van der Wiel,20048.0,,,,,,1,Regular Play,Christopher Nkunku,3025.0,Right Center Midfield,3,Paris Saint-Germain,131,"['16c4ddb0-d740-43b3-ade9-269d2ddf8309', '2d8292b8-f4a1-4794-a1bc-57fc5f1ec13b']",35,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:35.383,Pass,True
,,,,,,,,,,,,,,,,,,,1.14406,,,,,,,,,,,,,,,1f41cb23-08e3-4559-8e0a-09f19b2c99d6,62,,"[43.3, 66.6]",3901208,0,,,,,-1.4274563,,Right Foot,,,,"[46.1, 47.2]",,Ground Pass,,19.60102,,,,Benjamin Stambouli,8515.0,,,,,,1,Regular Play,Gregory van der Wiel,20048.0,Right Back,3,Paris Saint-Germain,131,['759e880d-10c9-4ffc-9419-8b41aba92093'],36,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:36.733,Pass,
,,,,,,,,,,,,,,,,,,,1.718441,,,,,,,,,,,,,,,cba22615-51ae-42a1-84c7-366e1d122ce2,66,,"[46.1, 50.3]",3901208,0,,,,,-0.37552303,,Right Foot,,,,"[56.5, 46.2]",,Ground Pass,,11.178998,,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,1,Regular Play,Benjamin Stambouli,8515.0,Center Defensive Midfield,3,Paris Saint-Germain,131,['a4b3094c-1702-4e4f-9751-6a40465f39eb'],37,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:37.959,Pass,
,,,,,,,,,,,,,,,,,,,2.82474,,,,,,,,,,,,,,,2d2bee64-d3cc-4cc1-b05b-62c338f94e4a,70,,"[65.2, 43.1]",3901208,0,,,,,0.41321722,,Right Foot,,,,"[91.2, 54.5]",,Ground Pass,,28.389435,,,,Jean-Kévin Augustin,8510.0,,,,,,1,Regular Play,Lucas Rodrigues Moura da Silva,3745.0,Right Wing,3,Paris Saint-Germain,131,['611dc63b-2261-4720-9a22-0707919fc62c'],40,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:40.566,Pass,
,,,,,,,,,,,,,,,,,,,0.302723,,,,,,,,,,,,,,,b0c6240b-8b1b-4cf9-b8ee-6cd1caf957ce,75,,"[111.6, 64.9]",3901208,0,,,,,-2.8501358,,Right Foot,,,,"[109.6, 64.3]",,Ground Pass,,2.0880613,,Incomplete,,,,,,,,,1,Regular Play,Jean-Kévin Augustin,8510.0,Center Forward,3,Paris Saint-Germain,131,"['589e4824-e2ce-4ad5-aece-f03c8ccd61e3', 'a6582325-e553-498c-93bf-b5f48c9c43a9']",46,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:46.203,Pass,True
,,,,,,,,,,,,,,,,,,,1.193867,,,,,,,,,,,,,,,94626d05-a31a-42b6-b9f7-39d942f8f3d1,77,,"[109.0, 80.0]",3901208,0,,,,,-2.213075,,,,,,"[99.2, 66.9]",,Low Pass,,16.360012,,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,Throw-in,1,From Throw In,Gregory van der Wiel,20048.0,Right Back,4,Paris Saint-Germain,131,['d378a399-6d02-40e2-ad64-f4e88d546d2d'],58,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:58.528,Pass,
,,,,,,,,,,,,,,,,,,,0.929512,,,,,,,,,,,,,,,d6d0def8-c279-4df8-be55-645f80fd6994,81,,"[99.8, 66.9]",3901208,1,,,,,1.7547398,,Left Foot,,,,"[98.2, 75.5]",,Ground Pass,,8.747571,,,,Christopher Nkunku,3025.0,,,,,,1,From Throw In,Lucas Rodrigues Moura da Silva,3745.0,Right Wing,4,Paris Saint-Germain,131,"['4e0842a9-5e88-45e0-804d-88f69bf42286', 'f7947e23-25ec-43c0-85f7-a716e7220b9e']",0,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:00.348,Pass,True
,,,,,,,,,,,,,,,,,,,0.803714,,,,,,,,,,,,,,,a66d357e-6204-4eb9-ac6e-2f6df211bfca,85,,"[98.6, 76.4]",3901208,1,,,,,-0.32175055,,Right Foot,,,,"[103.4, 74.8]",,Ground Pass,,5.059644,,,,Gregory van der Wiel,20048.0,,,,,,1,From Throw In,Christopher Nkunku,3025.0,Right Center Midfield,4,Paris Saint-Germain,131,"['8d2b5b97-b095-4869-a4b5-1aeb01b0f391', 'af29132a-4f53-498d-bbc4-bff2cfbd26d4']",1,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:01.739,Pass,True
,,,,,,,,,,,,,,,,,,,0.58871,,,,,,,,,,,,,,,4bd1b7af-0072-481a-96ba-b62e1039d6f0,90,,"[103.0, 75.5]",3901208,1,,,,,-1.7033478,,Right Foot,,,,"[102.4, 71.0]",,Ground Pass,,4.539824,,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,1,From Throw In,Gregory van der Wiel,20048.0,Right Back,4,Paris Saint-Germain,131,"['03e81f33-678e-44d0-8359-1f21cf6feeba', '3a2aafb9-15ee-4699-850d-c9d75c943042']",3,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:03.852,Pass,True
,,,,,,,,,,,,,,,,,,,1.220816,,,,,,,,,,,,,,,0635b2ff-488d-4f3b-ab78-d4b91b8560d6,100,,"[31.1, 9.1]",3901208,1,,,,,0.47646743,,Left Foot,,,,"[43.5, 15.5]",,Ground Pass,,13.954211,,Incomplete,,Mevlüt Erdinç,20027.0,,,,,,1,From Throw In,Jimmy Briand,3213.0,Right Center Forward,4,Paris Saint-Germain,131,"['55d18416-0bd3-493d-a2c2-1a362393b9f3', '846538d6-0961-440f-8532-4dd04411190a', '86604fc2-c971-4d41-a918-55988f42f685']",9,,,,,,,,,,,,,,,,,Guingamp,142,00:01:09.286,Pass,True
,,,,,,,,,,,,,,,,,,,1.424496,,,,,,,,,,,,,,,99ef62d4-e06a-4165-b690-2a6ca886af29,103,,"[33.6, 19.6]",3901208,1,,,,,-0.58947104,,Right Foot,,,,"[49.3, 9.1]",,High Pass,,18.887562,,Incomplete,,Jimmy Briand,3213.0,,,,,Recovery,1,From Throw In,Moustapha Elhadji Diallo,3121.0,Left Defensive Midfield,4,Paris Saint-Germain,131,"['27dff97a-2fa4-46b6-800c-6b56bdb5a481', '9c037d8e-bbdb-4636-80c0-2e2bc01e8e48']",11,,,,,,,,,,,,,,,,,Guingamp,142,00:01:11.143,Pass,
,,,,,,,,,,,,,,,,,,,0.969056,,,,,,,,,,,,,,,9c037d8e-bbdb-4636-80c0-2e2bc01e8e48,105,,"[70.8, 71.0]",3901208,1,,,,,-0.061460957,,Head,,,,"[77.3, 70.6]",,Low Pass,,6.512296,,,,Benjamin Stambouli,8515.0,,,,,Recovery,1,From Throw In,Gregory van der Wiel,20048.0,Right Back,4,Paris Saint-Germain,131,"['3ee8ed20-fb29-472a-a17e-113dc13cf5ad', '99ef62d4-e06a-4165-b690-2a6ca886af29']",12,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:12.567,Pass,
,,,,,,,,,,,,,,,,,,,0.858655,,,,,,,,,,,,,,,25fc643c-068b-4991-9db4-a4e27751159c,108,,"[76.7, 68.8]",3901208,1,,,,,-1.0559115,,Right Foot,,,,"[81.0, 61.2]",,Low Pass,,8.732124,,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,1,From Throw In,Benjamin Stambouli,8515.0,Center Defensive Midfield,4,Paris Saint-Germain,131,"['82c662f6-c272-49aa-bb80-ee7b25fc9ad6', 'bafb2896-5a56-4a06-8e5c-d8ada4428d35']",13,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:13.536,Pass,True
,,,,,,,,,,,,,,,,,,,0.272399,,,,,,,,,,,,,,,97226740-684f-40f4-ba35-bb55c41cf552,112,,"[80.5, 62.5]",3901208,1,,,,,0.4973427,,Right Foot,,,,"[84.0, 64.4]",,Low Pass,,3.9824615,,Incomplete,,Christopher Nkunku,3025.0,,,,,,1,From Throw In,Lucas Rodrigues Moura da Silva,3745.0,Right Wing,4,Paris Saint-Germain,131,"['036fc929-3f6a-4c6c-a116-22544c9049be', '0ae4b524-0141-4cf0-884c-93eca6ce33dc', '3c1978ba-198f-415f-89eb-04922adf6909']",14,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:14.459,Pass,True
,,,,,,,,,,,,,,,,,,,1.50654,,,,,,,,,,,,,,,2e72e75c-57bd-4b86-a72b-2b80d558d410,120,,"[73.2, 68.2]",3901208,1,,,,,-0.95225334,,Right Foot,,,,"[81.1, 57.1]",,Ground Pass,,13.624243,,,,Jean-Kévin Augustin,8510.0,,,,,,1,From Throw In,Marcos Aoás Corrêa,4372.0,Right Center Back,4,Paris Saint-Germain,131,"['9d842409-4fd0-46ce-a26b-b691c0a1007f', 'f6b5172b-cf3a-4bc4-88b6-40ee32d506c2']",17,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:17.103,Pass,True
,,,,,,,,,,,,,,,,,,,2.066533,,,,,,,,,,,,,,,4b348f4b-7523-492a-926b-f05ea5f57e15,126,,"[80.5, 50.6]",3901208,1,,True,,,-1.6733762,,Right Foot,,,,"[79.1, 37.0]",,Ground Pass,,13.671869,,,,Blaise Matuidi,4375.0,,,,,Free Kick,1,From Free Kick,Benjamin Stambouli,8515.0,Center Defensive Midfield,5,Paris Saint-Germain,131,['805f9092-2c7f-4997-9ecd-9a55ae9c5003'],30,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:30.881,Pass,
