50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c15ebddb-7b79-4964-a153-ffbcc2566e49,1,,,3829435,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 2948, 'name': 'Nabil Fekir'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7eec87f0-c064-4480-9b42-ad4f7256f61d,2,,,3829435,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 24}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 2}, {'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0759d80c-20ad-4533-9f6c-319ac8cf028c,3,,,3829435,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['c31aa5aa-f14d-4fc9-86b1-c526a9c18d0a'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c31aa5aa-f14d-4fc9-86b1-c526a9c18d0a,4,,,3829435,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['0759d80c-20ad-4533-9f6c-319ac8cf028c'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dfd20ae1-7acb-4c30-ae96-440c1fce04d1,1950,,,3829435,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Lyon,137,['e7f234dc-642b-4acc-acb2-083704dce715'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e7f234dc-642b-4acc-acb2-083704dce715,1951,,,3829435,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Lyon,137,['dfd20ae1-7acb-4c30-ae96-440c1fce04d1'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.469123,,,,,,,,,,,63e09f61-0ae6-452b-aa3a-45c317d4cf7a,5,,"[61.0, 40.1]",3829435,0,,,,,-2.6224465,,Right Foot,,,,"[58.2, 38.5]",,Ground Pass,,3.224903,,,Pedro Henrique Konzen Medina da Silva,16503.0,,,,,,Kick Off,1,From Kick Off,Benjamin André,2990.0,Right Wing,2,Rennes,134,['c10ce996-ff0d-4777-b41e-0265b87479cd'],0,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.264,Pass,
,,,,,,,,,,,,,,,,1.652719,,,,,,,,,,,c7e1cf77-a638-4947-8f9a-45275103252e,8,,"[57.3, 40.6]",3829435,0,,,,,2.3666108,,Right Foot,,,,"[37.9, 59.6]",,Ground Pass,,27.154373,,,Fallou Diagne,3022.0,,,,,,,1,From Kick Off,Pedro Henrique Konzen Medina da Silva,16503.0,Center Forward,2,Rennes,134,['9760b9df-364b-4318-8fcb-0b3913e70e26'],1,,,,,,,,,,,,,,,,,Rennes,134,00:00:01.322,Pass,
,,,,,,,,,,,,,,,,1.415998,,,,,,,,,,,5a421e1c-6b05-47f4-aa27-88e330b9a1d0,11,,"[37.9, 59.6]",3829435,0,,,,,-2.3996453,,Right Foot,,,,"[28.3, 50.8]",,Ground Pass,,13.023056,,,Edson André Sitoe,3250.0,,,,,,,1,From Kick Off,Fallou Diagne,3022.0,Right Center Back,2,Rennes,134,['fb73f039-b4ad-46c8-8611-34dd4482347e'],3,,,,,,,,,,,,,,,,,Rennes,134,00:00:03.203,Pass,
,,,,,,,,,,,,,,,,2.290512,,,,,,,,,,,15aee673-af5e-4123-9286-ba41ab78e0c1,14,,"[27.5, 47.9]",3829435,0,,,,,-3.0131176,,Right Foot,,,,"[6.6, 45.2]",,Ground Pass,,21.07368,,,Benoît Guy Robert Costil,3354.0,,,,,,,1,From Kick Off,Edson André Sitoe,3250.0,Center Back,2,Rennes,134,['4865b780-9347-4d00-8e49-e717c642084e'],6,,,,,,,,,,,,,,,,,Rennes,134,00:00:06.250,Pass,
