50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,823b48d6-60ae-47b8-b49b-c14e0f252586,1,,,3900491,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 7707, 'name': 'François Clerc'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 4601, 'name': 'Robert Berič'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2efea8cf-cf6d-481d-a684-449ff2765a8c,2,,,3900491,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 95699, 'name': 'Alexi Peuget'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 7375, 'name': 'Theoson Jordan Siebatcheu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,761fc38c-da9f-4905-9226-597daa1ea34e,3,,,3900491,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['310d9111-afeb-492d-a8c8-202cfc5f076b'],0,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,310d9111-afeb-492d-a8c8-202cfc5f076b,4,,,3900491,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['761fc38c-da9f-4905-9226-597daa1ea34e'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ea170270-4acd-4f27-b166-e1b21988fd61,1523,,,3900491,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Stade de Reims,156,['a4ea9bb0-402a-4e9a-8295-7ddf1396e257'],0,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a4ea9bb0-402a-4e9a-8295-7ddf1396e257,1524,,,3900491,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Stade de Reims,156,['ea170270-4acd-4f27-b166-e1b21988fd61'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,8c3c4ec0-ecdf-4aee-adfd-7f0217351dc1,5,,"[60.0, 40.0]",3900491,0,,,,,-2.0344439,,Right Foot,,,,"[58.7, 37.4]",,Ground Pass,,2.9068885,,,,Robert Berič,4601.0,,,,,Kick Off,1,From Kick Off,Valentin Eysseric,4254.0,Center Attacking Midfield,2,Saint-Étienne,135,['0887e91e-aeb2-4e7d-88c5-458535e09e71'],0,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.827,Pass,
,,,,,,,,,,,,,,,,,1.319056,,,,,,,,,,,,,,c5af13e4-cdd8-4fa9-b80f-2531d1424abd,8,,"[58.5, 37.2]",3900491,0,,,,,-2.5848298,,Right Foot,,,,"[48.7, 31.1]",,Ground Pass,,11.543396,,,,Jérémy Clément,7442.0,,,,,,1,From Kick Off,Robert Berič,4601.0,Center Forward,2,Saint-Étienne,135,['4f9ed061-3bdc-4839-8550-3f9ba3513ef5'],1,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:01.227,Pass,
,,,,,,,,,,,,,,,,,1.679109,,,,,,,,,,,,,,79adda82-6208-4ac1-88c4-94a7498f539d,11,,"[48.7, 30.0]",3900491,0,,,,,-1.6927183,,Left Foot,,,,"[45.6, 4.7]",,Ground Pass,,25.489214,,,,Benoît Assou-Ekotto,3047.0,,,,,,1,From Kick Off,Jérémy Clément,7442.0,Left Defensive Midfield,2,Saint-Étienne,135,['95fa209e-b947-41e7-8e23-5350a4d4e70b'],3,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:03.519,Pass,
,,,,,,,,,,,,,,,,,1.535452,,,,,,,,,,,,,,df0e8ed1-2a5d-453d-9652-eb231b932d6f,14,,"[45.8, 3.4]",3900491,0,,,,,2.4631672,,Left Foot,,,,"[29.3, 16.7]",,Ground Pass,,21.192923,,,,Florentin Pogba,4802.0,,,,,,1,From Kick Off,Benoît Assou-Ekotto,3047.0,Left Back,2,Saint-Étienne,135,['8394d04e-5abd-4568-b0c6-d79c1f9292e0'],7,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:07.023,Pass,
,,,,,,,,,,,,,,,,,1.895041,,,,,,,,,,,,,,f57451f5-fb7e-418f-b3bd-4c3c357f3727,17,,"[32.7, 18.0]",3900491,0,,,,,1.5934461,,Left Foot,,,,"[32.0, 48.9]",,Ground Pass,,30.907928,,,,Loïc Perrin,4263.0,,,,,,1,From Kick Off,Florentin Pogba,4802.0,Left Center Back,2,Saint-Étienne,135,['10e0b930-3d22-4c7b-b197-50db89a02563'],9,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:09.760,Pass,
,,,,,,,,,,,,,,,,,1.58086,,,,,,,,,,,,,,e4dd0d7d-bc9f-4e56-94c2-cced573c0c3a,20,,"[41.8, 54.1]",3900491,0,,,,,-1.7040231,,Right Foot,,,,"[39.2, 34.7]",,Ground Pass,,19.573452,,,,Florentin Pogba,4802.0,,,,,,1,From Kick Off,Loïc Perrin,4263.0,Right Center Back,2,Saint-Étienne,135,['18afc9fa-624c-4a7b-8c17-b16692e8ef18'],14,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:14.045,Pass,
,,,,,,,,,,,,,,,,,1.370225,,,,,,,,,,,,,,e0b92456-f747-49e3-9779-dbc5cf76f884,23,,"[41.4, 29.4]",3900491,0,,,,,-1.1950443,,Left Foot,,,,"[50.0, 7.6]",,Ground Pass,,23.435017,,,,Benoît Assou-Ekotto,3047.0,,,,,,1,From Kick Off,Florentin Pogba,4802.0,Left Center Back,2,Saint-Étienne,135,['d3be1306-9e4c-483d-880a-ce949d7ccd9a'],16,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:16.650,Pass,
,,,,,,,,,,,,,,,,,2.492471,,,,,,,,,,,,,,817305e0-0083-4805-9944-f9a6fdeef47e,26,,"[51.5, 5.3]",3900491,0,,,,,0.28396785,,Left Foot,,,,"[95.7, 18.2]",,High Pass,,46.044003,,,,Valentin Eysseric,4254.0,,,,,,1,From Kick Off,Benoît Assou-Ekotto,3047.0,Left Back,2,Saint-Étienne,135,['056b9b0d-0db1-4ed8-ad7e-7b862b469ecb'],19,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:19.042,Pass,
,,,,,,,,,,,,,,,,,1.272823,,,,,,,,,,,,,,8a68323a-de73-4447-8e8e-eef636f5eb3b,36,,"[120.0, 0.1]",3900491,0,,,,,1.7768685,,Right Foot,,,,"[112.6, 35.5]",,High Pass,True,36.165176,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Valentin Eysseric,4254.0,Center Attacking Midfield,3,Saint-Étienne,135,['f173329b-7c09-4794-bc61-977c670c79f8'],52,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:52.519,Pass,
,,,,,,,,,,,,,,,,,1.420571,,,,,,,,,,,,,,d6e141af-7f4a-49b3-9cd5-3fe6877bb97a,38,,"[103.1, 80.0]",3900491,1,,,,,-0.4413583,,,,,,"[115.8, 74.0]",,Low Pass,,14.045996,,,,Vincent Pajot,3414.0,,,,,Throw-in,1,From Throw In,François Clerc,7707.0,Right Back,4,Saint-Étienne,135,['50f2cd8e-dc62-4cc4-a5a6-b93c37d23cb2'],9,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:09.441,Pass,
,,,,,,,,,,,,,,,,,1.907502,,,,,,,,,,,,,,52f1c0e1-b4ce-45c5-bdee-dcf680558dab,42,,"[9.0, 0.1]",3900491,1,,,,,0.28177187,,,,,,"[31.8, 6.7]",,High Pass,,23.736048,,Incomplete,,Theoson Jordan Siebatcheu,7375.0,,,,,Throw-in,1,From Throw In,Franck Signorino,40521.0,Left Back,5,Stade de Reims,156,"['5ef7cd46-b997-4506-91d0-9475416f6667', 'cbb0aec0-7055-4b1d-a345-300ea5057289']",20,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:20.821,Pass,
,,,,,,,,,,,,,,,,,0.957551,,,,,,,,,,,,,,cbb0aec0-7055-4b1d-a345-300ea5057289,45,,"[88.3, 73.4]",3900491,1,,,,True,-0.051050495,,,,,,"[102.0, 72.7]",,Low Pass,,13.717872,,,,Nolan Roux,3179.0,,,,,Recovery,1,Regular Play,François Clerc,7707.0,Right Back,6,Saint-Étienne,135,"['52f1c0e1-b4ce-45c5-bdee-dcf680558dab', '668595b2-12bd-43df-9884-fa15e86e3053', '6ed116e9-ea07-4251-9201-cb35fb18d44c']",22,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:22.729,Pass,True
,,,,,,,,,,,,,,,,,1.312304,,,,,,,,,,,,,,aad935c9-02ed-4b4d-b352-10acf8a90688,51,,"[120.0, 80.0]",3900491,1,,,,,-1.7060761,,Right Foot,,,,"[115.1, 44.0]",,High Pass,,36.331944,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Valentin Eysseric,4254.0,Center Attacking Midfield,7,Saint-Étienne,135,['e2fb0117-1e34-45a9-8ef3-6737eac75874'],48,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:48.563,Pass,
,,,,,,,,,,,,,,,,,3.218631,,,,,,,,,,,,,,134396af-fbeb-48bd-885e-983ae0397616,57,,"[7.0, 44.1]",3900491,2,,,,,0.21933372,,Right Foot,,,,"[70.7, 58.3]",,High Pass,,65.26354,,Incomplete,,Theoson Jordan Siebatcheu,7375.0,,,,,Goal Kick,1,From Goal Kick,Johny Placide,3980.0,Goalkeeper,8,Stade de Reims,156,"['4d0eafd9-92b9-4a2e-8a05-1c467e91686f', 'f5ad4093-dc09-4674-914b-e5def318b98a']",19,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:19.209,Pass,
,,,,,,,,,,,,,,,,,2.786405,,,,,,,,,,,,,,4d0eafd9-92b9-4a2e-8a05-1c467e91686f,59,,"[49.4, 21.8]",3900491,2,,,,True,0.6435011,,,,,,"[64.6, 33.2]",,High Pass,,19.0,,Incomplete,,Valentin Eysseric,4254.0,,,,,Recovery,1,From Goal Kick,Florentin Pogba,4802.0,Left Center Back,8,Stade de Reims,156,"['0b7bd7e0-1ac2-4859-99d0-211515e1a9ad', '134396af-fbeb-48bd-885e-983ae0397616', 'c03a42e2-1236-4084-90f8-ed0abd9c69d9', 'f6f27cc6-3cd3-4235-847d-47c18dace6fd']",22,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:22.428,Pass,True
,,,,,,,,,,,,,,,,,1.656471,,,,,,,,,,,,,,9310be35-960a-4c22-b247-ca1b5a552e36,63,,"[64.6, 33.2]",3900491,2,,,,,2.1215723,,Right Foot,,,,"[56.8, 45.9]",,Low Pass,,14.904026,,,,Nolan Roux,3179.0,,,,,Recovery,1,Regular Play,Valentin Eysseric,4254.0,Center Attacking Midfield,9,Saint-Étienne,135,['4be2e12c-3752-45b3-8b7b-736e06962a8c'],26,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:26.605,Pass,
,,,,,,,,,,,,,,,,,0.156863,,,,,,,,,,,,,,bc530214-4a42-4b56-8948-1b2d2bae924c,66,,"[55.9, 46.3]",3900491,2,,,,,2.9594243,,Right Foot,,,,"[52.1, 47.0]",,Low Pass,,3.8639357,,Incomplete,,Loïc Perrin,4263.0,,,,,,1,Regular Play,Nolan Roux,3179.0,Right Wing,9,Saint-Étienne,135,"['c9beb7d4-0048-4630-9329-44a4f8c1b625', 'cf5dacb6-ae2b-4a08-8447-93b57463f90a']",29,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:29.075,Pass,
,,,,,,,,,,,,,,,,,1.697687,,,,,,,,,,,,,,64c4fca5-bb82-4ef9-84d1-2ae1c05005ce,70,,"[75.0, 80.0]",3900491,3,,,,,-0.22831354,,,,,,"[99.1, 74.4]",,High Pass,,24.74207,,Incomplete,,Robert Berič,4601.0,,,,,Throw-in,1,From Throw In,François Clerc,7707.0,Right Back,10,Saint-Étienne,135,"['4158c99d-13f8-43e2-a242-38844a57c88f', '6a367f65-b2ef-474f-8996-42801cfd56fa']",5,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:05.635,Pass,
,,,,,,,,,,,,,,,,,0.934414,,,,,,,,,,,,,,8d1fbeab-06b3-40e5-b9f4-fb52950dec48,74,,"[93.8, 80.0]",3900491,3,,,,,-1.3149878,,,,,,"[97.2, 67.0]",,Low Pass,,13.437262,,,,Vincent Pajot,3414.0,,,,,Throw-in,1,From Throw In,François Clerc,7707.0,Right Back,11,Saint-Étienne,135,['498128b5-7c46-4bc3-802a-f0bad09c6934'],13,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:13.565,Pass,
,,,,,,,,,,,,,,,,,0.833321,,,,,,,,,,,,,,7fc4f0a4-7fbb-4a64-b875-98f3c1c49e84,77,,"[98.2, 64.9]",3900491,3,,,,,2.3206763,,Right Foot,,,,"[88.7, 75.1]",,Ground Pass,,13.938795,,,,François Clerc,7707.0,,,,,,1,From Throw In,Vincent Pajot,3414.0,Right Defensive Midfield,11,Saint-Étienne,135,['17a7db3e-56e3-4f64-80d8-ef11ed3cd5d9'],14,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:14.598,Pass,
,,,,,,,,,,,,,,,,,1.402399,,,,,,,,,,,,,,c16672db-d87c-4c30-818e-2878f43bb9d8,82,,"[89.6, 74.2]",3900491,3,,,,,0.0,,Right Foot,,,,"[105.8, 74.2]",,Low Pass,,16.2,,,,Vincent Pajot,3414.0,,,,,,1,From Throw In,François Clerc,7707.0,Right Back,11,Saint-Étienne,135,"['48af50ea-c67c-41f1-9ce5-b9c56b827831', '846be7c3-095b-4ed4-9227-12ad2406acd1']",15,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:15.947,Pass,True
,,,,,,,,,,,,,,,,,0.134076,,,,,,,,,,,,,,8ab80871-6bde-4a3c-99a8-ae0e551acecd,85,,"[114.5, 75.3]",3900491,3,,,,,-1.5707964,,Right Foot,,,,"[114.5, 70.4]",,Low Pass,,4.9,,Incomplete,,Robert Berič,4601.0,,,,,,1,From Throw In,Vincent Pajot,3414.0,Right Defensive Midfield,11,Saint-Étienne,135,"['3b3bd4e9-9279-4000-999a-94a068e07175', 'ff171bdd-3aa8-4f0f-bba7-96b018f0cfb3']",19,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:19.366,Pass,
,,,,,,,,,,,,,,,,,1.667703,,,,,,,,,,,,,,a34ac574-2fbe-4b62-b348-a8848b85373b,88,,"[112.8, 80.0]",3900491,3,,,,,-1.4937884,,,,,,"[115.3, 47.6]",,High Pass,,32.496307,,Incomplete,,Robert Berič,4601.0,,,,,Throw-in,1,From Throw In,François Clerc,7707.0,Right Back,12,Saint-Étienne,135,"['6fde6fcb-0472-4758-936c-ec3a86956605', 'c32f7dd3-fad3-4aa8-97fc-9f0861aa4f56']",32,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:32.612,Pass,
,,,,,,,,,,,,,,,,,1.787609,,,,,,,,,,,,,,d39c7eea-435d-4ea7-8b12-a809fd50b7f3,91,,"[115.3, 69.6]",3900491,3,,,,,-1.5829909,,Right Foot,True,,,"[114.9, 36.8]",,High Pass,,32.80244,,Incomplete,,Robert Berič,4601.0,,,,,Recovery,1,From Throw In,François Clerc,7707.0,Right Back,12,Saint-Étienne,135,"['1de99a62-6c5a-43d8-a33c-b292b49f97fc', 'a871d2e1-b978-434c-ae5c-f89d1a8e5acc']",36,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:03:36.462,Pass,
,,,,,,,,,,,,,,,,,3.770247,,,,,,,,,,,,,,247955ab-837c-4c22-a7e5-07a5851b841e,95,,"[15.5, 40.5]",3900491,3,,,,,-0.52178013,,Right Foot,,,,"[84.9, 0.6]",,High Pass,,80.05229,,Out,,Franck Signorino,40521.0,,,,,,1,From Keeper,Johny Placide,3980.0,Goalkeeper,13,Stade de Reims,156,['3cd795d1-3b17-46a0-a5f7-fec31c6bbb93'],53,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:53.513,Pass,
,,,,,,,,,,,,,,,,,2.278988,,,,,,,,,,,,,,e9f174ca-7614-42dc-bb67-e9628787ec22,97,,"[42.6, 80.0]",3900491,4,,True,,,-0.17568469,,,,,,"[76.4, 74.0]",,High Pass,,34.328415,,Incomplete,,Robert Berič,4601.0,,,,,Throw-in,1,From Throw In,François Clerc,7707.0,Right Back,14,Saint-Étienne,135,"['9cf0a83c-d89c-4130-84fc-afe00ea3eb28', 'f274201a-1049-4c45-9439-a6917c5c302e']",6,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:04:06.068,Pass,
,,,,,,,,,,,,,,,,,1.62093,,,,,,,,,,,,,,81c4d986-6dbf-49b0-acc3-e07ca1c20b96,104,,"[43.4, 0.1]",3900491,4,,,,,0.2931869,,,,,,"[64.6, 6.5]",,High Pass,,22.144978,,,,Theoson Jordan Siebatcheu,7375.0,,,,,Throw-in,1,From Throw In,Franck Signorino,40521.0,Left Back,16,Stade de Reims,156,['94bdc7fb-3c4a-40d4-9a54-40f494b7ab90'],16,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:04:16.528,Pass,
,,,,,,,,,,,,,,,,,1.104034,,,,,,,,,,,,,,3258f66f-d35b-4703-ab1a-2c869280b74c,106,,"[65.9, 7.4]",3900491,4,,,,,1.3848506,,Right Foot,,,,"[67.8, 17.5]",,Ground Pass,,10.277159,,Incomplete,,Nicolas de Roussel de Préville,4383.0,,,,,,1,From Throw In,Theoson Jordan Siebatcheu,7375.0,Center Forward,16,Stade de Reims,156,"['700bf713-6521-4b39-bf1e-e7cb924d2c6b', 'c423be7c-6d14-441a-b2f8-4d1d0e10523a']",18,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:04:18.149,Pass,
,,,,,,,,,,,,,,,,,1.024401,,,,,,,,,,,,,,9d2ce669-ab9e-4d1f-95ab-9ca41b345048,109,,"[74.3, 0.1]",3900491,4,,,,,1.053403,,,,,,"[81.3, 12.4]",,Low Pass,,14.152385,,,,Nicolas de Roussel de Préville,4383.0,,,,,Throw-in,1,From Throw In,Franck Signorino,40521.0,Left Back,17,Stade de Reims,156,['5970e89b-330d-4d59-9092-2b398984c5a5'],27,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:04:27.828,Pass,
,,,,,,,,,,,,,,,,,1.16531,,,,,,,,,,,,,,3db85ec0-f17b-44fe-b35e-92796465b886,113,,"[79.2, 16.2]",3900491,4,,,,,1.8583025,710839ab-224c-4910-a3a2-920c29d623f5,Right Foot,,,,"[73.7, 34.8]",,Ground Pass,,19.396133,,,,Antoine Devaux,7815.0,True,,,,,1,From Throw In,Nicolas de Roussel de Préville,4383.0,Left Midfield,17,Stade de Reims,156,['1695b8c5-6a5c-4244-ade5-6897126b99fc'],30,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:04:30.212,Pass,
,,,,,,,,,,,,,,,,,2.138416,,,,,,,,,,,,,,a0fefe34-c11a-4bb8-8749-b1c0b964f14b,119,,"[100.1, 80.0]",3900491,4,,,,,-0.82514995,,,,,,"[117.0, 61.7]",,High Pass,,24.909838,,,,Theoson Jordan Siebatcheu,7375.0,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Back,18,Stade de Reims,156,['f6b92243-302a-4480-87b6-54228fb643ee'],45,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:04:45.443,Pass,
,,,,,,,,,,,,,,,,,0.869451,,,,,,,,,,,,,,f26ba23f-ce70-4eed-b4db-66ff0ea41ba2,123,,"[117.0, 61.1]",3900491,4,,,,,-1.0557235,,Right Foot,,,,"[120.0, 55.8]",,High Pass,,6.090156,,Out,,Frédéric Bulot,7817.0,,,,,,1,From Throw In,Theoson Jordan Siebatcheu,7375.0,Center Forward,18,Stade de Reims,156,"['010cda97-e688-48dd-b97a-01e1d362e252', '3b556cd6-44ca-4381-b58e-2b45161c50d5']",48,,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:04:48.447,Pass,True
,,,,,,,,,,,,,,,,,3.205777,,,,,,,,,,,,,,aa3c87bf-27c1-47a7-a28b-f66a8b3bbcd7,125,,"[6.0, 36.0]",3900491,5,,,,,-0.13783985,,Right Foot,,,,"[71.6, 26.9]",,High Pass,,66.228165,,Incomplete,,Robert Berič,4601.0,,,,,Goal Kick,1,From Goal Kick,Stéphane Ruffier,4259.0,Goalkeeper,19,Saint-Étienne,135,"['6b31a43f-4549-4410-91e4-d976fabbc876', 'ab331c78-cf1f-46d7-a2b2-237b1bb3edbd']",11,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:05:11.240,Pass,
,,,,,,,,,,,,,,,,,1.197809,,,,,,,,,,,,,,164a439f-1de7-4d92-ac19-2022efa3ba23,129,,"[49.6, 31.1]",3900491,5,,,,,-1.7529646,,Right Foot,,,,"[47.5, 19.7]",,Ground Pass,,11.591807,,,,Florentin Pogba,4802.0,,,,,Recovery,1,From Goal Kick,Loïc Perrin,4263.0,Right Center Back,19,Saint-Étienne,135,['fa0464c6-3b43-4bea-ad88-4ffc4c2d0b60'],16,,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:05:16.757,Pass,
