50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,091bbbe5-0ba7-4921-9799-2939d3f5a4e4,1,,,3900604,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3432, 'name': 'Alexandre Letellier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 401482, 'name': 'Gaël Angoula'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3071, 'name': 'Pierrick Capelle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 7337, 'name': 'Mohamed Lamine Yattara'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,17a2ed58-a7a0-4d15-b694-9dae37a47900,2,,,3900604,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 3955, 'name': 'Tiemoué Bakayoko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d57b9a2f-3eda-4075-b81a-8685c69b5a33,3,,,3900604,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['19af0518-010c-4cf6-b864-0349e225aed8'],0,,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,19af0518-010c-4cf6-b864-0349e225aed8,4,,,3900604,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['d57b9a2f-3eda-4075-b81a-8685c69b5a33'],0,,,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ad08729c-47f3-4818-aa71-cd40aa2f5de1,1686,,,3900604,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,AS Monaco,129,['1c0efc30-ed70-45d5-98ec-9f52a13df89a'],0,,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1c0efc30-ed70-45d5-98ec-9f52a13df89a,1687,,,3900604,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,AS Monaco,129,['ad08729c-47f3-4818-aa71-cd40aa2f5de1'],0,,,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.597365,,,,,,,,,,,3c194ea0-df83-414a-833e-facfd711e3f4,5,,"[61.0, 40.1]",3900604,0,True,,,2.3884413,,Right Foot,,,,"[59.4, 41.6]",Ground Pass,,2.1931713,,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,Kick Off,1,From Kick Off,Guido Marcelo Carrillo,3246.0,Center Forward,2,AS Monaco,129,['5a80272d-c4e0-4816-9a46-d30c65840bfc'],1,,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:01.710,Pass,
,,,,,,,,,,,,,,,,,1.292504,,,,,,,,,,,25ba0048-c177-4d2e-8abb-3efc4604f2fc,7,,"[59.1, 41.8]",3900604,0,,,,2.5563755,,Right Foot,,,,"[42.5, 52.8]",Ground Pass,,19.913815,,,,,Fábio Henrique Tavares,3247.0,,,,,,1,From Kick Off,João Filipe Iria Santos Moutinho,3168.0,Center Attacking Midfield,2,AS Monaco,129,['a731ad98-5f56-42cb-bd1f-00047bf00e88'],2,,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:02.363,Pass,
,,,,,,,,,,,,,,,,,1.312809,,,,,,,,,,,f98b92f5-2844-4943-8e9b-0bced56bf202,10,,"[41.8, 52.8]",3900604,0,,,,2.4475148,,Right Foot,,,,"[26.9, 65.2]",Ground Pass,,19.384789,,,,,Andrea Raggi,3374.0,,,,,,1,From Kick Off,Fábio Henrique Tavares,3247.0,Right Defensive Midfield,2,AS Monaco,129,['74771ebc-3b2f-4f20-8c0c-e9b8e00c37b0'],4,,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:04.845,Pass,
,,,,,,,,,,,,,,,,,1.732605,,,,,,,,,,,6ccbb9cd-b481-436a-82cd-f5a8babd8966,12,,"[26.9, 65.2]",3900604,0,,,,-1.9732958,,Right Foot,,,,"[22.6, 55.1]",Ground Pass,,10.977249,,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,1,From Kick Off,Andrea Raggi,3374.0,Right Back,2,AS Monaco,129,['d9058f0f-4fdc-41c1-8793-dc9a19a83b97'],6,,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:06.158,Pass,
