50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.634668,,,,,,,,,,,,,,,158f7bd0-2470-48a3-a4a7-56ca65187a7e,17,,"[90.8, 75.3]",3829463,0,,,,,-2.5940304,,Left Foot,,,,"[86.7, 72.8]",,Ground Pass,,4.802083,,Incomplete,,Abdoulaye Doucouré,3292.0,,,,,,1,From Throw In,Giovanni-Guy Yann Sio,3018.0,Right Center Forward,3,Rennes,134,"['643cf090-4092-43b8-8630-5aac3c59d043', '6c665465-8f0f-4225-be6f-907f5a3a4f5b', 'a16b0668-369e-4f8c-93f2-6f1205ef8dba']",20,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:20.033,Pass,True
,,,,,,,,,,,,,,,,,,1.221079,,,,,,,,,,,,,,,94b18e12-5887-44c3-afa9-7874107fae8d,24,,"[35.4, 9.6]",3829463,0,,,,,0.7443254,,Right Foot,,,,"[46.8, 20.1]",,Ground Pass,,15.49871,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,Free Kick,1,From Free Kick,Marko Baša,40523.0,Left Center Back,5,Lille,143,['307c7812-b9ee-476d-8bb3-fed457d45691'],38,,,,,,,,,,,,,,,,,,,Lille,143,00:00:38.678,Pass,
,,,,,,,,,,,,,,,,,,3.059405,,,,,,,,,,,,,,,b47684a8-6141-4e05-beb9-8b6412d8a764,27,,"[46.8, 20.1]",3829463,0,,,,,1.5304785,,Right Foot,,,,"[48.7, 67.2]",,Ground Pass,,47.138306,,,,Bakary Adama Soumaoro,3677.0,,True,,,,1,From Free Kick,Rio Antonio Zoba Mavuba,40522.0,Right Defensive Midfield,5,Lille,143,['a12eb7d4-fc9f-446b-b836-d72e29bc316c'],42,,,,,,,,,,,,,,,,,,,Lille,143,00:00:42.645,Pass,
,,,,,,,,,,,,,,,,,,0.975755,,,,,,,,,,,,,,,0646d50e-3272-451a-8eb6-450a550b7a67,30,,"[56.4, 71.5]",3829463,0,,,,,-0.39381805,,Right Foot,,,,"[78.3, 62.4]",,Ground Pass,,23.715395,,,,Gadji Celi Carmen Junior Tallo,10330.0,,,,,,1,From Free Kick,Bakary Adama Soumaoro,3677.0,Right Center Back,5,Lille,143,['086b353e-306c-4d65-9b2c-5fd4e16053dc'],48,,,,,,,,,,,,,,,,,,,Lille,143,00:00:48.337,Pass,
,,,,,,,,,,,,,,,,,,1.074553,,,,,,,,,,,,,,,54318e59-0b06-4425-90d2-53c746fe4640,34,,"[79.7, 60.9]",3829463,0,,,,,-1.8977103,,Right Foot,,,,"[73.8, 43.5]",,Ground Pass,,18.373077,,,,Sofiane Boufal,3625.0,,,,,,1,From Free Kick,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,5,Lille,143,"['7f0f180f-338c-43cb-8413-8b9d3b099d62', 'edd5a90a-1e13-432f-8ffe-498d1ac02a45']",49,,,,,,,,,,,,,,,,,,,Lille,143,00:00:49.401,Pass,True
,,,,,,,,,,,,,,,,,,0.383502,,,,,,,,,,,,,,,97e15939-80a0-476b-9e94-b9054d95abb4,36,,"[74.2, 44.2]",3829463,0,,,,,0.32175055,,Right Foot,,,,"[80.2, 46.2]",,Low Pass,,6.3245554,,Incomplete,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,From Free Kick,Sofiane Boufal,3625.0,Center Attacking Midfield,5,Lille,143,"['26f70ec1-3cd7-458d-917d-62edc6e4cbc1', '521e4fd6-84a7-416c-a165-697914e736f6']",50,,,,,,,,,,,,,,,,,,,Lille,143,00:00:50.476,Pass,
,,,,,,,,,,,,,,,,,,5.260927,,,,,,,,,,,,,,,01adca33-d202-4723-a323-8ae4dc79ef60,45,,"[22.3, 21.7]",3829463,1,,,,,0.2312926,,Left Foot,,,,"[105.1, 41.2]",,High Pass,,85.06521,,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,,,Free Kick,1,From Free Kick,Sylvain Armand,40699.0,Left Center Back,6,Rennes,134,"['80b37238-888d-4100-bfe6-5d6cad849376', '9ab989d2-684a-4fe3-aec2-451e7a521048']",15,,,,,,,,,,,,,,,,,,,Rennes,134,00:01:15.604,Pass,
,,,,,,,,,,,,,,,,,,2.008967,,,,,,,,,,,,,,,9ab989d2-684a-4fe3-aec2-451e7a521048,47,,"[15.0, 38.9]",3829463,1,,,,,-0.6489956,,Left Foot,,,,"[23.7, 32.3]",,Ground Pass,,10.920165,,,,Marko Baša,40523.0,,,,,Recovery,1,Regular Play,Vincent Enyeama,40484.0,Goalkeeper,7,Lille,143,"['01adca33-d202-4723-a323-8ae4dc79ef60', '1308a086-7830-408d-bb0f-15e090e03bbf']",20,,,,,,,,,,,,,,,,,,,Lille,143,00:01:20.865,Pass,
,,,,,,,,,,,,,,,,,,1.86822,,,,,,,,,,,,,,,d1e30d89-adab-439e-9736-08c19ffaeb2d,50,,"[24.7, 30.9]",3829463,1,,,,,1.6818908,,Right Foot,,,,"[21.9, 56.0]",,Ground Pass,,25.255692,,,,Renato Civelli,29057.0,,,,,,1,Regular Play,Marko Baša,40523.0,Left Center Back,7,Lille,143,['a18edc6d-52ff-4099-b8ae-86cb3dd91e91'],23,,,,,,,,,,,,,,,,,,,Lille,143,00:01:23.451,Pass,
,,,,,,,,,,,,,,,,,,0.496822,,,,,,,,,,,,,,,222bb4b2-702d-4576-b6a4-96cce6d91af2,53,,"[21.9, 56.0]",3829463,1,,,,,-2.3840756,,Right Foot,,,,"[9.0, 43.8]",,Ground Pass,,17.755281,,,,Vincent Enyeama,40484.0,,,,,,1,Regular Play,Renato Civelli,29057.0,Center Back,7,Lille,143,['ba60c45d-716d-4b12-806e-f12d753b377e'],25,,,,,,,,,,,,,,,,,,,Lille,143,00:01:25.574,Pass,
,,,,,,,,,,,,,,,,,,3.125938,,,,,,,,,,,,,,,1c84c2d5-d373-459c-bf8e-103c2c917f06,55,,"[9.0, 43.8]",3829463,1,,,,,0.020363783,,Right Foot,,,,"[58.1, 44.8]",,High Pass,,49.110184,,Incomplete,,Yassine Benzia,3673.0,,,,,,1,Regular Play,Vincent Enyeama,40484.0,Goalkeeper,7,Lille,143,"['0602aa47-5360-4a62-bf3e-99a06f248010', '70972b9b-7d98-4a87-8819-7254ecf56b2e']",26,,,,,,,,,,,,,,,,,,,Lille,143,00:01:26.071,Pass,
,,,,,,,,,,,,,,,,,,1.187738,,,,,,,,,,,,,,,0602aa47-5360-4a62-bf3e-99a06f248010,58,,"[62.0, 35.3]",3829463,1,,,,True,2.8513277,,,,,,"[54.3, 37.6]",,High Pass,,8.036168,,Incomplete,,Edson André Sitoe,3250.0,,,,,Recovery,1,Regular Play,Sylvain Armand,40699.0,Left Center Back,7,Lille,143,"['06a7c2d8-f5d2-4d01-b0f6-49b0c7f0e4c8', '0a7327d6-8cd5-416e-9445-95aeed1f80bd', '1c84c2d5-d373-459c-bf8e-103c2c917f06', '9448b40d-b9d8-4db3-a130-1c306c3cd3b3']",29,,,,,,,,,,,,,,,,,,,Rennes,134,00:01:29.197,Pass,True
,,,,,,,,,,,,,,,,,,0.731847,,,,,,,,,,,,,,,8e9e2b3c-0362-4acd-b936-7562dc97d1f0,63,,"[60.9, 41.5]",3829463,1,,,,,2.9805007,,Left Foot,,,,"[52.9, 42.8]",,Ground Pass,,8.104937,,,,Mounir Obbadi,40697.0,,,,,,1,Regular Play,Gadji Celi Carmen Junior Tallo,10330.0,Right Center Forward,7,Lille,143,"['4d18f3db-bc55-4991-b6d8-ea22c6c35b28', '9513df57-c806-4d13-9f7c-f0a8aefc6c7f']",31,,,,,,,,,,,,,,,,,,,Lille,143,00:01:31.758,Pass,True
,,,,,,,,,,,,,,,,,,2.591676,,,,,,,,,,,,,,,8faaf376-cffd-4376-aef0-3f6daf818eba,66,,"[54.0, 43.9]",3829463,1,,,,,-1.7135316,,Right Foot,,,,"[49.2, 10.5]",,Ground Pass,,33.74315,,,,Marko Baša,40523.0,,,,,,1,Regular Play,Mounir Obbadi,40697.0,Left Defensive Midfield,7,Lille,143,['75e9de27-4743-4620-9a43-dfcc0de141b4'],37,,,,,,,,,,,,,,,,,,,Lille,143,00:01:37.791,Pass,
,,,,,,,,,,,,,,,,,,0.742114,,,,,,,,,,,,,,,aecbad71-f7be-45f2-977e-46832db1e3e7,70,,"[55.0, 13.8]",3829463,1,,,,,1.0345005,,Right Foot,,,,"[63.5, 28.1]",,Ground Pass,,16.635504,,,,Mounir Obbadi,40697.0,,,,,,1,Regular Play,Marko Baša,40523.0,Left Center Back,7,Lille,143,"['1dd5fe97-35af-4f02-8722-3835b71e63b7', '9d2ae592-67e2-4dbd-b0c9-ee0d58929715']",42,,,,,,,,,,,,,,,,,,,Lille,143,00:01:42.213,Pass,True
,,,,,,,,,,,,,,,,,,1.559132,,,,,,,,,,,,,,,de1e27ac-edad-45fb-9c79-dc43d7dd638c,73,,"[63.5, 28.1]",3829463,1,,,,,-1.433455,,Right Foot,,,,"[66.9, 3.5]",,Low Pass,,24.833847,,,,Éric Bauthéac,40486.0,,,,,,1,Regular Play,Mounir Obbadi,40697.0,Left Defensive Midfield,7,Lille,143,['c829c180-e2ae-4ed0-b9d1-25bbe29d7491'],43,,,,,,,,,,,,,,,,,,,Lille,143,00:01:43.220,Pass,
,,,,,,,,,,,,,,,,,,0.855285,,,,,,,,,,,,,,,0f8de1ae-dcd1-402c-be01-fa3cdef4ed69,77,,"[71.1, 3.9]",3829463,1,,,,,0.22849664,,Left Foot,,,,"[84.0, 6.9]",,Ground Pass,,13.244244,,,,Sofiane Boufal,3625.0,,,,,,1,Regular Play,Éric Bauthéac,40486.0,Left Wing Back,7,Lille,143,"['02bbd79d-fb90-43b4-a22e-b3b4363e7ec3', '518f82e2-6632-4fef-b5f2-ecfcd59b5431']",46,,,,,,,,,,,,,,,,,,,Lille,143,00:01:46.588,Pass,True
,,,,,,,,,,,,,,,,,,3.485897,,,,,,,,,,,,,,,b394dc7b-4e3c-4bf6-9043-5b5a4742dd02,86,,"[14.7, 43.0]",3829463,2,,,,,-0.37641707,,Drop Kick,,,,"[69.6, 21.3]",,High Pass,,59.033043,,Incomplete,,Paul-Georges Ntep de Madiba,4900.0,,,,,,1,From Keeper,Abdoulaye Diallo,2994.0,Goalkeeper,8,Rennes,134,"['69d9169f-98d3-4d43-837e-d0c755cb6b48', '6abcb9c0-9fef-4e31-b757-b16a4f6fefe9']",4,,,,,,,,,,,,,,,,,,,Rennes,134,00:02:04.910,Pass,
,,,,,,,,,,,,,,,,,,2.316805,,,,,,,,,,,,,,,29634b89-9a90-4843-a0fb-d1551d91e80a,90,,"[38.2, 72.5]",3829463,2,,,,,-2.3073733,,Left Foot,,,,"[9.0, 40.3]",,Ground Pass,,43.46815,,,,Vincent Enyeama,40484.0,,,,,Recovery,1,Regular Play,Djibril Sidibé,3446.0,Right Wing Back,9,Lille,143,['571c60f8-a0a3-4ff8-a1ec-5a546259068b'],11,,,,,,,,,,,,,,,,,,,Lille,143,00:02:11.113,Pass,
,,,,,,,,,,,,,,,,,,2.881579,,,,,,,,,,,,,,,63b88386-a7e6-4962-972f-e36bfb3b742f,93,,"[9.0, 40.3]",3829463,2,,,,,-0.06704997,,Right Foot,,,,"[64.1, 36.6]",,High Pass,,55.22409,,Unknown,,Yassine Benzia,3673.0,,,,,,1,Regular Play,Vincent Enyeama,40484.0,Goalkeeper,9,Lille,143,['f2f29e3c-d692-4007-b722-9e982fb318dc'],13,,,,,,,,,,,,,,,,,,,Lille,143,00:02:13.707,Pass,
,,,,,,,,,,,,,,,,,,1.6585,,,,,,,,,,,,,,,fe6f16e1-e160-4a13-a51c-9f0dc7fca135,97,,"[64.0, 36.9]",3829463,2,,True,,,-1.2351577,,Right Foot,,,,"[73.0, 11.1]",,Ground Pass,,27.324715,,,,Sofiane Boufal,3625.0,,,,,Free Kick,1,From Free Kick,Rio Antonio Zoba Mavuba,40522.0,Right Defensive Midfield,10,Lille,143,['0c5408aa-9a22-445a-8280-82f72588224b'],31,,,,,,,,,,,,,,,,,,,Lille,143,00:02:31.874,Pass,
,,,,,,,,,,,,,,,,,,1.335287,,,,,,,,,,,,,,,3a6ffb43-3d14-42e4-90b1-020e12521548,99,,"[72.4, 11.1]",3829463,2,,,,,-0.5554937,,Right Foot,,,,"[84.0, 3.9]",,Ground Pass,,13.652839,,,,Éric Bauthéac,40486.0,,,,,,1,From Free Kick,Sofiane Boufal,3625.0,Center Attacking Midfield,10,Lille,143,['efbfa5b7-bb7c-4494-9008-6a78cfb630e3'],34,,,,,,,,,,,,,,,,,,,Lille,143,00:02:34.140,Pass,
,,,,,,,,,,,,,,,,,,1.174859,,,,,,,,,,,,,,,4cb430e7-e6b8-47e9-bbaf-e58ae400c2e1,107,,"[105.5, 0.1]",3829463,2,,,,,1.8063413,,,,,,"[103.1, 10.1]",,Low Pass,,10.283968,,,,Yassine Benzia,3673.0,,,,,Throw-in,1,From Throw In,Éric Bauthéac,40486.0,Left Wing Back,11,Lille,143,['357b7624-9a53-4a45-bb76-bcf95fc7b7bd'],49,,,,,,,,,,,,,,,,,,,Lille,143,00:02:49.636,Pass,
,,,,,,,,,,,,,,,,,,1.900537,,,,,,,,,,,,,,,5dff92ab-4bd0-41a2-90a3-fb57559ddc2a,109,,"[104.4, 11.0]",3829463,2,,,,,-1.4083072,,Right Foot,,,,"[105.4, 4.9]",,Ground Pass,,6.1814237,,,,Éric Bauthéac,40486.0,,,,,,1,From Throw In,Yassine Benzia,3673.0,Left Center Forward,11,Lille,143,['3a94dc81-7152-4f92-9569-160b1f409b83'],50,,,,,,,,,,,,,,,,,,,Lille,143,00:02:50.811,Pass,
,,,,,,,,,,,,,,,,,,1.782504,,,,,,,,,,,,,,,f1a3d1ed-3d44-4715-90be-a96e38fe708c,112,,"[103.9, 7.9]",3829463,2,,,,,-2.9861407,,Left Foot,,,,"[90.5, 5.8]",,Ground Pass,,13.563554,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,1,From Throw In,Éric Bauthéac,40486.0,Left Wing Back,11,Lille,143,['0fbe04d6-17fb-408d-8549-a629f936e346'],54,,,,,,,,,,,,,,,,,,,Lille,143,00:02:54.644,Pass,
,,,,,,,,,,,,,,,,,,2.371105,,,,,,,,,,,,,,,357aa2c1-a409-4f35-9f75-88a74057016f,116,,"[90.6, 7.7]",3829463,2,,,,,1.1230501,78ef458d-fd9c-42a9-843a-49850c13c826,Right Foot,True,,,"[111.3, 50.8]",,High Pass,,47.81318,,,,Djibril Sidibé,3446.0,True,True,,,,1,From Throw In,Rio Antonio Zoba Mavuba,40522.0,Right Defensive Midfield,11,Lille,143,"['127d0b81-fc97-44dd-b4ea-ebd370a74ff3', '32bdd5f5-92ae-491c-82ef-0244c7edac69']",56,,,,,,,,,,,,,,,,,,,Lille,143,00:02:56.848,Pass,True
,,,,,,,,,,,,,,,,,,3.733381,,,,,,,,,,,,,,,4c90f7a6-385e-426f-a48a-a1d8eaf8c841,121,,"[7.0, 44.1]",3829463,3,,True,,,0.36968428,,Right Foot,,,,"[63.0, 65.8]",,High Pass,,60.05739,,,,Abdoulaye Doucouré,3292.0,,,,,Goal Kick,1,From Goal Kick,Abdoulaye Diallo,2994.0,Goalkeeper,12,Rennes,134,['7144be1a-ba9c-42a6-bf3b-f4f30f223c0c'],18,,,,,,,,,,,,,,,,,,,Rennes,134,00:03:18.752,Pass,
,,,,,,,,,,,,,,,,,,1.53709,,,,,,,,,,,,,,,4a7c986e-ecfd-4b78-be3a-73e94aa1a341,123,,"[63.0, 65.8]",3829463,3,,,,,0.8294872,,Head,,,,"[69.5, 72.9]",,Low Pass,,9.626006,,,,Steven Moreira,7197.0,,,,,,1,From Goal Kick,Abdoulaye Doucouré,3292.0,Center Attacking Midfield,12,Rennes,134,['9f85d702-3a72-4279-87aa-b66eacf9ed1e'],22,,,,,,,,,,,,,,,,,,,Rennes,134,00:03:22.486,Pass,
,,,,,,,,,,,,,,,,,,1.050027,,,,,,,,,,,,,,,2118de11-269e-4d9f-a0b5-fa427ee6ccd1,127,,"[70.4, 71.5]",3829463,3,,,,,-0.45967937,,Right Foot,,,,"[80.5, 66.5]",,High Pass,,11.269872,,,,Giovanni-Guy Yann Sio,3018.0,,,,,,1,From Goal Kick,Steven Moreira,7197.0,Right Wing Back,12,Rennes,134,"['d6bfd551-f240-40df-b726-e7e102bb5f40', 'e87dbc9b-e6f1-4b35-93d8-c279e14fa29d']",24,,,,,,,,,,,,,,,,,,,Rennes,134,00:03:24.150,Pass,True
,,,,,,,,,,,,,,,,,,1.62685,,,,,,,,,,,,,,,6ac02593-b5c6-46f7-a532-6106140edcec,130,,"[81.4, 64.1]",3829463,3,,,,,0.31972215,,Left Foot,,,,"[96.2, 69.0]",,Ground Pass,,15.590061,,,,Steven Moreira,7197.0,,,,,,1,From Goal Kick,Giovanni-Guy Yann Sio,3018.0,Right Center Forward,12,Rennes,134,['3b66564f-0c02-4e2d-93e0-85880e9f05ae'],27,,,,,,,,,,,,,,,,,,,Rennes,134,00:03:27.281,Pass,
,,,,,,,,,,,,,,,,,,0.269018,,,,,,,,,,,,,,,31045791-b6eb-4617-bcda-0b6db21308f8,133,,"[97.8, 68.6]",3829463,3,,,,,-0.99824196,,Right Foot,,,,"[108.5, 52.0]",,High Pass,,19.749683,,Incomplete,,Paul-Georges Ntep de Madiba,4900.0,,,,,,1,From Goal Kick,Steven Moreira,7197.0,Right Wing Back,12,Rennes,134,"['201a4a16-c68b-43f4-887d-2ba50b2c3599', 'c73f7699-dada-4581-bdd1-241a940dca9a']",30,,,,,,,,,,,,,,,,,,,Rennes,134,00:03:30.073,Pass,
