50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07036af6-272d-4800-8769-592eae1e71f3,1,,,,3900510,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 2971, 'name': 'Romain Genevois'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 16056, 'name': 'Niklas Hult'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 13}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a85e18be-7b22-4c25-a482-460149bd312d,2,,,,3900510,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,af382245-6812-4e23-947d-e883224d5d2b,3,,,,3900510,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['f7b311b9-e53d-43b6-8258-dc53f98ed1f2'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f7b311b9-e53d-43b6-8258-dc53f98ed1f2,4,,,,3900510,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['af382245-6812-4e23-947d-e883224d5d2b'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,22830f6c-6335-415f-b0f8-66c9292ccad1,2153,,,,3900510,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Lyon,137,['5c6e80a4-cd3a-4039-b7a2-c43465114a76'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5c6e80a4-cd3a-4039-b7a2-c43465114a76,2154,,,,3900510,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Lyon,137,['22830f6c-6335-415f-b0f8-66c9292ccad1'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.467634,,,,,,,,,,,,,6a3bb8c9-4ed2-4870-86ee-2c4cc19b575a,5,,,"[60.0, 40.0]",3900510,0,True,,,-2.0863454,,Right Foot,,,"[58.3, 37.0]",,Ground Pass,,3.4481878,,,,Hatem Ben Arfa,16462.0,,,,,,Kick Off,1,From Kick Off,Valère Germain,3210.0,Left Center Forward,2,OGC Nice,136,['9894e4ec-4e96-4b5c-b219-a2f74c8b7aad'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.837,Pass,
,,,,,,,,,,,,,,,,,1.078448,,,,,,,,,,,,,ab70ca93-4b70-40c5-859f-09eaab827977,7,,,"[58.3, 36.8]",3900510,0,,,,3.0435474,,Right Foot,,,"[52.2, 37.4]",,Ground Pass,,6.129437,,,,Jean Michaël Seri,3359.0,,,,,,,1,From Kick Off,Hatem Ben Arfa,16462.0,Right Center Forward,2,OGC Nice,136,['cb7ab033-6db7-4d3a-b8ce-fb8ced12467a'],1,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:01.473,Pass,
,,,,,,,,,,,,,,,,,3.127065,,,,,,,,,,,,,62ba4892-440a-40be-84c7-7cb69678d102,10,,,"[52.2, 37.4]",3900510,0,,,,-1.6630708,,Right Foot,,,"[49.1, 3.9]",,Ground Pass,,33.643127,,,,Niklas Hult,16056.0,,,,,,,1,From Kick Off,Jean Michaël Seri,3359.0,Center Attacking Midfield,2,OGC Nice,136,['e8d250e9-817f-4928-802d-c4fd0fd0deb5'],2,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:02.596,Pass,
,,,,,,,,,,,,,,,,,1.065826,,,,,,,,,,,,,e2729f63-e767-486f-a625-a3af897b7d4a,13,,,"[49.1, 3.9]",3900510,0,,,,2.922162,,Left Foot,,,"[35.2, 7.0]",,Ground Pass,,14.241488,,,,Maxime Le Marchand,3229.0,,,,,,,1,From Kick Off,Niklas Hult,16056.0,Left Wing Back,2,OGC Nice,136,['61f3f91a-eaab-4450-a74d-28a07b883d15'],6,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:06.726,Pass,
