50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.010344,,,,,,,,,,,,,,,cddffac5-65a5-4353-88a0-0b6d2c0e4091,16,,,"[26.8, 60.0]",3901159,0,,,,0.0,,Right Foot,,,"[37.4, 60.0]",,Ground Pass,,10.6,,,Thiago Motta,4325.0,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['97d61b1b-b06c-4193-baba-3415bd88d30a'],6,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:06.660,Pass,
,,,,,,,,,,,,,,,,,1.756772,,,,,,,,,,,,,,,75c3cc94-9b5f-4e55-a408-0da9896fd57e,19,,,"[37.7, 55.5]",3901159,0,,,,0.8313706,,Left Foot,,,"[57.4, 77.1]",,High Pass,,29.234398,,,Gregory van der Wiel,20048.0,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['fb38adbe-c869-452e-8617-7394f822a541'],11,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.411,Pass,
,,,,,,,,,,,,,,,,,1.042423,,,,,,,,,,,,,,,efa81f46-6273-4cb5-aa03-a4ee9c234228,22,,,"[55.7, 76.6]",3901159,0,,,,-1.790858,,Right Foot,,,"[54.0, 69.0]",,Ground Pass,,7.787811,,,Benjamin Stambouli,8515.0,,,,,,1,From Kick Off,Gregory van der Wiel,20048.0,Right Back,2,Paris Saint-Germain,131,['4098deb3-5275-45ea-b9c6-86b376220c84'],14,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.299,Pass,
,,,,,,,,,,,,,,,,,0.963535,,,,,,,,,,,,,,,c48b1a9a-a6d0-4c0e-a935-66fc2f333137,25,,,"[53.4, 67.9]",3901159,0,,,,1.971746,,Right Foot,,,"[49.5, 77.1]",,Ground Pass,,9.992497,,,Gregory van der Wiel,20048.0,,,,,,1,From Kick Off,Benjamin Stambouli,8515.0,Right Center Midfield,2,Paris Saint-Germain,131,['b03a4da5-42c5-4c89-b074-05898037e6d3'],15,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:15.440,Pass,
,,,,,,,,,,,,,,,,,1.405278,,,,,,,,,,,,,,,f30bdfa0-c5c0-4a91-ba7f-1ab64b872422,29,,,"[50.1, 74.9]",3901159,0,,,,-2.812543,,Right Foot,,,"[29.6, 67.9]",,Ground Pass,,21.66218,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Kick Off,Gregory van der Wiel,20048.0,Right Back,2,Paris Saint-Germain,131,"['a63b2ecb-232d-45ae-9cf7-336ee4e1b3d3', 'ab02f632-ac57-4ba4-b15b-480769c86810']",17,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:17.298,Pass,True
,,,,,,,,,,,,,,,,,1.988531,,,,,,,,,,,,,,,f306cbb9-015b-4596-9d87-95049326a2b8,32,,,"[29.6, 64.5]",3901159,0,,,,-1.4824849,,Right Foot,,,"[33.0, 26.1]",,Ground Pass,,38.55023,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['b64e3af6-c55c-4945-bc73-0e8d5e81b4a3'],19,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:19.826,Pass,
,,,,,,,,,,,,,,,,,1.965562,,,,,,,,,,,,,,,1f2dcbc2-e3d6-4cc1-aae1-47e6f013bd8f,35,,,"[42.8, 22.1]",3901159,0,,,,1.595653,,Left Foot,,,"[41.9, 58.3]",,Ground Pass,,36.211185,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['17af6de0-2d53-44a7-be1d-cf34f1db0298'],24,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:24.972,Pass,
,,,,,,,,,,,,,,,,,1.454708,,,,,,,,,,,,,,,02ad8a3d-88a4-43b6-a3b1-ff0bec3302e8,38,,,"[46.1, 59.7]",3901159,0,,,,0.67018366,,Right Foot,,,"[64.9, 74.6]",,Ground Pass,,23.988539,,,Gregory van der Wiel,20048.0,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['0fb29f03-ce03-4a56-ba4b-5c14a8b0b0d2'],29,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:29.303,Pass,
,,,,,,,,,,,,,,,,,1.263168,,,,,,,,,,,,,,,e90c986e-1feb-45de-9f7f-8f898b4d4368,41,,,"[64.9, 74.6]",3901159,0,,,,-1.6903945,,Right Foot,,,"[62.1, 51.3]",,Ground Pass,,23.467638,,,Thiago Motta,4325.0,,,,,,1,From Kick Off,Gregory van der Wiel,20048.0,Right Back,2,Paris Saint-Germain,131,['0251bb59-2306-42aa-93a4-6bccefa035db'],33,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:33.668,Pass,
,,,,,,,,,,,,,,,,,1.700684,,,,,,,,,,,,,,,90a36d37-c9bc-4838-839a-b83ca8550fcd,44,,,"[63.5, 52.1]",3901159,0,,,,-0.43157306,,Left Foot,,,"[78.7, 45.1]",,High Pass,,16.734396,Incomplete,,Adrien Rabiot,3026.0,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,"['10243d6f-d62d-4eec-b67d-269248087550', '4d8f9ce9-eb7b-4f37-8e79-9eb74cef7004']",35,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:35.009,Pass,
,,,,,,,,,,,,,,,,,0.86984,,,,,,,,,,,,,,,10243d6f-d62d-4eec-b67d-269248087550,46,,,"[41.4, 35.0]",3901159,0,,,,0.34206378,,Left Foot,,,"[54.6, 39.7]",,Low Pass,,14.011781,,,Rachid Ghezzal,3372.0,,,,,Recovery,1,From Kick Off,Mapou Yanga-Mbiwa,4463.0,Right Center Back,2,Paris Saint-Germain,131,"['321fc6ed-77d3-4d84-857f-ca8aa062a69e', '90a36d37-c9bc-4838-839a-b83ca8550fcd']",36,,,,,,,,,,,,,,,,,,Lyon,137,00:00:36.710,Pass,
,,,,,,,,,,,,,,,,,1.565537,,,,,,,,,,,,,,,9ee74cc8-6308-47f9-99a7-1963b7b42d00,52,,,"[59.0, 42.3]",3901159,0,,,,-2.4192686,,Left Foot,,,"[48.9, 33.4]",,Ground Pass,,13.461798,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Kick Off,Adrien Rabiot,3026.0,Left Center Midfield,2,Paris Saint-Germain,131,['67d110eb-0159-4440-9da9-ab8a4facf9d5'],40,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:40.767,Pass,
,,,,,,,,,,,,,,,,,1.863653,,,,,,,,,,,,,,,858bc4d6-7847-4e37-af76-3250909bdfe0,54,,,"[47.8, 32.8]",3901159,0,,,,-1.4401882,,Right Foot,,,"[50.9, 9.2]",,Ground Pass,,23.80273,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['6726624e-6857-4bce-8096-56a8ed33657c'],42,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:42.332,Pass,
,,,,,,,,,,,,,,,,,0.937125,,,,,,,,,,,,,,,ef1ecad9-df6c-4571-b59f-bceda70e9f64,57,,,"[51.7, 8.1]",3901159,0,,,,-0.28918064,,Left Foot,,,"[63.8, 4.5]",,Ground Pass,,12.624183,,,Edinson Roberto Cavani Gómez,4319.0,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Paris Saint-Germain,131,['9df3c76f-66fb-490c-b5b7-9ca0a2d65d6e'],45,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:45.072,Pass,
,,,,,,,,,,,,,,,,,1.006579,,,,,,,,,,,,,,,2d6c866f-1f5e-4a52-8ced-d4c9990ce68f,60,,,"[63.8, 4.5]",3901159,0,,,,3.1066418,,Right Foot,,,"[49.5, 5.0]",,Ground Pass,,14.308739,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Kick Off,Edinson Roberto Cavani Gómez,4319.0,Left Wing,2,Paris Saint-Germain,131,['85c900eb-82da-47f6-a5ff-7ad5e5f9e8d8'],46,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:46.424,Pass,
,,,,,,,,,,,,,,,,,1.774872,,,,,,,,,,,,,,,19533d34-33e4-4944-9389-d957c89af750,63,,,"[44.2, 5.0]",3901159,0,,,,2.7610862,,Right Foot,,,"[21.7, 14.0]",,Ground Pass,,24.233242,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Paris Saint-Germain,131,['698fe339-3b6e-408f-a9bb-0c0dc64c4ee5'],48,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.879,Pass,
,,,,,,,,,,,,,,,,,2.723781,,,,,,,,,,,,,,,60c26e19-9900-47c6-8af8-a85bb336e837,66,,,"[31.8, 22.4]",3901159,0,,,,0.4273732,,Right Foot,,,"[82.3, 45.4]",,High Pass,,55.49099,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['a2323110-62ed-46e4-be3f-26b65a47973c'],55,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:55.306,Pass,
,,,,,,,,,,,,,,,,,0.998427,,,,,,,,,,,,,,,97a03006-df21-42f1-9964-86dda717ad95,68,,,"[83.7, 44.9]",3901159,0,,,,3.0525432,,Head,,,"[78.1, 45.4]",,Low Pass,,5.6222773,,,Zlatan Ibrahimović,3672.0,,,,,,1,From Kick Off,Lucas Rodrigues Moura da Silva,3745.0,Right Wing,2,Paris Saint-Germain,131,['9968c1d9-857b-4b00-87e8-cd7a42791609'],58,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:58.070,Pass,
,,,,,,,,,,,,,,,,,1.353904,,,,,,,,,,,,,,,c53a8413-9352-4553-9a93-1079c3084f52,72,,,"[77.8, 47.7]",3901159,0,,,,-0.7853982,,Left Foot,,,"[97.2, 28.3]",,High Pass,,27.435743,Incomplete,,Edinson Roberto Cavani Gómez,4319.0,,,,,,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Paris Saint-Germain,131,"['2f99332d-ba26-44f0-be0b-60c9f8c08883', '81d1080f-fc4d-4267-88d5-9bf2afda0b3b', 'c11f27a4-0989-428e-b24b-1a722dc40e1a']",59,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.880,Pass,True
,,,,,,,,,,,,,,,,,2.083201,,,,,,,,,,,,,,,c11f27a4-0989-428e-b24b-1a722dc40e1a,74,,,"[22.9, 51.8]",3901159,1,,,,-2.2294884,,Head,,,"[9.2, 34.1]",,Low Pass,,22.382582,,,Anthony Lopes,2947.0,,,,,Recovery,1,Regular Play,Rafael Pereira da Silva,3156.0,Right Back,3,Lyon,137,"['c53a8413-9352-4553-9a93-1079c3084f52', 'f1b21202-a994-4f4b-b54f-c65f3e5bb9ac']",1,,,,,,,,,,,,,,,,,,Lyon,137,00:01:01.234,Pass,
,,,,,,,,,,,,,,,,,2.679012,,,,,,,,,,,,,,,5e6addd3-5f91-4bda-9644-57297273c5b7,77,,,"[13.4, 31.9]",3901159,1,,,,0.09767811,,Keeper Arm,,,"[53.2, 35.8]",,Low Pass,,39.990623,,,Alexandre Lacazette,3451.0,,,,,,1,Regular Play,Anthony Lopes,2947.0,Goalkeeper,3,Lyon,137,['dc7b27d0-9db6-46a4-9ee8-685bfd1016ab'],11,,,,,,,,,,,,,,,,,,Lyon,137,00:01:11.459,Pass,
,,,,,,,,,,,,,,,,,1.088603,,,,,,,,,,,,,,,bcc310ac-936b-4346-bf88-ddcf6db4e80a,85,,,"[38.6, 38.3]",3901159,1,,,,0.7889569,,Right Foot,,,"[52.6, 52.4]",,Low Pass,,19.869827,,,Jordan Ferri,3118.0,,,,,Recovery,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,3,Lyon,137,['78a120b4-683f-495b-9b1c-022dc4c9896f'],18,,,,,,,,,,,,,,,,,,Lyon,137,00:01:18.021,Pass,
,,,,,,,,,,,,,,,,,1.167979,,,,,,,,,,,,,,,f8734e30-fd2a-43c9-ad0e-2ca67a853283,88,,,"[52.6, 52.4]",3901159,1,,,,2.5197685,,Right Foot,,,"[40.6, 61.0]",,Ground Pass,,14.763469,,,Rafael Pereira da Silva,3156.0,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,3,Lyon,137,['7f23e8e0-f23b-4330-81eb-7e1a136e8c4f'],19,,,,,,,,,,,,,,,,,,Lyon,137,00:01:19.893,Pass,
,,,,,,,,,,,,,,,,,1.106182,,,,,,,,,,,,,,,9d25d321-1ca3-46f7-9254-8c6b862b0fe0,91,,,"[49.3, 72.8]",3901159,1,,,,-1.7657409,,Left Foot,,,"[46.2, 57.1]",,Ground Pass,,16.003124,,,Maxime Gonalons,6982.0,,,,,,1,Regular Play,Rafael Pereira da Silva,3156.0,Right Back,3,Lyon,137,['f214d4c6-24fa-4cb8-af52-eee21f972829'],24,,,,,,,,,,,,,,,,,,Lyon,137,00:01:24.776,Pass,
,,,,,,,,,,,,,,,,,1.356315,,,,,,,,,,,,,,,45648b6c-8b73-4079-b972-63e5b67d9b3b,94,,,"[47.3, 58.5]",3901159,1,,,,-2.6928694,,Left Foot,,,"[39.2, 54.6]",,Ground Pass,,8.989994,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,3,Lyon,137,['de04e2fc-25db-4db9-843b-5d3841053054'],27,,,,,,,,,,,,,,,,,,Lyon,137,00:01:27.504,Pass,
,,,,,,,,,,,,,,,,,0.946425,,,,,,,,,,,,,,,9f1a7b7e-ce4f-47f4-b641-8d8ba13ddbe3,97,,,"[39.2, 54.6]",3901159,1,,,,-0.9145455,,Right Foot,,,"[52.6, 37.2]",,Ground Pass,,21.961784,,,Sergi Darder Moll,3236.0,,,,,,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,3,Lyon,137,['60827a26-e3f4-4713-b878-10f3d6b11280'],29,,,,,,,,,,,,,,,,,,Lyon,137,00:01:29.842,Pass,
,,,,,,,,,,,,,,,,,1.821815,,,,,,,,,,,,,,,db911342-1ac0-4467-a2c0-0a499a12e9b2,100,,,"[47.9, 33.0]",3901159,1,,,,-1.5707964,,Right Foot,,,"[47.9, 6.1]",,Ground Pass,,26.9,,,Henri Bedimo Nsamè,4895.0,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Left Center Midfield,3,Lyon,137,['d151b395-be40-4438-bd21-d5315658ffff'],33,,,,,,,,,,,,,,,,,,Lyon,137,00:01:33.054,Pass,
,,,,,,,,,,,,,,,,,2.388789,,,,,,,,,,,,,,,c40553ac-3e8e-46a5-82cb-f7a1912340a4,103,,,"[47.6, 4.7]",3901159,1,,,,-0.013887996,,Left Foot,,,"[90.8, 4.1]",,High Pass,,43.204166,Incomplete,,Gnaly Maxwell Cornet,3162.0,,,,,,1,Regular Play,Henri Bedimo Nsamè,4895.0,Left Back,3,Lyon,137,"['27eb1f41-e270-4332-b7b1-7921ffcdb2a2', '7698e16e-ad34-4132-8c3f-bad66d46945a']",36,,,,,,,,,,,,,,,,,,Lyon,137,00:01:36.007,Pass,
,,,,,,,,,,,,,,,,,2.603826,,,,,,,,,,,,,,,27eb1f41-e270-4332-b7b1-7921ffcdb2a2,105,,,"[29.3, 76.0]",3901159,1,,,,0.059928156,,Head,,,"[39.3, 76.6]",,High Pass,,10.017983,,,Benjamin Stambouli,8515.0,,,,,Recovery,1,Regular Play,Gregory van der Wiel,20048.0,Right Back,3,Lyon,137,"['c40553ac-3e8e-46a5-82cb-f7a1912340a4', 'f826da04-6aab-4111-a75a-648c48358352']",38,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:38.396,Pass,
,,,,,,,,,,,,,,,,,0.52181,,,,,,,,,,,,,,,999b22e4-5250-4606-8b30-3de6a6735433,107,,,"[37.9, 74.8]",3901159,1,,,,-2.812543,,Right Foot,,,"[29.7, 72.0]",,Ground Pass,,8.664871,Incomplete,,Gregory van der Wiel,20048.0,,,,,,1,Regular Play,Benjamin Stambouli,8515.0,Right Center Midfield,3,Lyon,137,"['180148af-461f-466b-ae3a-7ebfe2848424', '74998e0d-7008-47d7-b10b-0f71dc84d689']",41,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:41.000,Pass,
,,,,,,,,,,,,,,,,,2.568898,,,,,,,,,,,,,,,41ec41f6-35c4-46d7-ac55-b7333da892e6,114,,,"[84.6, 2.7]",3901159,2,,,,0.88068646,,Right Foot,True,,"[116.3, 41.1]",,High Pass,,49.794075,Incomplete,,Alexandre Lacazette,3451.0,,,,,Free Kick,1,From Free Kick,Sergi Darder Moll,3236.0,Left Center Midfield,4,Lyon,137,"['af18b210-a600-4997-b411-bdc294d4ba11', 'b34bf4a4-18cb-455d-af40-d78d718c9eda']",22,,,,,,,,,,,,,,,,,,Lyon,137,00:02:22.427,Pass,
