50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cf4e781d-1043-4343-b28d-abca2bc04220,1,,,,3901226,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7509, 'name': 'Geoffrey Jourdren'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 29}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ebca1f19-8bf7-49bf-a31b-153579511047,2,,,,3901226,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 401472, 'name': 'Carlos Eduardo de Castro Lourenço'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 11}, {'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,372a0b83-ac60-450b-878b-db2cdedb8a21,3,,,,3901226,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Montpellier,139,['62f1decb-c0e5-4f88-945a-05bdfc18d7fb'],0,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,62f1decb-c0e5-4f88-945a-05bdfc18d7fb,4,,,,3901226,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Montpellier,139,['372a0b83-ac60-450b-878b-db2cdedb8a21'],0,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d752d370-ee04-4bc3-94f1-fb71ca4bd97e,1779,,,,3901226,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,,86,Troyes,133,['5dfb7c6c-9a41-4c0c-8d5c-b50a7c0b5617'],0,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5dfb7c6c-9a41-4c0c-8d5c-b50a7c0b5617,1780,,,,3901226,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,,86,Troyes,133,['d752d370-ee04-4bc3-94f1-fb71ca4bd97e'],0,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.459175,,,,,,,,,,,,,,cd15f920-b6dc-4035-b1e1-dd92c81532d0,5,,,"[60.0, 40.0]",3901226,0,True,,,-0.119428925,,Right Foot,,,,"[62.5, 39.7]",,Ground Pass,,2.5179358,,,Rodrigue Casimir Ninga,3020.0,,,,,Kick Off,1,From Kick Off,Ryad Boudebouz,6661.0,,Center Attacking Midfield,2,Montpellier,139,['fbe541d2-eaa5-4c68-9063-d2073cc50951'],0,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.589,Pass,
,,,,,,,,,,,,,,,,,2.002397,,,,,,,,,,,,,,fa231d13-0ae4-468a-8d91-a8acc5d3dbd3,7,,,"[63.2, 40.8]",3901226,0,,,,1.2755882,,Left Foot,,,,"[73.6, 75.0]",,High Pass,,35.74633,,,Bryan Dabo,3421.0,,,,,,1,From Kick Off,Rodrigue Casimir Ninga,3020.0,,Left Center Forward,2,Montpellier,139,['7376070c-c1d5-47ba-873a-5e911fc5008a'],1,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:01.842,Pass,
,,,,,,,,,,,,,,,,,1.221551,,,,,,,,,,,,,,e9143dc6-635f-4719-80ae-e23f97f005fb,10,,,"[76.0, 73.7]",3901226,0,,,,-0.88774204,,Right Foot,,,,"[84.3, 63.5]",,Ground Pass,,13.150285,,,Rodrigue Casimir Ninga,3020.0,,,,,,1,From Kick Off,Bryan Dabo,3421.0,,Right Center Midfield,2,Montpellier,139,['2c0e7091-6053-4ebc-abfe-688c810d20e9'],4,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:04.984,Pass,
,,,,,,,,,,,,,,,,,0.734209,,,,,,,,,,,,,,8874149c-3cde-4f49-af25-31240ddcb392,17,,,"[83.1, 72.7]",3901226,0,,,,-1.5707964,,Left Foot,,,,"[83.1, 56.6]",,Ground Pass,,16.1,,,Ryad Boudebouz,6661.0,,,,,,1,From Kick Off,Bryan Dabo,3421.0,,Right Center Midfield,2,Montpellier,139,"['1c2575f2-fc89-4c1a-a5e6-ddbb201c3ea0', 'c7bf07cd-7f4d-4ed5-ac9f-65c0eb4e03d6']",8,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:08.335,Pass,True
,,,,,,,,,,,,,,,,,1.182693,,,,,,,,,,,,,,154c3a9e-e5be-4fcc-ad59-af002821a276,20,,,"[81.8, 57.9]",3901226,0,,,,-1.0294751,,Left Foot,,,,"[91.6, 41.6]",,Ground Pass,,19.019201,Incomplete,,,,,,,,,1,From Kick Off,Ryad Boudebouz,6661.0,,Center Attacking Midfield,2,Montpellier,139,['a712a65d-f9ce-494f-a0a9-a3b6fed81826'],10,,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:10.662,Pass,
,,,,,,,,,,,,,,,,,0.971968,,,,,,,,,,,,,,a712a65d-f9ce-494f-a0a9-a3b6fed81826,21,,,"[28.5, 38.5]",3901226,0,,,,-0.22990443,,Right Foot,,,,"[37.9, 36.3]",,Ground Pass,,9.654015,,,Jessy Pi,7415.0,,,,,Recovery,1,Regular Play,Carlos Eduardo de Castro Lourenço,401472.0,,Right Center Back,3,Troyes,133,"['154c3a9e-e5be-4fcc-ad59-af002821a276', '448c22a1-3b96-4d03-ba06-b44398dcbd4e']",11,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:11.844,Pass,
,,,,,,,,,,,,,,,,,1.008869,,,,,,,,,,,,,,751e0408-ec01-4f45-9187-5ff056f3b1a6,26,,,"[34.9, 37.8]",3901226,0,,,,-1.201112,,Right Foot,,,,"[41.1, 21.8]",,Ground Pass,,17.159254,,,Chaouki Ben Saada,3161.0,,,,,,1,Regular Play,Jessy Pi,7415.0,,Right Center Midfield,3,Troyes,133,"['31d51f08-ffdf-4b22-aed8-3fba3b39d9c1', '76050400-cab8-42c6-a6bb-4c689f03044e']",14,,,,,,,,,,,,,,,,,,,Troyes,133,00:00:14.604,Pass,True
