50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3d050f8-2ffd-429e-bf85-08f44221dfc4,92,,,"[87.0, 6.6]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sloan Privat,4799.0,Center Forward,6,Guingamp,142,['febf2dce-df08-43ed-9e2c-1dc411c17b25'],15,,,,,,,,,,,,,,,,,,Guingamp,142,00:01:15.711,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83f1bcc1-4ba5-43ed-bdf8-744e5681adfc,99,,,"[38.3, 60.2]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,7,Lyon,137,['f6340653-ff64-4e41-86e9-d6952387afbc'],24,,,,,,,,,,,,,,,,,,Lyon,137,00:01:24.424,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a9cc28b-e0b9-4454-8e2e-ea3911384597,108,,,"[34.1, 71.0]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,7,Lyon,137,['2c44abd5-513b-4ebc-a0a0-8842f6de3540'],27,,,,,,,,,,,,,,,,,,Lyon,137,00:01:27.976,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a5e26bc-d451-4683-9c18-d8f977d3c716,110,,,"[16.8, 68.4]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Pereira da Silva,3156.0,Right Back,7,Lyon,137,['961d323f-ae51-4cf5-955e-2707c07d2419'],29,,,,,,,,,,,,,,,,,,Lyon,137,00:01:29.591,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66cdfb08-328c-4577-a77f-5cbc76ec6f02,113,,,"[29.3, 55.7]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,['6b3a4bc3-83c7-4b91-8c39-373ce2e9badb'],32,,,,,,,,,,,,,,,,,,Lyon,137,00:01:32.137,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4a8de9b-e6ad-45ef-b01e-03f77e166e6c,116,,,"[15.0, 33.0]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,7,Lyon,137,['b3a47a5f-7c26-4e9c-a85b-32ab9a3b8355'],36,,,,,,,,,,,,,,,,,,Lyon,137,00:01:36.098,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a093cf34-ed5c-4256-8231-f55ec35e8e81,119,,,"[45.5, 5.6]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,7,Lyon,137,['349c292d-dff1-4b6c-a449-9b1a27f13181'],39,,,,,,,,,,,,,,,,,,Lyon,137,00:01:39.617,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710295d0-320c-470f-8776-a809ecf667d1,123,,,"[43.6, 18.6]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,"['2ccbd944-e8b4-42a3-8898-3697525febc4', 'cef13a44-deef-4ed0-876f-cf6fd8b2d45d']",41,,,,,,,,,,,,,,,,,,Lyon,137,00:01:41.338,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d4a6b82-1a16-4340-8004-6432db85a449,126,,,"[52.1, 5.2]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,7,Lyon,137,['8e073b22-9d0d-4834-99f4-f0f2972b39d6'],43,,,,,,,,,,,,,,,,,,Lyon,137,00:01:43.057,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35b1a724-267d-4ef2-aab0-5bc97c87549c,129,,,"[54.4, 8.2]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,['bae3558c-3453-425d-88b0-d5deb8d48a35'],46,,,,,,,,,,,,,,,,,,Lyon,137,00:01:46.463,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2617b776-7337-4c01-b309-77f410bfc6f9,131,,,"[57.9, 8.0]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,7,Lyon,137,['5b987f0a-5dc3-4f8b-b4cf-f8821dee9a2e'],47,,,,,,,,,,,,,,,,,,Lyon,137,00:01:47.068,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5b702cb-b912-4152-9442-0b3c1e9263c4,135,,,"[61.6, 2.0]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maxime Gonalons,6982.0,Center Defensive Midfield,7,Lyon,137,['225a46bb-b5f3-4f84-9dd2-60e07981d5f5'],51,,,,,,,,,,,,,,,,,,Lyon,137,00:01:51.275,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971db049-0379-4077-b2e3-af9fd71340a1,138,,,"[67.6, 2.1]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,7,Lyon,137,['982c08f1-237a-4d73-bc64-2cddf297b2a3'],52,,,,,,,,,,,,,,,,,,Lyon,137,00:01:52.570,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1fb2658-90c8-4611-bc7d-07884890c8c6,140,,,"[64.1, 9.7]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,7,Lyon,137,['95e1d9ff-3300-455c-bd03-76e4eb1cb9c9'],53,,,,,,,,,,,,,,,,,,Lyon,137,00:01:53.602,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944d8f6d-21e5-454b-98b6-f22f7d7e399d,143,,,"[73.3, 37.1]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Right Center Forward,7,Lyon,137,['12f1da62-628b-4819-b028-51c5a2bb35ac'],56,,,,,,,,,,,,,,,,,,Lyon,137,00:01:56.004,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbd57717-bac5-4c97-8323-4ad656383f01,146,,,"[87.0, 4.4]",3829426,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,7,Lyon,137,['7054ec7f-8a10-4bb2-a88f-ba3ccb498cf9'],59,,,,,,,,,,,,,,,,,,Lyon,137,00:01:59.271,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b59bf5a-738c-44f7-b2b6-173fdda3da2f,149,,,"[96.4, 7.5]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nabil Fekir,2948.0,Left Center Forward,7,Lyon,137,['aa054317-6e84-4d0a-b4e8-b963e33643d8'],1,,,,,,,,,,,,,,,,,,Lyon,137,00:02:01.722,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3f67997-faf0-44a1-908e-bd9d3be860b9,156,,,"[20.4, 65.7]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lars Christian Jacobsen,20199.0,Right Back,8,Guingamp,142,['badd70ef-c241-468a-b656-b17f6e42f9a4'],5,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:05.670,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af811739-fd88-455c-bfdf-7badb2198acd,159,,,"[64.5, 51.7]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sloan Privat,4799.0,Center Forward,8,Guingamp,142,['e98f9821-3b00-4657-bd9c-415dbbdc2518'],8,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:08.730,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e1061d0-9316-4222-a70e-adf029842bb3,163,,,"[64.5, 41.4]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yannis Salibur,3122.0,Center Attacking Midfield,8,Guingamp,142,['f596862d-4cc1-4fbc-a424-aa3a2f393ebd'],10,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:10.850,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37228e58-6c97-467d-a460-2cc4685f0d62,166,,,"[39.6, 48.1]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,8,Guingamp,142,['fa9dca65-2f08-4c7e-8306-de9d27669c52'],15,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:15.837,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d73c3e58-22d6-44db-a00b-8db52300cd27,170,,,"[36.1, 23.0]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dorian Lévêque,30182.0,Left Back,8,Guingamp,142,['7b5b9444-35cf-4a22-9d06-4951a1ac7c5b'],20,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:20.387,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27a55abf-73b4-47d7-ba6b-1a7d069d0a26,173,,,"[88.4, 27.3]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yannis Salibur,3122.0,Center Attacking Midfield,8,Guingamp,142,['d81feba2-6dfd-4de5-9892-9448e3efdcbb'],26,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:26.223,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ab8cc25-0259-457a-85b1-48e29230b465,180,,,"[28.0, 31.2]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,9,Lyon,137,['a36ab21b-bcf2-4ab7-ab9f-6be298eacd56'],43,,,,,,,,,,,,,,,,,,Lyon,137,00:02:43.721,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394450c2-9a52-4f39-84d8-cd405815f259,183,,,"[45.9, 20.2]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Corentin Tolisso,5480.0,Left Center Midfield,9,Lyon,137,['897d5aaa-5087-449e-a51b-cbad2b58ef44'],45,,,,,,,,,,,,,,,,,,Lyon,137,00:02:45.914,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b26307c-a870-4770-8b68-41ae1f27688b,186,,,"[72.9, 3.1]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jérémy Morel,2983.0,Left Back,9,Lyon,137,['b2a8fec8-8a09-4575-9596-c68edda36ea7'],49,,,,,,,,,,,,,,,,,,Lyon,137,00:02:49.338,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06743729-af7c-4c66-99bb-8fe50288c55e,189,,,"[83.0, 28.2]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mathieu Valbuena,18868.0,Center Attacking Midfield,9,Lyon,137,['736c5de3-89c2-4084-9d63-b22c68dea336'],51,,,,,,,,,,,,,,,,,,Lyon,137,00:02:51.204,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea58813-8681-4f38-91f4-e154f0e8b03b,193,,,"[39.1, 48.4]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Younousse Sankharé,3348.0,Left Defensive Midfield,10,Guingamp,142,['3b60267c-7737-45ae-9db4-e06249d9a801'],53,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:53.015,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cffaab5-2a01-491b-b752-7a03e78183d6,197,,,"[54.2, 42.4]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yannis Salibur,3122.0,Center Attacking Midfield,10,Guingamp,142,['c2249921-f549-4431-a7e8-c0ce519d08ab'],54,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:54.945,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba1cca08-bf35-442a-b93c-de1e7527daf1,200,,,"[62.2, 22.1]",3829426,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolas Benezet,3301.0,Left Midfield,10,Guingamp,142,['02a8868c-5395-4adb-a825-f5930f4e3c19'],57,,,,,,,,,,,,,,,,,,Guingamp,142,00:02:57.785,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abf5cd09-ea8f-4b00-85ae-7236eb8fe2ca,216,,,"[106.4, 39.9]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Younousse Sankharé,3348.0,Left Defensive Midfield,10,Guingamp,142,['dc3470b5-e135-4bd7-a7ad-0e9873ee2c0d'],8,,,,,,,,,,,,,,,,,,Guingamp,142,00:03:08.906,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45e1aabc-c942-47a2-9010-a0eb897ce75a,223,,,"[25.2, 41.2]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Milan Biševac,3103.0,Right Center Back,11,Lyon,137,['ef5a9647-5217-450e-af59-699a871fabd4'],29,,,,,,,,,,,,,,,,,,Lyon,137,00:03:29.838,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d3d81b2-340b-4fea-8c89-f65ac650765c,225,,,"[50.0, 73.5]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rafael Pereira da Silva,3156.0,Right Back,11,Lyon,137,['0d380dec-5f95-4edb-985f-079ec14ca5db'],31,,,,,,,,,,,,,,,,,,Lyon,137,00:03:31.724,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5e25d69-af40-49d6-abfa-a8f5fc8e5118,227,,,"[38.3, 66.7]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordan Ferri,3118.0,Right Center Midfield,11,Lyon,137,['8778a269-5c1d-4210-b1da-8c1b3d172cd8'],33,,,,,,,,,,,,,,,,,,Lyon,137,00:03:33.479,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c9f16fc-2568-4cc5-94f0-48fdd547b6e8,230,,,"[34.8, 25.1]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,11,Lyon,137,['946f3e77-213f-4c7d-88e7-b6820ab575a3'],38,,,,,,,,,,,,,,,,,,Lyon,137,00:03:38.971,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cb728af-f99b-4800-9490-45a922763167,233,,,"[40.4, 36.5]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Maxime Gonalons,6982.0,Center Defensive Midfield,11,Lyon,137,['bb9b3593-28f2-41ab-a28c-d05d92e180b1'],42,,,,,,,,,,,,,,,,,,Lyon,137,00:03:42.157,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e534f557-d531-4688-b867-49a14aab231a,236,,,"[48.4, 52.5]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordan Ferri,3118.0,Right Center Midfield,11,Lyon,137,['d59a86d7-52dd-42d7-9993-c0e670e1fba3'],45,,,,,,,,,,,,,,,,,,Lyon,137,00:03:45.089,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343ea979-698e-436e-9037-2dd16250872f,239,,,"[67.6, 55.7]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mathieu Valbuena,18868.0,Center Attacking Midfield,11,Lyon,137,['c169408f-5cbc-4fae-8bf2-6cbebd530f42'],46,,,,,,,,,,,,,,,,,,Lyon,137,00:03:46.466,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e34ca0b-03b5-4a6e-a8f3-a0c9bf5aeb3f,242,,,"[80.6, 71.0]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rafael Pereira da Silva,3156.0,Right Back,11,Lyon,137,['cd113807-1f20-434b-af50-08bf7efee39f'],49,,,,,,,,,,,,,,,,,,Lyon,137,00:03:49.829,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382699c8-0f4b-4f98-bfc2-8334674c75a2,245,,,"[63.0, 69.4]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordan Ferri,3118.0,Right Center Midfield,11,Lyon,137,['dde2b033-962d-47f1-90f1-513ef123dcbb'],52,,,,,,,,,,,,,,,,,,Lyon,137,00:03:52.146,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a60d7784-37a3-4733-98ec-f2517f6b33a5,248,,,"[82.3, 60.5]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alexandre Lacazette,3451.0,Right Center Forward,11,Lyon,137,['d40182c6-30d5-4b29-bcbf-d16983f55829'],55,,,,,,,,,,,,,,,,,,Lyon,137,00:03:55.060,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c5f951c-5539-4564-a8af-77d989577c79,251,,,"[78.2, 50.9]",3829426,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordan Ferri,3118.0,Right Center Midfield,11,Lyon,137,['be6824db-64e3-4bd2-91ac-677b5fe09c81'],56,,,,,,,,,,,,,,,,,,Lyon,137,00:03:56.923,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215595c1-4b73-4af2-8bfb-e38aae686c18,257,,,"[53.9, 29.4]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sloan Privat,4799.0,Center Forward,11,Lyon,137,['81a6402c-1aa2-4b5f-82e7-650f9d633ff6'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:04:00.639,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bbc4006-425e-45cb-a13b-040a99732936,259,,,"[46.5, 31.8]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Moustapha Elhadji Diallo,3121.0,Right Defensive Midfield,11,Lyon,137,['193cc35b-aaf4-41c7-bee7-f614d2461faa'],2,,,,,,,,,,,,,,,,,,Guingamp,142,00:04:02.077,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04829f05-bba7-4ed7-8936-bc1c6ad1598a,264,,,"[66.2, 46.3]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alexandre Lacazette,3451.0,Right Center Forward,11,Lyon,137,"['0fd021a0-dfd6-4f3a-be2c-9a3c087ef861', '7f5da4fe-1241-4017-9e96-d6ab00b685d3']",3,,,,,,,,,,,,,,,,,,Lyon,137,00:04:03.693,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24abc849-4cb1-4518-b49e-1c1a6cd5fa0d,267,,,"[57.0, 32.5]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,11,Lyon,137,['a2aecf73-4e9f-4c84-9550-0ed099c8588e'],5,,,,,,,,,,,,,,,,,,Lyon,137,00:04:05.455,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37257d35-c1b0-4d8a-b2f2-c857c45ec0bc,270,,,"[87.7, 71.8]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rafael Pereira da Silva,3156.0,Right Back,11,Lyon,137,['096a832d-fd69-4340-b121-2a68e2fdd74c'],9,,,,,,,,,,,,,,,,,,Lyon,137,00:04:09.280,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,055f15bc-5091-4955-b1d7-57ecc7063e81,273,,,"[100.5, 60.2]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nabil Fekir,2948.0,Left Center Forward,11,Lyon,137,['296fbfa3-21cf-4f37-b9cd-0fef29d3da83'],12,,,,,,,,,,,,,,,,,,Lyon,137,00:04:12.477,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9248a93f-0941-46b5-8ab8-957eb30796ae,276,,,"[105.0, 47.3]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Corentin Tolisso,5480.0,Left Center Midfield,11,Lyon,137,['c819128a-e2cc-4582-827a-fd7fbcee22dc'],15,,,,,,,,,,,,,,,,,,Lyon,137,00:04:15.004,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbaaf979-139d-4abf-8b05-22cf9090466e,284,,,"[76.0, 71.8]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mathieu Valbuena,18868.0,Center Attacking Midfield,12,Lyon,137,['a069662f-9677-4428-b41e-ce74203e4062'],28,,,,,,,,,,,,,,,,,,Lyon,137,00:04:28.406,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fa93860-0a0e-4a62-9590-949b7f6e613c,286,,,"[71.4, 68.0]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Ferri,3118.0,Right Center Midfield,12,Lyon,137,['4859c433-1d01-4a3e-8895-228025c1e7fb'],30,,,,,,,,,,,,,,,,,,Lyon,137,00:04:30.220,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae514116-a410-4c6d-8a88-3f141e3db831,289,,,"[53.2, 69.0]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Milan Biševac,3103.0,Right Center Back,12,Lyon,137,['525a4b93-ea17-4936-a665-413a7b164e8e'],32,,,,,,,,,,,,,,,,,,Lyon,137,00:04:32.714,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1ecedc1-45f7-4d35-8a70-a604c2c3162e,292,,,"[50.7, 31.2]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,12,Lyon,137,['40023981-a884-474f-a60d-2d2471802a87'],36,,,,,,,,,,,,,,,,,,Lyon,137,00:04:36.131,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7f805a9-d282-43c6-9489-f02a9f983d33,295,,,"[52.0, 52.8]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Milan Biševac,3103.0,Right Center Back,12,Lyon,137,['3ff5ce5c-4742-41d6-858b-dee037e203d9'],38,,,,,,,,,,,,,,,,,,Lyon,137,00:04:38.434,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce96c9b2-3926-4eaf-85a4-288e1e6fc4d4,298,,,"[78.9, 72.8]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rafael Pereira da Silva,3156.0,Right Back,12,Lyon,137,['a29fc16b-bd8a-4482-94b4-9a7aa4a63f4f'],41,,,,,,,,,,,,,,,,,,Lyon,137,00:04:41.343,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdf36d6e-f740-47bd-afa3-ec4b98d89a1f,300,,,"[78.8, 61.1]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mathieu Valbuena,18868.0,Center Attacking Midfield,12,Lyon,137,['561800aa-8653-425e-9d1d-01738b8664e1'],42,,,,,,,,,,,,,,,,,,Lyon,137,00:04:42.368,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d18c7e18-78e3-4372-86ab-6b338a8ff553,305,,,"[61.1, 11.1]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dorian Lévêque,30182.0,Left Back,12,Lyon,137,['db55ce45-8433-4b15-ac9a-25317a893220'],53,,,,,,,,,,,,,,,,,,Guingamp,142,00:04:53.156,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be316434-c0d1-4070-8a87-ab3ee9dd8d1b,308,,,"[71.0, 11.2]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yannis Salibur,3122.0,Center Attacking Midfield,12,Lyon,137,['7c20367a-4f72-4228-ac7d-34656a9d3c32'],54,,,,,,,,,,,,,,,,,,Guingamp,142,00:04:54.230,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a02f975-2513-41ff-a335-af327ad5170e,313,,,"[69.2, 51.4]",3829426,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nabil Fekir,2948.0,Left Center Forward,12,Lyon,137,['810639aa-01be-41c2-b429-9ba978cb82b0'],58,,,,,,,,,,,,,,,,,,Lyon,137,00:04:58.100,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b05a96ef-d4f2-43c4-b43a-3afef5330faa,320,,,"[45.5, 65.2]",3829426,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Pereira da Silva,3156.0,Right Back,14,Lyon,137,['372b9d90-5f9a-4f8d-b501-f511f1c8de72'],27,,,,,,,,,,,,,,,,,,Lyon,137,00:05:27.480,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233b7870-29e0-4f8a-946d-4f9daacbbfb7,322,,,"[45.2, 53.6]",3829426,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Ferri,3118.0,Right Center Midfield,14,Lyon,137,['a70ff582-3aec-4e13-b5e1-41dc7227f2b3'],29,,,,,,,,,,,,,,,,,,Lyon,137,00:05:29.282,Ball Receipt*,
