50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.320617,,,,,,,,,,,,,6a6aafd5-c4f7-4c49-ac40-2c9cb7415f57,45,,"[42.6, 5.8]",3900558,0,,,,,2.0311866,,Right Foot,,,,"[36.5, 18.1]",Ground Pass,,13.72953,,,,Wallace Fortuna dos Santos,8277.0,,,,,,,1,From Kick Off,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,2,AS Monaco,129,['794b03c2-6c41-455b-b0c6-9d8760d38818'],39,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:39.779,Pass,
,,,,,,,,,,,,,,,2.399611,,,,,,,,,,,,,4b7a5233-954b-49e5-a842-e31f859161b2,48,,"[37.3, 24.7]",3900558,0,,,,,1.3799366,,Right Foot,,,,"[44.7, 63.0]",Ground Pass,,39.00833,,,,Jérémy Toulalan,3406.0,,,,,,,1,From Kick Off,Wallace Fortuna dos Santos,8277.0,Right Center Back,2,AS Monaco,129,['a52fa031-a83c-4a01-bb5a-182a53e43cb0'],42,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:42.699,Pass,
,,,,,,,,,,,,,,,1.578463,,,,,,,,,,,,,68fcbc5e-44fa-48d2-b7da-5d161c803f9a,51,,"[65.3, 73.8]",3900558,0,,,,,-0.58341897,,Right Foot,,,,"[95.6, 53.8]",High Pass,,36.305508,,,,Lacina Traoré,3553.0,,,,,,,1,From Kick Off,Jérémy Toulalan,3406.0,Right Defensive Midfield,2,AS Monaco,129,['9ede1863-be5c-45f1-afef-1884e651b624'],48,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:48.929,Pass,
,,,,,,,,,,,,,,,0.866027,,,,,,,,,,,,,f1d554ff-d81d-48d2-b749-3c836ecfb61c,56,,"[22.2, 26.3]",3900558,1,,,,,-1.5334306,,Right Foot,,,,"[22.6, 15.6]",Ground Pass,,10.707474,,,,Loïc Perrin,4263.0,,,,,,Free Kick,1,From Free Kick,Stéphane Ruffier,4259.0,Goalkeeper,3,Saint-Étienne,135,['e269a1d9-925a-4567-a841-3a691a76763d'],4,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:04.110,Pass,
,,,,,,,,,,,,,,,1.58243,,,,,,,,,,,,,a6b2472a-6d16-4dea-a272-3b0619dcd642,59,,"[22.8, 14.5]",3900558,1,,,,,2.0719264,,Right Foot,,,,"[14.2, 30.2]",Ground Pass,,17.901117,,,,Stéphane Ruffier,4259.0,,,,,,,1,From Free Kick,Loïc Perrin,4263.0,Left Center Back,3,Saint-Étienne,135,['b55928af-1cda-46d1-9dc5-ab16f894c4e9'],6,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:06.333,Pass,
,,,,,,,,,,,,,,,1.868312,,,,,,,,,,,,,4658ed76-3f02-4463-b0b2-e29612150949,62,,"[14.2, 43.5]",3900558,1,,,,,0.47761875,,Right Foot,,,,"[54.0, 64.1]",High Pass,,44.815174,,Incomplete,,,,,,,,,,1,From Free Kick,Stéphane Ruffier,4259.0,Goalkeeper,3,Saint-Étienne,135,['7a6ba4ff-c16e-4323-920e-e733c3c691e0'],12,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:12.928,Pass,
,,,,,,,,,,,,,,,1.865248,,,,,,,,,,,,,7a6ba4ff-c16e-4323-920e-e733c3c691e0,63,,"[66.1, 16.0]",3900558,1,,,,,1.6709387,,Left Foot,,,,"[64.0, 36.9]",Low Pass,,21.005238,,,,Jérémy Toulalan,3406.0,,,,,,Recovery,1,Regular Play,Hélder Wander Sousa Azevedo Costa,9931.0,Left Wing,4,AS Monaco,129,"['253b39d0-7cee-4434-8bb9-55f988b22069', '4658ed76-3f02-4463-b0b2-e29612150949']",14,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:14.797,Pass,
,,,,,,,,,,,,,,,0.734624,,,,,,,,,,,,,dedfaaa2-5f1e-45eb-a01f-3b5d6b33dbfa,66,,"[64.0, 36.9]",3900558,1,,,,,-1.6033934,,Right Foot,,,,"[63.7, 27.7]",Ground Pass,,9.20489,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,,1,Regular Play,Jérémy Toulalan,3406.0,Right Defensive Midfield,4,AS Monaco,129,['6d2ee7d1-3b52-4222-98d8-f4500f07d014'],16,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:16.727,Pass,
,,,,,,,,,,,,,,,1.17455,,,,,,,,,,,,,5d667b55-b9fe-4ca2-9454-800ad22f8b50,70,,"[61.4, 18.6]",3900558,1,,,,,-1.1740876,,Left Foot,,,,"[67.6, 3.8]",Low Pass,,16.046183,,,,Elderson Uwa Echiejile,27558.0,,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,4,AS Monaco,129,['40861b75-eb49-402f-86b9-9da79affa015'],22,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:22.974,Pass,
,,,,,,,,,,,,,,,0.862884,,,,,,,,,,,,,0915b6ba-3a99-4dc0-8340-39ff3ff617f1,73,,"[68.9, 3.9]",3900558,1,,,,,0.082211286,,Left Foot,,,,"[95.6, 6.1]",Ground Pass,,26.790483,,Incomplete,,Hélder Wander Sousa Azevedo Costa,9931.0,,,,,,,1,Regular Play,Elderson Uwa Echiejile,27558.0,Left Back,4,AS Monaco,129,"['04e76d3e-bfd1-4c25-8855-c4bcf7f54156', 'dba51feb-75f5-4822-827b-74ab085c498e']",25,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:25.702,Pass,
,,,,,,,,,,,,,,,1.006985,,,,,,,,,,,,,9c0089aa-1b5b-4345-bce9-249ef7fe3f21,80,,"[87.8, 3.0]",3900558,1,,,,,3.0430121,,Left Foot,,,,"[78.7, 3.9]",Ground Pass,,9.144397,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,,1,Regular Play,Hélder Wander Sousa Azevedo Costa,9931.0,Left Wing,4,AS Monaco,129,"['b9a59e5c-4110-45b2-a133-54f9b855b654', 'f10f69f1-132c-41eb-a994-b5b086bb8a55']",30,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:30.592,Pass,True
,,,,,,,,,,,,,,,1.000156,,,,,,,,,,,,,565a7d1b-4ab9-4976-9a2e-f94eec43bd03,84,,"[73.4, 8.9]",3900558,1,,,,,1.6379222,,Right Foot,,,,"[72.6, 20.8]",Ground Pass,,11.926861,,,,Jérémy Toulalan,3406.0,,,,,,,1,Regular Play,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,4,AS Monaco,129,"['6426c7b7-d3f1-4c70-b7e3-0732430156ac', '7782f1f1-714e-48c2-b688-4ee218483420']",32,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:32.914,Pass,True
,,,,,,,,,,,,,,,1.591607,,,,,,,,,,,,,f2fad52d-8c9a-4548-9a20-188424aedbbc,88,,"[81.1, 23.3]",3900558,1,,,,,-0.5173933,,Left Foot,,,,"[93.4, 16.3]",Ground Pass,,14.152385,,Incomplete,,Thomas Lemar,3245.0,,,,,,,1,Regular Play,Jérémy Toulalan,3406.0,Right Defensive Midfield,4,AS Monaco,129,"['d97ae66d-8b9d-4b08-a62a-3e31506877df', 'f18a3a43-6daa-4896-9f36-e6727bf0e2eb']",37,,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:37.035,Pass,
,,,,,,,,,,,,,,,1.302378,,,,,,,,,,,,,702c7897-80c9-400c-b3f1-ee738e57433a,92,,"[43.7, 71.0]",3900558,1,,,,,0.48017502,,Right Foot,,,,"[58.1, 78.5]",Low Pass,,16.23607,,,,Renaud Cohade,3200.0,,,,,,,1,Regular Play,Kévin Malcuit,4382.0,Right Back,5,Saint-Étienne,135,['8608abaa-129c-4590-9fce-72cb4e4bb36b'],41,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:41.058,Pass,
,,,,,,,,,,,,,,,5.405295,,,,,,,,,,,,,f8ed4d03-eb99-4a5b-bbdb-3a65f396af37,96,,"[56.7, 77.9]",3900558,1,,,,,0.010675751,,Right Foot,,,,"[112.9, 78.5]",Ground Pass,,56.2032,,,,Romain Hamouma,4260.0,,,,,,,1,Regular Play,Renaud Cohade,3200.0,Center Attacking Midfield,5,Saint-Étienne,135,"['71889582-bf96-4f48-ad22-c99d49f0e24f', 'f42d16e5-46a6-45f9-bc2a-2e8e8f85d206']",42,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:42.620,Pass,True
,,,,,,,,,,,,,,,1.7392,,,,,,,,,,,,,31d03b71-2b13-45dc-8cba-fc9a7dc0ab16,99,,"[113.9, 78.2]",3900558,1,,,,,-1.5402714,1aeb5a2a-11c2-45f6-b07f-eb21fdba9038,Right Foot,,,,"[114.7, 52.0]",High Pass,,26.212212,,,,Kévin Malcuit,4382.0,True,,,,,,1,Regular Play,Romain Hamouma,4260.0,Right Wing,5,Saint-Étienne,135,['3d190ae2-39fd-4181-9cd2-124880cc4476'],48,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:01:48.325,Pass,
,,,,,,,,,,,,,,,1.681883,,,,,,,,,,,,,a1f5cb8c-b00a-489e-9f36-af42289acb69,106,,"[120.0, 80.0]",3900558,2,,True,,,-1.814604,,Right Foot,,,,"[110.0, 39.8]",High Pass,,41.425114,,Incomplete,True,,,,,True,Outswinging,,Corner,1,From Corner,Romain Hamouma,4260.0,Right Wing,6,Saint-Étienne,135,['fd5a4e1b-5b44-4c36-8f89-5b6780b6955c'],11,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:11.273,Pass,
,,,,,,,,,,,,,,,1.604579,,,,,,,,,,,,,d783e507-cf1a-480b-b529-8fb9e61d46c1,108,,"[89.4, 50.7]",3900558,2,,,,,1.1429086,,Right Foot,,,,"[100.3, 74.6]",Low Pass,,26.268232,,Pass Offside,,Romain Hamouma,4260.0,,,,,,Recovery,1,From Corner,Fabien Lemoine,7200.0,Right Defensive Midfield,6,Saint-Étienne,135,['20d6b149-7f1a-4e4d-9c03-bb369d856728'],15,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:02:15.047,Pass,
,,,,,,,,,,,,,,,2.130383,,,,,,,,,,,,,e7359ef3-12e0-4d90-bdf7-6773cbb531a7,110,,"[14.7, 6.6]",3900558,2,,True,,,0.58549005,,Right Foot,,,,"[23.9, 12.7]",Ground Pass,,11.0385685,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,Free Kick,1,From Free Kick,Paul Nardi,24021.0,Goalkeeper,7,AS Monaco,129,['1b46b7e3-23cc-415c-b220-a474b8165104'],38,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:38.509,Pass,
,,,,,,,,,,,,,,,1.078184,,,,,,,,,,,,,ab2c986e-0db7-438d-a8a5-42c59eb62a4e,112,,"[27.5, 14.1]",3900558,2,,,,,-0.054113783,,Right Foot,,,,"[51.5, 12.8]",Ground Pass,,24.035183,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,,1,From Free Kick,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,7,AS Monaco,129,['d3772b2d-fc3c-48b2-a1a9-4aa053768af2'],42,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:42.491,Pass,
,,,,,,,,,,,,,,,1.182854,,,,,,,,,,,,,4693e7be-b25b-43be-a070-301ab1738095,116,,"[51.8, 13.0]",3900558,2,,,,,-3.0316925,,Right Foot,,,,"[37.3, 11.4]",Ground Pass,,14.588009,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,,1,From Free Kick,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,7,AS Monaco,129,"['2c42a787-cf5f-4926-a8bd-c92163b08b07', '609eab4b-3caf-4745-a797-d4a4f6bcb276']",43,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:43.609,Pass,True
,,,,,,,,,,,,,,,3.930677,,,,,,,,,,,,,5ba91e45-18f2-4153-8626-6225d7e45cfa,119,,"[40.9, 10.3]",3900558,2,,,,,-0.04942967,,Right Foot,,,,"[97.5, 7.5]",High Pass,,56.669216,,,,Hélder Wander Sousa Azevedo Costa,9931.0,,,,,,,1,From Free Kick,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,7,AS Monaco,129,['52ff4c07-4e8f-44a0-a37e-7323ed43bc3d'],47,,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:47.613,Pass,
